"Date & Time","use [kW]","gen [kW]","01:Grid [kW]","01:Grid* [kVA]","02:Dryer [kW]","02:Dryer* [kVA]","03:OfficeOutlets [kW]","03:OfficeOutlets* [kVA]","04:LivingRoomOutlets [kW]","04:LivingRoomOutlets* [kVA]","05:GuestBathOutlets [kW]","05:GuestBathOutlets* [kVA]","06:MasterBathOutlets [kW]","06:MasterBathOutlets* [kVA]","07:LivingRoomPatioLights [kW]","07:LivingRoomPatioLights* [kVA]","08:GuestBathHallLights [kW]","08:GuestBathHallLights* [kVA]","09:DiningRoomOutlets [kW]","09:DiningRoomOutlets* [kVA]","10:OutsideOutlets [kW]","10:OutsideOutlets* [kVA]","11:CellarLights [kW]","11:CellarLights* [kVA]","L1:Voltage [V]","L2:Voltage [V]","L1:Frequency [Hz]","L2:Frequency [Hz]"
2014-06-28 23:59:00,0.290933333,-0.000000000,-0.290933333,0.490000000,-0.008100000,0.015733333,-0.046016667,0.064566667,-0.063983333,0.091583333,-0.000583333,0.001783333,-0.002333333,0.003483333,-0.004316667,0.009483333,-0.006066667,0.014133333,-0.011233333,0.019183333,-0.001383333,0.001966667,0.000016667,0.004083333,121.247316667,122.636233333,60.007100000,60.007083333
2014-06-28 23:58:00,0.287300000,-0.000000000,-0.287300000,0.482083333,-0.008100000,0.015766667,-0.045983333,0.064600000,-0.063950000,0.091683333,-0.000600000,0.001783333,-0.002333333,0.003483333,-0.004316667,0.009483333,-0.006050000,0.014150000,-0.011250000,0.019166667,-0.001383333,0.001966667,0.000016667,0.004066667,121.135050000,122.565433333,60.000466667,60.000516667
2014-06-28 23:57:00,0.345716667,-0.000000000,-0.345716667,0.513866667,-0.007966667,0.015766667,-0.046000000,0.064733333,-0.063950000,0.091566667,-0.000550000,0.001783333,-0.002416667,0.003533333,-0.004216667,0.009500000,-0.006116667,0.014100000,-0.011216667,0.019200000,-0.001466667,0.002000000,0.000033333,0.004083333,121.148350000,122.598750000,60.001316667,60.002983333
2014-06-28 23:56:00,0.383233333,-0.000000000,-0.383233333,0.511866667,-0.007833333,0.015700000,-0.045950000,0.064733333,-0.063950000,0.091383333,-0.000550000,0.001750000,-0.002483333,0.003533333,-0.004166667,0.009483333,-0.006166667,0.014100000,-0.011183333,0.019200000,-0.001516667,0.002016667,0.000033333,0.004033333,121.135050000,122.644400000,60.008850000,60.008783333
2014-06-28 23:55:00,0.376233333,-0.000000000,-0.376233333,0.489916667,-0.007800000,0.015733333,-0.045883333,0.064633333,-0.064200000,0.091766667,-0.000533333,0.001766667,-0.002500000,0.003566667,-0.004150000,0.009500000,-0.006183333,0.014133333,-0.011200000,0.019200000,-0.001516667,0.002050000,0.000033333,0.004066667,121.163150000,122.719733333,60.015016667,60.019266667
2014-06-28 23:54:00,0.376516667,-0.000000000,-0.376516667,0.490600000,-0.007833333,0.015766667,-0.045900000,0.064783333,-0.064183333,0.091750000,-0.000550000,0.001733333,-0.002483333,0.003533333,-0.004166667,0.009500000,-0.006183333,0.014133333,-0.011216667,0.019250000,-0.001516667,0.001983333,0.000050000,0.004033333,121.186766667,122.750700000,60.014716667,60.013200000
2014-06-28 23:53:00,0.377283333,-0.000000000,-0.377283333,0.490483333,-0.007833333,0.015700000,-0.045933333,0.064466667,-0.064316667,0.091600000,-0.000550000,0.001750000,-0.002500000,0.003550000,-0.004166667,0.009500000,-0.006166667,0.014150000,-0.011183333,0.019166667,-0.001516667,0.002000000,0.000033333,0.004033333,121.332400000,122.934733333,60.011266667,60.011516667
2014-06-28 23:52:00,0.377433333,-0.000000000,-0.377433333,0.489750000,-0.007800000,0.015700000,-0.045916667,0.064266667,-0.064283333,0.091216667,-0.000533333,0.001766667,-0.002500000,0.003550000,-0.004166667,0.009483333,-0.006183333,0.014150000,-0.011216667,0.019133333,-0.001533333,0.002000000,0.000033333,0.004066667,121.392916667,123.013850000,60.004350000,60.004066667
2014-06-28 23:51:00,0.450950000,-0.000000000,-0.450950000,0.604800000,-0.007866667,0.015666667,-0.045950000,0.064333333,-0.063983333,0.090966667,-0.000550000,0.001750000,-0.002600000,0.003700000,-0.004183333,0.009500000,-0.006166667,0.014116667,-0.011183333,0.019133333,-0.001516667,0.002016667,0.000033333,0.004050000,121.360650000,122.857333333,59.993683333,59.996983333
2014-06-28 23:50:00,0.738850000,-0.000000000,-0.738850000,1.001316667,-0.008000000,0.015800000,-0.046066667,0.064550000,-0.064066667,0.091250000,-0.000583333,0.001800000,-0.002416667,0.003533333,-0.004233333,0.009516667,-0.006100000,0.014083333,-0.011216667,0.019183333,-0.001483333,0.002033333,0.000050000,0.004100000,121.448066667,122.592116667,59.990833333,59.990833333
