refinedUse,' dow',' dType',' Time','predicted Cluster',' Cluster'
0,0,1,19260,cluster11,cluster11
0.111267,6,0,4290,cluster11,cluster11
0.103751,1,1,3190,cluster11,cluster11
0,0,1,19250,cluster11,cluster11
0.111433,6,0,4280,cluster11,cluster11
0.091634,1,1,3180,cluster11,cluster11
0,0,1,19240,cluster11,cluster11
0.316518,6,0,4270,cluster11,cluster11
0.075133,1,1,3170,cluster11,cluster11
0,0,1,19230,cluster11,cluster11
0.225667,6,0,4260,cluster11,cluster11
0.047267,1,1,3160,cluster11,cluster11
0,0,1,19220,cluster11,cluster11
0.240551,6,0,4250,cluster11,cluster11
0.031783,1,1,3150,cluster11,cluster11
0,0,1,19210,cluster11,cluster11
0.034433,6,0,4240,cluster11,cluster11
0.058517,1,1,3140,cluster11,cluster11
0,6,0,4230,cluster11,cluster11
0.046533,1,1,3130,cluster11,cluster11
0,6,0,4220,cluster11,cluster11
0.050266,1,1,3120,cluster11,cluster11
0.120765,6,0,4210,cluster11,cluster11
0.05415,1,1,3110,cluster11,cluster11
0,0,0,21290,cluster11,cluster11
0.0201,0,0,21280,cluster11,cluster11
0.01568,0,0,21270,cluster11,cluster11
0,0,0,21260,cluster11,cluster11
0,0,0,21250,cluster11,cluster11
0,2,1,8200,cluster11,cluster11
0,0,0,21240,cluster11,cluster11
0,2,1,8190,cluster11,cluster11
0,2,1,8180,cluster11,cluster11
0,2,1,8170,cluster11,cluster11
0,2,1,8160,cluster11,cluster11
0,2,1,8150,cluster11,cluster11
0,2,1,8140,cluster11,cluster11
0.12545,1,1,2200,cluster16,cluster11
0,2,1,8130,cluster11,cluster11
0.116766,1,1,2190,cluster16,cluster11
0,2,1,8120,cluster11,cluster11
0.118317,1,1,2180,cluster16,cluster11
0,2,1,8110,cluster11,cluster11
0.114999,1,1,2170,cluster16,cluster11
0.106284,1,1,2160,cluster11,cluster11
0.135001,5,0,4200,cluster11,cluster11
0,4,1,13200,cluster11,cluster11
0.163817,5,0,4160,cluster11,cluster11
0,4,1,13190,cluster11,cluster11
0.14115,5,0,4150,cluster11,cluster11
0,4,1,13180,cluster11,cluster11
0.137916,5,0,4140,cluster11,cluster11
0,4,1,13170,cluster11,cluster11
0,4,1,13160,cluster11,cluster11
0,4,1,13150,cluster11,cluster11
0,4,1,13140,cluster11,cluster11
0,4,1,13130,cluster11,cluster11
0,4,1,13120,cluster11,cluster11
0,4,1,13110,cluster11,cluster11
0,0,1,19200,cluster11,cluster11
0,0,1,19190,cluster11,cluster11
0,0,1,19180,cluster11,cluster11
0,0,1,19170,cluster11,cluster11
0.175299,6,0,4200,cluster11,cluster11
0.049483,1,1,3100,cluster11,cluster11
0,0,1,19160,cluster11,cluster11
0.174066,6,0,4190,cluster11,cluster11
0.0527,1,1,3090,cluster11,cluster11
0,0,1,19150,cluster11,cluster11
0.165867,6,0,4180,cluster11,cluster11
0.052766,1,1,3080,cluster11,cluster11
0,0,1,19140,cluster11,cluster11
0.7096,6,0,4170,cluster11,cluster11
0.058983,1,1,3070,cluster11,cluster11
0,0,1,19130,cluster11,cluster11
1.43443,6,0,4160,cluster11,cluster11
0.03895,1,1,3060,cluster11,cluster11
0,0,1,19120,cluster11,cluster11
0.984468,6,0,4150,cluster9,cluster11
0.031232,1,1,3050,cluster11,cluster11
0,0,1,19110,cluster11,cluster11
0.6536,6,0,4140,cluster11,cluster11
0.03035,1,1,3040,cluster11,cluster11
0.143215,6,0,4130,cluster11,cluster11
0.030583,1,1,3030,cluster11,cluster11
0.107916,6,0,4120,cluster11,cluster11
0.024466,1,1,3020,cluster11,cluster11
0.108634,6,0,4110,cluster11,cluster11
0.018484,1,1,3010,cluster11,cluster11
0.038167,5,1,21570,cluster11,cluster11
0.02669,5,1,21560,cluster11,cluster11
0,5,1,3200,cluster11,cluster11
0,5,1,3190,cluster11,cluster11
0,5,1,3180,cluster11,cluster11
0,5,1,3170,cluster11,cluster11
0,5,1,3160,cluster11,cluster11
0,5,1,3150,cluster11,cluster11
0,5,1,3140,cluster11,cluster11
0,5,1,3130,cluster11,cluster11
0,5,1,3120,cluster11,cluster11
0,5,1,3110,cluster11,cluster11
0,2,1,8100,cluster11,cluster11
0,2,1,8090,cluster11,cluster11
0.027251,0,0,21130,cluster11,cluster11
0,2,1,8080,cluster11,cluster11
0.027383,0,0,21120,cluster11,cluster11
0.039083,2,1,8070,cluster11,cluster11
0.027883,0,0,21110,cluster11,cluster11
0.11475,2,1,8060,cluster11,cluster11
0.022218,0,0,21100,cluster11,cluster11
0.115768,2,1,8050,cluster11,cluster11
0.110867,2,1,8040,cluster11,cluster11
0.177533,1,1,2100,cluster11,cluster11
0.111732,2,1,8030,cluster11,cluster11
0.177316,1,1,2090,cluster11,cluster11
0.117184,2,1,8020,cluster11,cluster11
0.101549,2,1,8010,cluster11,cluster11
0.101933,5,0,4090,cluster11,cluster11
0.122151,5,0,4080,cluster11,cluster11
0,4,1,13100,cluster11,cluster11
0,4,1,13090,cluster11,cluster11
0,4,1,13080,cluster11,cluster11
0,4,1,13070,cluster11,cluster11
0.103316,5,0,4030,cluster11,cluster11
0,4,1,13060,cluster11,cluster11
0.092933,5,0,4020,cluster11,cluster11
0,4,1,13050,cluster11,cluster11
0.002267,4,1,13040,cluster11,cluster11
0,4,1,13030,cluster11,cluster11
0,4,1,13020,cluster11,cluster11
0,4,1,13010,cluster11,cluster11
0,0,1,19100,cluster11,cluster11
0,0,1,19090,cluster11,cluster11
0,0,1,19080,cluster11,cluster11
0,0,1,19070,cluster11,cluster11
0.119534,6,0,4100,cluster11,cluster11
0.028285,1,1,3000,cluster11,cluster11
0,0,1,19060,cluster11,cluster11
0.152767,6,0,4090,cluster11,cluster11
0,0,1,19050,cluster11,cluster11
0.190733,6,0,4080,cluster11,cluster11
0,0,1,19040,cluster11,cluster11
0.1928,6,0,4070,cluster11,cluster11
0,0,1,19030,cluster11,cluster11
0.068533,6,0,4060,cluster11,cluster11
0,0,1,19020,cluster11,cluster11
0.065784,6,0,4050,cluster11,cluster11
0,0,1,19010,cluster11,cluster11
0.056283,6,0,4040,cluster11,cluster11
0.041083,6,0,4030,cluster11,cluster11
0.141049,6,0,4020,cluster11,cluster11
0.169666,6,0,4010,cluster11,cluster11
0,5,1,3100,cluster11,cluster11
0,5,1,3090,cluster11,cluster11
0,5,1,3080,cluster11,cluster11
0,5,1,3070,cluster11,cluster11
0,5,1,3060,cluster11,cluster11
0,5,1,3050,cluster11,cluster11
0.029516,0,0,21090,cluster11,cluster11
0,5,1,3040,cluster11,cluster11
0,0,0,21080,cluster11,cluster11
0,5,1,3030,cluster11,cluster11
0,0,0,21070,cluster11,cluster11
0,5,1,3020,cluster11,cluster11
0.007884,0,0,21060,cluster11,cluster11
0,5,1,3010,cluster11,cluster11
0.019583,0,0,21050,cluster11,cluster11
0.124551,2,1,8000,cluster11,cluster11
0.026783,0,0,21040,cluster11,cluster11
0.1164,2,1,7590,cluster11,cluster11
0.019516,0,0,21030,cluster11,cluster11
0.109066,2,1,7580,cluster11,cluster11
0.0205,0,0,21020,cluster11,cluster11
0.115617,2,1,7570,cluster11,cluster11
0.023168,0,0,21010,cluster11,cluster11
0.135665,2,1,7560,cluster11,cluster11
0.019716,0,0,21000,cluster11,cluster11
0.116566,2,1,7550,cluster11,cluster11
0.114817,2,1,7540,cluster11,cluster11
0.108799,2,1,7530,cluster11,cluster11
0.105667,2,1,7520,cluster11,cluster11
0.120284,2,1,7510,cluster11,cluster11
0.201016,5,0,3580,cluster18,cluster11
0.213416,5,0,3570,cluster18,cluster11
0.0002,4,1,13000,cluster11,cluster11
0.008934,4,1,12590,cluster11,cluster11
0.006866,4,1,12580,cluster11,cluster11
0,4,1,12570,cluster11,cluster11
0.013517,4,1,12560,cluster11,cluster11
0.24485,5,0,3520,cluster18,cluster11
0,4,1,12550,cluster11,cluster11
0.244182,5,0,3510,cluster18,cluster11
0,4,1,12540,cluster11,cluster11
0.005867,4,1,12530,cluster11,cluster11
0.006549,4,1,12520,cluster11,cluster11
0.004734,4,1,12510,cluster11,cluster11
0,0,1,19000,cluster11,cluster11
0,0,1,18590,cluster11,cluster11
0,0,1,18580,cluster11,cluster11
0,0,1,18570,cluster11,cluster11
0.165116,6,0,4000,cluster11,cluster11
0,0,1,18560,cluster11,cluster11
0.1395,6,0,3590,cluster11,cluster11
0,0,1,18550,cluster11,cluster11
0.1246,6,0,3580,cluster11,cluster11
0,0,1,18540,cluster11,cluster11
0.111817,6,0,3570,cluster11,cluster11
0,0,1,18530,cluster11,cluster11
0.12705,6,0,3560,cluster11,cluster11
0,0,1,18520,cluster11,cluster11
0.11305,6,0,3550,cluster11,cluster11
0,0,1,18510,cluster11,cluster11
0.115266,6,0,3540,cluster11,cluster11
0.107683,6,0,3530,cluster11,cluster11
0.115167,6,0,3520,cluster11,cluster11
0.131667,6,0,3510,cluster11,cluster11
0,6,0,21000,cluster11,cluster11
0,6,0,20590,cluster11,cluster11
0,6,0,20580,cluster11,cluster11
0,6,0,20570,cluster11,cluster11
0,6,0,20560,cluster11,cluster11
0,6,0,20550,cluster11,cluster11
0,6,0,20540,cluster11,cluster11
0,6,0,20530,cluster11,cluster11
0,6,0,18000,cluster11,cluster11
0,6,0,20520,cluster11,cluster11
0,6,0,17590,cluster11,cluster11
0,6,0,20510,cluster11,cluster11
0,6,0,17580,cluster11,cluster11
0,6,0,17570,cluster11,cluster11
0,5,1,3000,cluster11,cluster11
0,6,0,17560,cluster11,cluster11
0,5,1,2590,cluster11,cluster11
0,5,1,2580,cluster11,cluster11
0,5,1,2570,cluster11,cluster11
0,5,1,2560,cluster11,cluster11
0,5,1,2550,cluster11,cluster11
0.026383,0,0,20590,cluster11,cluster11
0,5,1,2540,cluster11,cluster11
0,0,0,20580,cluster11,cluster11
0,5,1,2530,cluster11,cluster11
0,0,0,20570,cluster11,cluster11
0,5,1,2520,cluster11,cluster11
0.022333,0,0,20560,cluster11,cluster11
0,5,1,2510,cluster11,cluster11
0.010766,0,0,20550,cluster11,cluster11
0.111751,2,1,7500,cluster11,cluster11
0.0136,0,0,20540,cluster11,cluster11
0.095584,2,1,7490,cluster11,cluster11
0.009967,0,0,20530,cluster11,cluster11
0.094617,2,1,7480,cluster11,cluster11
0.025684,0,0,20520,cluster11,cluster11
0.11415,2,1,7470,cluster11,cluster11
0.12215,2,1,7460,cluster11,cluster11
0.098632,2,1,7450,cluster11,cluster11
0.1277,2,1,7440,cluster11,cluster11
0.176484,2,1,7430,cluster11,cluster11
0.185317,2,1,7420,cluster11,cluster11
0.2017,2,1,7410,cluster11,cluster11
0.811232,1,1,1440,cluster11,cluster11
0.8667,1,1,1430,cluster11,cluster11
0.694833,1,1,1420,cluster11,cluster11
0,4,1,12500,cluster11,cluster11
0.081599,5,0,3460,cluster11,cluster11
0,4,1,12490,cluster11,cluster11
0.090834,5,0,3450,cluster11,cluster11
0,4,1,12480,cluster11,cluster11
0,4,1,12470,cluster11,cluster11
0,4,1,12460,cluster11,cluster11
0,4,1,12450,cluster11,cluster11
0.024633,4,1,12440,cluster11,cluster11
0.040949,4,1,12430,cluster11,cluster11
0.042216,4,1,12420,cluster11,cluster11
0.041417,4,1,12410,cluster11,cluster11
0,0,1,18500,cluster11,cluster11
0,0,1,18490,cluster11,cluster11
0,0,1,18480,cluster11,cluster11
0,0,1,18470,cluster11,cluster11
0.118234,6,0,3500,cluster11,cluster11
0,0,1,18460,cluster11,cluster11
0.13315,6,0,3490,cluster11,cluster11
0,0,1,18450,cluster11,cluster11
0.144351,6,0,3480,cluster11,cluster11
0,0,1,18440,cluster11,cluster11
0.080434,6,0,3470,cluster11,cluster11
0,0,1,18430,cluster11,cluster11
0.022549,6,0,3460,cluster11,cluster11
0,0,1,18420,cluster11,cluster11
0.012666,6,0,3450,cluster11,cluster11
0,0,1,18410,cluster11,cluster11
0.025283,6,0,3440,cluster11,cluster11
0,6,0,3430,cluster11,cluster11
0,6,0,3420,cluster11,cluster11
0.140032,6,0,3410,cluster11,cluster11
0,6,0,20500,cluster11,cluster11
0,6,0,20490,cluster11,cluster11
0,6,0,20480,cluster11,cluster11
0,6,0,20470,cluster11,cluster11
0,6,0,20460,cluster11,cluster11
0,6,0,20450,cluster11,cluster11
0,6,0,20440,cluster11,cluster11
0,6,0,20430,cluster11,cluster11
0,6,0,20420,cluster11,cluster11
0,6,0,20410,cluster11,cluster11
0,5,1,2500,cluster11,cluster11
0,5,1,2490,cluster11,cluster11
0,5,1,2480,cluster11,cluster11
0,5,1,2470,cluster11,cluster11
0,5,1,2460,cluster11,cluster11
0,5,1,2450,cluster11,cluster11
0.027499,0,0,20490,cluster11,cluster11
0,5,1,2440,cluster11,cluster11
0,5,1,2430,cluster11,cluster11
0,5,1,2420,cluster11,cluster11
0,5,1,2410,cluster11,cluster11
0.177283,2,1,7400,cluster11,cluster11
0.198934,2,1,7390,cluster11,cluster11
0,0,0,20430,cluster11,cluster11
0.206733,2,1,7380,cluster11,cluster11
0,0,0,20420,cluster11,cluster11
0.209883,2,1,7370,cluster11,cluster11
0,0,0,20410,cluster11,cluster11
0.170783,2,1,7360,cluster11,cluster11
0,0,0,20400,cluster11,cluster11
0.20065,2,1,7350,cluster11,cluster11
0.2215,2,1,7340,cluster11,cluster11
0.232049,2,1,7330,cluster11,cluster11
0.250432,2,1,7320,cluster11,cluster11
0.2498,2,1,7310,cluster11,cluster11
0.1927,1,1,1490,cluster11,cluster11
0.123417,1,1,1470,cluster16,cluster11
0.205617,1,1,1460,cluster11,cluster11
0.188817,1,1,1450,cluster11,cluster11
0.18255,1,1,1440,cluster11,cluster11
0.205217,1,1,1430,cluster11,cluster11
0.188001,1,1,1410,cluster11,cluster11
0.0382,4,1,12400,cluster11,cluster11
0,4,1,12390,cluster11,cluster11
0,4,1,12380,cluster11,cluster11
0,4,1,12370,cluster11,cluster11
0,4,1,12360,cluster11,cluster11
0,4,1,12350,cluster11,cluster11
0,4,1,12340,cluster11,cluster11
0,4,1,12330,cluster11,cluster11
0,4,1,12320,cluster11,cluster11
0,4,1,12310,cluster11,cluster11
0,0,1,18400,cluster11,cluster11
0,0,1,18390,cluster11,cluster11
0,0,1,18380,cluster11,cluster11
0,0,1,18370,cluster11,cluster11
0,0,1,18360,cluster11,cluster11
0,0,1,18350,cluster11,cluster11
0,0,1,18340,cluster11,cluster11
0,0,1,18330,cluster11,cluster11
0,0,1,18320,cluster11,cluster11
0,0,1,18310,cluster11,cluster11
0,6,0,20400,cluster11,cluster11
0,6,0,20390,cluster11,cluster11
0,6,0,20380,cluster11,cluster11
0,6,0,20370,cluster11,cluster11
0,6,0,20360,cluster11,cluster11
0.180799,6,0,8400,cluster11,cluster11
0,6,0,20350,cluster11,cluster11
0,6,0,20340,cluster11,cluster11
0.006467,6,0,20330,cluster11,cluster11
0,6,0,20320,cluster11,cluster11
0,6,0,20310,cluster11,cluster11
0,5,1,2400,cluster11,cluster11
0,5,1,2390,cluster11,cluster11
0,5,1,2380,cluster11,cluster11
0,5,1,2370,cluster11,cluster11
0,5,1,2360,cluster11,cluster11
0,5,1,2350,cluster11,cluster11
0,0,0,20390,cluster11,cluster11
0,5,1,2340,cluster11,cluster11
0,0,0,20380,cluster11,cluster11
0,5,1,2330,cluster11,cluster11
0.003403,0,0,20370,cluster11,cluster11
0,5,1,2320,cluster11,cluster11
0.016567,0,0,20360,cluster11,cluster11
0,5,1,2310,cluster11,cluster11
0,0,0,20350,cluster11,cluster11
0.249484,2,1,7300,cluster11,cluster11
0,0,0,20340,cluster11,cluster11
0.249016,2,1,7290,cluster11,cluster11
0,0,0,20330,cluster11,cluster11
0.248966,2,1,7280,cluster11,cluster11
0,0,0,20320,cluster11,cluster11
0.216484,2,1,7270,cluster11,cluster11
0,0,0,20310,cluster11,cluster11
0.065117,2,1,7260,cluster11,cluster11
0,0,0,20300,cluster11,cluster11
0.058534,2,1,7250,cluster11,cluster11
0.072449,2,1,7240,cluster11,cluster11
0.080934,2,1,7230,cluster11,cluster11
0.082999,2,1,7220,cluster11,cluster11
0.80335,1,1,1280,cluster11,cluster11
0.083916,2,1,7210,cluster11,cluster11
0.781567,1,1,1270,cluster11,cluster11
0.201667,1,1,1380,cluster11,cluster11
0.199149,1,1,1370,cluster11,cluster11
0.198699,1,1,1360,cluster11,cluster11
0.129817,1,1,1320,cluster16,cluster11
0.110633,1,1,1310,cluster16,cluster11
0.110767,1,1,1300,cluster16,cluster11
0,4,1,12300,cluster11,cluster11
0,4,1,12290,cluster11,cluster11
0,4,1,12280,cluster11,cluster11
0,4,1,12270,cluster11,cluster11
0,4,1,12260,cluster11,cluster11
0,4,1,12250,cluster11,cluster11
0,4,1,12240,cluster11,cluster11
0,4,1,12230,cluster11,cluster11
0,4,1,12220,cluster11,cluster11
0,4,1,12210,cluster11,cluster11
0,0,1,18300,cluster11,cluster11
0,0,1,18290,cluster11,cluster11
0,0,1,18280,cluster11,cluster11
0,0,1,18270,cluster11,cluster11
0,0,1,18260,cluster11,cluster11
0,0,1,18250,cluster11,cluster11
0,0,1,18240,cluster11,cluster11
0,0,1,18230,cluster11,cluster11
0,0,1,18220,cluster11,cluster11
0,0,1,18210,cluster11,cluster11
0,6,0,20300,cluster11,cluster11
0,6,0,20290,cluster11,cluster11
0,6,0,20280,cluster11,cluster11
0,6,0,20270,cluster11,cluster11
0,6,0,20260,cluster11,cluster11
0,6,0,20250,cluster11,cluster11
0,6,0,20240,cluster11,cluster11
0,6,0,20230,cluster11,cluster11
0,6,0,20220,cluster11,cluster11
0,6,0,20210,cluster11,cluster11
0,5,1,2300,cluster11,cluster11
0,5,1,2290,cluster11,cluster11
0,5,1,2280,cluster11,cluster11
0,5,1,2270,cluster11,cluster11
0,5,1,2260,cluster11,cluster11
0,5,1,2250,cluster11,cluster11
0,0,0,20290,cluster11,cluster11
0,5,1,2240,cluster11,cluster11
0,0,0,20280,cluster11,cluster11
0,5,1,2230,cluster11,cluster11
0,0,0,20270,cluster11,cluster11
0,5,1,2220,cluster11,cluster11
0,0,0,20260,cluster11,cluster11
0,5,1,2210,cluster11,cluster11
0,0,0,20250,cluster11,cluster11
0.0704,2,1,7200,cluster11,cluster11
0,0,0,20240,cluster11,cluster11
0.067601,2,1,7190,cluster11,cluster11
0,0,0,20230,cluster11,cluster11
0.076051,2,1,7180,cluster11,cluster11
0.069983,2,1,7170,cluster11,cluster11
0.076634,2,1,7160,cluster11,cluster11
0.029284,0,0,20200,cluster11,cluster11
0.0655,2,1,7150,cluster11,cluster11
0.075417,2,1,7140,cluster11,cluster11
0.0721,2,1,7130,cluster11,cluster11
0.074017,2,1,7120,cluster11,cluster11
0.058451,2,1,7110,cluster11,cluster11
0.102216,1,1,1290,cluster16,cluster11
0.118466,1,1,1280,cluster16,cluster11
0.179333,1,1,1250,cluster11,cluster11
0,4,1,12200,cluster11,cluster11
0,4,1,12190,cluster11,cluster11
0,4,1,12180,cluster11,cluster11
0,4,1,12170,cluster11,cluster11
0,4,1,12160,cluster11,cluster11
0,4,1,12150,cluster11,cluster11
0,4,1,12140,cluster11,cluster11
0,4,1,12130,cluster11,cluster11
0,4,1,12120,cluster11,cluster11
0,4,1,12110,cluster11,cluster11
0,6,0,20200,cluster11,cluster11
0,6,0,20190,cluster11,cluster11
0,6,0,20180,cluster11,cluster11
0,6,0,20170,cluster11,cluster11
0,6,0,20160,cluster11,cluster11
0,6,0,20150,cluster11,cluster11
0,6,0,20140,cluster11,cluster11
0,6,0,20130,cluster11,cluster11
0,6,0,20120,cluster11,cluster11
0,6,0,20110,cluster11,cluster11
0,6,0,17180,cluster11,cluster11
0,6,0,17170,cluster11,cluster11
0,5,1,2200,cluster11,cluster11
0,6,0,17160,cluster11,cluster11
0,5,1,2190,cluster11,cluster11
0.2281,6,0,8120,cluster11,cluster11
0,6,0,17150,cluster11,cluster11
0.036033,5,1,2180,cluster11,cluster11
0.234617,6,0,8110,cluster11,cluster11
0,6,0,17140,cluster11,cluster11
0.041033,5,1,2170,cluster11,cluster11
0,6,0,17130,cluster11,cluster11
0.054434,5,1,2160,cluster11,cluster11
0,6,0,17120,cluster11,cluster11
0.042483,5,1,2150,cluster11,cluster11
0,6,0,17110,cluster11,cluster11
0.098366,5,1,2140,cluster11,cluster11
0.142499,5,1,2130,cluster11,cluster11
0.171633,5,1,2120,cluster11,cluster11
0.1784,5,1,2110,cluster11,cluster11
0.057766,2,1,7100,cluster11,cluster11
0.064117,2,1,7090,cluster11,cluster11
0.0542,2,1,7080,cluster11,cluster11
0.060133,2,1,7070,cluster11,cluster11
0.074283,2,1,7060,cluster11,cluster11
0.108249,2,1,7050,cluster11,cluster11
0.11385,2,1,7040,cluster11,cluster11
0.120098,2,1,7030,cluster11,cluster11
0.11285,2,1,7020,cluster11,cluster11
0.101383,2,1,7010,cluster11,cluster11
0.029033,0,0,1190,cluster11,cluster11
0.026066,0,0,1180,cluster11,cluster11
0,0,0,1170,cluster11,cluster11
0,0,0,1160,cluster11,cluster11
0,0,0,1150,cluster11,cluster11
0.018717,0,0,1140,cluster11,cluster11
0.017717,0,0,1130,cluster11,cluster11
0.0121,0,0,1120,cluster11,cluster11
0.0079,0,0,1110,cluster11,cluster11
0.011483,0,0,1100,cluster11,cluster11
0,4,1,12100,cluster11,cluster11
0,4,1,12090,cluster11,cluster11
0,4,1,12080,cluster11,cluster11
0,4,1,12070,cluster11,cluster11
0,4,1,12060,cluster11,cluster11
0,4,1,12050,cluster11,cluster11
0,4,1,12040,cluster11,cluster11
0,4,1,12030,cluster11,cluster11
0,4,1,12020,cluster11,cluster11
0,4,1,12010,cluster11,cluster11
0.874513,2,1,6100,cluster11,cluster9
0,6,0,20100,cluster11,cluster11
0,6,0,20090,cluster11,cluster11
0,6,0,20080,cluster11,cluster11
0,6,0,20070,cluster11,cluster11
0,6,0,20060,cluster11,cluster11
0.225783,6,0,8100,cluster11,cluster11
0,6,0,20050,cluster11,cluster11
0.243566,6,0,8090,cluster11,cluster11
0,6,0,20040,cluster11,cluster11
0,6,0,20030,cluster11,cluster11
0,6,0,17100,cluster11,cluster11
0,6,0,20020,cluster11,cluster11
0,6,0,17900,cluster11,cluster11
0,6,0,20010,cluster11,cluster11
0,6,0,17800,cluster11,cluster11
0,6,0,17700,cluster11,cluster11
0.178167,5,1,2100,cluster11,cluster11
0,6,0,17600,cluster11,cluster11
0.125133,5,1,2090,cluster11,cluster11
0,6,0,17500,cluster11,cluster11
0.00275,5,1,2080,cluster11,cluster11
0,6,0,17400,cluster11,cluster11
0.010567,5,1,2070,cluster11,cluster11
0,6,0,17300,cluster11,cluster11
0.006783,5,1,2060,cluster11,cluster11
0,6,0,17200,cluster11,cluster11
0.008182,5,1,2050,cluster11,cluster11
0,6,0,17100,cluster11,cluster11
0,5,1,2040,cluster11,cluster11
0,5,1,2030,cluster11,cluster11
0.008916,5,1,2020,cluster11,cluster11
0.008733,5,1,2010,cluster11,cluster11
0.10395,2,1,7000,cluster11,cluster11
0.115949,2,1,6590,cluster11,cluster11
0.1269,2,1,6580,cluster11,cluster11
0.096734,2,1,6570,cluster11,cluster11
0.113916,2,1,6560,cluster11,cluster11
0.105233,2,1,6550,cluster11,cluster11
0.089551,2,1,6540,cluster11,cluster11
0.096034,2,1,6530,cluster11,cluster11
0.107,2,1,6520,cluster11,cluster11
0.100966,2,1,6510,cluster11,cluster11
0.009416,0,0,1090,cluster11,cluster11
0.015415,0,0,1080,cluster11,cluster11
0.027966,0,0,1070,cluster11,cluster11
0.016367,0,0,1060,cluster11,cluster11
0.020783,0,0,1050,cluster11,cluster11
0.009367,0,0,1040,cluster11,cluster11
0.032534,0,0,1030,cluster11,cluster11
0.041617,0,0,1020,cluster11,cluster11
0.040033,0,0,1010,cluster11,cluster11
0.039401,0,0,1000,cluster11,cluster11
0.661113,1,1,1010,cluster11,cluster11
0.994616,1,1,1000,cluster11,cluster11
0,6,0,20000,cluster11,cluster11
0,6,0,19590,cluster11,cluster11
0,6,0,19580,cluster11,cluster11
0,6,0,19570,cluster11,cluster11
0,6,0,17000,cluster11,cluster11
0.000984,5,1,2000,cluster11,cluster11
0.003967,5,1,1590,cluster11,cluster11
0.004966,5,1,1580,cluster11,cluster11
0.005134,5,1,1570,cluster11,cluster11
0,5,1,1560,cluster11,cluster11
0,5,1,1550,cluster11,cluster11
0.000366,5,1,1540,cluster11,cluster11
0,5,1,1530,cluster11,cluster11
0,5,1,1520,cluster11,cluster11
0,5,1,1510,cluster11,cluster11
0.1071,2,1,6500,cluster11,cluster11
0.100833,2,1,6490,cluster11,cluster11
0.116833,2,1,6480,cluster11,cluster11
0.123232,2,1,6470,cluster11,cluster11
0.113217,2,1,6460,cluster11,cluster11
0.101417,2,1,6450,cluster11,cluster11
0.113399,2,1,6440,cluster11,cluster11
0.105701,2,1,6430,cluster11,cluster11
0.099483,2,1,6420,cluster11,cluster11
0.1179,2,1,6410,cluster11,cluster11
0.031866,0,0,590,cluster11,cluster11
0.023083,0,0,580,cluster11,cluster11
0.0314,0,0,570,cluster11,cluster11
0.035234,0,0,560,cluster11,cluster11
0.027684,0,0,550,cluster11,cluster11
0.029667,0,0,540,cluster11,cluster11
0.079449,0,0,530,cluster11,cluster11
0.119649,0,0,520,cluster11,cluster11
0.101734,0,0,510,cluster11,cluster11
0.103116,0,0,500,cluster11,cluster11
0.186616,1,1,570,cluster11,cluster11
0.189917,1,1,560,cluster11,cluster11
0.202417,1,1,530,cluster11,cluster11
0.004533,5,1,1500,cluster11,cluster11
0.001566,5,1,1490,cluster11,cluster11
0.042018,5,1,1480,cluster11,cluster11
0.048899,5,1,1470,cluster11,cluster11
0.032133,5,1,1460,cluster11,cluster11
0.03475,5,1,1450,cluster11,cluster11
0.040233,5,1,1440,cluster11,cluster11
0.044467,5,1,1430,cluster11,cluster11
0.030666,5,1,1420,cluster11,cluster11
0.122017,5,1,1410,cluster11,cluster11
0,0,0,490,cluster11,cluster11
0,0,0,480,cluster11,cluster11
0,0,0,470,cluster11,cluster11
0,0,0,460,cluster11,cluster11
0,0,0,450,cluster11,cluster11
0.123767,0,0,440,cluster11,cluster11
0.203165,0,0,430,cluster11,cluster11
0.1056,0,0,420,cluster11,cluster11
0.004567,0,0,410,cluster11,cluster11
0.028901,0,0,400,cluster11,cluster11
0.830586,1,1,460,cluster11,cluster15
0.856036,1,1,450,cluster11,cluster15
0.810867,1,1,440,cluster11,cluster15
0.830016,1,1,430,cluster11,cluster15
0.83932,1,1,420,cluster11,cluster15
0.842781,1,1,410,cluster11,cluster15
0.984238,1,1,400,cluster11,cluster15
0.246599,6,0,7380,cluster11,cluster11
0.240651,6,0,7360,cluster11,cluster11
0.022916,0,0,390,cluster11,cluster11
0.038501,0,0,380,cluster11,cluster11
0.010833,0,0,370,cluster11,cluster11
0.054632,0,0,360,cluster11,cluster11
0.0268,0,0,350,cluster11,cluster11
0.051551,0,0,340,cluster11,cluster11
0.006234,0,0,330,cluster11,cluster11
0.028583,0,0,320,cluster11,cluster11
0.018817,0,0,310,cluster11,cluster11
0.013249,0,0,300,cluster11,cluster11
0.133916,6,0,7270,cluster11,cluster11
0.147633,6,0,7260,cluster11,cluster11
0.130316,6,0,7250,cluster11,cluster11
0.1355,6,0,7240,cluster11,cluster11
0.120417,6,0,7230,cluster11,cluster11
0.127418,6,0,7220,cluster11,cluster11
0.144233,6,0,7210,cluster11,cluster11
0,0,0,290,cluster11,cluster11
0.102886,0,0,280,cluster11,cluster11
0.376817,0,0,260,cluster7,cluster11
0.105368,0,0,250,cluster11,cluster11
0.111484,0,0,240,cluster11,cluster11
0.111367,0,0,230,cluster11,cluster11
0.113584,0,0,220,cluster11,cluster11
0.141917,0,0,210,cluster11,cluster11
