Day,' Time','use [kW]',Cluster
0,0,0.895817,cluster260
0,235900,0.290933,cluster190
0,235800,0.2873,cluster190
0,235700,0.345717,cluster190
0,235600,0.383233,cluster190
0,235500,0.376233,cluster190
0,235400,0.376517,cluster190
0,235300,0.377283,cluster190
0,235200,0.377433,cluster190
0,235100,0.45095,cluster190
0,235000,0.73885,cluster190
0,234900,0.727233,cluster190
0,234800,0.808383,cluster190
0,234700,0.844567,cluster190
0,234600,0.842783,cluster190
0,234500,0.970233,cluster190
0,234400,1.00675,cluster190
0,234300,1.018833,cluster190
0,234200,1.016867,cluster190
0,234100,1.028967,cluster190
0,234000,1.031383,cluster190
0,233900,1.02575,cluster190
0,233800,1.03085,cluster190
0,233700,1.023483,cluster190
0,233600,0.99805,cluster190
0,233500,0.857833,cluster190
0,233400,0.88415,cluster190
0,233300,0.895983,cluster190
0,233200,0.9123,cluster190
0,233100,0.957667,cluster190
0,233000,1.04955,cluster190
0,232900,0.512567,cluster190
0,232800,0.509783,cluster190
0,232700,0.509617,cluster190
0,232600,0.50925,cluster190
0,232500,0.503883,cluster190
0,232400,0.504117,cluster190
0,232300,0.50365,cluster190
0,232200,0.506567,cluster190
0,232100,0.504767,cluster190
0,232000,0.511167,cluster190
0,231900,0.513483,cluster190
0,231800,0.516867,cluster190
0,231700,0.514917,cluster190
0,231600,0.517183,cluster190
0,231500,0.515983,cluster190
0,231400,0.517817,cluster190
0,231300,0.51635,cluster190
0,231200,0.515733,cluster190
0,231100,0.516617,cluster190
0,231000,0.514283,cluster190
0,230900,0.516533,cluster190
0,230800,0.51635,cluster190
0,230700,0.516583,cluster190
0,230600,0.516367,cluster190
0,230500,0.52465,cluster190
0,230400,0.479683,cluster190
0,230300,0.378433,cluster190
0,230200,0.29115,cluster190
0,230100,0.29065,cluster190
0,230000,0.291,cluster190
0,225900,0.2886,cluster190
0,225800,0.292283,cluster190
0,225700,0.290933,cluster190
0,225600,0.288133,cluster190
0,225500,0.2879,cluster190
0,225400,0.278267,cluster190
0,225300,0.273067,cluster190
0,225200,0.273233,cluster190
0,225100,0.273117,cluster190
0,225000,0.273,cluster190
0,224900,0.5716,cluster190
0,224800,0.62945,cluster190
0,224700,0.62875,cluster190
0,224600,0.618733,cluster190
0,224500,0.632183,cluster190
0,224400,0.617733,cluster190
0,224300,0.64095,cluster190
0,224200,0.619467,cluster190
0,224100,0.635983,cluster190
0,224000,0.621717,cluster190
0,223900,0.620383,cluster190
0,223800,0.627133,cluster190
0,223700,0.630917,cluster190
0,223600,0.641417,cluster190
0,223500,0.739033,cluster190
0,223400,0.816933,cluster190
0,223300,0.843733,cluster190
0,223200,0.8674,cluster190
0,223100,0.87415,cluster190
0,223000,0.910833,cluster190
0,222900,0.959217,cluster190
0,222800,0.734417,cluster190
0,222700,0.506383,cluster190
0,222600,0.508067,cluster190
0,222500,0.505583,cluster190
0,222400,0.500317,cluster190
0,222300,0.50255,cluster190
0,222200,0.500683,cluster190
0,222100,0.499967,cluster190
0,222000,0.500833,cluster190
0,221900,0.503317,cluster190
0,221800,0.50615,cluster190
0,221700,0.507983,cluster190
0,221600,0.509333,cluster190
0,221500,0.508383,cluster190
0,221400,0.507633,cluster190
0,221300,0.504317,cluster190
0,221200,0.502467,cluster190
0,221100,0.501217,cluster190
0,221000,0.502267,cluster190
0,220900,0.50185,cluster190
0,220800,0.503533,cluster190
0,220700,0.508083,cluster190
0,220600,0.511467,cluster191
0,220500,0.512033,cluster191
0,220400,0.509767,cluster191
0,220300,0.510867,cluster191
0,220200,0.510183,cluster191
0,220100,0.5109,cluster190
0,220000,0.51055,cluster190
0,215900,0.5104,cluster190
0,215800,0.508433,cluster190
0,215700,0.510817,cluster190
0,215600,0.509267,cluster190
0,215500,0.50595,cluster190
0,215400,0.504583,cluster190
0,215300,0.5021,cluster190
0,215200,0.507583,cluster190
0,215100,0.4006,cluster190
0,215000,0.376283,cluster190
0,214900,0.376333,cluster190
0,214800,0.533117,cluster190
0,214700,0.704467,cluster190
0,214600,0.69945,cluster190
0,214500,0.726433,cluster190
0,214400,0.702433,cluster190
0,214300,0.728033,cluster190
0,214200,0.706317,cluster190
0,214100,0.72875,cluster190
