Day,' Time','use [kW]',Cluster
0,223500,0.881833,cluster259
0,223400,1.22123,cluster259
0,223300,1.21925,cluster259
0,223200,1.20485,cluster259
0,223100,1.21867,cluster259
0,223000,1.21112,cluster259
0,222900,1.2262,cluster259
0,222800,1.17267,cluster259
0,222700,1.11727,cluster259
0,222600,1.10628,cluster259
0,222500,1.06028,cluster259
0,222400,1.05073,cluster259
0,222300,1.11002,cluster259
0,222200,1.11668,cluster259
0,222100,1.10577,cluster259
0,222000,1.10712,cluster259
0,221900,1.12638,cluster259
0,221800,1.03355,cluster259
0,221700,1.0148,cluster259
0,221600,1.04058,cluster259
0,221500,1.0693,cluster259
0,221400,1.01495,cluster259
0,221300,0.489233,cluster259
0,221200,0.497233,cluster259
0,221100,0.469817,cluster259
0,221000,0.466983,cluster190
0,220900,0.467967,cluster259
0,220800,0.471683,cluster259
0,220700,0.488883,cluster259
0,220600,0.492733,cluster259
0,220500,0.495033,cluster259
0,220400,0.499933,cluster259
0,220300,0.497067,cluster259
0,220200,0.502867,cluster259
0,220100,0.501217,cluster259
0,220000,0.489133,cluster259
0,215900,0.492683,cluster259
0,215800,0.496917,cluster259
0,215700,0.505833,cluster259
0,215600,0.50325,cluster259
0,215500,0.503717,cluster259
0,215400,0.546867,cluster259
0,215300,0.542817,cluster259
0,215200,0.51595,cluster259
0,215100,0.549717,cluster259
0,215000,0.5577,cluster259
0,214900,0.607067,cluster259
0,214800,0.696167,cluster259
0,214700,0.69515,cluster259
0,214600,0.707583,cluster259
0,214500,0.7131,cluster259
0,214400,0.706133,cluster259
0,214300,0.710983,cluster259
0,214200,0.701267,cluster259
0,214100,0.690583,cluster259
0,214000,0.62275,cluster259
0,213900,0.604817,cluster259
0,213800,0.578617,cluster259
0,213700,0.858117,cluster259
0,213600,1.0973,cluster72
0,213500,0.79245,cluster259
0,213400,0.724633,cluster259
0,213300,1.2093,cluster259
0,213200,1.20287,cluster259
0,213100,1.22217,cluster259
0,213000,1.22235,cluster259
0,212900,1.21828,cluster259
0,212800,1.22527,cluster259
0,212700,1.22222,cluster259
0,212600,1.25527,cluster259
0,212500,1.25023,cluster259
0,212400,1.23943,cluster259
0,212300,1.2601,cluster259
0,212200,1.23998,cluster259
0,212100,1.24672,cluster259
0,212000,1.25592,cluster259
0,211900,1.24533,cluster259
0,211800,1.2496,cluster259
0,211700,1.2638,cluster259
0,211600,1.27027,cluster259
0,211500,1.29167,cluster259
0,211400,1.31752,cluster259
0,211300,1.33308,cluster259
0,211200,0.826667,cluster259
0,211100,0.623333,cluster259
0,211000,0.542383,cluster259
0,210900,0.529783,cluster259
0,210800,0.534783,cluster259
0,210700,0.352333,cluster259
0,210600,0.33865,cluster259
0,210500,0.339233,cluster259
0,210400,0.33705,cluster259
0,210300,0.339717,cluster259
0,210200,0.342017,cluster259
0,210100,0.337033,cluster259
0,210000,0.341217,cluster259
0,205900,0.342017,cluster259
0,205800,0.341583,cluster259
0,205700,0.338767,cluster259
0,205600,0.3395,cluster259
0,205500,0.342633,cluster259
0,205400,0.337283,cluster259
0,205300,0.342217,cluster259
0,205200,0.3367,cluster259
0,205100,0.33845,cluster259
0,205000,0.33985,cluster259
0,204900,0.337033,cluster259
0,204800,0.338367,cluster259
0,204700,0.336817,cluster259
0,204600,0.3378,cluster259
0,204500,0.337483,cluster259
0,204400,0.337167,cluster259
0,204300,0.361633,cluster259
0,204200,0.43985,cluster259
0,204100,0.439517,cluster259
0,204000,0.44305,cluster259
0,203900,0.43075,cluster259
0,203800,0.423017,cluster259
0,203700,0.423067,cluster259
0,203600,0.423467,cluster259
0,203500,0.423267,cluster259
0,203400,0.4237,cluster259
0,203300,0.459633,cluster259
0,203200,0.802717,cluster259
0,203100,1.02313,cluster259
0,203000,1.0278,cluster259
0,202900,1.02207,cluster259
0,202800,1.25593,cluster3
0,202700,1.04447,cluster259
0,202600,1.05585,cluster3
0,202500,1.05533,cluster3
0,202400,1.0358,cluster3
0,202300,1.04257,cluster3
0,202200,1.02993,cluster3
0,202100,1.03928,cluster3
0,202000,1.0408,cluster3
0,201900,1.03515,cluster3
0,201800,1.03103,cluster3
0,201700,1.0313,cluster3
0,201600,1.05107,cluster3
0,201500,1.0518,cluster3
0,201400,1.07995,cluster3
0,201300,1.07503,cluster3
0,201200,1.12563,cluster3
0,201100,1.01625,cluster3
0,201000,0.571633,cluster3
0,200900,0.57475,cluster3
0,200800,0.569483,cluster3
0,200700,0.568983,cluster3
0,200600,0.57305,cluster3
0,200500,0.57055,cluster3
0,200400,0.461333,cluster259
0,200300,0.476983,cluster259
0,200200,0.516767,cluster259
0,200100,0.520833,cluster259
0,200000,0.516867,cluster259
0,195900,0.483867,cluster259
0,195800,0.4743,cluster259
0,195700,0.47165,cluster259
0,195600,0.4982,cluster259
0,195500,0.5411,cluster259
0,195400,0.4179,cluster259
0,195300,0.456317,cluster259
0,195200,0.58425,cluster259
0,195100,0.582517,cluster259
0,195000,0.587617,cluster259
0,194900,0.5782,cluster259
0,194800,0.578617,cluster259
0,194700,0.57575,cluster259
0,194600,0.577,cluster259
0,194500,0.57625,cluster259
0,194400,0.58515,cluster259
0,194300,0.59035,cluster259
0,194200,0.6012,cluster259
0,194100,0.601317,cluster259
0,194000,0.601183,cluster259
0,193900,0.61635,cluster259
0,193800,0.4671,cluster259
0,193700,0.406817,cluster3
0,193600,0.372617,cluster3
0,193500,0.437017,cluster3
0,193400,0.4353,cluster3
0,193300,0.432433,cluster3
0,193200,0.426733,cluster3
0,193100,0.4916,cluster3
0,193000,0.90205,cluster3
0,192900,0.90335,cluster3
0,192800,0.898017,cluster3
0,192700,0.89885,cluster3
0,192600,0.900633,cluster3
0,192500,0.903,cluster3
0,192400,0.893783,cluster3
0,192300,0.91895,cluster3
0,192200,1.01532,cluster259
0,192100,1.08185,cluster259
0,192000,1.0978,cluster259
0,191900,1.15773,cluster259
0,191800,1.22137,cluster259
0,191700,1.41327,cluster229
0,191600,1.48167,cluster229
0,191500,1.78915,cluster229
0,191400,1.77963,cluster229
0,191300,1.76133,cluster229
0,191200,1.88962,cluster229
0,191100,1.93168,cluster229
0,191000,2.1696,cluster229
0,190900,1.6092,cluster229
0,190800,2.00923,cluster229
0,190700,2.19815,cluster229
0,190600,2.20093,cluster229
0,190500,2.2139,cluster229
0,190400,2.10243,cluster229
0,190300,2.05422,cluster229
0,190200,2.03912,cluster83
0,190100,1.98515,cluster83
0,190000,2.00233,cluster259
0,185900,1.79273,cluster190
0,185800,1.4743,cluster190
0,185700,1.22582,cluster190
0,185600,1.23708,cluster190
0,185500,1.23355,cluster190
0,185400,1.2246,cluster190
0,185300,1.22208,cluster190
0,185200,1.22907,cluster190
0,185100,1.24012,cluster190
0,185000,1.24315,cluster190
0,184900,1.24125,cluster190
0,184800,1.24367,cluster190
0,184700,1.23967,cluster190
0,184600,1.24042,cluster190
0,184500,1.23778,cluster190
0,184400,1.24445,cluster190
0,184300,1.24075,cluster190
0,184200,1.24363,cluster190
0,184100,1.24138,cluster190
0,184000,1.18788,cluster190
0,183900,1.03027,cluster190
0,183800,1.00048,cluster190
0,183700,1.01488,cluster190
0,183600,1.01735,cluster190
0,183500,1.0212,cluster190
0,183400,0.985633,cluster190
0,183300,0.989533,cluster190
0,183200,0.995833,cluster190
0,183100,1.00137,cluster190
0,183000,1.00003,cluster190
0,182900,1.38105,cluster190
0,182800,1.473,cluster190
0,182700,1.4894,cluster190
0,182600,1.4626,cluster190
0,182500,1.4902,cluster190
0,182400,1.48652,cluster190
0,182300,1.46822,cluster190
0,182200,1.49007,cluster190
0,182100,1.45757,cluster190
0,182000,1.57997,cluster190
0,181900,1.72055,cluster190
0,181800,1.7086,cluster190
0,181700,1.73058,cluster190
0,181600,1.72605,cluster190
0,181500,1.79877,cluster72
0,181400,2.24288,cluster190
0,181300,1.90553,cluster190
0,181200,2.01465,cluster190
0,181100,2.05385,cluster190
0,181000,2.09553,cluster190
0,180900,2.18352,cluster190
0,180800,1.90375,cluster190
0,180700,1.5919,cluster190
0,180600,1.59223,cluster190
0,180500,1.60198,cluster190
0,180400,1.59697,cluster190
0,180300,1.60387,cluster190
0,180200,1.61123,cluster190
0,180100,1.60763,cluster190
0,180000,1.61,cluster190
0,175900,1.61018,cluster190
0,175800,1.60538,cluster190
0,175700,1.61232,cluster190
0,175600,1.65445,cluster83
0,175500,1.70183,cluster83
0,175400,1.64325,cluster83
0,175300,1.61767,cluster190
0,175200,1.6253,cluster190
0,175100,1.62207,cluster190
0,175000,1.6285,cluster190
0,174900,1.62307,cluster190
0,174800,1.49613,cluster190
0,174700,1.51772,cluster190
0,174600,1.49732,cluster190
0,174500,1.49278,cluster190
0,174400,1.50062,cluster190
0,174300,1.50478,cluster190
0,174200,1.48658,cluster72
0,174100,1.49937,cluster72
0,174000,2.41325,cluster190
0,173900,2.0793,cluster190
0,173800,1.50178,cluster190
0,173700,1.4989,cluster72
0,173600,2.07137,cluster72
0,173500,3.07588,cluster72
0,173400,3.10525,cluster72
0,173300,3.13395,cluster72
0,173200,2.38618,cluster190
0,173100,1.3726,cluster190
0,173000,1.37037,cluster190
0,172900,1.3723,cluster190
0,172800,1.54905,cluster190
0,172700,1.88257,cluster190
0,172600,1.8643,cluster190
0,172500,1.81235,cluster190
0,172400,1.83548,cluster190
0,172300,1.86337,cluster190
0,172200,1.87593,cluster190
0,172100,1.86713,cluster190
0,172000,1.88135,cluster190
0,171900,1.86793,cluster190
0,171800,1.86647,cluster190
0,171700,1.86358,cluster190
0,171600,1.85048,cluster190
0,171500,1.8515,cluster190
0,171400,1.75062,cluster190
0,171300,1.69835,cluster190
0,171200,1.70933,cluster190
0,171100,1.71742,cluster190
0,171000,1.72548,cluster190
0,170900,1.74722,cluster190
0,170800,1.84032,cluster190
0,170700,1.83745,cluster190
0,170600,1.18038,cluster190
0,170500,1.10533,cluster190
0,170400,1.0088,cluster190
0,170300,0.93125,cluster190
0,170200,1.09017,cluster190
0,170100,1.11663,cluster190
0,170000,1.11642,cluster190
0,165900,1.10898,cluster190
0,165800,1.11438,cluster190
0,165700,1.1189,cluster190
0,165600,1.10795,cluster190
0,165500,1.09978,cluster190
0,165400,1.10668,cluster190
0,165300,1.11612,cluster190
0,165200,1.1374,cluster190
0,165100,1.11775,cluster190
0,165000,1.11778,cluster190
0,164900,1.11627,cluster190
0,164800,1.12242,cluster190
0,164700,1.12028,cluster190
0,164600,1.11547,cluster190
0,164500,1.15975,cluster190
0,164400,1.2504,cluster190
0,164300,1.28828,cluster190
0,164200,1.29065,cluster190
0,164100,1.2883,cluster190
0,164000,1.28893,cluster190
0,163900,1.27787,cluster190
0,163800,1.28525,cluster190
0,163700,1.2354,cluster190
0,163600,1.13918,cluster190
0,163500,1.24277,cluster190
0,163400,1.46273,cluster190
0,163300,1.45038,cluster190
0,163200,1.43587,cluster190
0,163100,1.41133,cluster190
0,163000,1.39395,cluster190
0,162900,1.4354,cluster190
0,162800,1.42318,cluster190
0,162700,1.4241,cluster190
0,162600,1.91455,cluster190
0,162500,1.86258,cluster190
0,162400,1.79412,cluster190
0,162300,1.7731,cluster190
0,162200,1.94947,cluster190
0,162100,2.07518,cluster190
0,162000,2.06472,cluster190
0,161900,2.87013,cluster190
0,161800,5.59018,cluster229
0,161700,3.73707,cluster229
0,161600,3.83607,cluster190
0,161500,3.62338,cluster190
0,161400,3.82152,cluster190
0,161300,5.91478,cluster190
0,161200,3.62555,cluster190
0,161100,3.83902,cluster190
0,161000,5.84035,cluster190
0,160900,3.6453,cluster190
0,160800,5.21162,cluster190
0,160700,4.94313,cluster190
0,160600,4.35027,cluster190
0,160500,5.52095,cluster190
0,160400,3.12965,cluster190
0,160300,5.95752,cluster190
0,160200,6.79218,cluster190
0,160100,6.8311,cluster190
0,160000,2.52648,cluster190
0,155900,1.729,cluster124
0,155800,1.79443,cluster83
0,155700,1.76645,cluster124
0,155600,1.84742,cluster124
0,155500,1.83563,cluster190
0,155400,1.5968,cluster190
0,155300,1.61413,cluster190
0,155200,1.51717,cluster83
0,155100,1.4784,cluster190
0,155000,1.4758,cluster190
0,154900,1.47858,cluster190
0,154800,1.47157,cluster190
0,154700,1.471,cluster190
0,154600,1.48772,cluster190
0,154500,1.48777,cluster190
0,154400,1.477,cluster190
0,154300,1.4889,cluster190
0,154200,1.48567,cluster190
0,154100,1.4971,cluster229
0,154000,1.51603,cluster229
0,153900,1.85158,cluster229
0,153800,1.84415,cluster229
0,153700,1.85027,cluster229
0,153600,1.84553,cluster229
0,153500,1.84663,cluster198
0,153400,1.70013,cluster190
0,153300,1.48713,cluster190
0,153200,1.48582,cluster190
0,153100,1.55695,cluster190
0,153000,1.70592,cluster190
0,152900,1.70957,cluster190
0,152800,2.11237,cluster198
0,152700,3.3848,cluster198
0,152600,3.48675,cluster198
0,152500,3.8036,cluster198
0,152400,3.82555,cluster190
0,152300,3.62985,cluster190
0,152200,3.59783,cluster190
0,152100,3.58082,cluster190
0,152000,3.58827,cluster124
0,151900,3.60053,cluster124
0,151800,3.59675,cluster124
0,151700,3.88285,cluster124
0,151600,3.84867,cluster124
0,151500,3.86992,cluster124
0,151400,4.1655,cluster124
0,151300,4.10168,cluster124
0,151200,3.90115,cluster124
0,151100,3.90768,cluster124
0,151000,3.79152,cluster124
0,150900,3.27123,cluster124
0,150800,3.23963,cluster124
0,150700,5.11618,cluster124
0,150600,3.36858,cluster124
0,150500,3.21692,cluster124
0,150400,3.036,cluster124
0,150300,2.60487,cluster124
0,150200,2.60075,cluster124
0,150100,2.58243,cluster124
0,150000,2.61292,cluster124
0,145900,2.68842,cluster193
0,145800,2.47505,cluster193
0,145700,2.26652,cluster193
0,145600,2.24843,cluster193
0,145500,2.31413,cluster193
0,145400,2.3129,cluster193
0,145300,2.22058,cluster193
0,145200,2.92615,cluster193
0,145100,4.61448,cluster193
0,145000,2.30205,cluster193
0,144900,2.31138,cluster193
0,144800,2.65322,cluster193
0,144700,6.05922,cluster193
0,144600,4.11395,cluster193
0,144500,2.40685,cluster193
0,144400,4.9879,cluster193
0,144300,6.0746,cluster193
0,144200,3.37843,cluster193
0,144100,3.03892,cluster193
0,144000,6.07117,cluster193
0,143900,6.12595,cluster193
0,143800,2.45728,cluster193
0,143700,4.81902,cluster193
0,143600,6.08692,cluster193
0,143500,6.0033,cluster193
0,143400,5.94923,cluster193
0,143300,5.93258,cluster193
0,143200,5.91243,cluster193
0,143100,5.8916,cluster193
0,143000,5.9076,cluster190
0,142900,3.19523,cluster190
0,142800,0.471,cluster190
0,142700,0.415467,cluster190
0,142600,0.416017,cluster190
0,142500,0.415417,cluster190
0,142400,0.51825,cluster190
0,142300,0.935183,cluster190
0,142200,1.00202,cluster190
0,142100,1.01123,cluster190
0,142000,1.0807,cluster190
0,141900,1.06712,cluster190
0,141800,1.06098,cluster190
0,141700,1.06688,cluster190
0,141600,1.07565,cluster190
0,141500,1.07403,cluster190
0,141400,1.08598,cluster190
0,141300,1.08218,cluster190
0,141200,1.09325,cluster190
0,141100,1.11238,cluster190
0,141000,1.11448,cluster190
0,140900,1.10835,cluster190
0,140800,1.07578,cluster190
0,140700,1.05878,cluster190
0,140600,1.03975,cluster190
0,140500,1.14493,cluster190
0,140400,1.14547,cluster190
0,140300,1.21953,cluster190
0,140200,0.542083,cluster190
0,140100,0.54365,cluster190
0,140000,0.545767,cluster190
0,135900,0.546033,cluster190
0,135800,0.551117,cluster190
0,135700,0.548983,cluster190
0,135600,0.55465,cluster190
0,135500,0.549567,cluster190
0,135400,0.549667,cluster190
0,135300,0.604,cluster190
0,135200,0.570033,cluster190
0,135100,0.539717,cluster190
0,135000,0.537633,cluster190
0,134900,0.5408,cluster190
0,134800,0.539783,cluster190
0,134700,0.542533,cluster190
0,134600,0.549,cluster190
0,134500,0.548533,cluster190
0,134400,0.5467,cluster190
0,134300,0.55285,cluster190
0,134200,0.5441,cluster190
0,134100,0.5407,cluster190
0,134000,0.547083,cluster190
0,133900,0.542733,cluster190
0,133800,0.54465,cluster190
0,133700,0.543567,cluster190
0,133600,0.553267,cluster190
0,133500,0.551167,cluster190
0,133400,0.553517,cluster190
0,133300,0.55565,cluster190
0,133200,0.554,cluster190
0,133100,0.554867,cluster190
0,133000,0.553717,cluster190
0,132900,0.558233,cluster190
0,132800,0.551433,cluster190
0,132700,0.542633,cluster190
0,132600,0.53895,cluster190
0,132500,0.53835,cluster190
0,132400,0.539117,cluster190
0,132300,0.538183,cluster190
0,132200,0.979467,cluster190
0,132100,0.966167,cluster190
0,132000,0.9469,cluster190
0,131900,0.955617,cluster190
0,131800,0.963283,cluster190
0,131700,0.955417,cluster190
0,131600,0.957867,cluster190
0,131500,0.952633,cluster190
0,131400,0.973283,cluster190
0,131300,0.976417,cluster190
0,131200,0.861467,cluster190
0,131100,0.853783,cluster190
0,131000,0.840033,cluster190
0,130900,0.843883,cluster190
0,130800,0.8399,cluster190
0,130700,0.852917,cluster190
0,130600,0.859467,cluster190
0,130500,0.875967,cluster190
0,130400,0.875817,cluster190
0,130300,0.911517,cluster190
0,130200,0.9835,cluster190
0,130100,0.648767,cluster190
0,130000,0.340467,cluster190
0,125900,0.3744,cluster190
0,125800,0.4643,cluster190
0,125700,0.46315,cluster190
0,125600,0.465183,cluster190
0,125500,0.4622,cluster190
0,125400,0.462367,cluster190
0,125300,0.4648,cluster190
0,125200,0.4751,cluster190
0,125100,0.573217,cluster190
0,125000,0.565867,cluster190
0,124900,0.906217,cluster190
0,124800,1.00352,cluster190
0,124700,0.998833,cluster190
0,124600,0.986683,cluster190
0,124500,1.00713,cluster190
0,124400,1.00508,cluster190
0,124300,1.0292,cluster190
0,124200,0.668083,cluster190
0,124100,0.60075,cluster190
0,124000,0.590583,cluster190
0,123900,0.66,cluster190
0,123800,0.593133,cluster190
0,123700,0.71645,cluster56
0,123600,0.8371,cluster56
0,123500,0.84265,cluster56
0,123400,0.846967,cluster56
0,123300,0.8543,cluster56
0,123200,0.861217,cluster56
0,123100,0.914383,cluster190
0,123000,0.69545,cluster190
0,122900,0.690483,cluster190
0,122800,0.689433,cluster190
0,122700,0.68085,cluster190
0,122600,0.682717,cluster190
0,122500,0.6751,cluster190
0,122400,0.670767,cluster190
0,122300,0.706,cluster190
0,122200,0.6727,cluster190
0,122100,0.8802,cluster190
0,122000,1.19135,cluster190
0,121900,1.19338,cluster190
0,121800,1.20367,cluster190
0,121700,1.27008,cluster190
0,121600,1.74088,cluster190
0,121500,1.66065,cluster190
0,121400,1.73795,cluster190
0,121300,1.44348,cluster190
0,121200,1.81223,cluster190
0,121100,1.66805,cluster190
0,121000,1.58778,cluster190
0,120900,1.9027,cluster190
0,120800,1.81413,cluster190
0,120700,1.95825,cluster190
0,120600,2.12137,cluster190
0,120500,2.14108,cluster190
0,120400,2.13843,cluster190
0,120300,2.14467,cluster190
0,120200,2.18003,cluster190
0,120100,2.21377,cluster190
0,120000,2.18663,cluster190
0,115900,1.42687,cluster190
0,115800,1.33818,cluster190
0,115700,1.32577,cluster190
0,115600,1.34115,cluster190
0,115500,1.2465,cluster190
0,115400,1.11178,cluster190
0,115300,1.12572,cluster190
0,115200,1.14025,cluster190
0,115100,1.1034,cluster190
0,115000,1.2028,cluster124
0,114900,2.48688,cluster124
0,114800,2.47108,cluster124
0,114700,2.19738,cluster124
0,114600,2.14352,cluster56
0,114500,2.05025,cluster124
0,114400,0.881717,cluster190
0,114300,0.667,cluster190
0,114200,0.482017,cluster190
0,114100,0.478967,cluster190
0,114000,0.481333,cluster190
0,113900,0.483717,cluster190
0,113800,0.493233,cluster259
0,113700,0.371833,cluster190
0,113600,0.372183,cluster190
0,113500,0.37105,cluster190
0,113400,0.369167,cluster190
0,113300,0.369067,cluster259
0,113200,0.374467,cluster190
0,113100,0.371233,cluster259
0,113000,0.371917,cluster190
0,112900,0.3678,cluster190
0,112800,0.3677,cluster190
0,112700,0.369,cluster190
0,112600,0.368733,cluster190
0,112500,0.361617,cluster190
0,112400,0.35795,cluster259
0,112300,0.383317,cluster190
0,112200,0.4492,cluster190
0,112100,0.449183,cluster190
0,112000,0.466233,cluster190
0,111900,0.963133,cluster190
0,111800,0.984133,cluster193
0,111700,0.98415,cluster193
0,111600,0.982733,cluster193
0,111500,0.990683,cluster193
0,111400,0.994483,cluster193
0,111300,0.99225,cluster193
0,111200,0.99305,cluster193
0,111100,1.29645,cluster193
0,111000,1.39703,cluster193
0,110900,1.35353,cluster193
0,110800,1.33952,cluster193
0,110700,1.87827,cluster193
0,110600,2.0006,cluster193
0,110500,1.98938,cluster193
0,110400,1.97762,cluster193
0,110300,1.78118,cluster193
0,110200,1.72392,cluster193
0,110100,1.75763,cluster193
0,110000,1.7342,cluster193
0,105900,1.88515,cluster193
0,105800,1.24853,cluster193
0,105700,1.13363,cluster193
0,105600,1.1373,cluster193
0,105500,1.10717,cluster193
0,105400,1.2796,cluster193
0,105300,1.1844,cluster193
0,105200,1.16332,cluster193
0,105100,1.15733,cluster193
0,105000,1.15893,cluster193
0,104900,1.15768,cluster193
0,104800,1.15842,cluster193
0,104700,1.22487,cluster193
0,104600,1.22615,cluster193
0,104500,1.19425,cluster193
0,104400,1.17828,cluster193
0,104300,1.1196,cluster193
0,104200,1.12287,cluster193
0,104100,1.2364,cluster193
0,104000,1.3369,cluster193
0,103900,1.29538,cluster193
0,103800,2.00943,cluster193
0,103700,2.81812,cluster193
0,103600,2.82067,cluster193
0,103500,2.81448,cluster193
0,103400,4.27253,cluster193
0,103300,3.5789,cluster193
0,103200,2.83792,cluster193
0,103100,2.7241,cluster193
0,103000,2.71093,cluster193
0,102900,3.48547,cluster193
0,102800,4.23862,cluster193
0,102700,2.71965,cluster193
0,102600,2.71287,cluster193
0,102500,4.8945,cluster193
0,102400,3.00022,cluster193
0,102300,2.71577,cluster193
0,102200,4.75027,cluster193
0,102100,3.56357,cluster193
0,102000,2.6663,cluster193
0,101900,5.27102,cluster193
0,101800,3.28407,cluster193
0,101700,3.14002,cluster193
0,101600,6.56907,cluster193
0,101500,6.79447,cluster193
0,101400,2.9365,cluster193
0,101300,1.61083,cluster193
0,101200,1.58162,cluster193
0,101100,1.82287,cluster193
0,101000,1.96345,cluster193
0,100900,1.92943,cluster193
0,100800,1.91593,cluster193
0,100700,1.94147,cluster193
0,100600,2.09063,cluster193
0,100500,2.13998,cluster193
0,100400,2.14505,cluster193
0,100300,3.0095,cluster193
0,100200,3.3928,cluster193
0,100100,3.44148,cluster193
0,100000,3.4761,cluster193
0,95900,3.51677,cluster193
0,95800,3.58145,cluster193
0,95700,3.34968,cluster193
0,95600,2.9553,cluster193
0,95500,3.00452,cluster193
0,95400,2.9382,cluster193
0,95300,2.93747,cluster193
0,95200,6.22803,cluster193
0,95100,4.2962,cluster193
0,95000,2.95882,cluster193
0,94900,2.95695,cluster193
0,94800,3.44492,cluster193
0,94700,6.62943,cluster193
0,94600,5.1167,cluster193
0,94500,2.60375,cluster193
0,94400,3.20765,cluster193
0,94300,6.32412,cluster193
0,94200,6.24353,cluster193
0,94100,2.81785,cluster193
0,94000,4.00287,cluster193
0,93900,6.38,cluster193
0,93800,6.24402,cluster193
0,93700,4.16867,cluster193
0,93600,2.91823,cluster193
0,93500,6.20298,cluster193
0,93400,6.20272,cluster193
0,93300,6.2065,cluster193
0,93200,6.19277,cluster193
0,93100,6.16847,cluster193
0,93000,6.18927,cluster193
0,92900,6.19352,cluster193
0,92800,6.6467,cluster193
0,92700,6.65382,cluster56
0,92600,5.80998,cluster56
0,92500,1.47257,cluster56
0,92400,1.35113,cluster190
0,92300,1.0921,cluster190
0,92200,0.968267,cluster190
0,92100,0.959917,cluster190
0,92000,0.952767,cluster190
0,91900,0.946967,cluster190
0,91800,0.944217,cluster190
0,91700,1.08023,cluster190
0,91600,1.45265,cluster190
0,91500,1.49478,cluster190
0,91400,1.45827,cluster190
0,91300,1.4907,cluster190
0,91200,1.49102,cluster193
0,91100,1.4715,cluster193
0,91000,1.4762,cluster193
0,90900,1.72965,cluster193
0,90800,1.91898,cluster193
0,90700,1.8594,cluster193
0,90600,1.85358,cluster193
0,90500,1.86438,cluster193
0,90400,1.8687,cluster193
0,90300,1.88983,cluster193
0,90200,1.86855,cluster193
0,90100,1.72135,cluster193
0,90000,1.47332,cluster193
0,85900,1.52335,cluster193
0,85800,1.49925,cluster193
0,85700,1.5653,cluster193
0,85600,1.62933,cluster193
0,85500,0.9234,cluster193
0,85400,0.9627,cluster193
0,85300,1.06862,cluster193
0,85200,1.10802,cluster193
0,85100,1.03562,cluster193
0,85000,1.0485,cluster193
0,84900,1.06548,cluster193
0,84800,1.07095,cluster193
0,84700,1.18683,cluster124
0,84600,1.44123,cluster124
0,84500,1.32672,cluster124
0,84400,1.40805,cluster193
0,84300,1.22113,cluster193
0,84200,1.16375,cluster193
0,84100,1.16777,cluster193
0,84000,1.14185,cluster193
0,83900,1.15643,cluster193
0,83800,1.34938,cluster193
0,83700,1.3877,cluster193
0,83600,1.38683,cluster193
0,83500,1.37678,cluster193
0,83400,1.38423,cluster193
0,83300,1.38763,cluster193
0,83200,1.3881,cluster193
0,83100,1.38358,cluster193
0,83000,1.38202,cluster193
0,82900,1.37463,cluster193
0,82800,1.37123,cluster193
