Day,' Time','use [kW]',Cluster
0,0,1.1881,cluster3
0,235900,1.354117,cluster260
0,235800,1.367233,cluster260
0,235700,1.36605,cluster260
0,235600,1.366367,cluster260
0,235500,1.365417,cluster260
0,235400,1.361767,cluster260
0,235300,1.369083,cluster260
0,235200,1.369,cluster260
0,235100,1.3582,cluster260
0,235000,1.362667,cluster260
0,234900,1.359133,cluster260
0,234800,1.3478,cluster260
0,234700,1.34355,cluster260
0,234600,1.348083,cluster260
0,234500,1.342367,cluster260
0,234400,1.346483,cluster260
0,234300,1.4526,cluster260
0,234200,1.455083,cluster260
0,234100,1.46655,cluster260
0,234000,1.687517,cluster191
0,233900,1.851683,cluster191
0,233800,1.86625,cluster260
0,233700,1.84425,cluster260
0,233600,1.84245,cluster260
0,233500,1.841333,cluster260
0,233400,1.853783,cluster260
0,233300,1.844533,cluster260
0,233200,1.8535,cluster260
0,233100,1.835083,cluster260
0,233000,1.850517,cluster260
0,232900,1.849267,cluster260
0,232800,1.849317,cluster260
0,232700,1.829267,cluster260
0,232600,1.85025,cluster260
0,232500,1.831767,cluster260
0,232400,1.842567,cluster260
0,232300,1.8536,cluster260
0,232200,1.851033,cluster260
0,232100,1.881583,cluster260
0,232000,1.9081,cluster260
0,231900,1.802183,cluster260
0,231800,1.480717,cluster260
0,231700,1.499083,cluster260
0,231600,1.488917,cluster260
0,231500,1.490533,cluster260
0,231400,1.493983,cluster260
0,231300,1.4968,cluster260
0,231200,1.49605,cluster260
0,231100,1.501683,cluster260
0,231000,1.504717,cluster260
0,230900,1.499833,cluster260
0,230800,1.498433,cluster260
0,230700,1.504967,cluster260
0,230600,1.507,cluster260
0,230500,1.501967,cluster260
0,230400,1.512467,cluster260
0,230300,1.501267,cluster260
0,230200,1.508133,cluster260
0,230100,1.50045,cluster260
0,230000,1.485033,cluster260
0,225900,1.4609,cluster260
0,225800,1.461667,cluster260
0,225700,1.468217,cluster260
0,225600,1.464133,cluster260
0,225500,1.472833,cluster260
0,225400,1.472767,cluster260
0,225300,1.491533,cluster260
0,225200,1.430617,cluster260
0,225100,1.40355,cluster260
0,225000,1.4131,cluster260
0,224900,1.343,cluster260
0,224800,1.276517,cluster260
0,224700,1.261233,cluster260
0,224600,1.260983,cluster260
0,224500,1.2559,cluster260
0,224400,1.25895,cluster260
0,224300,1.26235,cluster260
0,224200,1.264233,cluster260
0,224100,1.266883,cluster260
0,224000,1.265933,cluster260
0,223900,1.5419,cluster260
0,223800,2.062,cluster260
0,223700,2.07395,cluster260
0,223600,2.07295,cluster260
0,223500,2.077167,cluster260
0,223400,2.054717,cluster260
0,223300,2.066083,cluster260
0,223200,2.059833,cluster260
0,223100,2.022083,cluster260
0,223000,1.69675,cluster260
0,222900,1.67485,cluster260
0,222800,1.661583,cluster260
0,222700,1.67825,cluster260
0,222600,1.676883,cluster260
0,222500,1.731983,cluster260
0,222400,1.8485,cluster260
0,222300,1.78145,cluster260
0,222200,1.955817,cluster260
0,222100,2.124683,cluster124
0,222000,2.295333,cluster124
0,221900,2.398967,cluster124
0,221800,2.44015,cluster124
0,221700,1.9359,cluster124
0,221600,1.9978,cluster124
0,221500,1.994067,cluster124
0,221400,2.007417,cluster124
0,221300,2.010233,cluster124
0,221200,2.0264,cluster124
0,221100,1.978983,cluster124
0,221000,2.013267,cluster124
0,220900,2.042683,cluster124
0,220800,2.063633,cluster124
0,220700,2.043917,cluster124
0,220600,2.0496,cluster124
0,220500,2.054917,cluster124
0,220400,2.051383,cluster124
0,220300,2.0574,cluster124
0,220200,2.059683,cluster124
0,220100,2.0607,cluster124
0,220000,2.0543,cluster124
0,215900,2.063817,cluster124
0,215800,2.0662,cluster124
0,215700,2.080833,cluster124
0,215600,2.077383,cluster124
0,215500,2.075333,cluster124
0,215400,2.09325,cluster124
0,215300,2.06115,cluster124
0,215200,2.05845,cluster124
0,215100,2.054133,cluster124
0,215000,2.05125,cluster124
0,214900,2.0472,cluster124
0,214800,2.045683,cluster124
0,214700,2.0383,cluster124
0,214600,2.044533,cluster124
0,214500,2.034233,cluster124
0,214400,2.015683,cluster124
0,214300,1.79105,cluster3
0,214200,1.800833,cluster3
0,214100,1.799233,cluster3
0,214000,1.79705,cluster3
0,213900,1.767,cluster3
0,213800,1.740583,cluster3
0,213700,2.045817,cluster3
0,213600,2.2063,cluster3
0,213500,2.21955,cluster124
0,213400,2.082267,cluster124
0,213300,2.126783,cluster124
0,213200,2.123467,cluster124
0,213100,2.126817,cluster124
0,213000,2.125017,cluster124
0,212900,2.164117,cluster124
0,212800,2.138317,cluster124
0,212700,2.1393,cluster124
0,212600,2.141933,cluster124
0,212500,2.115433,cluster124
0,212400,2.189033,cluster124
0,212300,2.102983,cluster66
0,212200,2.0423,cluster66
0,212100,2.02055,cluster3
0,212000,2.01815,cluster3
0,211900,2.02655,cluster3
0,211800,2.037133,cluster3
0,211700,2.078517,cluster3
0,211600,1.868783,cluster3
0,211500,1.65185,cluster3
0,211400,1.654,cluster3
0,211300,1.659767,cluster3
0,211200,1.6614,cluster3
0,211100,1.664167,cluster3
0,211000,1.671833,cluster3
0,210900,1.6692,cluster3
0,210800,1.684883,cluster3
0,210700,1.911983,cluster124
0,210600,1.912433,cluster124
0,210500,1.913233,cluster124
0,210400,1.929667,cluster124
0,210300,1.9088,cluster124
0,210200,1.9142,cluster124
0,210100,1.861883,cluster124
0,210000,2.06505,cluster124
0,205900,2.071583,cluster124
0,205800,2.08875,cluster124
