@relation mrgD3train-weka.filters.unsupervised.attribute.Remove-R2

@attribute refinedUse numeric
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster3,cluster4,cluster5,cluster6,cluster7,cluster9,cluster11,cluster12,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0.623449,0,1060,cluster7
1.4051,1,14030,cluster19
0.915233,1,12560,cluster5
2.63303,1,14300,cluster5
2.89372,0,8380,cluster5
1.53635,1,12570,cluster5
1.99612,1,3340,cluster18
1.99612,1,3340,cluster18
0.002684,1,3550,cluster11
0.123283,1,3340,cluster16
1.78753,1,3450,cluster12
1.13128,1,3400,cluster12
1.13128,1,3400,cluster12
0.190254,0,9340,cluster6
0.133134,1,3370,cluster16
0.658766,0,170,cluster7
1.84703,1,3320,cluster12
1.39068,1,12510,cluster5
1.84703,1,3320,cluster12
0.441766,0,16450,cluster17
0.679667,0,23350,cluster15
2.66963,1,3470,cluster12
0.441766,0,16450,cluster17
0,1,17590,cluster6
0.638984,0,23320,cluster15
0,1,17590,cluster6
0.229317,0,10160,cluster15
1.12917,1,3410,cluster12
1.49167,1,4320,cluster18
1.23842,1,310,cluster17
1.23842,1,310,cluster17
0.123699,1,3380,cluster16
0,1,18270,cluster11
0.668399,0,420,cluster7
0.668399,0,420,cluster7
0.980567,0,13210,cluster3
0.301016,1,16120,cluster6
1.97123,1,4370,cluster19
1.8394,1,10330,cluster19
2.64965,1,3490,cluster12
0.123283,1,3340,cluster16
0.102067,1,380,cluster16
0.490049,1,4300,cluster11
0.102067,1,380,cluster16
2.7075,1,3520,cluster12
0.336536,0,9290,cluster15
1.76735,1,7530,cluster4
1.5704,1,3440,cluster12
1.71655,1,13440,cluster19
2.02865,1,3280,cluster18
1.34495,1,570,cluster3
0.127333,1,9500,cluster11
1.09793,1,4000,cluster18
0.702683,0,570,cluster7
0.702683,0,570,cluster7
2.05912,1,8070,cluster4
2.05912,1,8070,cluster4
1.39068,1,12510,cluster5
0.218686,1,320,cluster6
0,1,330,cluster6
0.525533,0,16470,cluster17
0.116349,1,3350,cluster16
0,1,19140,cluster11
0,1,19140,cluster11
0.277916,1,12250,cluster9
0.547249,0,16480,cluster17
0.301016,1,16120,cluster6
2.6335,1,14390,cluster5
0.301016,1,16120,cluster6
0.123699,1,3380,cluster16
0.123699,1,3380,cluster16
2.09318,1,7410,cluster4
0.65375,0,18150,cluster17
0.65375,0,18150,cluster17
0.580866,1,4100,cluster3
0.701396,0,8580,cluster7
0.701396,0,8580,cluster7
0.471267,1,12410,cluster9
2.00012,0,8150,cluster9
1.76735,1,7530,cluster4
1.0419,1,240,cluster17
1.0419,1,240,cluster17
2.10248,1,7000,cluster19
0.5254,0,23590,cluster6
1.07012,1,4450,cluster9
2.08895,0,8020,cluster9
1.02348,0,14000,cluster6
1.02348,0,14000,cluster6
1.02348,0,14000,cluster6
0.355634,0,16420,cluster17
0.355634,0,16420,cluster17
0.297767,0,18170,cluster17
1.3652,1,14420,cluster19
1.3652,1,14420,cluster19
0.864816,0,5300,cluster18
0.371666,1,16030,cluster3
0.97595,0,7440,cluster9
1.7518,1,8080,cluster4
1.81093,1,8510,cluster4
1.64353,1,8250,cluster4
0.133134,1,3370,cluster16
0.133134,1,3370,cluster16
1.72482,1,8580,cluster4
0.707117,1,4160,cluster9
1.91586,1,3330,cluster12
1.0708,1,4530,cluster9
0.43255,1,11570,cluster16
0.611237,1,12070,cluster9
2.05217,1,12370,cluster5
0.646867,0,23330,cluster15
0.53925,1,4270,cluster11
1.21342,1,3380,cluster12
0.425051,0,450,cluster7
0.475233,0,16500,cluster17
0.596532,0,30,cluster15
1.96133,0,7520,cluster9
0.566441,0,9010,cluster15
0.566441,0,9010,cluster15
0.473274,0,8480,cluster7
0.483217,0,120,cluster15
0.483217,0,120,cluster15
0.723617,0,200,cluster7
2.02865,1,3280,cluster18
0.128217,1,3360,cluster16
0.942866,0,310,cluster7
2.02865,1,3280,cluster18
2.02865,1,3280,cluster18
1.7746,1,12590,cluster6
1.93788,1,4020,cluster3
0,0,9360,cluster15
0.04985,0,18240,cluster17
0,0,9270,cluster15
0,1,3210,cluster11
0,0,9270,cluster15
0,0,9270,cluster15
0.102067,1,380,cluster16
0.102067,1,380,cluster16
1.97593,1,14300,cluster19
1.72482,1,8580,cluster4
1.72482,1,8580,cluster4
0.168767,0,18400,cluster17
1.4362,1,3550,cluster18
1.4362,1,3550,cluster18
0.682564,0,23310,cluster15
2.02532,1,12360,cluster5
1.74757,1,3240,cluster18
0.636482,0,300,cluster7
0.636482,0,300,cluster7
1.74757,1,3240,cluster18
1.87387,1,13240,cluster19
0.507249,0,5180,cluster18
1.64085,1,12450,cluster5
0.052756,1,23310,cluster3
0.04985,0,18240,cluster17
1.96818,1,3300,cluster12
1.96818,1,3300,cluster12
2.6527,1,3480,cluster12
2.69373,0,8250,cluster5
2.69373,0,8250,cluster5
0.6732,0,390,cluster7
0.6732,0,390,cluster7
0.082334,0,5380,cluster11
1.67572,1,7200,cluster19
0.462199,1,15480,cluster3
0.462199,1,15480,cluster3
0.123699,1,3380,cluster16
0.405568,0,1000,cluster7
1.68947,1,8030,cluster4
1.68947,1,8030,cluster4
0.05045,0,18250,cluster17
0.05045,0,18250,cluster17
1.04428,1,4540,cluster9
1.04428,1,4540,cluster9
0.240597,0,9250,cluster15
1.82297,1,13580,cluster19
1.87387,1,13240,cluster19
0.229317,0,10160,cluster15
0.597613,1,12020,cluster9
0.44774,1,23320,cluster3
2.0998,1,3300,cluster18
2.0998,1,3300,cluster18
2.0998,1,3300,cluster18
1.80665,1,3310,cluster12
0.123699,1,3380,cluster16
1.44747,1,3430,cluster12
1.32975,1,3580,cluster18
1.81857,1,4410,cluster19
1.32975,1,3580,cluster18
1.32975,1,3580,cluster18
0.123417,1,8350,cluster11
0.462199,1,15480,cluster3
0.462199,1,15480,cluster3
2.46508,1,590,cluster3
1.64085,1,12450,cluster5
0.102067,1,380,cluster16
2.2141,1,7010,cluster19
2.2141,1,7010,cluster19
1.74672,1,3250,cluster18
0.43255,1,11570,cluster16
0.43255,1,11570,cluster16
0,0,9170,cluster15
3.0878,1,12420,cluster5
0,0,9170,cluster15
0.085357,0,10480,cluster11
2.02865,1,3280,cluster18
2.02865,1,3280,cluster18
1.05915,1,4430,cluster9
0.400584,1,12490,cluster9
0.35355,0,2430,cluster6
0.400584,1,12490,cluster9
0.116349,1,3350,cluster16
0.35355,0,2430,cluster6
0.116349,1,3350,cluster16
0.123699,1,3380,cluster16
1.79062,1,3510,cluster9
2.6527,1,3480,cluster12
2.6527,1,3480,cluster12
1.80325,1,9410,cluster4
1.95515,0,7510,cluster9
1.86765,1,3290,cluster12
0.056897,0,17290,cluster11
0.425051,0,450,cluster7
1.78317,1,3140,cluster18
1.81857,1,4410,cluster19
1.46027,1,13160,cluster5
1.46027,1,13160,cluster5
0.350203,1,11430,cluster15
0.506568,0,380,cluster7
0.938984,1,8360,cluster18
1.79358,1,3550,cluster9
1.79358,1,3550,cluster9
2.01262,0,7540,cluster9
1.5337,1,14070,cluster19
0.102067,1,380,cluster16
1.80665,1,3310,cluster12
2.10163,1,7570,cluster4
1.68603,1,9000,cluster4
1.44742,1,3390,cluster18
1.84703,1,3320,cluster12
1.84703,1,3320,cluster12
2.32333,1,12490,cluster5
2.32333,1,12490,cluster5
2.13702,1,6280,cluster19
1.53042,1,4350,cluster18
0.145767,0,9170,cluster11
0,1,14410,cluster11
0.34845,1,15550,cluster3
0.34845,1,15550,cluster3
0.21495,0,9100,cluster15
0.054434,0,18260,cluster17
0.40546,0,10500,cluster11
0.40546,0,10500,cluster11
0.116349,1,3350,cluster16
0.123699,1,3380,cluster16
0.328867,0,16520,cluster17
0.116349,1,3350,cluster16
0.652015,1,12360,cluster6
0.328867,0,16520,cluster17
0.652015,1,12360,cluster6
0.447416,1,23310,cluster3
1.90002,1,13290,cluster19
0.83322,0,23390,cluster15
0.135783,1,9410,cluster11
0.491399,0,5360,cluster18
0.83322,0,23390,cluster15
0.135783,1,9410,cluster11
0.123283,1,3340,cluster16
1.84885,1,3580,cluster9
1.84885,1,3580,cluster9
2.5874,1,3510,cluster12
1.78317,1,3140,cluster18
2.5874,1,3510,cluster12
0.133134,1,3370,cluster16
0.852933,0,23380,cluster15
1.44747,1,3430,cluster12
1.44747,1,3430,cluster12
0.166334,0,18390,cluster17
1.74122,1,13530,cluster19
1.74507,1,7540,cluster4
2.74917,1,3460,cluster12
1.74507,1,7540,cluster4
2.01363,1,14310,cluster19
2.06802,1,13000,cluster5
0.723067,0,17470,cluster6
1.80682,1,3360,cluster12
0.723067,0,17470,cluster6
0.102067,1,380,cluster16
0.116349,1,3350,cluster16
0.116349,1,3350,cluster16
1.96818,1,3300,cluster12
1.96818,1,3300,cluster12
1.80682,1,3360,cluster12
2.10163,1,7570,cluster4
1.68603,1,9000,cluster4
0.128217,1,3360,cluster16
0.584584,0,1070,cluster7
1.27772,1,14020,cluster19
1.45292,1,6520,cluster5
2.02865,1,3280,cluster18
2.02865,1,3280,cluster18
0.128217,1,3360,cluster16
0.463568,0,1030,cluster7
0.453637,0,9030,cluster15
1.90002,1,13290,cluster19
1.24378,1,480,cluster3
1.24378,1,480,cluster3
0.21495,0,9100,cluster15
0.6988,0,220,cluster7
2.74917,1,3460,cluster12
2.74917,1,3460,cluster12
2.57128,1,3550,cluster18
0,1,18250,cluster11
1.66325,1,12460,cluster5
0,0,10090,cluster15
0.123283,1,3340,cluster16
1.90617,1,3340,cluster12
1.90617,1,3340,cluster12
0.35355,0,2430,cluster6
0.690733,0,210,cluster7
0.102067,1,380,cluster16
0.334233,1,11410,cluster15
0.05045,0,18250,cluster17
1.9059,1,10350,cluster19
1.96203,1,4050,cluster3
1.96203,1,4050,cluster3
1.1127,1,1030,cluster3
0.123283,1,3340,cluster16
2.0518,1,8470,cluster4
1.6284,1,8190,cluster4
2.10527,1,6330,cluster5
1.83315,1,9240,cluster4
2.18735,1,12310,cluster5
0.102067,1,380,cluster16
2.7075,1,3520,cluster12
1.19567,1,13410,cluster5
0.277954,1,23130,cluster3
0.277954,1,23130,cluster3
1.4726,1,3530,cluster18
0.277916,1,12250,cluster9
0.030434,0,22010,cluster11
2.3481,1,7150,cluster19
0.6732,0,390,cluster7
0.544167,1,17000,cluster17
0.6732,0,390,cluster7
0.41825,0,5310,cluster18
1.69022,1,9510,cluster4
2.39103,1,4230,cluster5
0.41825,0,5310,cluster18
1.69022,1,9510,cluster4
2.39103,1,4230,cluster5
0.331266,1,11440,cluster15
2.39103,1,4230,cluster5
0.331266,1,11440,cluster15
0.462199,1,15480,cluster3
0.914834,1,1020,cluster3
0.462199,1,15480,cluster3
1.32975,1,3580,cluster18
0.914834,1,1020,cluster3
0.805646,1,3470,cluster9
0.116349,1,3350,cluster16
1.35172,1,330,cluster17
0.116349,1,3350,cluster16
1.60025,0,14470,cluster6
1.60025,0,14470,cluster6
0.128217,1,3360,cluster16
1.45292,1,6520,cluster5
0.679667,0,23350,cluster15
0.331453,1,11460,cluster15
0.5922,0,460,cluster7
2.61135,1,14380,cluster5
1.80745,1,7500,cluster4
1.04697,1,13470,cluster6
0.597851,0,370,cluster7
0.116349,1,3350,cluster16
0.597851,0,370,cluster7
0.123283,1,3340,cluster16
2.61135,1,14380,cluster5
2.15528,0,16550,cluster17
1.21342,1,3380,cluster12
1.8487,0,16560,cluster17
0.123283,1,3340,cluster16
0.05045,0,18250,cluster17
0.566441,0,9010,cluster15
2.03263,0,8340,cluster5
1.30885,1,3420,cluster12
2.03263,0,8340,cluster5
1.30885,1,3420,cluster12
1.96203,1,4050,cluster3
1.96818,1,3300,cluster12
1.9536,1,12580,cluster5
0.073817,1,16310,cluster6
0.073817,1,16310,cluster6
2.53525,1,13130,cluster19
1.73092,0,8170,cluster9
1.84752,1,9210,cluster4
1.25997,1,230,cluster17
0.583797,0,9020,cluster15
0.583797,0,9020,cluster15
0.534449,1,12380,cluster9
0.8174,0,16570,cluster17
0.8174,0,16570,cluster17
0.643668,0,23390,cluster3
0.643668,0,23390,cluster3
0.836732,0,4280,cluster18
1.1081,0,10160,cluster6
0.102067,1,380,cluster16
2.06215,1,6410,cluster5
1.59175,0,7590,cluster9
1.59175,0,7590,cluster9
0.160043,0,9240,cluster15
0.980567,0,13210,cluster3
0.160043,0,9240,cluster15
0.544167,1,17000,cluster17
1.3193,1,3260,cluster18
1.19567,1,13410,cluster5
0.277954,1,23130,cluster3
1.4726,1,3530,cluster18
1.59542,1,3230,cluster18
1.3451,1,460,cluster3
1.90617,1,3340,cluster12
2.6527,1,3480,cluster12
0.156366,0,9400,cluster11
0.156366,0,9400,cluster11
0.693734,0,8590,cluster15
0.69655,1,23490,cluster9
0.057907,1,23350,cluster3
0.69655,1,23490,cluster9
0.057907,1,23350,cluster3
0.855467,1,23470,cluster9
0,0,21340,cluster11
0.855467,1,23470,cluster9
1.60025,0,14470,cluster6
1.32975,1,3580,cluster18
0,0,19140,cluster11
1.1127,1,1030,cluster3
0,0,19140,cluster11
3.08212,1,13210,cluster5
1.23317,1,13400,cluster19
1.7523,1,7490,cluster4
1.26065,0,7460,cluster9
1.30885,1,3420,cluster12
1.84885,1,3580,cluster9
0.128217,1,3360,cluster16
2.02865,1,3280,cluster18
0,0,260,cluster11
1.70385,1,10000,cluster4
1.93273,1,9530,cluster4
0.547249,0,16480,cluster17
0.547249,0,16480,cluster17
2.00128,1,3290,cluster18
0,0,9360,cluster15
0.846649,0,16580,cluster17
0.350203,1,11430,cluster15
0.350203,1,11430,cluster15
1.9567,1,8450,cluster4
0.69,0,350,cluster7
0.646867,0,23330,cluster15
0.69,0,350,cluster7
0.43255,1,11570,cluster16
2.8694,1,13070,cluster5
1.80682,1,3360,cluster12
1.74672,1,3250,cluster18
2.39325,1,6390,cluster5
2.03263,0,8340,cluster5
2.00012,0,8150,cluster9
0,0,9360,cluster15
1.79282,0,10510,cluster6
0.40546,0,10500,cluster11
2.07227,1,3350,cluster18
0.332334,1,15420,cluster3
0.328867,0,16520,cluster17
0,0,9270,cluster15
3.0513,1,13200,cluster5
0.245549,1,9100,cluster11
0.245549,1,9100,cluster11
1.84752,1,9210,cluster4
0.475233,0,16500,cluster17
2.07227,1,3350,cluster18
0.690733,0,210,cluster7
0.690733,0,210,cluster7
0.43255,1,11570,cluster16
1.1081,0,10160,cluster6
0.123699,1,3380,cluster16
1.25268,1,12060,cluster6
1.93788,1,4020,cluster3
0.102067,1,380,cluster16
0.512117,1,4030,cluster9
0.3978,0,9480,cluster6
0.538868,0,560,cluster7
0.064899,1,8390,cluster11
0.538868,0,560,cluster7
2.14235,0,8030,cluster9
0.128217,1,3360,cluster16
2.14235,0,8030,cluster9
0.128217,1,3360,cluster16
1.71552,0,8070,cluster9
1.84703,1,3320,cluster12
0.057907,1,23350,cluster3
0.795151,0,490,cluster7
1.78437,1,500,cluster3
0.442017,1,15510,cluster3
0.582116,1,4090,cluster3
1.68237,1,9470,cluster4
0,1,19470,cluster11
0,1,19470,cluster11
0.054434,0,18260,cluster17
1.67402,1,9500,cluster4
0.032835,0,22110,cluster11
0.70078,0,23360,cluster15
0.079434,1,4450,cluster11
2.0302,1,14150,cluster19
2.01363,1,14310,cluster19
0.128217,1,3360,cluster16
0.34845,1,15550,cluster3
2.0998,1,3300,cluster18
2.0302,1,14150,cluster19
2.0998,1,3300,cluster18
2.0302,1,14150,cluster19
0.590987,1,11550,cluster9
3.08212,1,13210,cluster5
1.79638,1,7060,cluster19
0,1,20380,cluster11
1.04428,1,4540,cluster9
0,0,22430,cluster11
0,0,22430,cluster11
0.808717,1,3510,cluster18
1.78317,1,3140,cluster18
2.62177,1,3500,cluster12
1.27205,1,1100,cluster6
2.62177,1,3500,cluster12
1.5704,1,3440,cluster12
1.5704,1,3440,cluster12
1.70385,1,10000,cluster4
0.15655,1,2540,cluster6
1.84703,1,3320,cluster12
0.166334,0,18390,cluster17
0.43255,1,11570,cluster16
2.16165,1,6270,cluster19
2.45217,1,9320,cluster6
3.02168,0,8300,cluster5
1.74672,1,3250,cluster18
0.43255,1,11570,cluster16
1.68275,1,430,cluster9
1.74672,1,3250,cluster18
0.133134,1,3370,cluster16
1.78753,1,3450,cluster12
0.123699,1,3380,cluster16
2.0802,1,3320,cluster18
2.70625,1,14220,cluster5
0.1594,0,14060,cluster6
1.50113,1,4220,cluster18
2.0802,1,3320,cluster18
0,1,21350,cluster11
0.278884,0,5450,cluster18
0.345734,1,15560,cluster3
2.0802,1,3320,cluster18
0.345734,1,15560,cluster3
2.00128,1,3290,cluster18
2.00128,1,3290,cluster18
0.66862,0,13490,cluster6
2.07963,1,7390,cluster4
1.9567,1,8450,cluster4
1.6337,1,8100,cluster4
0.100883,1,16060,cluster3
0.42915,1,15530,cluster3
0.128217,1,3360,cluster16
0.100883,1,16060,cluster3
1.6395,1,8110,cluster4
0.102067,1,380,cluster16
0.506549,1,12440,cluster9
0.123283,1,3340,cluster16
0.187463,1,11520,cluster15
1.91586,1,3330,cluster12
0.133134,1,3370,cluster16
0.15465,1,16140,cluster3
1.6015,1,13520,cluster19
1.6015,1,13520,cluster19
1.64745,1,8120,cluster4
1.47377,1,6260,cluster19
0,1,8200,cluster11
1.47377,1,6260,cluster19
2.35227,1,4210,cluster19
2.09597,1,5380,cluster4
2.09318,1,7410,cluster4
2.16058,0,10250,cluster6
0.525533,0,16470,cluster17
2.09318,1,7410,cluster4
0.795151,0,490,cluster7
0.5035,0,260,cluster7
0.5035,0,260,cluster7
1.23847,0,18270,cluster17
2.62992,1,14290,cluster5
0.50045,1,4190,cluster3
0.089213,1,2010,cluster6
0.089213,1,2010,cluster6
0.597613,1,12020,cluster9
0.535684,1,4140,cluster3
0.664849,1,13410,cluster6
1.18938,1,3390,cluster12
1.67402,1,9500,cluster4
1.99612,1,3340,cluster18
1.18938,1,3390,cluster12
1.67402,1,9500,cluster4
1.58688,0,8000,cluster9
1.58688,0,8000,cluster9
0.116349,1,3350,cluster16
0.181267,0,18220,cluster17
0,0,9150,cluster15
1.13128,1,3400,cluster12
1.09745,1,3590,cluster18
0,0,9150,cluster15
1.13128,1,3400,cluster12
1.4051,1,14030,cluster19
1.09745,1,3590,cluster18
0.031467,1,14490,cluster11
0.799166,1,1080,cluster6
0.031467,1,14490,cluster11
1.80682,1,3360,cluster12
0.799166,1,1080,cluster6
1.80682,1,3360,cluster12
0,1,19040,cluster11
1.47315,1,12580,cluster5
1.47315,1,12580,cluster5
0.116349,1,3350,cluster16
1.96203,1,4050,cluster3
1.61363,1,14200,cluster19
1.21342,1,3380,cluster12
1.56855,1,180,cluster3
2.21398,1,8550,cluster4
1.56855,1,180,cluster3
0.43255,1,11570,cluster16
1.03527,1,3480,cluster9
0.768117,0,560,cluster7
2.21398,1,8550,cluster4
0.655832,0,1040,cluster7
0.695917,0,4390,cluster18
1.07883,1,540,cluster3
0.473274,0,8480,cluster7
0.638984,0,23320,cluster15
0.133134,1,3370,cluster16
0.317201,0,9340,cluster15
1.3321,1,3340,cluster18
1.74672,1,3250,cluster18
0.186767,0,23290,cluster3
0.116349,1,3350,cluster16
0,1,21250,cluster11
0.186767,0,23290,cluster3
1.78753,1,3450,cluster12
0.123699,1,3380,cluster16
1.18723,1,250,cluster17
0.123699,1,3380,cluster16
0.229463,1,14470,cluster6
0.123699,1,3380,cluster16
0.618733,0,390,cluster7
0.229463,1,14470,cluster6
0.164523,0,9490,cluster11
0.204513,1,11510,cluster15
0.486883,0,340,cluster7
0.237526,1,23230,cluster11
0.66862,0,13490,cluster6
1.93788,1,4020,cluster3
2.03263,0,8340,cluster5
1.90617,1,3340,cluster12
0.463568,0,1030,cluster7
1.93788,1,4020,cluster3
1.75232,0,7480,cluster9
2.35227,1,4210,cluster19
0.486883,0,340,cluster7
1.99955,1,7360,cluster4
1.99955,1,7360,cluster4
0.196807,0,10150,cluster15
2.14182,1,8280,cluster4
2.14182,1,8280,cluster4
1.34113,1,3560,cluster18
1.34113,1,3560,cluster18
1.8487,0,16560,cluster17
1.61363,1,14200,cluster19
1.8487,0,16560,cluster17
1.19397,1,320,cluster17
0.300768,1,0,cluster7
0,0,9170,cluster15
0.300768,1,0,cluster7
1.9614,1,3570,cluster9
0.97595,0,7440,cluster9
0,0,9170,cluster15
1.12917,1,3410,cluster12
1.80682,1,3360,cluster12
2.6412,1,3530,cluster12
0.123283,1,3340,cluster16
2.6412,1,3530,cluster12
1.49102,1,3540,cluster18
1.49102,1,3540,cluster18
1.93788,1,4020,cluster3
2.02865,1,3280,cluster18
0.446123,1,23300,cluster3
0.184217,1,11530,cluster15
0.184217,1,11530,cluster15
0.441766,0,16450,cluster17
2.02865,1,3280,cluster18
0.204217,1,23540,cluster6
0.907433,1,23270,cluster3
1.39852,1,1180,cluster9
0.679299,0,110,cluster15
0.539501,0,23440,cluster6
0.907433,1,23270,cluster3
1.59175,0,7590,cluster9
1.99612,1,3340,cluster18
1.80665,1,3310,cluster12
1.94475,1,13570,cluster19
1.81152,1,8530,cluster4
0.462549,0,5260,cluster18
1.4726,1,3530,cluster18
0.539501,0,23440,cluster6
1.72135,0,8110,cluster9
1.72135,0,8110,cluster9
0.965653,0,10070,cluster15
0.965653,0,10070,cluster15
0.54945,0,410,cluster7
0.102067,1,380,cluster16
0.102067,1,380,cluster16
1.63833,1,8090,cluster4
0.297767,0,18170,cluster17
2.0453,1,8370,cluster4
0.102067,1,380,cluster16
2.63278,1,14330,cluster5
0.133134,1,3370,cluster16
2.63278,1,14330,cluster5
1.61363,1,14200,cluster19
0.133134,1,3370,cluster16
1.74048,1,13130,cluster5
1.13128,1,3400,cluster12
0.475233,0,16500,cluster17
2.55276,1,13190,cluster5
1.92552,1,12560,cluster5
2.73587,1,13030,cluster5
0.06547,0,10130,cluster15
1.0419,1,240,cluster17
2.63147,1,14320,cluster5
2.02865,1,3280,cluster18
0.695917,0,4390,cluster18
1.96137,1,13250,cluster19
0.336337,1,11470,cluster15
2.02865,1,3280,cluster18
1.77615,1,130,cluster11
1.23842,1,310,cluster17
1.77615,1,130,cluster11
1.23842,1,310,cluster17
1.2544,1,6440,cluster9
0.3207,0,21140,cluster6
1.2544,1,6440,cluster9
1.96818,1,3300,cluster12
2.25993,1,4300,cluster19
0.102067,1,380,cluster16
1.63198,1,8490,cluster4
1.63198,1,8490,cluster4
0.503151,1,15470,cluster3
1.63198,1,8490,cluster4
1.63198,1,8490,cluster4
1.23847,0,18270,cluster17
1.90617,1,3340,cluster12
0.039233,0,22020,cluster11
1.23847,0,18270,cluster17
1.90617,1,3340,cluster12
0.039233,0,22020,cluster11
1.80826,1,3520,cluster9
1.84033,1,9300,cluster4
0.463568,0,1030,cluster7
0.123699,1,3380,cluster16
1.84033,1,9300,cluster4
0.038567,0,22290,cluster11
1.63247,1,10060,cluster4
0.054434,0,18260,cluster17
0.054434,0,18260,cluster17
0,0,19060,cluster11
0.486883,0,340,cluster7
1.47567,1,4330,cluster18
0,1,19360,cluster11
0.184217,1,11530,cluster15
0.43255,1,11570,cluster16
2.14345,1,7210,cluster19
0.191916,1,16460,cluster11
1.76828,1,13540,cluster19
1.84033,1,9300,cluster4
1.59057,1,6420,cluster5
1.79958,1,13550,cluster19
1.79638,1,7060,cluster19
1.79638,1,7060,cluster19
1.99955,1,7360,cluster4
2.28612,1,4280,cluster19
1.53913,0,18320,cluster17
1.41642,1,13380,cluster19
1.41642,1,13380,cluster19
1.74047,1,9580,cluster4
0.596532,0,30,cluster15
0.510316,1,4170,cluster3
0.596532,0,30,cluster15
1.41642,1,13380,cluster19
0.365284,0,16430,cluster17
0.553483,0,420,cluster7
1.79747,1,3540,cluster9
2.62177,1,3500,cluster12
2.10845,1,8270,cluster4
1.56515,1,14260,cluster19
1.64353,1,8250,cluster4
2.63895,1,110,cluster6
2.64965,1,3490,cluster12
2.64965,1,3490,cluster12
2.63895,1,110,cluster6
2.05912,1,8070,cluster4
0.202824,1,23160,cluster3
2.05912,1,8070,cluster4
2.531,0,8210,cluster5
0.690867,0,18130,cluster17
0.053017,1,4380,cluster11
0.0021,1,14080,cluster11
0.0021,1,14080,cluster11
1.96818,1,3300,cluster12
0.123283,1,3340,cluster16
0.506884,1,4130,cluster3
0.37005,0,16410,cluster17
2.14287,1,4330,cluster19
0.37005,0,16410,cluster17
3.86497,1,12460,cluster5
0.521417,1,4060,cluster9
0.795151,0,490,cluster7
0.133134,1,3370,cluster16
2.15788,1,10040,cluster4
0.521417,1,4060,cluster9
0.795151,0,490,cluster7
0.133134,1,3370,cluster16
1.68222,1,340,cluster6
0.538868,0,560,cluster7
0.107607,1,20310,cluster11
1.68222,1,340,cluster6
2.20145,1,340,cluster17
2.20145,1,340,cluster17
0.7347,0,5350,cluster18
2.40878,1,4290,cluster19
0.535684,1,4140,cluster3
0.535333,0,23480,cluster6
2.57128,1,3550,cluster18
2.5874,1,3510,cluster12
0,1,21210,cluster11
2.15023,0,16540,cluster17
1.69868,1,12530,cluster5
1.32975,1,3580,cluster18
1.82166,1,23510,cluster11
2.42915,1,13140,cluster19
0.133134,1,3370,cluster16
0.133134,1,3370,cluster16
0.26365,1,23120,cluster3
2.63278,1,14330,cluster5
0.181267,0,18220,cluster17
0.439934,0,340,cluster7
0.102067,1,380,cluster16
0.737533,0,520,cluster7
1.10449,1,23280,cluster3
0.534334,0,510,cluster7
1.10449,1,23280,cluster3
0.534334,0,510,cluster7
2.55276,1,13190,cluster5
1.74737,1,13530,cluster19
1.74737,1,13530,cluster19
0.766983,0,13220,cluster3
0.087846,0,17800,cluster11
0.623449,0,1060,cluster7
0.048883,1,23330,cluster3
0.345134,1,12230,cluster3
2.06802,1,13000,cluster5
0.31747,0,10060,cluster15
0.611237,1,12070,cluster9
0.43255,1,11570,cluster16
0.31747,0,10060,cluster15
0.102067,1,380,cluster16
0.43255,1,11570,cluster16
0.638984,0,23320,cluster15
2.53422,1,14370,cluster6
0.60637,1,11590,cluster9
0.60637,1,11590,cluster9
1.03527,1,3480,cluster9
0.7459,0,430,cluster7
0.497637,0,8490,cluster7
1.03527,1,3480,cluster9
0.690883,0,6540,cluster11
1.63247,1,10060,cluster4
0.7873,0,6590,cluster11
0.7873,0,6590,cluster11
0.486883,0,340,cluster7
0.37935,0,14030,cluster3
0.507799,1,17200,cluster17
2.04313,1,7370,cluster4
0.100883,1,16060,cluster3
0.507799,1,17200,cluster17
0.791,0,540,cluster7
2.04313,1,7370,cluster4
0.100883,1,16060,cluster3
0.44774,1,23320,cluster3
0.466134,1,12360,cluster9
0.193266,0,23300,cluster3
0.83322,0,23390,cluster15
0,0,10110,cluster11
0,0,10110,cluster11
2.00128,1,3290,cluster18
1.78437,1,500,cluster3
1.59057,1,6420,cluster5
0.133134,1,3370,cluster16
1.78437,1,500,cluster3
2.14345,1,7210,cluster19
1.79958,1,13550,cluster19
0.04985,0,18240,cluster17
1.12917,1,3410,cluster12
0.07972,1,22250,cluster6
0.180383,0,18360,cluster17
0.04985,0,18240,cluster17
1.01697,1,4550,cluster9
0.31248,0,9310,cluster15
1.76828,1,13540,cluster19
2.64965,1,3490,cluster12
0.159516,0,18380,cluster17
2.00715,1,3270,cluster18
0.159516,0,18380,cluster17
1.09204,1,23270,cluster3
0.212383,1,16510,cluster6
1.44747,1,3430,cluster12
0.212383,1,16510,cluster6
1.44747,1,3430,cluster12
0,1,13190,cluster11
0,1,13190,cluster11
0.328867,0,16520,cluster17
0.123283,1,3340,cluster16
1.76828,1,13540,cluster19
1.8487,0,16560,cluster17
0.117132,0,4590,cluster11
0,0,22090,cluster11
1.64343,1,6500,cluster9
0.123699,1,3380,cluster16
1.64343,1,6500,cluster9
2.62992,1,14290,cluster5
