@relation mrgD3train-weka.filters.unsupervised.attribute.Remove-R2

@attribute refinedUse numeric
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster3,cluster4,cluster5,cluster6,cluster7,cluster9,cluster11,cluster12,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
1.48118,1,4230,cluster18
0.690867,0,18130,cluster17
2.70625,1,14220,cluster5
0.690867,0,18130,cluster17
1.2764,1,3380,cluster18
0.184217,1,11530,cluster15
1.94572,1,12550,cluster6
1.1248,1,13490,cluster19
1.94572,1,12550,cluster6
2.15757,1,8540,cluster4
1.61335,1,8310,cluster4
0.43255,1,11570,cluster16
0,1,4150,cluster11
1.94475,1,13570,cluster19
0.566817,0,540,cluster7
0.39835,1,23580,cluster7
0.39835,1,23580,cluster7
1.97593,1,14300,cluster19
0.065365,1,8030,cluster11
1.13128,1,3400,cluster12
1.13128,1,3400,cluster12
2.74917,1,3460,cluster12
1.50113,1,4220,cluster18
2.62177,1,3500,cluster12
1.81152,1,8530,cluster4
1.60605,1,8330,cluster4
1.53913,0,18320,cluster17
1.60605,1,8330,cluster4
0.407487,0,1480,cluster11
1.66288,1,8020,cluster4
2.6527,1,3480,cluster12
0.6319,1,23570,cluster6
2.80277,1,13250,cluster5
1.8421,1,10310,cluster19
1.81152,1,8530,cluster4
0.160043,0,9240,cluster15
0.505982,0,400,cluster7
0.01639,1,22390,cluster11
0.160043,0,9240,cluster15
1.97623,1,13010,cluster5
1.08837,1,260,cluster17
1.07853,0,23390,cluster6
1.71933,0,8080,cluster9
0.58815,1,11560,cluster9
1.66288,1,8020,cluster4
1.68888,1,10010,cluster4
1.8421,1,10310,cluster19
0.06015,0,6220,cluster11
2.9406,1,10450,cluster6
2.58587,1,13120,cluster19
2.58587,1,13120,cluster19
1.52995,1,14250,cluster19
0.797867,0,5130,cluster18
2.15228,1,4360,cluster19
0.133134,1,3370,cluster16
2.57128,1,3550,cluster18
2.15228,1,4360,cluster19
2.73587,1,13030,cluster5
2.16165,1,6270,cluster19
1.24393,0,14070,cluster6
0.58815,1,11560,cluster9
1.24393,0,14070,cluster6
0,1,8250,cluster11
0.58815,1,11560,cluster9
1.24393,0,14070,cluster6
0.432707,1,4260,cluster11
0,0,9220,cluster15
1.63555,1,8550,cluster18
1.11017,1,1170,cluster9
1.09793,1,4000,cluster18
1.11017,1,1170,cluster9
0.06547,0,10130,cluster15
1.1127,1,1030,cluster3
0.395568,1,23500,cluster9
1.80745,1,7500,cluster4
2.93692,1,14250,cluster5
1.12917,1,3410,cluster12
1.12917,1,3410,cluster12
0.854484,1,4500,cluster6
0.655832,0,1040,cluster7
0.854484,1,4500,cluster6
1.69022,1,9510,cluster4
0.29842,1,23190,cluster3
2.93692,1,14250,cluster5
1.33535,1,12520,cluster5
0.583134,1,12560,cluster6
0.09097,0,9080,cluster15
0.590987,1,11550,cluster9
0.445467,1,15500,cluster3
0.602413,1,12030,cluster9
1.09745,1,3590,cluster18
0.916151,1,18060,cluster6
0,1,18390,cluster11
1.80682,1,3360,cluster12
1.9948,1,6470,cluster5
1.10617,1,1190,cluster9
0.879583,0,1090,cluster7
0.116349,1,3350,cluster16
0.596532,0,30,cluster15
1.2764,1,3380,cluster18
0.596532,0,30,cluster15
1.9536,1,12580,cluster5
0.67605,0,13460,cluster6
0,1,16320,cluster11
1.36297,1,3500,cluster9
0.123283,1,3340,cluster16
1.95515,0,7510,cluster9
0.89251,1,23280,cluster3
2.70625,1,14220,cluster5
0.83295,0,5090,cluster18
0.89251,1,23280,cluster3
1.59577,0,7580,cluster9
0.334233,1,11410,cluster15
0.369017,0,16440,cluster17
1.2764,1,3380,cluster18
0.334233,1,11410,cluster15
0.369017,0,16440,cluster17
0.020783,0,20330,cluster6
1.75418,1,10020,cluster4
1.75418,1,10020,cluster4
0.116349,1,3350,cluster16
0.128217,1,3360,cluster16
1.75418,1,10020,cluster4
0.102067,1,380,cluster16
0.43255,1,11570,cluster16
1.53513,1,14080,cluster19
2.74917,1,3460,cluster12
1.69868,1,12530,cluster5
0.019836,0,10100,cluster15
0.057868,1,23340,cluster3
0.480683,1,16130,cluster3
1.51135,1,13330,cluster19
1.80665,1,3310,cluster12
0.82235,1,14220,cluster6
1.23847,0,18270,cluster17
1.78437,1,500,cluster3
0.82235,1,14220,cluster6
0.860259,1,23250,cluster3
2.01685,1,8260,cluster4
2.6527,1,3480,cluster12
2.01685,1,8260,cluster4
2.6527,1,3480,cluster12
1.60605,1,8330,cluster4
1.85273,1,13580,cluster19
0.332334,1,15420,cluster3
1.64085,1,12450,cluster5
1.25978,1,6370,cluster9
1.64085,1,12450,cluster5
0,1,3550,cluster11
0.696833,0,4340,cluster18
0.797867,0,5130,cluster18
0,1,3550,cluster11
1.0772,0,7450,cluster9
0.116349,1,3350,cluster16
0.09695,0,21570,cluster11
0.693199,0,23210,cluster11
2.57128,1,3550,cluster18
2.58587,1,13120,cluster19
0.298735,1,11500,cluster15
0.186767,0,23290,cluster3
0.298735,1,11500,cluster15
0.057766,1,8090,cluster11
1.93233,1,9550,cluster4
0.58108,1,11570,cluster9
0.65375,0,18150,cluster17
0.58108,1,11570,cluster9
0.862467,0,4560,cluster18
1.78753,1,3450,cluster12
2.0363,1,12470,cluster5
1.09793,1,4000,cluster18
1.86012,1,8000,cluster4
1.80682,1,3360,cluster12
1.09793,1,4000,cluster18
0.16052,0,9500,cluster11
1.80682,1,3360,cluster12
0.759767,0,5520,cluster18
1.96203,1,4050,cluster3
0.123699,1,3380,cluster16
0.475233,0,16500,cluster17
0.507716,0,360,cluster7
0.507716,0,360,cluster7
2.03677,1,10580,cluster6
0.441766,0,16450,cluster17
2.03677,1,10580,cluster6
1.33602,1,3570,cluster18
0.441766,0,16450,cluster17
2.41843,1,360,cluster17
2.41843,1,360,cluster17
0.31747,0,10060,cluster15
0.31747,0,10060,cluster15
0.705367,0,1080,cluster7
0.753516,0,6570,cluster11
0,1,21310,cluster11
1.6409,1,8400,cluster4
0.108416,0,22590,cluster11
1.26107,1,8330,cluster18
0.123283,1,3340,cluster16
2.02042,1,8050,cluster4
0.510316,1,4170,cluster3
0.168767,0,18400,cluster17
0.6041,1,12050,cluster9
0.510316,1,4170,cluster3
0.690733,0,210,cluster7
0.6041,1,12050,cluster9
1.74672,1,3250,cluster18
0.58108,1,11570,cluster9
0.102717,1,3270,cluster11
0.5195,0,23510,cluster6
0.102717,1,3270,cluster11
1.74672,1,3250,cluster18
1.33392,1,3330,cluster18
1.74672,1,3250,cluster18
1.33392,1,3330,cluster18
1.9059,1,10350,cluster19
0.0783,1,3300,cluster11
2.07963,1,7390,cluster4
0,1,4590,cluster11
0,1,4590,cluster11
1.18938,1,3390,cluster12
0.439934,0,340,cluster7
0.439934,0,340,cluster7
1.85635,1,10300,cluster19
0.967817,1,7100,cluster19
0.535318,0,550,cluster7
2.38137,1,4340,cluster19
0.046917,0,22350,cluster11
1.63802,0,7470,cluster9
0.046917,0,22350,cluster11
0.762151,0,80,cluster15
0.346913,1,11490,cluster15
1.51135,1,13330,cluster19
0.123699,1,3380,cluster16
1.51135,1,13330,cluster19
0.693734,0,8590,cluster15
0.693734,0,8590,cluster15
1.85273,1,13580,cluster19
0,0,9110,cluster15
1.86793,1,6320,cluster5
0,0,9110,cluster15
1.90617,1,3340,cluster12
1.51957,1,4270,cluster18
0,1,19510,cluster11
1.26065,0,7460,cluster9
0.65375,0,18150,cluster17
1.26065,0,7460,cluster9
1.74757,1,3240,cluster18
1.59542,1,3230,cluster18
0.031467,1,16440,cluster6
0.216116,0,9100,cluster11
0.688744,0,8560,cluster7
1.93233,1,9550,cluster4
2.14345,1,7210,cluster19
0.763599,0,5010,cluster18
0.862467,0,4560,cluster18
0.128217,1,3360,cluster16
2.14345,1,7210,cluster19
0.123283,1,3340,cluster16
1.7793,0,7490,cluster9
1.86012,1,8000,cluster4
0.553483,0,420,cluster7
0.553483,0,420,cluster7
0.507716,0,360,cluster7
0.507716,0,360,cluster7
1.71655,1,13440,cluster19
2.63147,1,14320,cluster5
1.6409,1,8400,cluster4
0.43255,1,11570,cluster16
0,1,19160,cluster11
0.43255,1,11570,cluster16
0,1,19160,cluster11
1.71655,1,13440,cluster19
0.495586,0,8510,cluster7
1.71655,1,13440,cluster19
0.495586,0,8510,cluster7
0.121537,1,20140,cluster11
0.102067,1,380,cluster16
0.462199,1,15480,cluster3
1.29655,1,1200,cluster9
0.205401,0,9180,cluster15
0.205401,0,9180,cluster15
2.3794,1,13060,cluster5
0.229317,0,10160,cluster15
0.229317,0,10160,cluster15
0.603314,1,12060,cluster9
1.52995,1,14250,cluster19
0.603314,1,12060,cluster9
2.6527,1,3480,cluster12
2.6527,1,3480,cluster12
2.3794,1,13060,cluster5
1.5704,1,3440,cluster12
0.183001,0,14190,cluster6
2.16657,1,7020,cluster19
1.7289,1,2410,cluster18
0.123699,1,3380,cluster16
0.530966,0,16490,cluster17
0.128217,1,3360,cluster16
0.5195,0,23510,cluster6
0.466134,1,12360,cluster9
2.62177,1,3500,cluster12
1.09745,1,3590,cluster18
1.63802,0,7470,cluster9
0.039333,0,17180,cluster6
2.38137,1,4340,cluster19
1.59577,0,7580,cluster9
1.59577,0,7580,cluster9
0.180383,0,18360,cluster17
0,1,19510,cluster11
1.40799,1,13430,cluster6
0.4568,0,13460,cluster6
0.133134,1,3370,cluster16
0.123283,1,3340,cluster16
1.97623,1,13010,cluster5
4.19243,1,12450,cluster5
1.30885,1,3420,cluster12
3.02168,0,8300,cluster5
0.577451,1,3210,cluster18
0.441719,1,4230,cluster11
0.577451,1,3210,cluster18
1.83695,1,14010,cluster19
1.41635,1,7590,cluster4
1.50813,1,4240,cluster18
0.577451,1,3210,cluster18
0.164017,0,18350,cluster17
1.59542,1,3230,cluster18
1.5704,1,3440,cluster12
0.630266,1,12390,cluster9
0.942866,0,310,cluster7
1.79358,1,3550,cluster9
0.919217,1,23570,cluster18
0.538868,0,560,cluster7
1.62737,1,7090,cluster19
0,1,18470,cluster6
0,1,18470,cluster6
0,1,9100,cluster11
0,1,9100,cluster11
0.128217,1,3360,cluster16
0,0,9200,cluster15
0,0,9200,cluster15
1.613,1,10090,cluster4
2.5874,1,3510,cluster12
2.5874,1,3510,cluster12
1.96133,0,7520,cluster9
1.96133,0,7520,cluster9
0.102067,1,380,cluster16
0.102067,1,380,cluster16
1.613,1,10090,cluster4
0.37005,0,16410,cluster17
0.05045,0,18250,cluster17
0.37005,0,16410,cluster17
2.64965,1,3490,cluster12
2.64965,1,3490,cluster12
1.36032,1,3080,cluster18
2.6527,1,3480,cluster12
2.08967,1,7580,cluster4
2.08967,1,7580,cluster4
1.91586,1,3330,cluster12
0.596532,0,30,cluster15
1.53913,0,18320,cluster17
1.53913,0,18320,cluster17
0.702683,0,570,cluster7
0.133706,0,9160,cluster15
0.133706,0,9160,cluster15
0.70078,0,23360,cluster15
0.501803,0,8430,cluster7
0.445467,1,15500,cluster3
1.49102,1,3540,cluster18
2.88878,0,8390,cluster5
0.24439,0,10180,cluster15
0.117756,1,20110,cluster11
0.690867,0,18130,cluster17
0.350203,1,11430,cluster15
1.49102,1,3540,cluster18
0.59928,1,12000,cluster9
1.4362,1,3550,cluster18
0.59928,1,12000,cluster9
4.19243,1,12450,cluster5
2.0998,1,3300,cluster18
1.60687,1,10070,cluster4
0.220483,1,8500,cluster11
1.40662,0,15180,cluster6
0.220483,1,8500,cluster11
1.40662,0,15180,cluster6
1.30885,1,3420,cluster12
1.30885,1,3420,cluster12
1.74757,1,3240,cluster18
0.506568,0,380,cluster7
0.481717,1,19080,cluster6
1.32975,1,3580,cluster18
0.481717,1,19080,cluster6
1.83948,1,9290,cluster4
0.168767,0,18400,cluster17
0.0021,1,14080,cluster11
0.89495,0,5530,cluster18
1.30885,1,3420,cluster12
2.62658,1,12470,cluster5
0.89495,0,5530,cluster18
0.525767,1,12480,cluster9
0.615917,1,8350,cluster11
2.6527,1,3480,cluster12
2.70625,1,14220,cluster5
2.70625,1,14220,cluster5
0.183001,0,14190,cluster6
0.183001,0,14190,cluster6
0.517634,1,12460,cluster9
1.92995,1,14000,cluster19
0.4568,0,13460,cluster6
2.64965,1,3490,cluster12
0.690867,0,18130,cluster17
0.350203,1,11430,cluster15
0.2552,1,12250,cluster6
1.52995,1,14250,cluster19
0.2552,1,12250,cluster6
1.0419,1,240,cluster17
1.62932,1,7480,cluster4
2.66963,1,3470,cluster12
0.133134,1,3370,cluster16
0.116349,1,3350,cluster16
0.116349,1,3350,cluster16
1.3998,1,550,cluster3
1.3998,1,550,cluster3
2.01363,1,14310,cluster19
1.32975,1,3580,cluster18
0.6059,0,480,cluster7
1.63403,1,8200,cluster4
0.6059,0,480,cluster7
1.19788,1,13230,cluster6
0.60637,1,11590,cluster9
0.64813,0,23300,cluster15
0.770083,0,350,cluster7
0.64813,0,23300,cluster15
0.766583,1,23400,cluster6
2.10845,1,8270,cluster4
0.20745,0,6380,cluster11
0.793049,0,470,cluster7
0.705367,0,1080,cluster7
0.133134,1,3370,cluster16
0.705367,0,1080,cluster7
0,1,20550,cluster11
0.056724,0,9040,cluster15
2.32333,1,12490,cluster5
0.525767,1,12480,cluster9
0,1,16250,cluster11
0,1,16250,cluster11
2.64965,1,3490,cluster12
2.66963,1,3470,cluster12
0.180383,0,18360,cluster17
0.181267,0,18220,cluster17
0.181267,0,18220,cluster17
2.16657,1,7020,cluster19
0.35732,1,11480,cluster15
1.62932,1,7480,cluster4
1.6428,1,13210,cluster19
1.6428,1,13210,cluster19
1.96818,1,3300,cluster12
0.447416,1,23310,cluster3
1.83238,1,9370,cluster4
0.75825,0,4510,cluster18
2.59702,1,3540,cluster18
0.659916,0,3200,cluster6
2.59702,1,3540,cluster18
1.33392,1,3330,cluster18
0.659916,0,3200,cluster6
0.405568,0,1000,cluster7
0,1,20550,cluster11
1.3321,1,3340,cluster18
1.4051,1,14030,cluster19
0.605016,0,18160,cluster17
0.605016,0,18160,cluster17
1.74672,1,3250,cluster18
2.73963,1,13100,cluster19
1.22705,1,1210,cluster9
1.22705,1,1210,cluster9
1.11017,1,1170,cluster9
1.11017,1,1170,cluster9
2.16657,1,7020,cluster19
2.16657,1,7020,cluster19
1.86765,1,3290,cluster12
1.83735,0,7500,cluster9
1.18723,1,250,cluster17
1.18723,1,250,cluster17
1.18938,1,3390,cluster12
2.16048,0,300,cluster7
2.16048,0,300,cluster7
1.3321,1,3340,cluster18
3.12138,1,13240,cluster5
2.66963,1,3470,cluster12
0.717983,0,320,cluster7
1.38752,1,440,cluster9
1.38752,1,440,cluster9
1.82898,1,9230,cluster4
2.06218,1,12590,cluster5
0.133134,1,3370,cluster16
1.25997,1,230,cluster17
2.11057,1,7560,cluster4
2.11057,1,7560,cluster4
0.164017,0,18350,cluster17
0.164017,0,18350,cluster17
2.16962,1,3310,cluster18
2.66963,1,3470,cluster12
2.0802,1,3320,cluster18
1.73577,1,8590,cluster4
1.73577,1,8590,cluster4
2.93227,1,14260,cluster5
0.168767,0,18400,cluster17
1.82898,1,9230,cluster4
0.129401,1,8540,cluster11
0.158883,0,18190,cluster17
0.240597,0,9250,cluster15
1.34113,1,3560,cluster18
0.128217,1,3360,cluster16
0.401334,0,9000,cluster15
0.133134,1,3370,cluster16
1.52955,1,14410,cluster19
2.03425,1,4260,cluster19
0.679667,0,23350,cluster15
1.53513,1,14080,cluster19
1.73577,1,8590,cluster4
0.123699,1,3380,cluster16
1.83183,1,7540,cluster4
1.53513,1,14080,cluster19
1.53513,1,14080,cluster19
1.64232,1,8410,cluster4
2.94765,0,8260,cluster5
0.047706,1,23300,cluster3
0,0,22080,cluster11
1.09793,1,4000,cluster18
0,0,22080,cluster11
0.256068,1,4570,cluster11
2.89543,1,14240,cluster5
0.734383,0,500,cluster7
0.734383,0,500,cluster7
1.52885,0,7560,cluster9
1.52885,0,7560,cluster9
1.78867,1,7510,cluster4
0.446123,1,23300,cluster3
0.133134,1,3370,cluster16
1.66777,1,8040,cluster4
1.66777,1,8040,cluster4
0.556115,0,14120,cluster6
2.14345,1,7210,cluster19
0.123283,1,3340,cluster16
2.14345,1,7210,cluster19
2.03425,1,4260,cluster19
2.03425,1,4260,cluster19
0.519906,1,23290,cluster3
0.608666,0,530,cluster7
1.78317,1,3140,cluster18
0.475233,0,16500,cluster17
1.80307,1,14350,cluster19
0.293418,1,12270,cluster9
0.293418,1,12270,cluster9
2.09597,1,5380,cluster4
0.114599,1,3240,cluster11
2.94765,0,8260,cluster5
0.166334,0,18390,cluster17
1.80665,1,3310,cluster12
1.74122,1,13530,cluster19
0.705382,0,1100,cluster7
1.33602,1,3570,cluster18
2.64965,1,3490,cluster12
2.64965,1,3490,cluster12
0.01565,1,14580,cluster11
0.082101,1,4420,cluster11
0.082101,1,4420,cluster11
0.384333,1,12140,cluster6
0.659034,1,13060,cluster6
0.384333,1,12140,cluster6
0.598767,0,23290,cluster15
0.598767,0,23290,cluster15
0.7465,0,520,cluster7
1.59542,1,3230,cluster18
1.11838,1,3370,cluster12
1.11838,1,3370,cluster12
2.6527,1,3480,cluster12
0.525104,0,8520,cluster7
0.525104,0,8520,cluster7
1.1348,1,12210,cluster6
1.78317,1,3140,cluster18
0.43255,1,11570,cluster16
1.80057,1,7520,cluster4
1.80057,1,7520,cluster4
1.99612,1,3340,cluster18
0.473274,0,8480,cluster7
0.473274,0,8480,cluster7
0.435682,1,15520,cluster3
1.80665,1,3310,cluster12
2.16048,0,300,cluster7
0,1,3580,cluster11
0,1,3580,cluster11
0.43255,1,11570,cluster16
0.43255,1,11570,cluster16
1.23317,1,13400,cluster19
1.44747,1,3430,cluster12
0.240597,0,9250,cluster15
1.30885,1,3420,cluster12
0.64813,0,23300,cluster15
1.7523,1,7490,cluster4
1.68738,1,9490,cluster4
0.316017,1,23150,cluster3
2.10527,1,6330,cluster5
0.7465,0,520,cluster7
0.261553,0,9260,cluster15
0.762151,0,80,cluster15
3.08212,1,13210,cluster5
0.59928,1,12000,cluster9
0.614583,1,3140,cluster11
1.09745,1,3590,cluster18
0.123699,1,3380,cluster16
1.09745,1,3590,cluster18
0.116349,1,3350,cluster16
2.48383,1,510,cluster3
0.498773,0,10080,cluster15
2.07227,1,3350,cluster18
0.350203,1,11430,cluster15
0.116349,1,3350,cluster16
1.80057,1,7520,cluster4
0.0299,0,22120,cluster11
0,1,18570,cluster6
0.97595,0,7440,cluster9
2.07227,1,3350,cluster18
0.479593,0,8420,cluster7
0.655832,0,1040,cluster7
1.40873,1,3020,cluster18
0.705382,0,1100,cluster7
0.705382,0,1100,cluster7
1.01697,1,4550,cluster9
1.01697,1,4550,cluster9
0.123699,1,3380,cluster16
0,1,17300,cluster6
1.68217,1,8490,cluster18
1.11838,1,3370,cluster12
1.11838,1,3370,cluster12
0.049616,0,17270,cluster6
1.913,1,6490,cluster5
0.350482,1,11420,cluster15
0.59928,1,12000,cluster9
1.67402,1,9500,cluster4
0.498773,0,10080,cluster15
0.734383,0,500,cluster7
4.30702,1,12440,cluster5
2.13445,0,8190,cluster9
1.2544,1,6440,cluster9
0.7465,0,520,cluster7
1.63247,1,8420,cluster4
0.664234,1,23480,cluster9
2.1758,0,8050,cluster9
0.834217,0,230,cluster7
0.834217,0,230,cluster7
2.6034,1,14400,cluster5
1.34113,1,3560,cluster18
2.6034,1,14400,cluster5
1.96818,0,10260,cluster6
1.78317,1,3140,cluster18
0.791,0,540,cluster7
1.12917,1,3410,cluster12
0.791,0,540,cluster7
0.835267,0,40,cluster15
0.117683,1,16540,cluster11
0.49007,0,8440,cluster7
0.117683,1,16540,cluster11
1.71637,1,13480,cluster19
2.7075,1,3520,cluster12
2.7075,1,3520,cluster12
0.085199,1,2210,cluster11
0.596532,0,30,cluster15
0.57475,0,13370,cluster6
0.596532,0,30,cluster15
0.4561,1,12290,cluster9
2.74917,1,3460,cluster12
2.07227,1,3350,cluster18
1.75688,1,9420,cluster4
2.07227,1,3350,cluster18
1.62297,1,7470,cluster4
1.75688,1,9420,cluster4
2.7075,1,3520,cluster12
0.655832,0,1040,cluster7
2.7075,1,3520,cluster12
2.7075,1,3520,cluster12
0,0,9360,cluster15
0.133134,1,3370,cluster16
0.123699,1,3380,cluster16
1.84703,1,3320,cluster12
1.67652,1,14170,cluster19
2.89372,0,8380,cluster5
0,1,17600,cluster6
0.049616,0,17270,cluster6
0.611166,0,70,cluster15
0.049616,0,17270,cluster6
0.9988,1,220,cluster17
1.80665,1,3310,cluster12
2.89372,0,8380,cluster5
0.9988,1,220,cluster17
1.80665,1,3310,cluster12
0.5427,1,17100,cluster17
0.626949,0,8530,cluster7
2.59702,1,3540,cluster18
0.100883,1,16060,cluster3
4.30702,1,12440,cluster5
0.048883,1,23330,cluster3
1.8487,0,16560,cluster17
0.128217,1,3360,cluster16
0.912783,1,23260,cluster3
0.912783,1,23260,cluster3
0.204513,1,11510,cluster15
0.204513,1,11510,cluster15
0.679667,0,23350,cluster15
0.679667,0,23350,cluster15
1.9362,1,9540,cluster4
1.9362,1,9540,cluster4
1.8654,1,14160,cluster19
0.601399,1,12010,cluster9
0.601399,1,12010,cluster9
0.6517,0,50,cluster15
1.88462,1,580,cluster3
0.6517,0,50,cluster15
0.157687,0,14180,cluster6
1.30885,1,3420,cluster12
1.30885,1,3420,cluster12
0.542783,1,12310,cluster9
0.331266,1,11440,cluster15
0,0,2420,cluster11
0.49007,0,8440,cluster7
2.74917,1,3460,cluster12
0.733049,1,4110,cluster9
2.12085,1,5390,cluster4
2.12085,1,5390,cluster4
0.860259,1,23250,cluster3
0.860259,1,23250,cluster3
1.88038,1,9570,cluster4
2.7075,1,3520,cluster12
1.3321,1,3340,cluster18
0.473274,0,8480,cluster7
0.401334,0,9000,cluster15
0.43255,1,11570,cluster16
0.133134,1,3370,cluster16
0.805646,1,3470,cluster9
0,0,17570,cluster11
0,0,17570,cluster11
2.13702,1,6280,cluster19
2.13702,1,6280,cluster19
1.9614,1,3570,cluster9
0.71835,0,23370,cluster15
0.690867,0,18130,cluster17
2.59702,1,3540,cluster18
1.96818,1,3300,cluster12
1.62888,1,8130,cluster4
0.297767,0,18170,cluster17
1.62888,1,8130,cluster4
0.297767,0,18170,cluster17
0.879699,0,5250,cluster18
2.6412,1,3530,cluster12
1.85273,1,13580,cluster19
0.879699,0,5250,cluster18
1.92995,1,14000,cluster19
1.67163,1,8480,cluster18
0.102067,1,380,cluster16
1.92995,1,14000,cluster19
1.59057,1,6420,cluster5
0.102067,1,380,cluster16
0.544167,1,17000,cluster17
1.7967,1,13460,cluster19
0.544167,1,17000,cluster17
0.620466,1,4170,cluster9
0.218183,1,8490,cluster11
0.506617,1,23080,cluster6
2.62177,1,3500,cluster12
2.18322,1,4250,cluster5
2.18322,1,4250,cluster5
2.18322,1,4250,cluster5
1.41323,1,13370,cluster19
2.8912,0,8400,cluster5
1.16068,1,380,cluster11
0.658567,0,2050,cluster6
0,1,4100,cluster11
1.93273,1,9530,cluster4
0.711533,0,470,cluster7
0.7468,1,17240,cluster6
0.116349,1,3350,cluster16
1.79062,1,3510,cluster9
0.7468,1,17240,cluster6
2.7075,1,3520,cluster12
1.79062,1,3510,cluster9
0.128217,1,3360,cluster16
2.0229,1,8360,cluster4
0.901482,1,23340,cluster6
2.64752,1,14370,cluster5
1.97123,1,4370,cluster19
1.9362,1,9540,cluster4
1.9362,1,9540,cluster4
1.39852,1,1180,cluster9
1.9518,0,8430,cluster5
1.30885,1,3420,cluster12
0.184217,1,11530,cluster15
1.30885,1,3420,cluster12
0.184217,1,11530,cluster15
0.141101,1,3390,cluster11
0.350203,1,11430,cluster15
0.141101,1,3390,cluster11
0.350203,1,11430,cluster15
0.196807,1,23400,cluster11
0.196807,1,23400,cluster11
0.492134,1,12330,cluster9
1.78753,1,3450,cluster12
1.81258,1,9320,cluster4
2.09597,1,5380,cluster4
1.81258,1,9320,cluster4
1.09745,1,3590,cluster18
0,1,16340,cluster11
0,1,16340,cluster11
0,0,9220,cluster15
2.59702,1,3540,cluster18
0.507716,0,360,cluster7
0,1,430,cluster6
0.050751,1,18510,cluster11
0,1,430,cluster6
0,1,430,cluster6
1.71925,1,1110,cluster18
1.32763,1,280,cluster17
1.68738,1,9490,cluster4
1.32763,1,280,cluster17
0.297767,0,18170,cluster17
0,1,9260,cluster11
0.297767,0,18170,cluster17
0.102067,1,380,cluster16
2.6412,1,3530,cluster12
1.33602,1,3570,cluster18
0.507799,1,17200,cluster17
2.73963,1,13100,cluster19
1.09745,1,3590,cluster18
2.73963,1,13100,cluster19
0.123699,1,3380,cluster16
2.13702,1,6280,cluster19
0.123699,1,3380,cluster16
0.056724,0,9040,cluster15
0.107134,1,1000,cluster6
0.056724,0,9040,cluster15
0.139856,0,9230,cluster15
0.43255,1,11570,cluster16
2.45483,0,8320,cluster5
2.6412,1,3530,cluster12
1.11838,1,3370,cluster12
0.36755,0,5390,cluster18
1.60605,1,8330,cluster4
3.10703,1,13220,cluster5
0.43255,1,11570,cluster16
0.200149,1,16020,cluster3
2.16048,0,300,cluster7
0.507716,0,360,cluster7
0.300768,1,0,cluster7
1.7967,1,13460,cluster19
0.507716,0,360,cluster7
1.7967,1,13460,cluster19
2.62992,1,14290,cluster5
0.682564,0,23310,cluster15
0,1,14320,cluster11
0.506617,1,23080,cluster6
1.12917,1,3410,cluster12
1.95687,1,4350,cluster19
0.293001,1,100,cluster6
0.114933,1,22120,cluster11
1.9481,1,4010,cluster3
0.293001,1,100,cluster6
1.80307,1,14350,cluster19
0.114933,1,22120,cluster11
1.9481,1,4010,cluster3
1.04428,1,4540,cluster9
1.74525,1,7220,cluster19
0.34845,1,15550,cluster3
0.426033,1,12430,cluster6
1.16068,1,380,cluster11
0.064999,0,3050,cluster11
0.064999,0,3050,cluster11
0.25105,1,22230,cluster6
0.439934,0,340,cluster7
0.788266,0,380,cluster7
2.58587,1,13120,cluster19
0.788266,0,380,cluster7
0.278264,0,9070,cluster15
1.98812,1,4550,cluster6
1.98812,1,4550,cluster6
2.24792,1,13020,cluster5
2.44418,1,4240,cluster5
0.734383,0,500,cluster7
0.734383,0,500,cluster7
1.6395,1,8110,cluster4
2.05912,1,8070,cluster4
1.9518,0,8430,cluster5
2.44418,1,4240,cluster5
0.83295,0,5090,cluster18
2.16165,1,6270,cluster19
2.44418,1,4240,cluster5
1.38398,1,13360,cluster19
1.6395,1,8110,cluster4
1.96818,0,10260,cluster6
2.3794,1,13060,cluster5
0.9572,1,13420,cluster6
0.9572,1,13420,cluster6
2.7075,1,3520,cluster12
2.16165,1,6270,cluster19
0.507799,1,17200,cluster17
0.655832,0,1040,cluster7
0.0026,1,3370,cluster11
2.63022,1,14340,cluster5
0.723617,0,200,cluster7
1.86793,1,6320,cluster5
0.46947,1,14020,cluster6
0.723617,0,200,cluster7
1.86793,1,6320,cluster5
0.690867,0,18130,cluster17
0.690867,0,18130,cluster17
0.300768,1,0,cluster7
1.86793,1,6320,cluster5
0.598533,1,23510,cluster9
0.133134,1,3370,cluster16
1.22705,1,1210,cluster9
1.22705,1,1210,cluster9
2.0453,1,8370,cluster4
2.03425,1,4260,cluster19
0.5427,1,17100,cluster17
0.707117,1,4160,cluster9
0.971017,1,4080,cluster3
2.40168,1,13150,cluster19
0.123699,1,3380,cluster16
1.64343,1,6500,cluster9
1.59297,1,8540,cluster18
0.424403,1,12170,cluster6
0.942866,0,310,cluster7
0.45619,1,23340,cluster3
2.45483,0,8320,cluster5
0.45619,1,23340,cluster3
0.239474,1,23180,cluster3
0.06547,0,10130,cluster15
0.668399,0,420,cluster7
0.770083,0,350,cluster7
0.43255,1,11570,cluster16
0.770083,0,350,cluster7
0.502799,1,4180,cluster3
1.25192,1,450,cluster3
