refinedUse,' dow',' dType',' Time',' Cluster'
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.62177,2,1,3500,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
2.6412,2,1,3530,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
1.21342,2,1,3380,cluster12
