refinedUse,' dow',' dType',' Time',' Cluster'
0.204513,4,1,11510,cluster15
0.702683,6,0,570,cluster7
0.059616,0,1,9210,cluster11
1.63555,4,1,8550,cluster18
0.43255,3,1,11570,cluster16
0,2,1,9250,cluster11
0,2,1,9250,cluster11
1.9948,1,1,6470,cluster5
0.965653,6,0,10070,cluster15
1.9948,1,1,6470,cluster5
2.7075,2,1,3520,cluster12
0,5,1,18110,cluster6
2.7075,2,1,3520,cluster12
1.72198,2,1,1170,cluster18
1.68573,1,1,13140,cluster5
1.9536,3,1,12580,cluster5
0.268651,5,0,4520,cluster18
1.9536,3,1,12580,cluster5
0.268651,5,0,4520,cluster18
1.68573,1,1,13140,cluster5
0.183034,3,1,16040,cluster3
1.83238,3,1,9370,cluster4
0.914834,2,1,1020,cluster3
1.87387,3,1,13240,cluster19
1.09204,4,1,23270,cluster3
2.02532,2,1,12360,cluster5
0.139856,6,0,9230,cluster15
2.3481,1,1,7150,cluster19
2.3481,1,1,7150,cluster19
1.6428,3,1,13210,cluster19
0,0,0,17340,cluster11
0.184217,4,1,11530,cluster15
0,5,1,9100,cluster11
2.06218,3,1,12590,cluster5
1.88932,3,1,9560,cluster4
0,3,1,4040,cluster11
0,5,1,8520,cluster11
0.102067,3,1,380,cluster16
0,3,1,4040,cluster11
0,5,1,8520,cluster11
0.123699,1,1,3380,cluster16
0.102067,3,1,380,cluster16
0.505982,5,0,400,cluster7
0.505982,5,0,400,cluster7
1.81583,2,1,8520,cluster4
2.20045,1,1,7490,cluster4
1.30885,2,1,3420,cluster12
0.30957,0,0,10340,cluster11
3.0168,0,0,8290,cluster5
0.535318,5,0,550,cluster7
0.535318,5,0,550,cluster7
1.44747,2,1,3430,cluster12
0.742533,5,0,5460,cluster18
2.5874,2,1,3510,cluster12
1.59577,0,0,7580,cluster9
0.618733,6,0,390,cluster7
0.53285,5,0,100,cluster15
1.86782,1,1,4060,cluster3
0.346913,4,1,11490,cluster15
0.128217,1,1,3360,cluster16
0.187463,4,1,11520,cluster15
0.476583,3,1,12350,cluster9
2.0229,2,1,8360,cluster4
0.171103,4,1,4360,cluster11
0.123283,1,1,3340,cluster16
0.488367,6,0,580,cluster7
0.171103,4,1,4360,cluster11
0.466982,6,0,1050,cluster7
1.77832,1,1,6550,cluster19
1.07383,1,1,60,cluster6
0.7926,5,0,4550,cluster18
0.123699,1,1,3380,cluster16
0.123699,1,1,3380,cluster16
1.32975,2,1,3580,cluster18
1.75885,2,1,8290,cluster4
1.77832,1,1,6550,cluster19
1.75885,2,1,8290,cluster4
1.95687,3,1,4350,cluster19
0.43255,3,1,11570,cluster16
1.09268,5,1,12400,cluster6
1.09268,5,1,12400,cluster6
0.43255,3,1,11570,cluster16
0.5035,5,0,260,cluster7
0.35732,4,1,11480,cluster15
2.51655,3,1,13110,cluster19
1.79478,1,1,6590,cluster19
0.35732,4,1,11480,cluster15
0.43255,3,1,11570,cluster16
1.78867,2,1,7510,cluster4
0.43255,3,1,11570,cluster16
0.43255,3,1,11570,cluster16
1.67652,1,1,14170,cluster19
1.96588,0,0,16530,cluster17
0.497637,6,0,8490,cluster7
1.10389,4,1,23260,cluster3
1.42148,3,1,13390,cluster19
0.834217,5,0,230,cluster7
1.83665,3,1,9260,cluster4
0.834217,5,0,230,cluster7
1.12917,2,1,3410,cluster12
0.116349,1,1,3350,cluster16
1.12917,2,1,3410,cluster12
0.435682,3,1,15520,cluster3
0.218686,5,1,320,cluster6
1.67652,1,1,14170,cluster19
1.23842,2,1,310,cluster17
0,5,1,18110,cluster6
0.134583,1,1,3520,cluster11
1.53592,6,0,18310,cluster17
1.9536,3,1,12580,cluster5
1.35172,2,1,330,cluster17
0.134983,4,1,22020,cluster11
1.94532,3,1,12570,cluster5
1.94532,3,1,12570,cluster5
1.11838,2,1,3370,cluster12
0.128217,1,1,3360,cluster16
1.11838,2,1,3370,cluster12
0.128217,1,1,3360,cluster16
0.43255,3,1,11570,cluster16
0.565116,5,1,23330,cluster6
0.855467,3,1,23470,cluster9
0.133134,1,1,3370,cluster16
0,4,1,19340,cluster11
2.3589,2,1,370,cluster17
0.425051,5,0,450,cluster7
0.425051,5,0,450,cluster7
0.102067,3,1,380,cluster16
2.3589,2,1,370,cluster17
0,6,0,9360,cluster15
0.31248,6,0,9310,cluster15
0.31248,6,0,9310,cluster15
0.482468,1,1,4200,cluster3
0.566441,6,0,9010,cluster15
1.82953,3,1,9380,cluster4
0.971017,1,1,4080,cluster3
0.60195,4,1,3270,cluster18
0.60818,4,1,11580,cluster9
1.78753,2,1,3450,cluster12
0.60818,4,1,11580,cluster9
1.06068,5,1,23140,cluster6
0.452516,4,1,23330,cluster3
1.06068,5,1,23140,cluster6
1.06068,5,1,23140,cluster6
0.021499,1,1,8580,cluster6
0,0,1,21330,cluster11
0,0,1,21330,cluster11
1.91586,1,1,3330,cluster12
1.84003,3,1,9250,cluster4
0.537917,4,1,17310,cluster6
0.537917,4,1,17310,cluster6
0.43255,3,1,11570,cluster16
0.488367,6,0,580,cluster7
0.400584,3,1,12490,cluster9
2.63278,0,1,14330,cluster5
1.53042,2,1,4350,cluster18
1.51135,3,1,13330,cluster19
0,0,0,9570,cluster11
1.91586,1,1,3330,cluster12
0.521102,1,1,4090,cluster9
0,0,0,9570,cluster11
2.58587,3,1,13120,cluster19
0.711533,6,0,470,cluster7
0.602934,4,1,3050,cluster11
2.63147,0,1,14320,cluster5
2.14442,0,0,8130,cluster9
2.63147,0,1,14320,cluster5
2.02532,2,1,12360,cluster5
0.31747,6,0,10060,cluster15
3.02752,0,0,8310,cluster5
0.476583,3,1,12350,cluster9
0,5,1,17580,cluster6
0.476583,3,1,12350,cluster9
0.116349,1,1,3350,cluster16
0.03315,6,0,22120,cluster11
0.512267,1,1,4150,cluster3
0.03315,6,0,22120,cluster11
0.261553,6,0,9260,cluster15
1.64085,2,1,12450,cluster5
0.584584,6,0,1070,cluster7
0.261553,6,0,9260,cluster15
0,4,1,3560,cluster11
0.128217,1,1,3360,cluster16
0,4,1,3560,cluster11
0.435682,3,1,15520,cluster3
2.06218,3,1,12590,cluster5
0.480683,5,1,16130,cluster3
2.06218,3,1,12590,cluster5
0.463568,6,0,1030,cluster7
2.55276,1,1,13190,cluster5
0.855467,3,1,23470,cluster9
0.810333,4,1,3440,cluster18
0.54945,6,0,410,cluster7
0.54945,6,0,410,cluster7
1.74507,2,1,7540,cluster4
0.504966,3,1,15450,cluster3
1.9059,3,1,10350,cluster19
1.629,3,1,10050,cluster4
0.05385,4,1,8170,cluster11
0.504966,3,1,15450,cluster3
0.181516,5,1,9470,cluster11
1.30885,2,1,3420,cluster12
0.182591,4,1,23220,cluster3
1.84752,3,1,9210,cluster4
1.94532,3,1,12570,cluster5
0.116349,1,1,3350,cluster16
1.629,3,1,10050,cluster4
1.9059,3,1,10350,cluster19
0.230433,0,0,23030,cluster11
0.123283,1,1,3340,cluster16
1.51422,2,1,4370,cluster18
0,5,1,9030,cluster11
1.35172,2,1,330,cluster17
2.0998,2,1,3300,cluster18
1.1684,1,1,7050,cluster19
0.019836,6,0,10100,cluster15
0.509257,6,0,9050,cluster15
2.6412,2,1,3530,cluster12
1.63492,1,1,14180,cluster19
1.04983,2,1,1090,cluster3
1.08721,4,1,23250,cluster3
2.0998,2,1,3300,cluster18
0.194201,6,0,3060,cluster11
1.86765,1,1,3290,cluster12
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.65375,6,0,18150,cluster17
0.133134,1,1,3370,cluster16
1.45292,1,1,6520,cluster5
0.123699,1,1,3380,cluster16
3.08212,1,1,13210,cluster5
0.254214,6,0,10170,cluster15
0.123699,1,1,3380,cluster16
0.180399,0,0,4030,cluster11
1.74757,2,1,3240,cluster18
0.180399,0,0,4030,cluster11
1.80682,2,1,3360,cluster12
1.82953,3,1,9380,cluster4
1.82953,3,1,9380,cluster4
1.77045,5,0,10540,cluster6
2.0401,5,0,23450,cluster6
0.128217,1,1,3360,cluster16
0.938984,4,1,8360,cluster18
0.123699,1,1,3380,cluster16
1.53592,6,0,18310,cluster17
0.123699,1,1,3380,cluster16
1.66288,2,1,8020,cluster4
0.062616,0,0,20260,cluster6
0,3,1,4020,cluster11
0.128217,1,1,3360,cluster16
0.0185,4,1,4050,cluster11
1.18938,2,1,3390,cluster12
0.128217,1,1,3360,cluster16
0.0185,4,1,4050,cluster11
1.90617,1,1,3340,cluster12
1.91586,1,1,3330,cluster12
1.91586,1,1,3330,cluster12
0,3,1,3390,cluster11
1.09793,2,1,4000,cluster18
1.13128,2,1,3400,cluster12
1.79638,1,1,7060,cluster19
1.13128,2,1,3400,cluster12
0.768117,5,0,560,cluster7
0.427249,3,1,15540,cluster3
0.3328,0,0,3210,cluster11
0.3328,0,0,3210,cluster11
0.047351,6,0,15070,cluster11
1.84617,3,1,13590,cluster19
2.63303,0,1,14300,cluster5
0.711533,6,0,470,cluster7
0.133134,1,1,3370,cluster16
0.133134,1,1,3370,cluster16
0.135618,0,0,3580,cluster11
0.749084,5,0,5470,cluster18
0.123699,1,1,3380,cluster16
0.135618,0,0,3580,cluster11
2.5874,2,1,3510,cluster12
0.102067,3,1,380,cluster16
0.128217,1,1,3360,cluster16
2.46508,2,1,590,cluster3
1.22263,0,0,9170,cluster6
0.754633,5,0,5030,cluster18
0.102067,3,1,380,cluster16
0.128217,1,1,3360,cluster16
2.46508,2,1,590,cluster3
1.19567,2,1,13410,cluster5
0.133134,1,1,3370,cluster16
0.133134,1,1,3370,cluster16
0.133134,1,1,3370,cluster16
2.89543,0,1,14240,cluster5
0.688744,6,0,8560,cluster7
1.46027,1,1,13160,cluster5
0.123283,1,1,3340,cluster16
0.479523,1,1,14030,cluster6
1.46027,1,1,13160,cluster5
2.38137,3,1,4340,cluster19
0.584584,6,0,1070,cluster7
0.584584,6,0,1070,cluster7
0.879699,5,0,5250,cluster18
0.879699,5,0,5250,cluster18
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
1.613,3,1,10090,cluster4
1.613,3,1,10090,cluster4
0.128217,1,1,3360,cluster16
1.32975,2,1,3580,cluster18
0.128217,1,1,3360,cluster16
1.32975,2,1,3580,cluster18
1.47315,5,1,12580,cluster5
0.788266,6,0,380,cluster7
1.47315,5,1,12580,cluster5
2.07227,2,1,3350,cluster18
1.76292,1,1,3590,cluster9
0.063231,2,1,3030,cluster6
1.613,3,1,10090,cluster4
1.76292,1,1,3590,cluster9
0.5042,3,1,15460,cluster3
0.063231,2,1,3030,cluster6
0.592683,4,1,12040,cluster9
1.94532,3,1,12570,cluster5
0.063231,2,1,3030,cluster6
0.827733,5,0,4290,cluster18
0.592683,4,1,12040,cluster9
2.5874,2,1,3510,cluster12
0.596299,3,1,23520,cluster9
0.596299,3,1,23520,cluster9
1.5704,2,1,3440,cluster12
0.123283,1,1,3340,cluster16
1.44747,2,1,3430,cluster12
1.79958,1,1,13550,cluster19
0.123699,1,1,3380,cluster16
1.33602,2,1,3570,cluster18
1.79358,1,1,3550,cluster9
1.31142,1,1,6360,cluster9
1.31142,1,1,6360,cluster9
0.297767,6,0,18170,cluster17
0.297767,6,0,18170,cluster17
0.176367,6,0,18370,cluster17
1.86765,1,1,3290,cluster12
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.241016,6,0,18210,cluster17
2.02532,2,1,12360,cluster5
0.241016,6,0,18210,cluster17
0,5,1,20120,cluster11
0,5,1,20120,cluster11
1.91586,1,1,3330,cluster12
2.38137,3,1,4340,cluster19
0.705382,6,0,1100,cluster7
2.06273,2,1,12380,cluster5
2.38137,3,1,4340,cluster19
1.59698,4,1,8530,cluster18
0.544167,1,1,17000,cluster17
0.05045,6,0,18250,cluster17
0.062616,0,0,20260,cluster6
0.05045,6,0,18250,cluster17
0,6,0,9140,cluster15
1.84703,1,1,3320,cluster12
0,6,0,9140,cluster15
1.90617,1,1,3340,cluster12
1.86765,1,1,3290,cluster12
0.611166,5,0,70,cluster15
1.86765,1,1,3290,cluster12
0.199599,2,1,8530,cluster11
0.170683,6,0,5220,cluster11
1.13128,2,1,3400,cluster12
0.123283,1,1,3340,cluster16
1.78753,2,1,3450,cluster12
1.913,1,1,6490,cluster5
1.78753,2,1,3450,cluster12
0.547599,6,0,440,cluster7
0.047351,6,0,15070,cluster11
0.547599,6,0,440,cluster7
1.41642,3,1,13380,cluster19
1.63883,1,1,6510,cluster9
1.63883,1,1,6510,cluster9
0.942866,5,0,310,cluster7
0.324082,1,1,4230,cluster3
1.41642,3,1,13380,cluster19
1.913,1,1,6490,cluster5
1.41642,3,1,13380,cluster19
2.66963,2,1,3470,cluster12
2.5874,2,1,3510,cluster12
0.194699,5,0,4300,cluster18
0.03275,6,0,17130,cluster6
2.63303,0,1,14300,cluster5
0.03275,6,0,17130,cluster6
0.133134,1,1,3370,cluster16
2.17058,3,1,4380,cluster19
2.74917,2,1,3460,cluster12
1.75742,3,1,13560,cluster19
0.749084,5,0,5470,cluster18
0.749084,5,0,5470,cluster18
2.02865,2,1,3280,cluster18
1.95205,5,0,10220,cluster6
2.6527,2,1,3480,cluster12
1.80665,1,1,3310,cluster12
0.43255,3,1,11570,cluster16
0.089154,5,1,9190,cluster11
1.96608,3,1,4320,cluster19
0,4,1,19500,cluster11
1.80665,1,1,3310,cluster12
0,4,1,19500,cluster11
0.032417,6,0,22050,cluster11
0.133134,1,1,3370,cluster16
0.751948,0,0,7370,cluster11
1.19567,2,1,13410,cluster5
0.327184,5,1,8560,cluster6
0.668399,5,0,420,cluster7
0.123283,1,1,3340,cluster16
0.668399,5,0,420,cluster7
1.83323,3,1,9280,cluster4
0.509734,3,1,23200,cluster6
1.83323,3,1,9280,cluster4
0.509734,3,1,23200,cluster6
1.1248,1,1,13490,cluster19
0.615799,3,1,23080,cluster6
2.0504,2,1,12350,cluster5
1.19397,2,1,320,cluster17
1.1248,1,1,13490,cluster19
0.024057,4,1,22300,cluster11
0.462199,3,1,15480,cluster3
0.024057,4,1,22300,cluster11
0.543884,3,1,12320,cluster9
2.15023,0,0,16540,cluster17
2.56198,0,0,8230,cluster5
2.15023,0,0,16540,cluster17
0.615799,3,1,23080,cluster6
0.530966,0,0,16490,cluster17
1.78753,2,1,3450,cluster12
0.205401,6,0,9180,cluster15
0.442017,3,1,15510,cluster3
0.116349,1,1,3350,cluster16
0.205401,6,0,9180,cluster15
2.13702,1,1,6280,cluster19
0.178784,0,0,23020,cluster6
1.7309,3,1,12540,cluster5
0.350482,4,1,11420,cluster15
1.06962,2,1,1010,cluster3
0.133134,1,1,3370,cluster16
0.509257,6,0,9050,cluster15
2.00715,2,1,3270,cluster18
0.509257,6,0,9050,cluster15
1.7309,3,1,12540,cluster5
1.79358,1,1,3550,cluster9
1.79958,1,1,13550,cluster19
0.29842,4,1,23190,cluster3
0.29842,4,1,23190,cluster3
1.78608,5,0,23270,cluster5
0.766983,0,0,13220,cluster3
0.441766,0,0,16450,cluster17
1.79958,1,1,13550,cluster19
0.766983,0,0,13220,cluster3
0.298277,0,0,10150,cluster11
0.133134,1,1,3370,cluster16
4.19243,3,1,12450,cluster5
0.350203,4,1,11430,cluster15
2.03263,0,0,8340,cluster5
0.350203,4,1,11430,cluster15
1.07532,6,0,23400,cluster6
0.702683,6,0,570,cluster7
0.176367,6,0,18370,cluster17
1.44747,2,1,3430,cluster12
0.328867,0,0,16520,cluster17
0.702683,6,0,570,cluster7
1.44747,2,1,3430,cluster12
1.33602,2,1,3570,cluster18
0.1294,6,0,23250,cluster11
0,5,1,19450,cluster11
2.0363,2,1,12470,cluster5
0.43255,3,1,11570,cluster16
0.133134,1,1,3370,cluster16
1.32763,2,1,280,cluster17
0.177933,6,0,18230,cluster17
0.102067,3,1,380,cluster16
0.102067,3,1,380,cluster16
2.01713,2,1,1000,cluster3
1.81152,2,1,8530,cluster4
1.81152,2,1,8530,cluster4
0.818884,5,0,4230,cluster18
0.679667,0,0,23350,cluster15
0.879699,5,0,5250,cluster18
0.133134,1,1,3370,cluster16
0.300768,5,1,0,cluster7
0.544167,1,1,17000,cluster17
2.7075,2,1,3520,cluster12
1.69277,3,1,9460,cluster4
0.058184,3,1,16180,cluster11
0.95755,2,1,1040,cluster3
0.69,5,0,350,cluster7
1.13128,2,1,3400,cluster12
0.526633,1,1,4070,cluster9
1.47567,2,1,4330,cluster18
1.94208,1,1,6530,cluster19
0.243133,6,0,10190,cluster15
0.133706,6,0,9160,cluster15
2.56317,0,1,14410,cluster5
0.243133,6,0,10190,cluster15
2.56317,0,1,14410,cluster5
0.155519,4,1,23200,cluster3
1.67652,1,1,14170,cluster19
1.73063,2,1,7450,cluster4
1.79173,2,1,7530,cluster4
1.69022,3,1,9510,cluster4
2.66963,2,1,3470,cluster12
1.96818,1,1,3300,cluster12
1.86012,1,1,8000,cluster4
0.271223,6,0,10200,cluster15
0,3,1,3550,cluster11
0.271223,6,0,10200,cluster15
0.222249,1,1,5080,cluster6
0,3,1,3550,cluster11
0.3085,6,0,18200,cluster17
2.55276,1,1,13190,cluster5
1.69022,3,1,9510,cluster4
1.1248,1,1,13490,cluster19
2.39325,1,1,6390,cluster5
1.86012,1,1,8000,cluster4
2.39325,1,1,6390,cluster5
0.547599,6,0,440,cluster7
0.194699,5,0,4300,cluster18
0.344263,4,1,11450,cluster15
2.10527,1,1,6330,cluster5
0.734383,6,0,500,cluster7
2.6527,2,1,3480,cluster12
0.297767,6,0,18170,cluster17
2.05878,2,1,12490,cluster5
0.718867,6,0,17480,cluster6
2.17058,3,1,4380,cluster19
0.327184,5,1,8560,cluster6
2.05878,2,1,12490,cluster5
0.475233,0,0,16500,cluster17
0.475233,0,0,16500,cluster17
0,6,0,18540,cluster11
0.7465,5,0,520,cluster7
1.8487,0,0,16560,cluster17
0.7465,5,0,520,cluster7
0.43255,3,1,11570,cluster16
0.43255,3,1,11570,cluster16
0,5,1,13390,cluster11
0.711533,6,0,470,cluster7
1.83323,3,1,9280,cluster4
2.0998,2,1,3300,cluster18
1.3193,4,1,3260,cluster18
2.6412,2,1,3530,cluster12
1.09745,2,1,3590,cluster18
0.512267,1,1,4150,cluster3
0.733049,1,1,4110,cluster9
0.679299,5,0,110,cluster15
0.679299,5,0,110,cluster15
1.50802,2,1,4380,cluster18
1.32092,2,1,520,cluster3
1.74525,1,1,7220,cluster19
1.46027,1,1,13160,cluster5
1.46027,1,1,13160,cluster5
2.70625,0,1,14220,cluster5
2.70625,0,1,14220,cluster5
1.79747,1,1,3540,cluster9
2.15228,3,1,4360,cluster19
1.78753,2,1,3450,cluster12
1.52595,2,1,4360,cluster18
2.63303,0,1,14300,cluster5
0.580866,1,1,4100,cluster3
0.133134,1,1,3370,cluster16
2.15528,0,0,16550,cluster17
1.87387,3,1,13240,cluster19
1.52595,2,1,4360,cluster18
2.88878,0,0,8390,cluster5
0.855467,3,1,23470,cluster9
0.915233,5,1,12560,cluster5
1.96588,0,0,16530,cluster17
1.21342,2,1,3380,cluster12
0.484934,2,1,18590,cluster6
1.96588,0,0,16530,cluster17
0.83825,1,1,4270,cluster11
0.202824,4,1,23160,cluster3
0.116349,1,1,3350,cluster16
0.202824,4,1,23160,cluster3
0.116349,1,1,3350,cluster16
0.43255,3,1,11570,cluster16
1.9466,2,1,8180,cluster4
4.19243,3,1,12450,cluster5
0.240597,6,0,9250,cluster15
1.9466,2,1,8180,cluster4
0.102067,3,1,380,cluster16
0,6,0,9090,cluster15
0.791,5,0,540,cluster7
2.3589,2,1,370,cluster17
0.791,5,0,540,cluster7
2.3589,2,1,370,cluster17
0.04985,6,0,18240,cluster17
1.2596,2,1,300,cluster17
0.123283,1,1,3340,cluster16
0.300768,5,1,0,cluster7
2.32333,3,1,12490,cluster5
0.770083,6,0,350,cluster7
1.60687,3,1,10070,cluster4
0.658766,5,0,170,cluster7
1.25192,2,1,450,cluster3
0.439934,6,0,340,cluster7
2.13445,0,0,8190,cluster9
2.13445,0,0,8190,cluster9
0.038717,6,0,17800,cluster6
0.038717,6,0,17800,cluster6
2.9712,0,0,8270,cluster5
2.2294,3,1,5040,cluster6
2.2294,3,1,5040,cluster6
1.59175,0,0,7590,cluster9
2.2294,3,1,5040,cluster6
0,6,0,9110,cluster15
1.10449,4,1,23280,cluster3
0.526633,1,1,4070,cluster9
0,6,0,9110,cluster15
2.0518,2,1,8470,cluster4
1.68237,3,1,9470,cluster4
0.381701,3,1,23530,cluster9
0.478937,6,0,8500,cluster7
0.452516,4,1,23330,cluster3
0.452516,4,1,23330,cluster3
0.10937,6,0,10140,cluster15
0.331266,4,1,11440,cluster15
0.478937,6,0,8500,cluster7
0.331266,4,1,11440,cluster15
0.733699,4,1,3140,cluster18
0.0846,2,1,4350,cluster11
0.150934,3,1,16490,cluster11
0.655119,4,1,23440,cluster6
0.148134,3,1,16520,cluster11
1.12917,2,1,3410,cluster12
1.11838,2,1,3370,cluster12
0,4,1,10090,cluster11
0.530966,0,0,16490,cluster17
0.133134,1,1,3370,cluster16
2.6527,2,1,3480,cluster12
1.7273,0,0,8090,cluster9
1.9253,1,1,7550,cluster4
0.912783,5,1,23260,cluster3
0.805646,1,1,3470,cluster9
1.9253,1,1,7550,cluster4
0.050123,5,1,23320,cluster3
2.38587,1,1,6400,cluster5
1.86765,1,1,3290,cluster12
1.64745,2,1,8120,cluster4
0.58815,4,1,11560,cluster9
0.58815,4,1,11560,cluster9
0.1413,6,0,18180,cluster17
1.92665,5,0,11000,cluster6
1.21342,2,1,3380,cluster12
1.0708,3,1,4530,cluster9
2.02865,2,1,3280,cluster18
1.0708,3,1,4530,cluster9
1.8487,0,0,16560,cluster17
1.82128,3,1,13570,cluster19
0.453637,6,0,9030,cluster15
2.61135,0,1,14380,cluster5
1.24378,2,1,480,cluster3
2.35227,3,1,4210,cluster19
2.05878,2,1,12490,cluster5
2.05878,2,1,12490,cluster5
1.7273,0,0,8090,cluster9
0.116349,1,1,3350,cluster16
1.7273,0,0,8090,cluster9
0.43255,3,1,11570,cluster16
0.278264,6,0,9070,cluster15
2.40878,3,1,4290,cluster19
2.6412,2,1,3530,cluster12
1.87387,3,1,13240,cluster19
1.90617,1,1,3340,cluster12
0.39835,5,1,23580,cluster7
1.90617,1,1,3340,cluster12
0.39835,5,1,23580,cluster7
1.82128,3,1,13570,cluster19
0.088151,6,0,6210,cluster11
2.64752,0,1,14370,cluster5
0.327184,5,1,8560,cluster6
1.13978,3,1,13500,cluster19
0.088151,6,0,6210,cluster11
0.535684,1,1,4140,cluster3
0.39835,5,1,23580,cluster7
0.183483,5,0,5270,cluster11
0.39835,5,1,23580,cluster7
0.501803,6,0,8430,cluster7
0.194699,5,0,4300,cluster18
0.116349,1,1,3350,cluster16
2.74917,2,1,3460,cluster12
0.180383,6,0,18360,cluster17
0.180383,6,0,18360,cluster17
1.629,3,1,10050,cluster4
0.102067,3,1,380,cluster16
2.0221,3,1,4540,cluster6
0.580866,1,1,4100,cluster3
0.102067,3,1,380,cluster16
0.569717,6,0,480,cluster7
1.71603,1,1,13150,cluster5
0.286434,3,1,12260,cluster9
0.286434,3,1,12260,cluster9
1.62758,2,1,8390,cluster4
0.102067,3,1,380,cluster16
0.116349,1,1,3350,cluster16
1.62758,2,1,8390,cluster4
