@relation mrgB-3train

@attribute refinedUse numeric
@attribute ' dow' {0,1,2,3,4,5,6}
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster8,cluster13,cluster7,cluster11,cluster6,cluster4,cluster1,cluster19,cluster10,cluster0,cluster16,cluster2,cluster3,cluster5,cluster15,cluster17,cluster18,cluster9,cluster14,cluster12}

@data
1.81645,3,1,9350,cluster4
1.81645,3,1,9350,cluster4
0.595234,1,1,15200,cluster6
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
1.81645,3,1,9350,cluster4
1.81645,3,1,9350,cluster4
1.81645,3,1,9350,cluster4
1.78317,1,1,3140,cluster18
1.78317,1,1,3140,cluster18
1.78317,1,1,3140,cluster18
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
0,2,1,3300,cluster11
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
0.30432,5,1,4250,cluster11
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
1.82128,3,1,13570,cluster19
2.54057,0,1,14490,cluster6
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
1.82128,3,1,13570,cluster19
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
1.82128,3,1,13570,cluster19
0.179634,0,0,7300,cluster8
0.6475,1,1,4120,cluster3
0.712534,5,0,320,cluster7
1.78317,1,1,3140,cluster18
0.242316,1,1,3010,cluster8
0.6475,1,1,4120,cluster3
0.712534,5,0,320,cluster7
0.6475,1,1,4120,cluster3
0.712534,5,0,320,cluster7
0.31209,6,0,15100,cluster11
0.6475,1,1,4120,cluster3
1.33602,2,1,3570,cluster18
0.6475,1,1,4120,cluster3
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.75742,3,1,13560,cluster19
1.33602,2,1,3570,cluster18
1.75742,3,1,13560,cluster19
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
0.5427,1,1,17100,cluster17
1.33602,2,1,3570,cluster18
0.5427,1,1,17100,cluster17
1.33602,2,1,3570,cluster18
0.5427,1,1,17100,cluster17
1.33602,2,1,3570,cluster18
0.5427,1,1,17100,cluster17
0.5427,1,1,17100,cluster17
0.5427,1,1,17100,cluster17
0.054667,5,1,14320,cluster11
0.062876,2,1,13230,cluster6
0.505217,1,1,15140,cluster6
2.05602,1,1,12460,cluster2
2.05602,1,1,12460,cluster2
0.480405,1,1,15130,cluster6
2.05602,1,1,12460,cluster2
0.4557,6,0,8560,cluster8
0.473386,1,1,15120,cluster6
0.36295,5,1,13130,cluster6
2.05602,1,1,12460,cluster2
2.05602,1,1,12460,cluster2
0.05535,0,0,21400,cluster8
2.63488,0,1,14360,cluster5
2.05602,1,1,12460,cluster2
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
0.179301,5,1,9550,cluster11
0.489217,5,0,330,cluster7
1.59062,5,1,12200,cluster6
2.63488,0,1,14360,cluster5
0.489217,5,0,330,cluster7
0.059163,0,0,10420,cluster11
2.63488,0,1,14360,cluster5
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
0.663768,1,1,5170,cluster2
2.63488,0,1,14360,cluster5
0.663768,1,1,5170,cluster2
2.63488,0,1,14360,cluster5
0,0,1,21230,cluster11
0,0,1,21230,cluster11
2.11918,3,1,4440,cluster6
0.813716,4,1,1040,cluster6
2.57128,2,1,3550,cluster18
0.214701,2,1,20130,cluster6
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
1.34347,5,1,23170,cluster2
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
1.34347,5,1,23170,cluster2
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
0.128899,6,0,6260,cluster11
1.34347,5,1,23170,cluster2
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
0,3,1,18090,cluster6
1.34347,5,1,23170,cluster2
2.57128,2,1,3550,cluster18
1.69335,2,1,13470,cluster6
1.34347,5,1,23170,cluster2
2.57128,2,1,3550,cluster18
1.69335,2,1,13470,cluster6
1.34347,5,1,23170,cluster2
2.57128,2,1,3550,cluster18
2.57128,2,1,3550,cluster18
2.57128,2,1,3550,cluster18
0.329017,0,0,22060,cluster8
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
0.05045,6,0,18250,cluster17
1.81645,3,1,9350,cluster4
1.3222,4,1,310,cluster2
1.3222,4,1,310,cluster2
1.3222,4,1,310,cluster2
1.78317,1,1,3140,cluster18
1.78317,1,1,3140,cluster18
0,1,1,18120,cluster6
1.78317,1,1,3140,cluster18
1.78317,1,1,3140,cluster18
1.78317,1,1,3140,cluster18
0.6475,1,1,4120,cluster3
0,4,1,9350,cluster11
1.78317,1,1,3140,cluster18
0.6475,1,1,4120,cluster3
1.78317,1,1,3140,cluster18
1.75742,3,1,13560,cluster19
0.3719,6,0,8540,cluster8
1.78317,1,1,3140,cluster18
1.75742,3,1,13560,cluster19
0,2,1,3290,cluster11
0.106182,1,1,22250,cluster8
1.78317,1,1,3140,cluster18
1.75742,3,1,13560,cluster19
0.6475,1,1,4120,cluster3
0.5388,6,0,17570,cluster8
1.78317,1,1,3140,cluster18
1.75742,3,1,13560,cluster19
0.6475,1,1,4120,cluster3
0.942866,5,0,310,cluster7
1.75742,3,1,13560,cluster19
0.6475,1,1,4120,cluster3
0.942866,5,0,310,cluster7
1.75742,3,1,13560,cluster19
0.196403,5,1,410,cluster6
0.6475,1,1,4120,cluster3
0.942866,5,0,310,cluster7
1.33602,2,1,3570,cluster18
1.75742,3,1,13560,cluster19
0.6475,1,1,4120,cluster3
1.33602,2,1,3570,cluster18
1.75742,3,1,13560,cluster19
0.196403,5,1,410,cluster6
0.6475,1,1,4120,cluster3
1.33602,2,1,3570,cluster18
1.75742,3,1,13560,cluster19
0.816983,0,0,14410,cluster6
1.33602,2,1,3570,cluster18
1.75742,3,1,13560,cluster19
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
0.853234,5,1,23350,cluster2
1.33602,2,1,3570,cluster18
0.853234,5,1,23350,cluster2
0.853234,5,1,23350,cluster2
0.853234,5,1,23350,cluster2
0.853234,5,1,23350,cluster2
0.853234,5,1,23350,cluster2
0.853234,5,1,23350,cluster2
0.017784,2,1,3420,cluster11
0.059163,0,0,10420,cluster11
0.1736,5,1,9540,cluster11
0.489217,5,0,330,cluster7
0.489217,5,0,330,cluster7
2.04658,1,1,12450,cluster2
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
2.04658,1,1,12450,cluster2
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
2.04658,1,1,12450,cluster2
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
2.04658,1,1,12450,cluster2
0.489217,5,0,330,cluster7
0.061149,0,0,21390,cluster8
2.63488,0,1,14360,cluster5
2.04658,1,1,12450,cluster2
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
0.489217,5,0,330,cluster7
0,5,1,13460,cluster11
2.63488,0,1,14360,cluster5
0.489217,5,0,330,cluster7
0.489217,5,0,330,cluster7
2.63488,0,1,14360,cluster5
1.60687,3,1,10070,cluster4
1.60687,3,1,10070,cluster4
1.1059,1,1,5160,cluster2
1.9614,1,1,3570,cluster9
1.60687,3,1,10070,cluster4
1.1059,1,1,5160,cluster2
0.168767,6,0,18400,cluster17
1.60687,3,1,10070,cluster4
1.1059,1,1,5160,cluster2
0.168767,6,0,18400,cluster17
1.60687,3,1,10070,cluster4
1.1059,1,1,5160,cluster2
0.168767,6,0,18400,cluster17
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
1.1059,1,1,5160,cluster2
0.168767,6,0,18400,cluster17
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
1.1059,1,1,5160,cluster2
0.168767,6,0,18400,cluster17
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
1.1059,1,1,5160,cluster2
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
1.60687,3,1,10070,cluster4
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
2.03425,3,1,4260,cluster19
2.03425,3,1,4260,cluster19
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
1.3222,4,1,310,cluster2
0.05045,6,0,18250,cluster17
1.3222,4,1,310,cluster2
0.05045,6,0,18250,cluster17
1.3222,4,1,310,cluster2
0.05045,6,0,18250,cluster17
1.3222,4,1,310,cluster2
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
1.8246,3,1,9340,cluster4
1.8246,3,1,9340,cluster4
1.8246,3,1,9340,cluster4
1.78317,1,1,3140,cluster18
0.110432,4,1,17100,cluster8
2.56925,0,1,14480,cluster6
2.56925,0,1,14480,cluster6
0.942866,5,0,310,cluster7
0.110432,4,1,17100,cluster8
0.942866,5,0,310,cluster7
0.441719,5,1,4230,cluster11
0.6475,1,1,4120,cluster3
0.942866,5,0,310,cluster7
0.6475,1,1,4120,cluster3
0.942866,5,0,310,cluster7
2.64055,3,1,14090,cluster6
1.75742,3,1,13560,cluster19
0.296601,5,1,4220,cluster11
0.942866,5,0,310,cluster7
2.64055,3,1,14090,cluster6
1.75742,3,1,13560,cluster19
0.980867,6,0,14040,cluster6
0.942866,5,0,310,cluster7
1.75742,3,1,13560,cluster19
2.58982,0,1,14470,cluster6
0.942866,5,0,310,cluster7
1.81107,1,1,3130,cluster6
0.942866,5,0,310,cluster7
0.942866,5,0,310,cluster7
0.484932,6,0,23070,cluster8
0.942866,5,0,310,cluster7
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.6337,2,1,8100,cluster4
0.480397,0,0,13000,cluster6
1.33602,2,1,3570,cluster18
1.6337,2,1,8100,cluster4
1.33602,2,1,3570,cluster18
1.6337,2,1,8100,cluster4
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
0,6,0,18110,cluster11
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
0.0552,4,1,8370,cluster11
1.33602,2,1,3570,cluster18
0.053784,0,1,9340,cluster11
0.8682,0,0,2030,cluster6
0.8682,0,0,2030,cluster6
0.184768,0,0,22240,cluster8
0,5,1,13450,cluster11
0.489217,5,0,330,cluster7
0.489217,5,0,330,cluster7
0.489217,5,0,330,cluster7
1.9614,1,1,3570,cluster9
0.489217,5,0,330,cluster7
0.167051,2,1,23140,cluster8
1.9614,1,1,3570,cluster9
0.489217,5,0,330,cluster7
1.9614,1,1,3570,cluster9
0.360887,4,1,13020,cluster6
1.9614,1,1,3570,cluster9
1.9614,1,1,3570,cluster9
1.9614,1,1,3570,cluster9
0,5,1,2380,cluster11
1.9614,1,1,3570,cluster9
1.9614,1,1,3570,cluster9
0.211284,2,1,20120,cluster6
1.9614,1,1,3570,cluster9
0.211284,2,1,20120,cluster6
1.9614,1,1,3570,cluster9
0.066283,6,0,6250,cluster11
0.168767,6,0,18400,cluster17
0.168767,6,0,18400,cluster17
0.168767,6,0,18400,cluster17
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.57128,2,1,3550,cluster18
0.95115,0,0,14180,cluster6
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.926117,5,1,23430,cluster2
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.926117,5,1,23430,cluster2
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.926117,5,1,23430,cluster2
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
2.03425,3,1,4260,cluster19
2.57128,2,1,3550,cluster18
2.57128,2,1,3550,cluster18
1.35353,5,1,23160,cluster2
2.57128,2,1,3550,cluster18
1.35353,5,1,23160,cluster2
1.35353,5,1,23160,cluster2
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
0.05045,6,0,18250,cluster17
1.8246,3,1,9340,cluster4
1.8246,3,1,9340,cluster4
1.82547,3,1,9330,cluster4
1.82547,3,1,9330,cluster4
2.06857,2,1,7380,cluster4
0.942866,5,0,310,cluster7
2.8912,0,0,8400,cluster5
0.942866,5,0,310,cluster7
2.8912,0,0,8400,cluster5
0.942866,5,0,310,cluster7
1.13988,3,1,13320,cluster6
0.942866,5,0,310,cluster7
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
2.8912,0,0,8400,cluster5
0.942866,5,0,310,cluster7
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
2.8912,0,0,8400,cluster5
0.353433,0,0,1420,cluster11
0.942866,5,0,310,cluster7
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
0.942866,5,0,310,cluster7
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
0.229383,5,1,13220,cluster6
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
0.681967,1,1,4110,cluster3
0.958217,1,1,7440,cluster6
1.33602,2,1,3570,cluster18
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
0.681967,1,1,4110,cluster3
1.33602,2,1,3570,cluster18
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
0.681967,1,1,4110,cluster3
1.33602,2,1,3570,cluster18
1.76563,3,1,13550,cluster19
1.6337,2,1,8100,cluster4
1.33602,2,1,3570,cluster18
1.76563,3,1,13550,cluster19
0.465816,5,0,5150,cluster14
1.6337,2,1,8100,cluster4
1.33602,2,1,3570,cluster18
1.33602,2,1,3570,cluster18
0.4323,0,0,8580,cluster6
1.33602,2,1,3570,cluster18
0,5,1,10080,cluster11
1.33602,2,1,3570,cluster18
0.627133,3,1,23100,cluster8
1.33602,2,1,3570,cluster18
0,0,0,17390,cluster8
1.33602,2,1,3570,cluster18
0.629517,1,1,23550,cluster6
0.655832,6,0,1040,cluster7
0.101751,5,1,14310,cluster11
0,4,1,10090,cluster11
0.021784,5,1,3520,cluster11
0.17265,2,1,23130,cluster8
1.9614,1,1,3570,cluster9
2.63303,0,1,14300,cluster5
0.676234,4,1,12550,cluster2
1.9614,1,1,3570,cluster9
2.63303,0,1,14300,cluster5
0.676234,4,1,12550,cluster2
1.9614,1,1,3570,cluster9
2.63303,0,1,14300,cluster5
0.676234,4,1,12550,cluster2
1.9614,1,1,3570,cluster9
2.63303,0,1,14300,cluster5
0.676234,4,1,12550,cluster2
2.63303,0,1,14300,cluster5
0.676234,4,1,12550,cluster2
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
0.926117,5,1,23430,cluster2
2.6428,0,1,14350,cluster5
0.926117,5,1,23430,cluster2
2.6428,0,1,14350,cluster5
0.926117,5,1,23430,cluster2
0.168767,6,0,18400,cluster17
0.926117,5,1,23430,cluster2
0.168767,6,0,18400,cluster17
0.064867,4,1,8450,cluster11
0.168767,6,0,18400,cluster17
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
1.35353,5,1,23160,cluster2
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
1.35353,5,1,23160,cluster2
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
1.35353,5,1,23160,cluster2
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0,0,0,17470,cluster8
0.168767,6,0,18400,cluster17
0,5,1,8140,cluster11
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
0,5,1,8140,cluster11
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
0.168767,6,0,18400,cluster17
0.668399,5,0,420,cluster7
2.57128,2,1,3550,cluster18
2.57128,2,1,3550,cluster18
0.032182,4,1,9450,cluster11
2.57128,2,1,3550,cluster18
1.38125,2,1,13290,cluster6
2.62177,2,1,3500,cluster12
0.05045,6,0,18250,cluster17
2.62177,2,1,3500,cluster12
0.05045,6,0,18250,cluster17
2.62177,2,1,3500,cluster12
2.62177,2,1,3500,cluster12
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.041316,4,1,17140,cluster8
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.041316,4,1,17140,cluster8
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.82547,3,1,9330,cluster4
1.82547,3,1,9330,cluster4
1.82547,3,1,9330,cluster4
1.82547,3,1,9330,cluster4
2.04313,2,1,7370,cluster4
2.8912,0,0,8400,cluster5
2.04313,2,1,7370,cluster4
2.8912,0,0,8400,cluster5
2.04313,2,1,7370,cluster4
2.8912,0,0,8400,cluster5
2.04313,2,1,7370,cluster4
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
0,4,1,9340,cluster11
2.04313,2,1,7370,cluster4
0.681967,1,1,4110,cluster3
1.6337,2,1,8100,cluster4
2.04313,2,1,7370,cluster4
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
0.392717,4,1,18370,cluster8
2.04313,2,1,7370,cluster4
0.320883,5,0,4350,cluster14
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
0.225267,5,1,13210,cluster6
2.04313,2,1,7370,cluster4
0.320883,5,0,4350,cluster14
2.8912,0,0,8400,cluster5
0.681967,1,1,4110,cluster3
0.225267,5,1,13210,cluster6
2.04313,2,1,7370,cluster4
0.320883,5,0,4350,cluster14
0.7233,5,0,4400,cluster14
0.681967,1,1,4110,cluster3
2.04313,2,1,7370,cluster4
0.320883,5,0,4350,cluster14
0.7233,5,0,4400,cluster14
0.681967,1,1,4110,cluster3
0.170837,6,0,15170,cluster6
0.320883,5,0,4350,cluster14
0.681967,1,1,4110,cluster3
0.1296,1,1,22230,cluster8
1.33602,2,1,3570,cluster18
0.320883,5,0,4350,cluster14
0.681967,1,1,4110,cluster3
1.33602,2,1,3570,cluster18
0.602183,3,1,23060,cluster8
0.681967,1,1,4110,cluster3
1.33602,2,1,3570,cluster18
1.63833,2,1,8090,cluster4
1.33602,2,1,3570,cluster18
0.655832,6,0,1040,cluster7
1.63833,2,1,8090,cluster4
1.33602,2,1,3570,cluster18
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
1.29087,1,1,14330,cluster6
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.901482,5,1,23340,cluster2
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.901482,5,1,23340,cluster2
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.901482,5,1,23340,cluster2
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
0.901482,5,1,23340,cluster2
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
0.901482,5,1,23340,cluster2
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
0.901482,5,1,23340,cluster2
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
0.901482,5,1,23340,cluster2
0.535117,6,0,460,cluster7
0.535117,6,0,460,cluster7
0.535117,6,0,460,cluster7
0.676234,4,1,12550,cluster2
0.676234,4,1,12550,cluster2
2.63303,0,1,14300,cluster5
2.63303,0,1,14300,cluster5
0.447434,0,0,2420,cluster8
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
0.470516,4,1,12510,cluster2
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
0.69655,3,1,23490,cluster9
0.400968,4,1,19070,cluster8
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
0.69655,3,1,23490,cluster9
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
0.69655,3,1,23490,cluster9
2.6428,0,1,14350,cluster5
2.63303,0,1,14300,cluster5
2.6428,0,1,14350,cluster5
0,3,1,4100,cluster6
2.6428,0,1,14350,cluster5
1.64017,2,1,14000,cluster6
0,0,0,17470,cluster8
0,3,1,19240,cluster8
2.6428,0,1,14350,cluster5
0.767517,5,1,23420,cluster2
0.367233,3,1,23450,cluster8
2.6428,0,1,14350,cluster5
0.767517,5,1,23420,cluster2
0.168767,6,0,18400,cluster17
0.168767,6,0,18400,cluster17
0.767517,5,1,23420,cluster2
0.168767,6,0,18400,cluster17
2.57128,2,1,3550,cluster18
0.767517,5,1,23420,cluster2
0.453317,4,1,18480,cluster8
2.57128,2,1,3550,cluster18
0.767517,5,1,23420,cluster2
0.660753,3,1,18080,cluster6
0.028615,5,1,4530,cluster11
2.57128,2,1,3550,cluster18
0.767517,5,1,23420,cluster2
0.166334,6,0,18390,cluster17
2.57128,2,1,3550,cluster18
0.166334,6,0,18390,cluster17
0.502917,5,0,410,cluster7
2.57128,2,1,3550,cluster18
0.166334,6,0,18390,cluster17
2.18322,3,1,4250,cluster5
1.64645,2,1,13430,cluster6
2.57128,2,1,3550,cluster18
0.166334,6,0,18390,cluster17
2.18322,3,1,4250,cluster5
0.502917,5,0,410,cluster7
2.57128,2,1,3550,cluster18
0.166334,6,0,18390,cluster17
2.18322,3,1,4250,cluster5
0.502917,5,0,410,cluster7
2.57128,2,1,3550,cluster18
0.164017,6,0,18350,cluster17
0.502917,5,0,410,cluster7
2.57128,2,1,3550,cluster18
2.18322,3,1,4250,cluster5
0.164017,6,0,18350,cluster17
0.502917,5,0,410,cluster7
2.57128,2,1,3550,cluster18
2.18322,3,1,4250,cluster5
0.164017,6,0,18350,cluster17
2.18322,3,1,4250,cluster5
0.164017,6,0,18350,cluster17
0.164017,6,0,18350,cluster17
0.164017,6,0,18350,cluster17
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.82547,3,1,9330,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.81258,3,1,9320,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.81258,3,1,9320,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.81258,3,1,9320,cluster4
2.62177,2,1,3500,cluster12
0.04985,6,0,18240,cluster17
1.81258,3,1,9320,cluster4
1.81258,3,1,9320,cluster4
1.81258,3,1,9320,cluster4
1.81258,3,1,9320,cluster4
2.04313,2,1,7370,cluster4
0.7233,5,0,4400,cluster14
2.04313,2,1,7370,cluster4
2.04313,2,1,7370,cluster4
0.7233,5,0,4400,cluster14
0.54035,3,1,18200,cluster8
2.04313,2,1,7370,cluster4
0.7233,5,0,4400,cluster14
0.681967,1,1,4110,cluster3
0.7233,5,0,4400,cluster14
0.681967,1,1,4110,cluster3
0.063649,5,1,2330,cluster11
1.63833,2,1,8090,cluster4
1.07195,3,1,13310,cluster6
0.7233,5,0,4400,cluster14
0.053903,2,1,19460,cluster8
0.173033,1,1,22210,cluster8
1.63833,2,1,8090,cluster4
0.7233,5,0,4400,cluster14
1.63833,2,1,8090,cluster4
0.25555,6,0,14440,cluster6
0.594934,5,1,23050,cluster6
0.7233,5,0,4400,cluster14
1.63833,2,1,8090,cluster4
0.25555,6,0,14440,cluster6
0.7233,5,0,4400,cluster14
1.63833,2,1,8090,cluster4
0.25555,6,0,14440,cluster6
0.7233,5,0,4400,cluster14
1.63833,2,1,8090,cluster4
0.042434,4,1,8070,cluster11
1.33602,2,1,3570,cluster18
1.63833,2,1,8090,cluster4
0.496984,0,0,21540,cluster8
1.33602,2,1,3570,cluster18
1.63833,2,1,8090,cluster4
0.467783,6,0,7500,cluster8
1.33602,2,1,3570,cluster18
1.63833,2,1,8090,cluster4
1.33602,2,1,3570,cluster18
0.655832,6,0,1040,cluster7
1.63833,2,1,8090,cluster4
1.33602,2,1,3570,cluster18
0.655832,6,0,1040,cluster7
0,5,1,14010,cluster11
1.33602,2,1,3570,cluster18
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.029501,4,1,8360,cluster11
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.029501,4,1,8360,cluster11
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.029501,4,1,8360,cluster11
0.535117,6,0,460,cluster7
0.655832,6,0,1040,cluster7
1.33602,2,1,3570,cluster18
0.137367,1,1,7530,cluster8
0.535117,6,0,460,cluster7
