refinedUse,' dow',' dType',' Time',' Cluster'
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.49762,4,1,8380,cluster14
1.49762,4,1,8380,cluster14
1.49762,4,1,8380,cluster14
1.49762,4,1,8380,cluster14
1.49762,4,1,8380,cluster14
1.49762,4,1,8380,cluster14
1.49762,4,1,8380,cluster14
0.465816,5,0,5150,cluster14
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.432,4,1,2480,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
1.46217,4,1,8370,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
0.465816,5,0,5150,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.37965,4,1,2470,cluster14
1.46217,4,1,8370,cluster14
0.320883,5,0,4350,cluster14
0.320883,5,0,4350,cluster14
0.320883,5,0,4350,cluster14
0.320883,5,0,4350,cluster14
0.320883,5,0,4350,cluster14
0.320883,5,0,4350,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
0.89495,5,0,5530,cluster14
1.34412,4,1,2460,cluster14
0.89495,5,0,5530,cluster14
1.34412,4,1,2460,cluster14
0.89495,5,0,5530,cluster14
1.34412,4,1,2460,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
0.797867,5,0,5140,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
1.34412,4,1,2460,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.89495,5,0,5530,cluster14
0.431183,5,0,4220,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.797867,5,0,5130,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.431183,5,0,4220,cluster14
0.797867,5,0,5130,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.431183,5,0,4220,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
0.759767,5,0,5520,cluster14
1.12518,4,1,3300,cluster14
1.12518,4,1,3300,cluster14
1.12518,4,1,3300,cluster14
1.12518,4,1,3300,cluster14
1.26187,4,1,3480,cluster14
1.26187,4,1,3480,cluster14
1.26187,4,1,3480,cluster14
1.26187,4,1,3480,cluster14
1.12518,4,1,3300,cluster14
1.26187,4,1,3480,cluster14
1.12518,4,1,3300,cluster14
1.26187,4,1,3480,cluster14
1.12518,4,1,3300,cluster14
1.26187,4,1,3480,cluster14
1.12518,4,1,3300,cluster14
1.26187,4,1,3480,cluster14
1.12518,4,1,3300,cluster14
1.12518,4,1,3300,cluster14
1.26187,4,1,3480,cluster14
1.26187,4,1,3480,cluster14
1.26187,4,1,3480,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.4279,4,1,3470,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
1.05977,4,1,3590,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
0.805199,5,0,5070,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
1.39152,4,1,3460,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
0.60195,4,1,3270,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.27567,4,1,8430,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
1.06508,5,0,5580,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.340133,5,0,5480,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
0.981549,5,0,5570,cluster14
1.2764,4,1,3380,cluster14
1.50802,2,1,4380,cluster14
