@relation c1train-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R3

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
1.96902,4,1,1140,cluster42
