@relation c1train-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R3

@attribute 'refinedUse ' numeric
@attribute ' dow ' {0,1,2,3,4,5,6}
@attribute Day {0,1}
@attribute ' Time' numeric
@attribute Cluster {cluster13,cluster9,cluster3,cluster5,cluster15,cluster17,cluster4,cluster12,cluster55,cluster11,cluster10,cluster42,cluster19,cluster30,cluster33,cluster36,cluster34,cluster39,cluster54,cluster47,cluster26,cluster25,cluster50,cluster52,cluster28}

@data
0.060486,4,1,6270,cluster12
0.060486,4,1,6270,cluster12
0.060486,4,1,6270,cluster12
0.069733,2,1,6170,cluster5
0.069733,2,1,6170,cluster5
0.488134,2,1,2380,cluster3
0.488134,2,1,2380,cluster3
0.074386,0,0,19210,cluster3
0.074386,0,0,19210,cluster3
0.070016,4,1,6260,cluster12
0.070016,4,1,6260,cluster12
0.070016,4,1,6260,cluster12
0.070016,4,1,6260,cluster12
1.26812,1,1,15200,cluster15
0.478383,2,1,2370,cluster3
0.478383,2,1,2370,cluster3
0.066103,4,1,6250,cluster12
0.066103,4,1,6250,cluster12
0.066103,4,1,6250,cluster12
0.066103,4,1,6250,cluster12
0.027751,6,0,16290,cluster5
0.027751,6,0,16290,cluster5
0.488684,2,1,2360,cluster3
0.488684,2,1,2360,cluster3
0,5,1,2270,cluster3
0,5,1,2270,cluster3
0.070817,2,1,6160,cluster5
0.070817,2,1,6160,cluster5
0.06284,4,1,6240,cluster12
0.06284,4,1,6240,cluster12
0.06284,4,1,6240,cluster12
0.06284,4,1,6240,cluster12
0,5,1,2260,cluster3
0,5,1,2260,cluster3
0.580367,2,1,2350,cluster3
0.580367,2,1,2350,cluster3
0.464507,5,1,2250,cluster3
0.464507,5,1,2250,cluster3
0.86969,5,1,2240,cluster3
0.86969,5,1,2240,cluster3
0.06772,5,1,2230,cluster3
0.06772,5,1,2230,cluster3
0.079613,5,1,2220,cluster3
0.079613,5,1,2220,cluster3
0.384153,1,1,16210,cluster15
0.369987,1,1,16200,cluster15
0.33262,1,1,16190,cluster15
0.30749,1,1,16180,cluster15
2.16637,3,1,6090,cluster17
2.16637,3,1,6090,cluster17
2.16637,3,1,6090,cluster17
2.16637,3,1,6090,cluster17
0.151833,3,1,9010,cluster5
0.151833,3,1,9010,cluster5
0.391318,4,1,21050,cluster15
2.11572,3,1,6080,cluster17
2.11572,3,1,6080,cluster17
2.11572,3,1,6080,cluster17
2.11572,3,1,6080,cluster17
0.39615,4,1,21040,cluster15
1.94407,3,1,6070,cluster17
1.94407,3,1,6070,cluster17
1.94407,3,1,6070,cluster17
1.94407,3,1,6070,cluster17
0.379716,4,1,21030,cluster15
2.01098,3,1,6060,cluster17
2.01098,3,1,6060,cluster17
2.01098,3,1,6060,cluster17
2.01098,3,1,6060,cluster17
1.91065,3,1,6050,cluster17
1.91065,3,1,6050,cluster17
1.91065,3,1,6050,cluster17
1.91065,3,1,6050,cluster17
0.000783,0,0,3240,cluster5
0.000783,0,0,3240,cluster5
0.152452,5,1,18210,cluster13
0.032183,0,0,3230,cluster5
0.032183,0,0,3230,cluster5
0,0,0,3220,cluster5
0,0,0,3220,cluster5
0.008583,0,0,3210,cluster5
0.008583,0,0,3210,cluster5
0,0,0,3200,cluster5
0,0,0,3200,cluster5
0.39665,6,0,9300,cluster13
0.411367,6,0,9290,cluster13
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.6329,1,1,11020,cluster9
0.126567,6,0,21150,cluster3
0.126567,6,0,21150,cluster3
0.14177,6,0,21140,cluster3
0.14177,6,0,21140,cluster3
1.91295,2,1,9490,cluster13
0.132907,6,0,21130,cluster3
0.132907,6,0,21130,cluster3
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
2.23603,3,1,15420,cluster55
0.13369,6,0,21120,cluster3
0.13369,6,0,21120,cluster3
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.780783,3,1,450,cluster9
0.474483,6,0,2400,cluster15
0.7091,6,0,2390,cluster15
1.5947,3,1,15410,cluster15
0.71095,6,0,2380,cluster15
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.72785,3,1,440,cluster9
0.547917,3,1,10300,cluster3
0.547917,3,1,10300,cluster3
1.61945,2,1,9470,cluster13
0.754283,6,0,2370,cluster15
0,5,1,18500,cluster4
0,5,1,18500,cluster4
0,5,1,18500,cluster4
0,5,1,18500,cluster4
0.8235,0,0,19200,cluster3
0.8235,0,0,19200,cluster3
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
0.912249,3,1,430,cluster9
1.25528,1,1,15190,cluster15
0.217316,4,1,6230,cluster12
0.217316,4,1,6230,cluster12
0.217316,4,1,6230,cluster12
0.217316,4,1,6230,cluster12
0.626667,3,1,21120,cluster13
0.825532,2,1,2340,cluster3
0.825532,2,1,2340,cluster3
0.024266,6,0,16280,cluster5
0.024266,6,0,16280,cluster5
0.240953,4,1,6220,cluster12
0.240953,4,1,6220,cluster12
0.240953,4,1,6220,cluster12
0.240953,4,1,6220,cluster12
0.081416,2,1,6150,cluster5
0.081416,2,1,6150,cluster5
0.63345,2,1,2330,cluster3
0.63345,2,1,2330,cluster3
0.578317,2,1,2320,cluster3
0.578317,2,1,2320,cluster3
0.575551,3,1,21110,cluster13
0.665217,2,1,2310,cluster3
0.665217,2,1,2310,cluster3
1.19635,1,1,200,cluster15
0,1,1,20210,cluster3
0,1,1,20210,cluster3
0.03375,6,0,16270,cluster5
0.03375,6,0,16270,cluster5
0,1,1,20200,cluster3
0,1,1,20200,cluster3
0.304423,1,1,16170,cluster15
0.062801,2,1,6140,cluster5
0.062801,2,1,6140,cluster5
0,1,1,20190,cluster3
0,1,1,20190,cluster3
0.31494,1,1,16160,cluster15
0.031137,5,1,6310,cluster12
0.031137,5,1,6310,cluster12
0.031137,5,1,6310,cluster12
0.031137,5,1,6310,cluster12
0.319343,1,1,16150,cluster15
0.342136,1,1,16140,cluster15
0.290234,1,1,16130,cluster15
0.092253,3,1,21200,cluster13
0.388484,4,1,21010,cluster15
1.92093,3,1,6040,cluster17
1.92093,3,1,6040,cluster17
1.92093,3,1,6040,cluster17
1.92093,3,1,6040,cluster17
2.63003,3,1,6030,cluster17
2.63003,3,1,6030,cluster17
2.63003,3,1,6030,cluster17
2.63003,3,1,6030,cluster17
2.90023,3,1,6020,cluster17
2.90023,3,1,6020,cluster17
2.90023,3,1,6020,cluster17
2.90023,3,1,6020,cluster17
0.499288,2,1,14510,cluster15
2.14878,3,1,6010,cluster17
2.14878,3,1,6010,cluster17
2.14878,3,1,6010,cluster17
2.14878,3,1,6010,cluster17
0.512267,2,1,14500,cluster15
0.49615,5,1,15200,cluster15
0.467457,2,1,14490,cluster15
0.712667,5,1,15190,cluster17
0.712667,5,1,15190,cluster17
0.712667,5,1,15190,cluster17
0.712667,5,1,15190,cluster17
1.3659,1,1,8180,cluster13
0.388517,6,0,9280,cluster13
1.32095,1,1,8170,cluster13
0.875333,1,1,8150,cluster13
0.536866,4,1,22090,cluster15
0.4242,6,0,9250,cluster13
0.618099,1,1,1010,cluster15
1.16822,1,1,8140,cluster13
0.40222,3,1,10040,cluster3
0.40222,3,1,10040,cluster3
0.41965,6,0,9240,cluster13
0.706033,6,0,2110,cluster15
0.516334,4,1,22080,cluster15
0.412247,3,1,10030,cluster3
0.412247,3,1,10030,cluster3
0.514818,4,1,22070,cluster15
0.538188,3,1,10290,cluster3
0.538188,3,1,10290,cluster3
2.20453,3,1,7100,cluster17
2.20453,3,1,7100,cluster17
2.20453,3,1,7100,cluster17
2.20453,3,1,7100,cluster17
0.686967,6,0,2360,cluster15
0.419398,3,1,10020,cluster3
0.419398,3,1,10020,cluster3
0.540913,3,1,10280,cluster3
0.540913,3,1,10280,cluster3
0.505717,4,1,22060,cluster15
0,5,1,18490,cluster4
0,5,1,18490,cluster4
0,5,1,18490,cluster4
0,5,1,18490,cluster4
0.687434,6,0,2350,cluster15
0.619416,1,1,20400,cluster13
0.544369,3,1,10270,cluster3
0.544369,3,1,10270,cluster3
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.727667,3,1,420,cluster9
0.6879,6,0,2340,cluster15
1.52688,2,1,9450,cluster13
0.552898,3,1,10260,cluster3
0.552898,3,1,10260,cluster3
0,5,1,18480,cluster4
0,5,1,18480,cluster4
0,5,1,18480,cluster4
0,5,1,18480,cluster4
0.701102,6,0,2330,cluster15
0.577549,1,1,20390,cluster13
0.554634,3,1,10250,cluster3
0.554634,3,1,10250,cluster3
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.805699,3,1,410,cluster9
0.715716,6,0,2320,cluster15
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0.522933,6,0,1300,cluster9
0,5,1,18470,cluster4
0,5,1,18470,cluster4
0,5,1,18470,cluster4
0,5,1,18470,cluster4
1.48005,1,1,15170,cluster17
1.48005,1,1,15170,cluster17
1.48005,1,1,15170,cluster17
1.48005,1,1,15170,cluster17
0,1,1,20180,cluster3
0,1,1,20180,cluster3
0.951317,1,1,20380,cluster13
1.19137,1,1,190,cluster15
0.748428,5,1,6300,cluster12
0.748428,5,1,6300,cluster12
0.748428,5,1,6300,cluster12
0.748428,5,1,6300,cluster12
0.028301,6,0,16260,cluster5
0.028301,6,0,16260,cluster5
0,1,1,20170,cluster3
0,1,1,20170,cluster3
0.0826,2,1,6130,cluster5
0.0826,2,1,6130,cluster5
0.584554,5,1,6290,cluster12
0.584554,5,1,6290,cluster12
0.584554,5,1,6290,cluster12
0.584554,5,1,6290,cluster12
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0.508301,6,0,1290,cluster9
0,1,1,20160,cluster3
0,1,1,20160,cluster3
1.61483,1,1,15160,cluster17
1.61483,1,1,15160,cluster17
1.61483,1,1,15160,cluster17
1.61483,1,1,15160,cluster17
0.180017,5,1,6280,cluster12
0.180017,5,1,6280,cluster12
0.180017,5,1,6280,cluster12
0.180017,5,1,6280,cluster12
1.18047,1,1,180,cluster15
0.091537,1,1,20150,cluster3
0.091537,1,1,20150,cluster3
0.024649,6,0,16250,cluster5
0.024649,6,0,16250,cluster5
0.151183,5,1,6270,cluster12
0.151183,5,1,6270,cluster12
0.151183,5,1,6270,cluster12
0.151183,5,1,6270,cluster12
0.086387,3,1,21180,cluster13
0.0863,2,1,6120,cluster5
0.0863,2,1,6120,cluster5
0.001634,1,1,20140,cluster3
0.001634,1,1,20140,cluster3
1.2804,1,1,17290,cluster13
0.128466,5,1,6260,cluster5
0.128466,5,1,6260,cluster5
0.075011,3,1,21170,cluster13
1.28488,1,1,17280,cluster13
1.28047,1,1,17270,cluster13
1.28027,1,1,17260,cluster13
0.053567,3,1,21140,cluster13
1.28118,1,1,17250,cluster13
0.494633,2,1,14480,cluster15
1.2071,5,1,15180,cluster17
1.2071,5,1,15180,cluster17
1.2071,5,1,15180,cluster17
1.2071,5,1,15180,cluster17
0.487323,2,1,14470,cluster15
1.22137,5,1,15170,cluster17
1.22137,5,1,15170,cluster17
1.22137,5,1,15170,cluster17
1.22137,5,1,15170,cluster17
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.254834,1,1,190,cluster11
0.60584,2,1,14460,cluster15
0.676,5,1,15160,cluster15
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.483534,1,1,180,cluster11
0.85907,2,1,14450,cluster15
0.6565,5,1,15150,cluster15
1.32913,1,1,8130,cluster13
0.397616,6,0,9230,cluster13
1.72408,4,1,5200,cluster13
1.29732,1,1,8120,cluster13
0.408133,6,0,9220,cluster13
0.667667,1,1,8110,cluster13
2.13115,3,1,7090,cluster17
2.13115,3,1,7090,cluster17
2.13115,3,1,7090,cluster17
2.13115,3,1,7090,cluster17
0.417971,3,1,10010,cluster3
0.417971,3,1,10010,cluster3
2.0337,4,1,5180,cluster13
0.487367,4,1,22050,cluster15
2.0187,4,1,5170,cluster13
1.50297,3,1,7080,cluster17
1.50297,3,1,7080,cluster17
1.50297,3,1,7080,cluster17
1.50297,3,1,7080,cluster17
0.503167,4,1,22040,cluster15
0.174033,6,0,16530,cluster5
0.174033,6,0,16530,cluster5
1.43424,3,1,7070,cluster17
1.43424,3,1,7070,cluster17
1.43424,3,1,7070,cluster17
1.43424,3,1,7070,cluster17
0.9279,6,0,1560,cluster15
0.8392,2,1,16100,cluster15
1.45915,1,1,15430,cluster17
1.45915,1,1,15430,cluster17
1.45915,1,1,15430,cluster17
1.45915,1,1,15430,cluster17
0.502933,4,1,22030,cluster15
1.60087,3,1,7060,cluster17
1.60087,3,1,7060,cluster17
1.60087,3,1,7060,cluster17
1.60087,3,1,7060,cluster17
0.6116,3,1,9480,cluster3
0.6116,3,1,9480,cluster3
0.8134,2,1,16090,cluster15
0.173849,6,0,16520,cluster5
0.173849,6,0,16520,cluster5
0,5,1,18460,cluster4
0,5,1,18460,cluster4
0,5,1,18460,cluster4
0,5,1,18460,cluster4
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.639667,6,0,1550,cluster9
0.952333,1,1,20370,cluster13
1.1223,1,1,15420,cluster15
0.177816,5,0,6500,cluster15
0.499834,1,1,440,cluster15
0.5985,3,1,9470,cluster3
0.5985,3,1,9470,cluster3
0.000283,5,1,18450,cluster4
0.000283,5,1,18450,cluster4
0.000283,5,1,18450,cluster4
0.000283,5,1,18450,cluster4
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.743316,6,0,1280,cluster9
0.181482,5,0,6490,cluster15
1.45663,1,1,15150,cluster17
1.45663,1,1,15150,cluster17
1.45663,1,1,15150,cluster17
1.45663,1,1,15150,cluster17
0,1,1,20130,cluster5
0,1,1,20130,cluster5
1.20857,1,1,170,cluster15
0.163323,5,1,6250,cluster5
0.163323,5,1,6250,cluster5
0.059,3,1,9200,cluster3
0.059,3,1,9200,cluster3
0,1,1,20120,cluster12
0,1,1,20120,cluster12
0,1,1,20120,cluster12
0,1,1,20120,cluster12
0.028117,6,0,16240,cluster5
0.028117,6,0,16240,cluster5
0.1045,5,1,6240,cluster5
0.1045,5,1,6240,cluster5
0.064183,2,1,6110,cluster5
0.064183,2,1,6110,cluster5
0.125873,5,1,6230,cluster5
0.125873,5,1,6230,cluster5
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.4369,6,0,1270,cluster9
0.1509,5,1,6220,cluster5
0.1509,5,1,6220,cluster5
0.940967,1,1,15140,cluster17
0.940967,1,1,15140,cluster17
0.940967,1,1,15140,cluster17
0.940967,1,1,15140,cluster17
1.26575,1,1,160,cluster15
0.17144,3,1,21130,cluster13
0.0055,3,1,9190,cluster3
0.0055,3,1,9190,cluster3
1.12412,1,1,17240,cluster13
0.927637,3,1,21120,cluster13
1.11272,1,1,17230,cluster13
1.12047,1,1,17220,cluster13
1.12455,1,1,17210,cluster13
0.032524,4,1,21210,cluster3
0.032524,4,1,21210,cluster3
0.034253,4,1,21200,cluster3
0.034253,4,1,21200,cluster3
0.034219,4,1,21190,cluster3
0.034219,4,1,21190,cluster3
0.056667,4,1,21180,cluster3
0.056667,4,1,21180,cluster3
1.7771,1,1,500,cluster12
1.7771,1,1,500,cluster12
1.7771,1,1,500,cluster12
1.7771,1,1,500,cluster12
0.60185,1,1,15460,cluster15
0.324267,1,1,490,cluster12
0.324267,1,1,490,cluster12
0.324267,1,1,490,cluster12
0.324267,1,1,490,cluster12
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
1.0541,1,1,15450,cluster55
0.513418,1,1,480,cluster12
0.513418,1,1,480,cluster12
0.513418,1,1,480,cluster12
0.513418,1,1,480,cluster12
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
1.39722,1,1,15440,cluster55
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
0.4323,1,1,470,cluster11
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
1.3799,1,1,15430,cluster55
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.409866,1,1,170,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.499117,1,1,460,cluster11
0.556036,2,1,14440,cluster15
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
1.38983,1,1,15420,cluster55
0.681883,5,1,15140,cluster15
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.347513,1,1,160,cluster11
0.523539,2,1,14430,cluster15
0.674299,5,1,15130,cluster15
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.376087,1,1,150,cluster11
0.6763,5,1,15120,cluster15
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0.37462,1,1,140,cluster11
0,6,0,15430,cluster5
0,6,0,15430,cluster5
1.2446,1,1,14330,cluster15
0.0072,6,0,15420,cluster5
0.0072,6,0,15420,cluster5
1.23848,1,1,14320,cluster15
0.012366,6,0,15410,cluster5
0.012366,6,0,15410,cluster5
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.04733,1,1,14310,cluster55
2.01992,4,1,5150,cluster13
0.387466,6,0,5500,cluster13
2.02382,4,1,5140,cluster13
2.0221,4,1,5130,cluster13
0.394133,6,0,5480,cluster13
2.02693,4,1,5120,cluster13
0.538584,5,1,14500,cluster15
2.02575,4,1,5110,cluster13
0,5,1,22200,cluster4
0,5,1,22200,cluster4
0,5,1,22200,cluster4
0,5,1,22200,cluster4
0.437833,4,1,22020,cluster15
0,5,1,22190,cluster4
0,5,1,22190,cluster4
0,5,1,22190,cluster4
0,5,1,22190,cluster4
2.06127,3,1,7050,cluster17
2.06127,3,1,7050,cluster17
2.06127,3,1,7050,cluster17
2.06127,3,1,7050,cluster17
0,5,1,22180,cluster4
0,5,1,22180,cluster4
0,5,1,22180,cluster4
0,5,1,22180,cluster4
1.46528,2,1,8290,cluster13
0.418583,4,1,22010,cluster15
2.05543,3,1,7040,cluster17
2.05543,3,1,7040,cluster17
2.05543,3,1,7040,cluster17
2.05543,3,1,7040,cluster17
1.01052,2,1,16070,cluster15
0.119183,6,0,16510,cluster5
0.119183,6,0,16510,cluster5
2.05388,3,1,7030,cluster17
2.05388,3,1,7030,cluster17
2.05388,3,1,7030,cluster17
2.05388,3,1,7030,cluster17
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
0.815384,6,0,1540,cluster9
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
2.10283,2,1,16060,cluster55
1.37788,1,1,15410,cluster15
2.04307,3,1,7020,cluster17
2.04307,3,1,7020,cluster17
2.04307,3,1,7020,cluster17
2.04307,3,1,7020,cluster17
0.773383,1,1,430,cluster15
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
2.57772,2,1,16050,cluster55
0.60105,3,1,9460,cluster3
0.60105,3,1,9460,cluster3
1.76993,2,1,9410,cluster13
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0.738584,6,0,1530,cluster9
0,5,1,18440,cluster4
0,5,1,18440,cluster4
0,5,1,18440,cluster4
0,5,1,18440,cluster4
0.301116,4,1,21500,cluster15
1.05245,1,1,420,cluster15
0.159067,5,0,6480,cluster15
0.567517,3,1,9450,cluster3
0.567517,3,1,9450,cluster3
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
0.728383,6,0,1520,cluster9
