refinedUse,' dow',' dType',' Time',' Cluster'
0.047706,5,1,23300,cluster3
0.047706,5,1,23300,cluster3
0.047706,5,1,23300,cluster3
0.047706,5,1,23300,cluster3
0.047706,5,1,23300,cluster3
0.047706,5,1,23300,cluster3
0.047706,5,1,23300,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.15425,6,0,23310,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.276566,5,1,12240,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.345134,5,1,12230,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.277954,4,1,23130,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.277954,4,1,23130,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.193266,6,0,23300,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.26365,4,1,23120,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.860259,5,1,23250,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.183034,3,1,16040,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
0.427249,3,1,15540,cluster3
