refinedUse,' dow',' dType',' Time',' Cluster'
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.64813,0,0,23300,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.04132,6,0,10110,cluster15
0.04132,6,0,10110,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.340223,6,0,9320,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.722718,5,0,160,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.243133,6,0,10190,cluster15
0.10937,6,0,10140,cluster15
0.243133,6,0,10190,cluster15
0.10937,6,0,10140,cluster15
0.243133,6,0,10190,cluster15
0.10937,6,0,10140,cluster15
0.243133,6,0,10190,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.019836,6,0,10100,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0.10937,6,0,10140,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,10090,cluster15
0,6,0,9150,cluster15
0,6,0,9150,cluster15
0,6,0,10090,cluster15
0,6,0,9150,cluster15
0,6,0,10090,cluster15
0,6,0,9150,cluster15
0,6,0,10090,cluster15
0,6,0,9150,cluster15
0,6,0,10090,cluster15
0,6,0,10090,cluster15
0,6,0,10090,cluster15
0,6,0,10090,cluster15
0,6,0,10090,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9140,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9270,cluster15
0,6,0,10090,cluster15
0,6,0,9270,cluster15
0,6,0,9270,cluster15
0,6,0,9270,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0,6,0,9140,cluster15
0,6,0,9140,cluster15
0,6,0,10090,cluster15
0,6,0,9140,cluster15
0,6,0,9140,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0,6,0,9140,cluster15
0,6,0,9270,cluster15
0.498773,6,0,10080,cluster15
0,6,0,9140,cluster15
0.498773,6,0,10080,cluster15
0,6,0,9140,cluster15
0.498773,6,0,10080,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0.06547,6,0,10130,cluster15
0,6,0,9140,cluster15
0,6,0,9140,cluster15
0.270814,6,0,9130,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.261553,6,0,9260,cluster15
0.498773,6,0,10080,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.270814,6,0,9130,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.261553,6,0,9260,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0.270814,6,0,9130,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.058963,6,0,10120,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0.460349,5,0,150,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0,6,0,9120,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.483917,5,0,140,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.240597,6,0,9250,cluster15
0.483217,5,0,120,cluster15
0.483217,5,0,120,cluster15
0.483217,5,0,120,cluster15
0.483217,5,0,120,cluster15
0.483217,5,0,120,cluster15
0.483217,5,0,120,cluster15
0.53285,5,0,100,cluster15
0.160043,6,0,9240,cluster15
0.160043,6,0,9240,cluster15
0.160043,6,0,9240,cluster15
0.160043,6,0,9240,cluster15
