@relation 1train-c-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute refinedUse numeric
@attribute ' dow' {0,1,2,3,4,5,6}
@attribute ' phase' {0,1,2,3}
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster8,cluster13,cluster7,cluster11,cluster6,cluster4,cluster1,cluster19,cluster10,cluster0,cluster16,cluster2,cluster3,cluster5,cluster15,cluster17,cluster18,cluster9,cluster14,cluster12}

@data
1.02372,5,2,0,6250,cluster16
0,0,0,0,15000,cluster11
1.87004,1,0,1,16570,cluster17
1.17158,5,2,0,6150,cluster16
1.02372,5,2,0,6250,cluster16
2.04127,3,3,1,7050,cluster4
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
1.87004,1,0,1,16570,cluster17
0.060689,0,0,0,14590,cluster11
2.04127,3,3,1,7050,cluster4
0,0,3,1,12120,cluster11
1.17158,5,2,0,6150,cluster16
2.04127,3,3,1,7050,cluster4
0.803467,2,2,1,4050,cluster18
1.02372,5,2,0,6250,cluster16
2.04127,3,3,1,7050,cluster4
1.87004,1,0,1,16570,cluster17
2.04127,3,3,1,7050,cluster4
0.321157,6,3,0,11190,cluster15
0.321157,6,3,0,11190,cluster15
1.00052,3,1,1,350,cluster7
1.00052,3,1,1,350,cluster7
2.14645,4,1,1,1230,cluster15
2.14645,4,1,1,1230,cluster15
1.59592,4,1,1,2250,cluster19
2.17597,3,3,1,7300,cluster19
0,3,1,1,420,cluster3
1.00052,3,1,1,350,cluster7
1.00052,3,1,1,350,cluster7
2.24605,0,0,1,16070,cluster16
2.14645,4,1,1,1230,cluster15
2.14645,4,1,1,1230,cluster15
1.59592,4,1,1,2250,cluster19
0.97395,2,2,1,4030,cluster18
2.17597,3,3,1,7300,cluster19
1.09193,1,1,1,370,cluster15
1.09193,1,1,1,370,cluster15
1.00052,3,1,1,350,cluster7
1.00052,3,1,1,350,cluster7
0.624571,0,1,0,3310,cluster11
0.089983,4,0,1,15460,cluster11
0.97395,2,2,1,4030,cluster18
0.61875,6,1,0,1120,cluster2
0.61875,6,1,0,1120,cluster2
2.24605,0,0,1,16070,cluster16
0.092833,2,0,1,14530,cluster8
0.97395,2,2,1,4030,cluster18
0.103533,4,0,1,16180,cluster11
0.031799,1,0,1,23160,cluster11
2.00887,1,3,1,10280,cluster16
0.840483,5,2,0,6080,cluster9
0.840483,5,2,0,6080,cluster9
0.170151,2,2,1,4560,cluster8
0.25635,6,0,0,18500,cluster17
1.12367,5,1,0,2370,cluster3
1.05202,5,1,0,2220,cluster3
0.25635,6,0,0,18500,cluster17
2.00887,1,3,1,10280,cluster16
2.00887,1,3,1,10280,cluster16
0,3,3,1,9170,cluster11
1.45366,0,0,1,16330,cluster17
1.05202,5,1,0,2220,cluster3
2.00887,1,3,1,10280,cluster16
0.840483,5,2,0,6080,cluster9
0.840483,5,2,0,6080,cluster9
1.45366,0,0,1,16330,cluster17
0.25635,6,0,0,18500,cluster17
2.00887,1,3,1,10280,cluster16
1.12367,5,1,0,2370,cluster3
1.45366,0,0,1,16330,cluster17
2.00887,1,3,1,10280,cluster16
1.05202,5,1,0,2220,cluster3
2.00887,1,3,1,10280,cluster16
1.05202,5,1,0,2220,cluster3
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
2.11517,4,2,1,6020,cluster4
0.900734,3,1,1,260,cluster2
0.900734,3,1,1,260,cluster2
1.33967,6,0,0,16560,cluster11
0.8548,2,3,1,9240,cluster8
1.0894,2,2,1,4020,cluster18
0.696034,4,2,1,5080,cluster11
2.11517,4,2,1,6020,cluster4
1.33967,6,0,0,16560,cluster11
1.02848,1,0,1,16320,cluster17
0.290767,1,0,1,16480,cluster17
0.19815,6,3,0,9450,cluster8
0.105283,2,0,1,20310,cluster8
0.454984,4,0,1,20440,cluster8
0.620083,6,1,0,1170,cluster16
0.290767,1,0,1,16480,cluster17
2.0021,3,0,1,15050,cluster8
0.105283,2,0,1,20310,cluster8
1.02848,1,0,1,16320,cluster17
0.520651,2,0,1,20390,cluster8
2.24605,0,0,1,16070,cluster16
0.2578,6,0,0,18470,cluster17
0.290767,1,0,1,16480,cluster17
2.17597,3,3,1,7300,cluster19
0.620083,6,1,0,1170,cluster16
0.637203,5,3,1,10500,cluster7
0.637203,5,3,1,10500,cluster7
1.02848,1,0,1,16320,cluster17
0,6,0,0,16290,cluster3
1.33333,3,1,1,1260,cluster5
2.24605,0,0,1,16070,cluster16
0,6,0,0,16290,cluster3
2.17597,3,3,1,7300,cluster19
0.637203,5,3,1,10500,cluster7
0.637203,5,3,1,10500,cluster7
0.97395,2,2,1,4030,cluster18
2.17597,3,3,1,7300,cluster19
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
0.637203,5,3,1,10500,cluster7
0.637203,5,3,1,10500,cluster7
2.00417,4,1,1,3050,cluster5
0.97395,2,2,1,4030,cluster18
0.069719,4,2,1,5270,cluster11
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
2.00417,4,1,1,3050,cluster5
2.00417,4,1,1,3050,cluster5
0.97395,2,2,1,4030,cluster18
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
0.657716,4,0,1,14260,cluster3
0.657716,4,0,1,14260,cluster3
1.15895,5,1,0,2300,cluster3
1.17158,5,2,0,6150,cluster16
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
0.091117,4,0,1,15450,cluster11
0.266624,6,3,0,10270,cluster15
0.266624,6,3,0,10270,cluster15
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
0.803467,2,2,1,4050,cluster18
2.48999,2,0,1,15290,cluster16
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
1.02372,5,2,0,6250,cluster16
0.039466,4,0,1,16530,cluster11
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
0.68305,6,1,0,90,cluster7
0.68305,6,1,0,90,cluster7
0.590382,3,0,1,21060,cluster8
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
1.87004,1,0,1,16570,cluster17
1.7065,3,2,1,6460,cluster5
1.39703,4,2,1,5320,cluster14
1.39703,4,2,1,5320,cluster14
0.266624,6,3,0,10270,cluster15
0.266624,6,3,0,10270,cluster15
2.15403,3,2,1,6470,cluster5
0.803467,2,2,1,4050,cluster18
2.48999,2,0,1,15290,cluster16
1.7065,3,2,1,6460,cluster5
1.02372,5,2,0,6250,cluster16
0.68305,6,1,0,90,cluster7
0.68305,6,1,0,90,cluster7
1.1849,2,0,1,15530,cluster8
0,0,0,0,19040,cluster11
1.87004,1,0,1,16570,cluster17
1.7065,3,2,1,6460,cluster5
1.23495,5,1,0,1490,cluster11
1.59592,4,1,1,2250,cluster19
1.00052,3,1,1,350,cluster7
1.00052,3,1,1,350,cluster7
0.024233,0,0,1,22300,cluster11
0.089983,4,0,1,15460,cluster11
2.17597,3,3,1,7300,cluster19
1.59592,4,1,1,2250,cluster19
1.09193,1,1,1,370,cluster15
1.09193,1,1,1,370,cluster15
1.00052,3,1,1,350,cluster7
1.00052,3,1,1,350,cluster7
0.61875,6,1,0,1120,cluster2
0.61875,6,1,0,1120,cluster2
2.24605,0,0,1,16070,cluster16
1.59592,4,1,1,2250,cluster19
2.17597,3,3,1,7300,cluster19
1.34117,4,1,1,490,cluster2
1.34117,4,1,1,490,cluster2
1.09193,1,1,1,370,cluster15
1.09193,1,1,1,370,cluster15
1.59592,4,1,1,2250,cluster19
0.97395,2,2,1,4030,cluster18
0.61875,6,1,0,1120,cluster2
0.61875,6,1,0,1120,cluster2
1.34117,4,1,1,490,cluster2
1.34117,4,1,1,490,cluster2
2.24605,0,0,1,16070,cluster16
2.17597,3,3,1,7300,cluster19
0.97395,2,2,1,4030,cluster18
0,0,0,0,19510,cluster11
0.15605,6,3,0,11380,cluster11
1.45366,0,0,1,16330,cluster17
0.748534,6,1,0,1130,cluster2
0.748534,6,1,0,1130,cluster2
2.00887,1,3,1,10280,cluster16
1.45366,0,0,1,16330,cluster17
0.840483,5,2,0,6080,cluster9
0.840483,5,2,0,6080,cluster9
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
1.12367,5,1,0,2370,cluster3
2.68413,0,0,1,16320,cluster17
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
0.135617,1,0,1,20430,cluster11
1.34358,4,2,1,4420,cluster14
1.34358,4,2,1,4420,cluster14
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
2.68413,0,0,1,16320,cluster17
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0.958201,6,1,0,2260,cluster2
0.958201,6,1,0,2260,cluster2
0.840483,5,2,0,6080,cluster9
0.840483,5,2,0,6080,cluster9
2.68413,0,0,1,16320,cluster17
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
1.34358,4,2,1,4420,cluster14
1.34358,4,2,1,4420,cluster14
2.38308,1,1,1,20,cluster8
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
2.38308,1,1,1,20,cluster8
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
0.958201,6,1,0,2260,cluster2
0.958201,6,1,0,2260,cluster2
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
2.60758,0,3,0,9570,cluster19
0.2578,6,0,0,18470,cluster17
0.620083,6,1,0,1170,cluster16
1.42939,6,0,0,16550,cluster11
1.02848,1,0,1,16320,cluster17
2.60758,0,3,0,9570,cluster19
1.33333,3,1,1,1260,cluster5
1.04445,5,1,0,2210,cluster3
0.449433,3,0,1,14100,cluster8
0,6,0,0,16290,cluster3
0.2578,6,0,0,18470,cluster17
1.02848,1,0,1,16320,cluster17
1.33333,3,1,1,1260,cluster5
0.620083,6,1,0,1170,cluster16
0,6,0,0,16290,cluster3
1.02848,1,0,1,16320,cluster17
1.33333,3,1,1,1260,cluster5
0.311554,0,0,0,15280,cluster11
1.43537,6,0,0,16540,cluster11
0,6,0,0,16290,cluster3
0.637203,5,3,1,10500,cluster7
0.637203,5,3,1,10500,cluster7
1.04445,5,1,0,2210,cluster3
0.30175,6,2,0,4280,cluster8
1.33333,3,1,1,1260,cluster5
1.51767,2,3,1,9520,cluster8
2.3696,0,0,1,16580,cluster17
0,6,0,0,16290,cluster3
0.637203,5,3,1,10500,cluster7
0.637203,5,3,1,10500,cluster7
1.33333,3,1,1,1260,cluster5
0.618683,1,1,1,1060,cluster2
0.618683,1,1,1,1060,cluster2
0,6,0,0,16290,cluster3
0.618683,1,1,1,1060,cluster2
0.618683,1,1,1,1060,cluster2
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
0.97395,2,2,1,4030,cluster18
0.675753,3,3,1,10090,cluster11
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
1.23873,3,1,1,2120,cluster19
0.97395,2,2,1,4030,cluster18
1.15895,5,1,0,2300,cluster3
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.23873,3,1,1,2120,cluster19
1.46125,4,2,1,4510,cluster14
1.46125,4,2,1,4510,cluster14
2.05908,4,1,1,2300,cluster5
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
1.15895,5,1,0,2300,cluster3
1.73923,2,3,1,9580,cluster4
1.23873,3,1,1,2120,cluster19
0.602833,5,2,0,6170,cluster16
1.15895,5,1,0,2300,cluster3
1.23873,3,1,1,2120,cluster19
2.48999,2,0,1,15290,cluster16
0.499467,4,0,1,14040,cluster8
0.68305,6,1,0,90,cluster7
0.68305,6,1,0,90,cluster7
0.803467,2,2,1,4050,cluster18
0,0,0,0,19040,cluster11
1.02372,5,2,0,6250,cluster16
0.029003,5,1,1,1110,cluster11
1.23495,5,1,0,1490,cluster11
0.368221,2,1,1,410,cluster8
2.48999,2,0,1,15290,cluster16
0.084249,5,0,1,18340,cluster8
1.87004,1,0,1,16570,cluster17
0.68305,6,1,0,90,cluster7
0.68305,6,1,0,90,cluster7
2.00183,2,3,1,10160,cluster4
0.266624,6,3,0,10270,cluster15
0.266624,6,3,0,10270,cluster15
2.00183,2,3,1,10160,cluster4
0.803467,2,2,1,4050,cluster18
2.48999,2,0,1,15290,cluster16
1.09053,5,2,0,6200,cluster16
1.02372,5,2,0,6250,cluster16
0.68305,6,1,0,90,cluster7
0.68305,6,1,0,90,cluster7
2.00183,2,3,1,10160,cluster4
1.09053,5,2,0,6200,cluster16
2.00183,2,3,1,10160,cluster4
0.64192,6,3,0,11140,cluster7
0.64192,6,3,0,11140,cluster7
1.59592,4,1,1,2250,cluster19
1.34117,4,1,1,490,cluster2
1.34117,4,1,1,490,cluster2
0.12973,0,1,0,3300,cluster11
1.34117,4,1,1,490,cluster2
1.34117,4,1,1,490,cluster2
0.61875,6,1,0,1120,cluster2
0.61875,6,1,0,1120,cluster2
2.24605,0,0,1,16070,cluster16
2.17597,3,3,1,7300,cluster19
0.56415,3,3,1,9520,cluster11
0.61875,6,1,0,1120,cluster2
0.61875,6,1,0,1120,cluster2
0.97395,2,2,1,4030,cluster18
2.24605,0,0,1,16070,cluster16
0.880834,5,3,0,12110,cluster9
0.880834,5,3,0,12110,cluster9
2.17597,3,3,1,7300,cluster19
0.421333,4,0,1,21560,cluster8
0.049117,5,0,1,14450,cluster11
0.04255,4,0,1,17570,cluster11
0.61875,6,1,0,1120,cluster2
0.61875,6,1,0,1120,cluster2
0.880834,5,3,0,12110,cluster9
0.880834,5,3,0,12110,cluster9
2.17597,3,3,1,7300,cluster19
0.880834,5,3,0,12110,cluster9
0.880834,5,3,0,12110,cluster9
0.13735,3,3,1,9050,cluster11
0.958201,6,1,0,2260,cluster2
0.958201,6,1,0,2260,cluster2
0.587834,6,1,0,1120,cluster7
0.587834,6,1,0,1120,cluster7
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
0.587834,6,1,0,1120,cluster7
0.587834,6,1,0,1120,cluster7
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0,5,0,1,19230,cluster11
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
0.958201,6,1,0,2260,cluster2
0.958201,6,1,0,2260,cluster2
0,5,0,1,19230,cluster11
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0.545549,3,3,1,13580,cluster8
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0.958201,6,1,0,2260,cluster2
0.958201,6,1,0,2260,cluster2
1.25455,2,1,1,2030,cluster14
1.25455,2,1,1,2030,cluster14
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
1.91065,3,2,1,6050,cluster19
0.958201,6,1,0,2260,cluster2
0.958201,6,1,0,2260,cluster2
1.79458,2,3,1,9530,cluster4
0.91535,5,1,1,170,cluster7
0.91535,5,1,1,170,cluster7
0.620083,6,1,0,1170,cluster16
0.302916,6,2,0,4270,cluster8
2.3696,0,0,1,16580,cluster17
1.04445,5,1,0,2210,cluster3
0.189318,2,2,1,4590,cluster8
1.33333,3,1,1,1260,cluster5
0.620083,6,1,0,1170,cluster16
0.496767,3,0,1,19550,cluster8
0.188899,2,2,1,4580,cluster8
0,6,0,0,16290,cluster3
0.349967,3,0,1,19540,cluster8
1.33333,3,1,1,1260,cluster5
1.04445,5,1,0,2210,cluster3
0.000583,2,2,1,5290,cluster11
0.620083,6,1,0,1170,cluster16
2.3696,0,0,1,16580,cluster17
0,6,0,0,16290,cluster3
1.82691,4,1,1,140,cluster11
2.3696,0,0,1,16580,cluster17
0.890551,1,3,1,9400,cluster8
0.025983,2,2,1,5280,cluster11
0.907418,6,3,0,10500,cluster2
0.907418,6,3,0,10500,cluster2
0.97395,2,2,1,4030,cluster18
0.8463,5,3,1,11320,cluster16
0.860167,3,0,1,20240,cluster8
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.44168,3,1,1,1170,cluster5
1.46125,4,2,1,4510,cluster14
1.46125,4,2,1,4510,cluster14
1.07427,2,2,1,4010,cluster18
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
0.8463,5,3,1,11320,cluster16
1.73923,2,3,1,9580,cluster4
1.44168,3,1,1,1170,cluster5
0.602833,5,2,0,6170,cluster16
0.97395,2,2,1,4030,cluster18
2.05908,4,1,1,2300,cluster5
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.44168,3,1,1,1170,cluster5
1.15895,5,1,0,2300,cluster3
1.46125,4,2,1,4510,cluster14
1.46125,4,2,1,4510,cluster14
1.23873,3,1,1,2120,cluster19
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
1.44168,3,1,1,1170,cluster5
0.247607,3,0,1,16040,cluster11
0.97395,2,2,1,4030,cluster18
0.605883,2,0,1,16220,cluster8
0.602833,5,2,0,6170,cluster16
2.05908,4,1,1,2300,cluster5
1.15895,5,1,0,2300,cluster3
1.23873,3,1,1,2120,cluster19
0,4,3,1,10010,cluster11
2.48999,2,0,1,15290,cluster16
0.68305,6,1,0,90,cluster7
0.68305,6,1,0,90,cluster7
2.10647,4,2,1,6030,cluster4
2.48999,2,0,1,15290,cluster16
1.09053,5,2,0,6200,cluster16
2.10647,4,2,1,6030,cluster4
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
2.00183,2,3,1,10160,cluster4
2.10647,4,2,1,6030,cluster4
0.169383,6,1,0,2560,cluster11
0.324399,3,0,1,19040,cluster8
0.25635,6,0,0,18500,cluster17
2.48999,2,0,1,15290,cluster16
1.09053,5,2,0,6200,cluster16
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
2.00183,2,3,1,10160,cluster4
2.10647,4,2,1,6030,cluster4
1.08892,5,1,0,2120,cluster3
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
0.25635,6,0,0,18500,cluster17
2.48999,2,0,1,15290,cluster16
1.09053,5,2,0,6200,cluster16
1.475,1,3,1,8450,cluster8
2.10647,4,2,1,6030,cluster4
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
2.17597,3,3,1,7300,cluster19
2.37432,2,0,1,16030,cluster8
0,6,0,0,16480,cluster11
2.17597,3,3,1,7300,cluster19
0.668117,4,0,1,14250,cluster3
0.746099,6,1,0,2170,cluster2
0.746099,6,1,0,2170,cluster2
0.325984,6,3,0,11580,cluster17
0.746099,6,1,0,2170,cluster2
0.746099,6,1,0,2170,cluster2
0.2968,4,0,1,21490,cluster8
0.746099,6,1,0,2170,cluster2
0.746099,6,1,0,2170,cluster2
2.05543,3,3,1,7040,cluster19
1.76782,3,3,1,7380,cluster4
0.807415,1,1,1,250,cluster15
0.807415,1,1,1,250,cluster15
0.746099,6,1,0,2170,cluster2
0.746099,6,1,0,2170,cluster2
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
0.339181,1,3,1,10330,cluster7
0.339181,1,3,1,10330,cluster7
0.746099,6,1,0,2170,cluster2
0.746099,6,1,0,2170,cluster2
0.668117,4,0,1,14250,cluster3
0.807415,1,1,1,250,cluster15
0.807415,1,1,1,250,cluster15
0.618683,1,1,1,1060,cluster2
0.618683,1,1,1,1060,cluster2
0.325984,6,3,0,11580,cluster17
0.339181,1,3,1,10330,cluster7
0.339181,1,3,1,10330,cluster7
0.012512,4,0,1,21530,cluster11
0.339181,1,3,1,10330,cluster7
0.339181,1,3,1,10330,cluster7
2.05543,3,3,1,7040,cluster19
0.966584,3,0,1,19270,cluster8
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
1.23303,3,1,1,1530,cluster5
1.23303,3,1,1,1530,cluster5
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
0.632401,1,2,1,5160,cluster9
0.632401,1,2,1,5160,cluster9
0.152452,5,0,1,18210,cluster8
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
1.0894,2,2,1,4020,cluster18
0.91535,5,1,1,170,cluster7
0.91535,5,1,1,170,cluster7
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
0.632401,1,2,1,5160,cluster9
0.632401,1,2,1,5160,cluster9
1.0894,2,2,1,4020,cluster18
0.91535,5,1,1,170,cluster7
0.91535,5,1,1,170,cluster7
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
0.389,1,0,1,23430,cluster15
0.389,1,0,1,23430,cluster15
0,6,3,0,10290,cluster15
0,6,3,0,10290,cluster15
1.0894,2,2,1,4020,cluster18
1.43457,4,2,1,4020,cluster14
1.43457,4,2,1,4020,cluster14
0.91535,5,1,1,170,cluster7
0.91535,5,1,1,170,cluster7
1.43457,4,2,1,4020,cluster14
1.43457,4,2,1,4020,cluster14
1.0894,2,2,1,4020,cluster18
0.91535,5,1,1,170,cluster7
0.91535,5,1,1,170,cluster7
1.04445,5,1,0,2210,cluster3
0.620083,6,1,0,1170,cluster16
1.25458,1,1,1,1130,cluster2
1.25458,1,1,1,1130,cluster2
0,6,1,0,2030,cluster11
2.3696,0,0,1,16580,cluster17
0.050551,0,3,1,12230,cluster11
0.907418,6,3,0,10500,cluster2
0.907418,6,3,0,10500,cluster2
2.45785,5,3,1,10350,cluster15
2.45785,5,3,1,10350,cluster15
1.25458,1,1,1,1130,cluster2
1.25458,1,1,1,1130,cluster2
0.907418,6,3,0,10500,cluster2
0.907418,6,3,0,10500,cluster2
0.423916,0,1,0,1110,cluster2
0.423916,0,1,0,1110,cluster2
2.3696,0,0,1,16580,cluster17
0.907418,6,3,0,10500,cluster2
0.907418,6,3,0,10500,cluster2
1.24975,4,1,1,2580,cluster5
0.620083,6,1,0,1170,cluster16
1.25458,1,1,1,1130,cluster2
1.25458,1,1,1,1130,cluster2
0.907418,6,3,0,10500,cluster2
0.907418,6,3,0,10500,cluster2
1.05055,3,1,1,1320,cluster3
2.3696,0,0,1,16580,cluster17
0.668117,4,0,1,14250,cluster3
1.07427,2,2,1,4010,cluster18
2.45785,5,3,1,10350,cluster15
2.45785,5,3,1,10350,cluster15
1.25458,1,1,1,1130,cluster2
1.25458,1,1,1,1130,cluster2
0.907418,6,3,0,10500,cluster2
0.907418,6,3,0,10500,cluster2
1.24975,4,1,1,2580,cluster5
0.423916,0,1,0,1110,cluster2
0.423916,0,1,0,1110,cluster2
1.25458,1,1,1,1130,cluster2
1.25458,1,1,1,1130,cluster2
0.668117,4,0,1,14250,cluster3
1.07427,2,2,1,4010,cluster18
1.05055,3,1,1,1320,cluster3
1.25458,1,1,1,1130,cluster2
1.25458,1,1,1,1130,cluster2
0.88405,1,3,1,9390,cluster8
1.48793,2,1,1,1450,cluster14
1.48793,2,1,1,1450,cluster14
0.412247,3,3,1,10030,cluster11
0.668117,4,0,1,14250,cluster3
1.07427,2,2,1,4010,cluster18
1.24975,4,1,1,2580,cluster5
1.65363,2,3,1,9090,cluster4
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.07427,2,2,1,4010,cluster18
1.05055,3,1,1,1320,cluster3
0.720632,3,3,1,13530,cluster8
0.204251,2,0,1,20340,cluster8
1.65363,2,3,1,9090,cluster4
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
1.07427,2,2,1,4010,cluster18
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.65363,2,3,1,9090,cluster4
0.720632,3,3,1,13530,cluster8
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
0.143103,2,1,1,1100,cluster11
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
0.552966,1,1,1,260,cluster15
0.552966,1,1,1,260,cluster15
0.8273,6,1,0,1030,cluster2
0.8273,6,1,0,1030,cluster2
0.3451,0,3,0,10360,cluster8
0.387666,3,0,1,19430,cluster8
1.33308,2,1,1,440,cluster2
1.33308,2,1,1,440,cluster2
1.42118,4,2,1,5030,cluster14
1.42118,4,2,1,5030,cluster14
0.722617,4,1,1,1300,cluster15
0.722617,4,1,1,1300,cluster15
0.97395,2,2,1,4030,cluster18
0.678216,1,1,1,320,cluster2
0.678216,1,1,1,320,cluster2
1.33308,2,1,1,440,cluster2
1.33308,2,1,1,440,cluster2
1.42118,4,2,1,5030,cluster14
1.42118,4,2,1,5030,cluster14
0.97395,2,2,1,4030,cluster18
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
1.08892,5,1,0,2120,cluster3
1.05202,5,1,0,2220,cluster3
2.48999,2,0,1,15290,cluster16
0.25635,6,0,0,18500,cluster17
0.1393,4,0,1,15590,cluster17
1.09053,5,2,0,6200,cluster16
0.7295,2,0,1,16400,cluster8
1.08892,5,1,0,2120,cluster3
2.10647,4,2,1,6030,cluster4
1.05202,5,1,0,2220,cluster3
0.1393,4,0,1,15590,cluster17
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
1.08892,5,1,0,2120,cluster3
1.09053,5,2,0,6200,cluster16
1.12168,4,1,1,2130,cluster19
0.24052,6,3,0,11130,cluster7
0.24052,6,3,0,11130,cluster7
0.683803,6,0,0,16150,cluster3
0.1393,4,0,1,15590,cluster17
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
2.00333,3,0,1,15060,cluster8
1.45653,1,1,1,110,cluster2
1.45653,1,1,1,110,cluster2
1.05202,5,1,0,2220,cluster3
1.09053,5,2,0,6200,cluster16
0.24052,6,3,0,11130,cluster7
0.24052,6,3,0,11130,cluster7
0.309217,3,1,1,1190,cluster11
0.343983,5,3,0,7030,cluster8
0.618683,1,1,1,1060,cluster2
0.618683,1,1,1,1060,cluster2
0.361983,4,3,1,10380,cluster7
0.361983,4,3,1,10380,cluster7
0.618683,1,1,1,1060,cluster2
0.618683,1,1,1,1060,cluster2
0.325984,6,3,0,11580,cluster17
0.481353,4,3,1,13490,cluster8
0.618683,1,1,1,1060,cluster2
0.618683,1,1,1,1060,cluster2
2.05543,3,3,1,7040,cluster19
0.361983,4,3,1,10380,cluster7
0.361983,4,3,1,10380,cluster7
0.198267,2,0,1,21370,cluster8
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
1.11672,0,2,0,5070,cluster8
0.325984,6,3,0,11580,cluster17
1.23303,3,1,1,1530,cluster5
0.250817,3,3,1,8500,cluster8
2.01102,2,3,1,10070,cluster4
1.63227,0,1,0,410,cluster8
2.05543,3,3,1,7040,cluster19
1.23303,3,1,1,1530,cluster5
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
1.23303,3,1,1,1530,cluster5
0.325984,6,3,0,11580,cluster17
1.23303,3,1,1,1530,cluster5
1.17048,5,2,0,6160,cluster16
1.23303,3,1,1,1530,cluster5
1.47277,2,1,1,1410,cluster14
1.47277,2,1,1,1410,cluster14
1.23303,3,1,1,1530,cluster5
1.17048,5,2,0,6160,cluster16
1.23303,3,1,1,1530,cluster5
0.809784,2,0,1,16110,cluster8
1.23303,3,1,1,1530,cluster5
0,5,0,1,22120,cluster11
0.632401,1,2,1,5160,cluster9
