refinedUse,' dow',' dType',' Time',' Cluster'
1.5736,2,1,13250,cluster6
0.784701,1,1,190,cluster6
2.24937,3,1,10470,cluster6
2.24937,3,1,10470,cluster6
1.92665,5,0,11000,cluster6
1.33237,5,0,23210,cluster6
1.92665,5,0,11000,cluster6
2.20758,3,1,10460,cluster6
1.92665,5,0,11000,cluster6
1.76958,5,0,10560,cluster6
1.76958,5,0,10560,cluster6
0.52217,4,1,23390,cluster6
0.52217,4,1,23390,cluster6
0.231402,3,1,7470,cluster6
1.42962,5,0,9380,cluster6
0.67605,0,0,13460,cluster6
2.80282,3,1,10370,cluster6
1.71123,5,0,10020,cluster6
1.71123,5,0,10020,cluster6
0.524534,2,1,13230,cluster6
0.841966,4,1,18590,cluster6
0.837016,1,1,170,cluster6
2.9406,3,1,10450,cluster6
2.9406,3,1,10450,cluster6
0.954166,6,0,23240,cluster6
3.05628,3,1,10440,cluster6
0.398368,0,0,8360,cluster6
2.28888,2,1,14070,cluster6
1.77045,5,0,10540,cluster6
1.77045,5,0,10540,cluster6
0.621568,5,1,12500,cluster6
0.185201,6,0,14030,cluster6
0.523417,3,1,17590,cluster6
1.1452,0,0,13300,cluster6
0.515683,6,0,23530,cluster6
0.965534,6,0,23230,cluster6
2.32973,3,1,10430,cluster6
0.214937,5,1,12440,cluster6
3.09897,3,1,10420,cluster6
1.77578,5,0,10530,cluster6
0.173332,5,1,17470,cluster6
0.390617,3,1,18560,cluster6
0.500732,3,1,18250,cluster6
0.327184,5,1,8560,cluster6
0.327184,5,1,8560,cluster6
0.238967,1,1,5400,cluster6
0.238967,1,1,5400,cluster6
0.103968,3,1,12220,cluster6
3.48632,3,1,10410,cluster6
0.362314,1,1,3240,cluster6
0.530017,3,1,18280,cluster6
2.15563,3,1,5190,cluster6
0.183907,6,0,14020,cluster6
0.400499,4,1,19500,cluster6
1.40662,6,0,15180,cluster6
0.106933,4,1,16500,cluster6
0.57475,6,0,13370,cluster6
0.165166,5,1,17460,cluster6
0.165166,5,1,17460,cluster6
0.713417,5,1,13400,cluster6
0.664849,3,1,13410,cluster6
0.17992,6,0,14540,cluster6
0.25105,2,1,22230,cluster6
0.567867,3,1,22430,cluster6
0.573787,4,1,12110,cluster6
0.332767,6,0,15000,cluster6
0.222634,0,0,7490,cluster6
0.181166,5,1,12480,cluster6
1.32915,2,1,3050,cluster6
0.256151,2,1,22140,cluster6
0.35895,5,1,12450,cluster6
0.169482,1,1,21470,cluster6
0.35755,5,1,12440,cluster6
0.972016,6,0,23220,cluster6
1.48803,1,1,14340,cluster6
0.500796,4,1,12080,cluster6
0.571232,1,1,3220,cluster6
0.332533,6,0,14560,cluster6
0.001703,1,1,8590,cluster6
0,0,0,19130,cluster6
0.897717,3,1,19090,cluster6
0.346218,5,1,12430,cluster6
0.346218,5,1,12430,cluster6
0.713617,3,1,17150,cluster6
0.021499,1,1,8580,cluster6
0.421099,6,0,8110,cluster6
2.49288,0,1,15180,cluster6
0.468746,3,1,120,cluster6
2.42328,2,1,14190,cluster6
2.16675,3,1,5150,cluster6
1.47273,2,1,13340,cluster6
0.392873,2,1,13060,cluster6
1.34502,2,1,13330,cluster6
1.79238,5,0,10400,cluster6
0.165483,5,1,17450,cluster6
0.165483,5,1,17450,cluster6
0.519334,3,1,18010,cluster6
1.6898,5,0,10000,cluster6
0.492419,3,1,23230,cluster6
2.78432,3,1,140,cluster6
1.08555,5,1,23150,cluster6
0.193566,2,1,2330,cluster6
1.08555,5,1,23150,cluster6
2.42045,2,1,14180,cluster6
1.79238,5,0,10400,cluster6
1.42747,5,1,13370,cluster6
1.6898,5,0,10000,cluster6
0.173787,6,0,14530,cluster6
0.091433,5,1,17540,cluster6
0.091433,5,1,17540,cluster6
0.7035,6,0,13320,cluster6
0.628083,0,0,22040,cluster6
0,1,1,19110,cluster6
0.78977,3,1,19070,cluster6
1.95722,2,1,14550,cluster6
0.735666,2,1,13320,cluster6
0.168299,5,1,17440,cluster6
2.32753,4,1,100,cluster6
1.0852,1,1,18400,cluster6
0.048717,6,0,17260,cluster6
0.178467,2,1,22480,cluster6
0.409084,2,1,23010,cluster6
1.06068,5,1,23140,cluster6
1.06068,5,1,23140,cluster6
1.06068,5,1,23140,cluster6
2.41178,2,1,14170,cluster6
0.047201,6,0,17250,cluster6
0.738633,3,1,7350,cluster6
0.046284,6,0,17240,cluster6
0.11595,4,1,16480,cluster6
0.584536,5,1,12580,cluster6
1.0043,6,0,14190,cluster6
0.631167,5,1,13350,cluster6
0.2546,5,1,13340,cluster6
0.010766,5,1,17570,cluster6
1.95827,2,1,14530,cluster6
1.95827,2,1,14530,cluster6
2.55757,0,1,14530,cluster6
2.57648,0,1,14510,cluster6
0.133996,3,1,19040,cluster6
0.04665,6,0,17230,cluster6
0.04665,6,0,17230,cluster6
0.15332,6,0,14520,cluster6
0.15332,6,0,14520,cluster6
0.15332,6,0,14520,cluster6
2.02873,3,1,4530,cluster6
2.02873,3,1,4530,cluster6
0.650117,1,1,160,cluster6
1.91738,5,0,10290,cluster6
0.395534,1,1,17160,cluster6
1.96235,2,1,13540,cluster6
0.611217,6,0,23410,cluster6
0.5195,6,0,23510,cluster6
0.320185,5,1,8540,cluster6
2.4947,0,1,15150,cluster6
0,5,1,18100,cluster6
2.50412,0,1,15140,cluster6
2.50412,0,1,15140,cluster6
0.8753,5,0,9580,cluster6
0.382849,6,0,13470,cluster6
1.04697,1,1,13470,cluster6
0.589632,2,1,19230,cluster6
1.04472,1,1,13460,cluster6
0.190367,2,1,3030,cluster6
0.334017,5,1,8440,cluster6
0.334017,5,1,8440,cluster6
0.465034,4,1,19380,cluster6
0.465034,4,1,19380,cluster6
0.229149,0,0,8320,cluster6
2.49938,0,1,15130,cluster6
2.50895,0,1,15120,cluster6
0.09593,2,1,2070,cluster6
0,5,1,18080,cluster6
0.292566,5,1,8430,cluster6
0.4568,6,0,13460,cluster6
0.276266,6,0,22490,cluster6
0.528553,0,0,13020,cluster6
0.253151,5,1,8420,cluster6
0.253151,5,1,8420,cluster6
0,5,1,18050,cluster6
0,1,1,18400,cluster6
0,1,1,18400,cluster6
0,1,1,18400,cluster6
1.066,5,1,23120,cluster6
0.652015,1,1,12360,cluster6
1.09807,0,0,13280,cluster6
0.359717,1,1,15080,cluster6
0.725733,4,1,14080,cluster6
0.394233,6,0,13450,cluster6
1.32167,0,0,9220,cluster6
1.95205,5,0,10220,cluster6
0.427384,4,1,19360,cluster6
0.2438,5,1,8410,cluster6
0.723566,3,1,4390,cluster6
0.569038,3,1,7310,cluster6
0.537917,4,1,17310,cluster6
1.01708,5,1,23280,cluster6
1.01708,5,1,23280,cluster6
1.01708,5,1,23280,cluster6
0.182684,5,1,17250,cluster6
0.182684,5,1,17250,cluster6
0.698716,2,1,23460,cluster6
0.466401,4,1,19350,cluster6
0.105334,2,1,2050,cluster6
0.079447,2,1,2040,cluster6
2.03857,5,0,23460,cluster6
0.391749,6,0,13440,cluster6
2.00773,5,0,10310,cluster6
0.66275,2,1,23440,cluster6
0.457666,4,1,19340,cluster6
0.619751,2,1,19030,cluster6
0.685817,1,1,12340,cluster6
0.395826,1,1,19040,cluster6
3.57445,1,1,13550,cluster6
0.425247,4,1,12460,cluster6
0.425247,4,1,12460,cluster6
0.718867,6,0,17480,cluster6
0.380334,2,1,23300,cluster6
0.19845,6,0,8440,cluster6
2.0401,5,0,23450,cluster6
0.212582,3,1,23420,cluster6
0.691949,5,1,23260,cluster6
0.691949,5,1,23260,cluster6
2.0401,5,0,23450,cluster6
0.423617,6,0,9130,cluster6
0.115134,0,0,20190,cluster6
0.110501,0,0,19310,cluster6
0,5,1,18010,cluster6
0.340933,0,0,22150,cluster6
2.62963,0,1,15230,cluster6
0.178802,1,1,2390,cluster6
1.07838,1,1,18340,cluster6
1.18058,4,1,300,cluster6
1.18058,4,1,300,cluster6
0.723067,6,0,17470,cluster6
1.71013,1,1,7340,cluster6
0.422183,6,0,13420,cluster6
0.024093,2,1,19080,cluster6
0.04667,2,1,19070,cluster6
0.04768,2,1,19040,cluster6
0.655932,1,1,23480,cluster6
0.397899,6,0,9550,cluster6
1.62636,0,0,9120,cluster6
1.7989,0,0,9320,cluster6
0.366734,3,1,110,cluster6
0.537285,1,1,17460,cluster6
0.19975,4,1,23060,cluster6
0.458779,4,1,12360,cluster6
0.045937,0,0,14060,cluster6
1.34268,1,1,14440,cluster6
1.9326,5,0,10210,cluster6
1.7818,5,0,10410,cluster6
0.1973,6,0,8330,cluster6
1.79667,0,0,9310,cluster6
0.582434,1,1,3180,cluster6
1.06798,2,1,190,cluster6
0.292666,1,1,22410,cluster6
1.24808,2,1,13480,cluster6
0.521116,6,0,17360,cluster6
1.11867,1,1,17420,cluster6
2.26273,4,1,280,cluster6
0.270683,1,1,23090,cluster6
1.24853,2,1,180,cluster6
0.3978,6,0,9480,cluster6
1.26922,6,0,14370,cluster6
0.3978,6,0,9480,cluster6
1.26922,6,0,14370,cluster6
1.05068,2,1,170,cluster6
2.47835,4,1,270,cluster6
2.37057,2,1,14260,cluster6
0.646934,4,1,1110,cluster6
0.053465,5,1,16330,cluster6
0.381049,2,1,23290,cluster6
0.984534,4,1,260,cluster6
0.984534,4,1,260,cluster6
1.58213,3,1,10140,cluster6
2.38598,2,1,14250,cluster6
0.111039,3,1,19010,cluster6
2.17153,3,1,5210,cluster6
0.833117,4,1,250,cluster6
1.60078,3,1,10120,cluster6
2.3825,2,1,14240,cluster6
0.833117,4,1,250,cluster6
1.58673,3,1,10110,cluster6
0.452283,1,1,22160,cluster6
2.3903,2,1,14230,cluster6
0.233703,2,1,13180,cluster6
0.167037,2,1,13170,cluster6
0.073817,5,1,16310,cluster6
0.967549,1,1,7310,cluster6
2.40932,2,1,14210,cluster6
0.660566,0,0,7430,cluster6
2.09713,2,1,14020,cluster6
2.09713,2,1,14020,cluster6
0.463383,5,1,23230,cluster6
0.1195,2,1,20200,cluster6
0.593882,4,1,220,cluster6
0.3977,4,1,160,cluster6
0.3977,4,1,160,cluster6
0.472367,4,1,13370,cluster6
0.397766,0,0,3240,cluster6
0.198116,2,1,23230,cluster6
0.4901,4,1,60,cluster6
0.4901,4,1,60,cluster6
0.196733,2,1,23220,cluster6
0.6802,4,1,50,cluster6
1.18047,4,1,280,cluster6
0.891101,2,1,210,cluster6
0.576917,2,1,18320,cluster6
0.179317,1,1,2420,cluster6
0.383401,1,1,15010,cluster6
1.4998,1,1,13340,cluster6
1.4998,1,1,13340,cluster6
0.9768,4,1,270,cluster6
0.018721,1,1,18100,cluster6
0.9768,4,1,270,cluster6
0.766583,5,1,23400,cluster6
0.634417,0,0,2090,cluster6
0.609134,3,1,23170,cluster6
0.694816,5,1,23220,cluster6
0.46268,4,1,12440,cluster6
0.1513,5,1,16250,cluster6
1.22498,2,1,13190,cluster6
0.127558,2,1,20050,cluster6
0.14149,2,1,20030,cluster6
0.4371,6,0,8100,cluster6
0.489249,4,1,30,cluster6
0,2,1,20080,cluster6
0.619816,3,1,23160,cluster6
1.52827,1,1,13070,cluster6
0.473734,4,1,150,cluster6
0.336901,1,1,23050,cluster6
0.8173,0,0,2400,cluster6
0.11623,3,1,18580,cluster6
1.14895,4,1,260,cluster6
0.260467,6,0,13350,cluster6
0.434217,4,1,13190,cluster6
0.925984,1,1,12420,cluster6
1.7081,1,1,13060,cluster6
3.579,1,1,13540,cluster6
0.943866,2,1,19400,cluster6
1.59757,6,0,15030,cluster6
1.59647,1,1,13270,cluster6
2.42815,0,1,15060,cluster6
0.892567,5,1,23380,cluster6
0.892567,5,1,23380,cluster6
0.121216,0,0,19510,cluster6
1.22173,1,1,13010,cluster6
1.20072,4,1,500,cluster6
0.145837,0,0,14210,cluster6
0.145837,0,0,14210,cluster6
0.053206,0,0,13170,cluster6
1.43593,5,0,9400,cluster6
1.43593,5,0,9400,cluster6
0.266717,1,1,22070,cluster6
1.12573,4,1,480,cluster6
0.15082,0,0,14030,cluster6
1.76727,5,0,9540,cluster6
0.179624,0,0,9310,cluster6
0,1,1,17490,cluster6
0.36275,0,0,8470,cluster6
0.301016,5,1,16120,cluster6
3.60095,1,1,13510,cluster6
0.11,0,0,19410,cluster6
1.76727,5,0,9540,cluster6
1.76727,5,0,9540,cluster6
0,1,1,17490,cluster6
0.117701,4,1,16420,cluster6
0.36275,0,0,8470,cluster6
1.01643,2,1,19390,cluster6
0.812817,0,0,14340,cluster6
0.204217,2,1,23540,cluster6
0.024233,2,1,13340,cluster6
0.301016,5,1,16120,cluster6
0.293833,5,1,16110,cluster6
1.34153,4,1,460,cluster6
0.485933,4,1,18390,cluster6
0,1,1,17480,cluster6
1.10887,1,1,18330,cluster6
0.170901,1,1,7430,cluster6
0,4,1,18190,cluster6
0.88977,3,1,18310,cluster6
0.286534,1,1,5310,cluster6
1.1548,2,1,12320,cluster6
0.8454,4,1,330,cluster6
0.8454,4,1,330,cluster6
0,1,1,17470,cluster6
0,1,1,17470,cluster6
0.241783,6,0,23230,cluster6
0.059132,4,1,18180,cluster6
0.575533,3,1,13100,cluster6
0.659916,6,0,3200,cluster6
0.241334,5,1,17210,cluster6
0.892133,1,1,19120,cluster6
0.1136,4,1,17560,cluster6
0.825801,0,0,14330,cluster6
0.825801,0,0,14330,cluster6
0.183001,0,0,14190,cluster6
0.183001,0,0,14190,cluster6
1.02403,4,1,150,cluster6
1.02815,4,1,320,cluster6
2.42892,4,1,9330,cluster6
0,1,1,18590,cluster6
0.659916,6,0,3200,cluster6
0,1,1,18590,cluster6
0,1,1,18580,cluster6
0.153768,4,1,17550,cluster6
0.5173,6,0,14140,cluster6
0.15184,6,0,14280,cluster6
0.039333,6,0,17180,cluster6
0.039333,6,0,17180,cluster6
0.034567,6,0,17170,cluster6
1.36993,4,1,310,cluster6
1.36993,4,1,310,cluster6
1.4207,5,0,9390,cluster6
1.4207,5,0,9390,cluster6
0.169433,6,0,13560,cluster6
0.553834,6,0,14130,cluster6
0.205184,6,0,13430,cluster6
0,1,1,18180,cluster6
0,1,1,18180,cluster6
0,1,1,18180,cluster6
0.631483,6,0,3360,cluster6
0.660864,6,0,3350,cluster6
0.320267,1,1,22300,cluster6
0.675717,4,1,12570,cluster6
0.556115,6,0,14120,cluster6
0.030833,6,0,17140,cluster6
0.03275,6,0,17130,cluster6
0.60976,2,1,13280,cluster6
1.5083,5,0,9370,cluster6
0.663467,6,0,3340,cluster6
0,3,1,18300,cluster6
0.66945,4,1,12560,cluster6
1.56092,5,0,9360,cluster6
1.56092,5,0,9360,cluster6
1.20428,4,1,510,cluster6
0.799166,4,1,1080,cluster6
0.799166,4,1,1080,cluster6
1.27803,4,1,390,cluster6
0.35355,0,0,2430,cluster6
0,1,1,18240,cluster6
0.034933,6,0,17110,cluster6
0.034933,6,0,17110,cluster6
0.29255,5,1,9080,cluster6
0.534031,6,0,3310,cluster6
1.0013,4,1,1070,cluster6
0.180506,6,0,13540,cluster6
0.180506,6,0,13540,cluster6
1.25528,6,0,14360,cluster6
0.045755,2,1,22020,cluster6
0.554384,4,1,13580,cluster6
0.368817,1,1,17400,cluster6
0.157487,6,0,14240,cluster6
0.1357,3,1,15580,cluster6
0.1357,3,1,15580,cluster6
1.6361,3,1,5000,cluster6
1.6361,3,1,5000,cluster6
1.54298,2,1,13300,cluster6
0.59787,2,1,13260,cluster6
0.674784,0,0,2070,cluster6
0.674784,0,0,2070,cluster6
0,1,1,18160,cluster6
0,1,1,18160,cluster6
0.157687,6,0,14180,cluster6
0.5254,6,0,23590,cluster6
0.765167,6,0,3250,cluster6
0.197784,5,1,22390,cluster6
0,1,1,18140,cluster6
0.639467,3,1,13030,cluster6
0.310837,3,1,23400,cluster6
0.764284,5,1,23370,cluster6
0.364633,1,1,17300,cluster6
1.23062,2,1,13090,cluster6
0.410566,6,0,40,cluster6
0.939799,3,1,22060,cluster6
3.01013,1,1,13510,cluster6
0.373616,6,0,14080,cluster6
0.664982,3,1,22110,cluster6
1.39177,2,1,6590,cluster6
0.697519,6,0,3220,cluster6
1.27027,4,1,320,cluster6
0,1,1,18130,cluster6
0.475023,1,1,15150,cluster6
0.335612,6,0,15190,cluster6
0.663768,1,1,5170,cluster6
0.663768,1,1,5170,cluster6
0.062876,2,1,13230,cluster6
0.505217,1,1,15140,cluster6
2.05602,1,1,12460,cluster6
0.473386,1,1,15120,cluster6
0.663768,1,1,5170,cluster6
0.813716,4,1,1040,cluster6
0.214701,2,1,20130,cluster6
0,3,1,18090,cluster6
1.69335,2,1,13470,cluster6
1.69335,2,1,13470,cluster6
1.3222,4,1,310,cluster6
0,1,1,18120,cluster6
0.106182,1,1,22250,cluster6
0.5388,6,0,17570,cluster6
0.196403,5,1,410,cluster6
0.196403,5,1,410,cluster6
0.853234,5,1,23350,cluster6
2.04658,1,1,12450,cluster6
0.061149,0,0,21390,cluster6
1.1059,1,1,5160,cluster6
1.3222,4,1,310,cluster6
2.56925,0,1,14480,cluster6
2.64055,3,1,14090,cluster6
2.64055,3,1,14090,cluster6
0.980867,6,0,14040,cluster6
2.58982,0,1,14470,cluster6
1.81107,1,1,3130,cluster6
0.480397,0,0,13000,cluster6
0.8682,0,0,2030,cluster6
0.8682,0,0,2030,cluster6
0.360887,4,1,13020,cluster6
0.211284,2,1,20120,cluster6
0.95115,0,0,14180,cluster6
0.229383,5,1,13220,cluster6
0.629517,1,1,23550,cluster6
1.38125,2,1,13290,cluster6
0.225267,5,1,13210,cluster6
0.225267,5,1,13210,cluster6
0.170837,6,0,15170,cluster6
1.29087,1,1,14330,cluster6
0.901482,5,1,23340,cluster6
0.447434,0,0,2420,cluster6
0,3,1,4100,cluster6
1.64017,2,1,14000,cluster6
0,3,1,19240,cluster6
0.54035,3,1,18200,cluster6
1.07195,3,1,13310,cluster6
0.173033,1,1,22210,cluster6
0.25555,6,0,14440,cluster6
0.594934,5,1,23050,cluster6
0.25555,6,0,14440,cluster6
0.496984,0,0,21540,cluster6
0.15932,6,0,15160,cluster6
0.639584,3,1,23050,cluster6
2.33515,4,1,9440,cluster6
1.07737,3,1,23590,cluster6
1.05193,2,1,13280,cluster6
1.72672,1,1,5150,cluster6
0.517499,2,1,20110,cluster6
0.042716,0,0,14140,cluster6
0.133133,4,1,18060,cluster6
2.15842,0,1,15330,cluster6
0.113583,3,1,23160,cluster6
2.00066,1,1,3370,cluster6
2.00066,1,1,3370,cluster6
0,1,1,18470,cluster6
0.426033,4,1,12430,cluster6
0.258517,1,1,5130,cluster6
0.426033,4,1,12430,cluster6
1.28258,0,0,13310,cluster6
0.012176,0,0,14130,cluster6
0.012176,0,0,14130,cluster6
0.138316,4,1,18050,cluster6
1.77044,5,1,250,cluster6
0.330349,5,1,8590,cluster6
0.955516,5,1,23410,cluster6
0.955516,5,1,23410,cluster6
0.749267,4,1,18470,cluster6
1.46198,6,0,18330,cluster6
0.426033,4,1,12430,cluster6
0,1,1,18460,cluster6
0.010201,1,1,22130,cluster6
1.77044,5,1,250,cluster6
1.14857,4,1,23580,cluster6
0.535533,1,1,22230,cluster6
0.060367,1,1,5120,cluster6
0.060367,1,1,5120,cluster6
1.59663,6,0,13280,cluster6
1.59159,5,1,240,cluster6
0.824953,5,1,230,cluster6
0.824953,5,1,230,cluster6
0.6613,1,1,5050,cluster6
0.446283,4,1,19300,cluster6
0.446283,4,1,19300,cluster6
1.2655,0,0,8310,cluster6
0.472067,4,1,18520,cluster6
1.19998,0,0,13390,cluster6
1.19998,0,0,13390,cluster6
0.371356,6,0,14080,cluster6
0.5724,2,1,19320,cluster6
0.116096,3,1,7230,cluster6
0.888017,4,1,23570,cluster6
2.39412,2,1,14450,cluster6
0.260514,0,0,13590,cluster6
0.48424,0,0,12590,cluster6
0.728733,3,1,11460,cluster6
0.728733,3,1,11460,cluster6
0.728733,3,1,11460,cluster6
0.728733,3,1,11460,cluster6
0.905801,5,1,12180,cluster6
0.372687,4,1,12180,cluster6
0.288817,3,1,18390,cluster6
0.751171,0,0,12560,cluster6
0.699717,4,1,17370,cluster6
0.538584,2,1,18460,cluster6
1.9311,5,1,12480,cluster6
0.293001,2,1,100,cluster6
2.44298,0,1,14590,cluster6
1.24393,0,0,14070,cluster6
1.24393,0,0,14070,cluster6
0.539368,2,1,18450,cluster6
2.07418,1,1,13390,cluster6
0.224617,3,1,3290,cluster6
0.424403,4,1,12170,cluster6
0.402901,4,1,19580,cluster6
0.842315,6,0,260,cluster6
0.536833,2,1,18440,cluster6
1.61277,6,0,13260,cluster6
0.286851,4,1,18250,cluster6
0.249066,2,1,22280,cluster6
0.41175,5,1,12370,cluster6
0.64385,4,1,13030,cluster6
1.94257,3,1,5000,cluster6
1.29633,1,1,7190,cluster6
0.6188,2,1,13300,cluster6
0.438,4,1,19240,cluster6
0.621349,3,1,11430,cluster6
0.823417,6,0,250,cluster6
2.03677,3,1,10580,cluster6
1.68467,1,1,12530,cluster6
1.68467,1,1,12530,cluster6
2.03677,3,1,10580,cluster6
1.05768,1,1,12520,cluster6
1.86805,3,1,10570,cluster6
1.22847,2,1,13280,cluster6
0.900254,2,1,12560,cluster6
1.14935,1,1,17510,cluster6
0.308233,0,0,21170,cluster6
0.25856,0,0,9490,cluster6
0.2431,5,1,12330,cluster6
1.31355,1,1,7180,cluster6
1.86805,3,1,10570,cluster6
0.525366,6,0,17300,cluster6
1.86805,3,1,10570,cluster6
1.92118,3,1,10560,cluster6
0.451129,4,1,12510,cluster6
0.3207,0,0,21140,cluster6
0.15772,0,0,9480,cluster6
1.34353,3,1,11410,cluster6
1.8576,3,1,10550,cluster6
0.145284,0,0,9470,cluster6
0.136539,0,0,9460,cluster6
0.130854,0,0,9450,cluster6
0.130854,0,0,9450,cluster6
0.402849,6,0,9350,cluster6
0.1702,5,1,17490,cluster6
3.55908,1,1,13480,cluster6
3.55908,1,1,13480,cluster6
1.85367,3,1,10540,cluster6
1.85367,3,1,10540,cluster6
0.172422,6,0,13490,cluster6
0,5,1,17600,cluster6
0.110953,5,1,1010,cluster6
0.278433,6,0,10140,cluster6
0.107134,5,1,1000,cluster6
0.019303,1,1,22080,cluster6
0.180766,5,1,17350,cluster6
0.180766,5,1,17350,cluster6
0.180766,5,1,17350,cluster6
0.330366,5,1,23570,cluster6
0.615501,4,1,17350,cluster6
0.818383,5,1,13030,cluster6
0.292916,1,1,22490,cluster6
0.272351,4,1,17490,cluster6
0.530916,5,1,23560,cluster6
0.530916,5,1,23560,cluster6
0.648483,0,0,13250,cluster6
1.62818,5,0,10100,cluster6
0.985733,5,1,12220,cluster6
0.985733,5,1,12220,cluster6
2.40088,2,1,14200,cluster6
1.1348,5,1,12210,cluster6
0.136067,0,0,4290,cluster6
0.264066,4,1,17480,cluster6
0.321753,6,0,14590,cluster6
2.84815,3,1,10520,cluster6
2.07642,1,1,23380,cluster6
0.995933,2,1,19480,cluster6
0.389384,4,1,19490,cluster6
0.499557,0,0,13110,cluster6
1.706,5,1,23550,cluster6
2.08755,2,1,13590,cluster6
0.649234,0,0,13530,cluster6
1.81007,0,0,9000,cluster6
0.183354,6,0,14380,cluster6
0.561399,2,1,18400,cluster6
0.887084,1,1,7110,cluster6
2.07927,2,1,13580,cluster6
0.565656,1,1,14010,cluster6
1.15885,5,0,10090,cluster6
1.15885,5,0,10090,cluster6
1.15885,5,0,10090,cluster6
0,5,1,18000,cluster6
0.096637,2,1,2180,cluster6
1.37597,2,1,6450,cluster6
0.149317,2,1,2460,cluster6
0.5675,2,1,19170,cluster6
0.5675,2,1,19170,cluster6
0.444386,1,1,14000,cluster6
0.444386,1,1,14000,cluster6
