refinedUse,' dow',' dType',' Time',' Cluster'
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.181267,6,0,18220,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
0.241016,6,0,18210,cluster17
0.241016,6,0,18210,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
1.53592,6,0,18310,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.365284,0,0,16430,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.846649,0,0,16580,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
0.355634,0,0,16420,cluster17
