"Date & Time","use [kW]","gen [kW]","25:CounterOutlets2 [kW]","25:CounterOutlets2* [kVA]","24:CounterOutlets1 [kW]","24:CounterOutlets1* [kVA]","26:KitchenOutlets [kW]","26:KitchenOutlets* [kVA]"
2014-06-21 23:59:00,-0.000000000,-0.000000000,-0.003466667,0.010183333,-0.002983333,0.006083333,-0.005700000,0.007116667
2014-06-21 23:58:00,-0.000000000,-0.000000000,-0.002516667,0.010066667,-0.003683333,0.006516667,-0.006983333,0.008250000
2014-06-21 23:57:00,-0.000000000,-0.000000000,0.000116667,0.009800000,-0.005616667,0.007683333,-0.010433333,0.011366667
2014-06-21 23:56:00,-0.000000000,-0.000000000,0.000133333,0.009833333,-0.005633333,0.007700000,-0.010433333,0.011383333
2014-06-21 23:55:00,-0.000000000,-0.000000000,0.000066667,0.009816667,-0.005583333,0.007683333,-0.010383333,0.011316667
2014-06-21 23:54:00,-0.000000000,-0.000000000,0.000083333,0.009783333,-0.005600000,0.007683333,-0.010383333,0.011316667
2014-06-21 23:53:00,-0.000000000,-0.000000000,-0.003783333,0.010116667,-0.002800000,0.006083333,-0.005250000,0.006700000
2014-06-21 23:52:00,-0.000000000,-0.000000000,-0.003766667,0.010216667,-0.002783333,0.006016667,-0.005333333,0.006766667
2014-06-21 23:51:00,-0.000000000,-0.000000000,-0.003566667,0.010166667,-0.002900000,0.006066667,-0.005600000,0.007000000
2014-06-21 23:50:00,-0.000000000,-0.000000000,-0.004133333,0.010033333,-0.002500000,0.006083333,-0.004883333,0.006300000
2014-06-21 23:49:00,-0.000000000,-0.000000000,-0.004216667,0.009983333,-0.002433333,0.006083333,-0.004800000,0.006200000
2014-06-21 23:48:00,-0.000000000,-0.000000000,-0.003833333,0.010066667,-0.002716667,0.006066667,-0.005250000,0.006633333
2014-06-21 23:47:00,-0.000000000,-0.000000000,-0.004066667,0.010216667,-0.002583333,0.005950000,-0.004916667,0.006416667
2014-06-21 23:46:00,-0.000000000,-0.000000000,-0.003683333,0.010216667,-0.002833333,0.006033333,-0.005433333,0.006833333
2014-06-21 23:45:00,-0.000000000,-0.000000000,-0.003633333,0.010116667,-0.002783333,0.006050000,-0.005550000,0.006950000
2014-06-21 23:44:00,-0.000000000,-0.000000000,-0.003716667,0.010100000,-0.002700000,0.006016667,-0.005450000,0.006850000
2014-06-21 23:43:00,-0.000000000,-0.000000000,-0.003700000,0.010083333,-0.002716667,0.006000000,-0.005500000,0.006866667
2014-06-21 23:42:00,-0.000000000,-0.000000000,-0.003850000,0.010116667,-0.002566667,0.005950000,-0.005300000,0.006716667
2014-06-21 23:41:00,-0.000000000,-0.000000000,-0.004200000,0.010200000,-0.002250000,0.005900000,-0.004933333,0.006400000
2014-06-21 23:40:00,-0.000000000,-0.000000000,-0.002733333,0.009916667,-0.003666667,0.006400000,-0.006566667,0.007783333
2014-06-21 23:39:00,-0.000000000,-0.000000000,-0.002650000,0.009883333,-0.003766667,0.006450000,-0.006666667,0.007883333
2014-06-21 23:38:00,-0.000000000,-0.000000000,-0.002666667,0.009866667,-0.003750000,0.006450000,-0.006666667,0.007850000
2014-06-21 23:37:00,-0.000000000,-0.000000000,-0.002650000,0.009866667,-0.003750000,0.006450000,-0.006650000,0.007850000
2014-06-21 23:36:00,-0.000000000,-0.000000000,-0.002650000,0.009866667,-0.003766667,0.006466667,-0.006650000,0.007833333
2014-06-21 23:35:00,-0.000000000,-0.000000000,-0.002650000,0.009883333,-0.003766667,0.006466667,-0.006650000,0.007850000
2014-06-21 23:34:00,-0.000000000,-0.000000000,-0.002666667,0.009866667,-0.003750000,0.006466667,-0.006650000,0.007866667
2014-06-21 23:33:00,-0.000000000,-0.000000000,-0.002633333,0.009816667,-0.003766667,0.006450000,-0.006650000,0.007850000
2014-06-21 23:32:00,-0.000000000,-0.000000000,-0.001866667,0.009800000,-0.004316667,0.006816667,-0.007633333,0.008766667
2014-06-21 23:31:00,-0.000000000,-0.000000000,0.000233333,0.009333333,-0.005916667,0.007966667,-0.010583333,0.011383333
2014-06-21 23:30:00,-0.000000000,-0.000000000,0.000200000,0.009300000,-0.005866667,0.007950000,-0.010550000,0.011350000
2014-06-21 23:29:00,-0.000000000,-0.000000000,0.000600000,0.009566667,-0.006166667,0.008083333,-0.011033333,0.011866667
2014-06-21 23:28:00,-0.000000000,-0.000000000,0.000833333,0.009700000,-0.006333333,0.008183333,-0.011300000,0.012166667
2014-06-21 23:27:00,-0.000000000,-0.000000000,0.000833333,0.009700000,-0.006366667,0.008200000,-0.011350000,0.012216667
2014-06-21 23:26:00,-0.000000000,-0.000000000,0.000850000,0.009716667,-0.006366667,0.008200000,-0.011366667,0.012250000
2014-06-21 23:25:00,-0.000000000,-0.000000000,0.000866667,0.009716667,-0.006366667,0.008200000,-0.011383333,0.012250000
2014-06-21 23:24:00,-0.000000000,-0.000000000,0.000850000,0.009716667,-0.006383333,0.008200000,-0.011350000,0.012233333
2014-06-21 23:23:00,-0.000000000,-0.000000000,0.000850000,0.009716667,-0.006366667,0.008200000,-0.011350000,0.012216667
2014-06-21 23:22:00,-0.000000000,-0.000000000,0.000833333,0.009700000,-0.006350000,0.008183333,-0.011350000,0.012216667
2014-06-21 23:21:00,-0.000000000,-0.000000000,0.000866667,0.009700000,-0.006383333,0.008200000,-0.011366667,0.012233333
2014-06-21 23:20:00,-0.000000000,-0.000000000,-0.001800000,0.009800000,-0.004416667,0.006900000,-0.007850000,0.008983333
2014-06-21 23:19:00,-0.000000000,-0.000000000,-0.003133333,0.009800000,-0.003416667,0.006316667,-0.005983333,0.007233333
2014-06-21 23:18:00,-0.000000000,-0.000000000,-0.003066667,0.009733333,-0.003433333,0.006300000,-0.006150000,0.007383333
2014-06-21 23:17:00,-0.000000000,-0.000000000,-0.002850000,0.009750000,-0.003600000,0.006400000,-0.006350000,0.007566667
2014-06-21 23:16:00,-0.000000000,-0.000000000,-0.002750000,0.009766667,-0.003666667,0.006400000,-0.006550000,0.007733333
2014-06-21 23:15:00,-0.000000000,-0.000000000,-0.002850000,0.009733333,-0.003583333,0.006366667,-0.006416667,0.007600000
2014-06-21 23:14:00,-0.000000000,-0.000000000,-0.002883333,0.009733333,-0.003566667,0.006366667,-0.006416667,0.007583333
2014-06-21 23:13:00,-0.000000000,-0.000000000,-0.002883333,0.009783333,-0.003583333,0.006383333,-0.006416667,0.007633333
2014-06-21 23:12:00,-0.000000000,-0.000000000,-0.003400000,0.009733333,-0.003233333,0.006333333,-0.005716667,0.006950000
2014-06-21 23:11:00,-0.000000000,-0.000000000,-0.003883333,0.009616667,-0.002816667,0.006283333,-0.005250000,0.006483333
2014-06-21 23:10:00,-0.000000000,-0.000000000,-0.003616667,0.009600000,-0.003016667,0.006300000,-0.005500000,0.006683333
2014-06-21 23:09:00,-0.000000000,-0.000000000,-0.002650000,0.009650000,-0.003683333,0.006433333,-0.006800000,0.007916667
2014-06-21 23:08:00,-0.000000000,-0.000000000,-0.002333333,0.009716667,-0.003916667,0.006533333,-0.007183333,0.008316667
2014-06-21 23:07:00,-0.000000000,-0.000000000,-0.002166667,0.009783333,-0.004033333,0.006600000,-0.007350000,0.008483333
2014-06-21 23:06:00,-0.000000000,-0.000000000,-0.000233333,0.009650000,-0.005466667,0.007566667,-0.009983333,0.010916667
2014-06-21 23:05:00,-0.000000000,-0.000000000,0.001100000,0.009666667,-0.006516667,0.008283333,-0.011833333,0.012650000
2014-06-21 23:04:00,-0.000000000,-0.000000000,0.001116667,0.009650000,-0.006483333,0.008250000,-0.011850000,0.012633333
2014-06-21 23:03:00,-0.000000000,-0.000000000,-0.001616667,0.009633333,-0.004500000,0.006966667,-0.008116667,0.009200000
2014-06-21 23:02:00,-0.000000000,-0.000000000,-0.002583333,0.009816667,-0.003783333,0.006483333,-0.006733333,0.007933333
2014-06-21 23:01:00,-0.000000000,-0.000000000,-0.002616667,0.009733333,-0.003783333,0.006466667,-0.006683333,0.007850000
2014-06-21 23:00:00,-0.000000000,-0.000000000,-0.003250000,0.009866667,-0.003133333,0.006266667,-0.005966667,0.007283333
2014-06-21 22:59:00,-0.000000000,-0.000000000,-0.003583333,0.009933333,-0.002833333,0.006150000,-0.005616667,0.007000000
2014-06-21 22:58:00,-0.000000000,-0.000000000,-0.003483333,0.010016667,-0.002916667,0.006166667,-0.005783333,0.007166667
2014-06-21 22:57:00,-0.000000000,-0.000000000,-0.003566667,0.010050000,-0.002833333,0.006150000,-0.005683333,0.007083333
2014-06-21 22:56:00,-0.000000000,-0.000000000,-0.003766667,0.010033333,-0.002700000,0.006133333,-0.005450000,0.006850000
2014-06-21 22:55:00,-0.000000000,-0.000000000,-0.004250000,0.009900000,-0.002350000,0.006216667,-0.004850000,0.006300000
2014-06-21 22:54:00,-0.000000000,-0.000000000,-0.004250000,0.009916667,-0.002333333,0.006216667,-0.004883333,0.006300000
2014-06-21 22:53:00,-0.000000000,-0.000000000,-0.003733333,0.010050000,-0.002750000,0.006133333,-0.005483333,0.006900000
2014-06-21 22:52:00,-0.000000000,-0.000000000,-0.003583333,0.010150000,-0.002883333,0.006100000,-0.005616667,0.007016667
2014-06-21 22:51:00,-0.000000000,-0.000000000,-0.003550000,0.010150000,-0.002933333,0.006116667,-0.005650000,0.007050000
2014-06-21 22:50:00,-0.000000000,-0.000000000,-0.003533333,0.010133333,-0.002950000,0.006116667,-0.005666667,0.007066667
2014-06-21 22:49:00,-0.000000000,-0.000000000,-0.003600000,0.010166667,-0.002866667,0.006133333,-0.005600000,0.007000000
2014-06-21 22:48:00,-0.000000000,-0.000000000,-0.003583333,0.010166667,-0.002883333,0.006116667,-0.005616667,0.007033333
2014-06-21 22:47:00,-0.000000000,-0.000000000,-0.003583333,0.010150000,-0.002900000,0.006116667,-0.005600000,0.007000000
2014-06-21 22:46:00,-0.000000000,-0.000000000,-0.003533333,0.010100000,-0.002966667,0.006116667,-0.005666667,0.007050000
2014-06-21 22:45:00,-0.000000000,-0.000000000,-0.003566667,0.010116667,-0.002900000,0.006100000,-0.005600000,0.007000000
2014-06-21 22:44:00,-0.000000000,-0.000000000,-0.003600000,0.010133333,-0.002883333,0.006083333,-0.005600000,0.007000000
2014-06-21 22:43:00,-0.000000000,-0.000000000,-0.003616667,0.010150000,-0.002866667,0.006083333,-0.005566667,0.006983333
2014-06-21 22:42:00,-0.000000000,-0.000000000,-0.003633333,0.010166667,-0.002866667,0.006066667,-0.005566667,0.006966667
2014-06-21 22:41:00,-0.000000000,-0.000000000,-0.003833333,0.010116667,-0.002683333,0.006050000,-0.005300000,0.006733333
2014-06-21 22:40:00,-0.000000000,-0.000000000,-0.004516667,0.010016667,-0.002116667,0.006000000,-0.004466667,0.005966667
2014-06-21 22:39:00,-0.000000000,-0.000000000,-0.004016667,0.009866667,-0.002600000,0.006150000,-0.005050000,0.006383333
