Day,Time,'25:CounterOutlets2* [kVA]','24:CounterOutlets1* [kVA]','26:KitchenOutlets* [kVA]','use [kW]_y','01:Grid* [kVA]','02:Dryer* [kVA]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','12:FurnaceHRV* [kVA]','13:CellarOutlets* [kVA]','14:WashingMachine* [kVA]','15:FridgeRange* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','23:DuctHeaterHRV* [kVA]'
0,235900,0.012667,0.00825,0.012083,2.532717,2.888517,0.01325,0.060333,0.084367,0.001617,0.00415,0.00885,0.0142,0.01765,0.001333,0.003967,0.731683,0.014317,0.0131,0.1903,1.54655,0.002783,0.007617,0.022117,0.010217,0.06645,0.043967,0.094817
0,235800,0.012617,0.008183,0.012067,2.523567,2.877617,0.013467,0.060267,0.08505,0.0016,0.004117,0.008833,0.01415,0.017467,0.001317,0.00395,0.72945,0.075783,0.01335,0.190983,1.54225,0.002817,0.007617,0.022167,0.010317,0.066633,0.043817,0.106867
0,235700,0.012583,0.008183,0.012017,2.525833,2.883117,0.01395,0.060933,0.087217,0.0016,0.003967,0.00885,0.014167,0.0172,0.001333,0.003933,0.879183,0.128583,0.013383,0.191267,1.544383,0.0028,0.007633,0.02215,0.010283,0.066583,0.04385,0.120733
0,235600,0.0126,0.00815,0.011983,2.696083,3.066083,0.014017,0.061167,0.087683,0.001617,0.00395,0.00895,0.014133,0.0172,0.001333,0.003983,0.899333,0.128717,0.01335,0.191967,1.545283,0.002783,0.0076,0.022117,0.010283,0.066533,0.043883,0.122383
0,235500,0.012617,0.008133,0.011967,2.792267,3.1651,0.014033,0.061083,0.0876,0.001617,0.003917,0.009017,0.014083,0.017233,0.00125,0.003983,0.899233,0.128867,0.013367,0.193867,1.546067,0.0028,0.007617,0.022117,0.0103,0.066517,0.0439,0.126883
0,235400,0.0126,0.00815,0.011983,2.798133,3.171933,0.014067,0.061,0.0874,0.001617,0.0039,0.009033,0.014083,0.017267,0.00125,0.004,0.9001,0.1291,0.01335,0.196567,1.547333,0.002783,0.007617,0.022117,0.0103,0.0665,0.04395,0.122933
0,235300,0.01265,0.00815,0.011983,2.79935,3.172367,0.014,0.061217,0.08755,0.0016,0.003917,0.009033,0.014083,0.017283,0.00125,0.004,0.90175,0.129317,0.0133,0.197633,1.549517,0.002783,0.007617,0.022133,0.010283,0.066467,0.04405,0.12225
0,235200,0.01265,0.008167,0.012,2.810733,3.18545,0.014,0.061017,0.086933,0.0016,0.00395,0.00905,0.0141,0.017317,0.001267,0.003983,0.90495,0.129617,0.013267,0.197783,1.552933,0.002767,0.007633,0.022167,0.010267,0.0665,0.044133,0.106283
0,235100,0.012717,0.008183,0.012067,2.810433,3.184867,0.013967,0.060833,0.0869,0.001617,0.003933,0.009033,0.014083,0.017317,0.00125,0.004017,0.9123,0.1301,0.0132,0.198683,1.559783,0.002783,0.007667,0.022267,0.0103,0.066667,0.044333,0.11975
0,235000,0.012767,0.008033,0.01175,2.826433,3.20565,0.013933,0.060883,0.0864,0.0016,0.003983,0.00905,0.01415,0.01735,0.00125,0.004,0.911067,0.13115,0.0132,0.202267,0.669217,0.003583,0.0079,0.021867,0.010633,0.066267,0.044917,0.113317
0,234900,0.013,0.006317,0.007367,2.619683,2.980767,0.0141,0.060817,0.08615,0.001617,0.003933,0.0091,0.014133,0.017367,0.001267,0.004017,0.744217,0.13185,0.013117,0.204733,0.02895,0.004183,0.008083,0.0216,0.010867,0.0661,0.04535,0.117767
0,234800,0.013033,0.006317,0.007283,1.267533,1.50745,0.014667,0.061217,0.085633,0.001617,0.003733,0.00925,0.014,0.017417,0.001283,0.004033,0.734617,0.131867,0.013117,0.204183,0.117533,0.004067,0.00805,0.02165,0.01085,0.066217,0.04525,0.12295
0,234700,0.012983,0.00635,0.00735,1.145183,1.382717,0.0145,0.06115,0.085717,0.001633,0.003817,0.009167,0.014017,0.0174,0.001333,0.004017,0.735433,0.132083,0.013067,0.204183,0.12525,0.004067,0.008067,0.02165,0.010833,0.066167,0.0453,0.12175
0,234600,0.013,0.0064,0.007733,1.158667,1.392917,0.014467,0.061233,0.0857,0.001633,0.003833,0.00915,0.014033,0.01745,0.001333,0.004033,0.73485,0.131983,0.013117,0.203783,0.197283,0.004,0.008017,0.0217,0.0108,0.066117,0.045167,0.118717
0,234500,0.012967,0.0064,0.00775,1.2832,1.53175,0.014367,0.06105,0.0859,0.001617,0.00385,0.00915,0.014033,0.01745,0.00135,0.004017,0.733683,0.131967,0.013067,0.204,0.197067,0.003983,0.008017,0.02165,0.0108,0.066133,0.045117,0.11125
0,234400,0.01295,0.0064,0.007733,1.282233,1.53015,0.014367,0.061183,0.085783,0.001633,0.003867,0.009117,0.014017,0.017467,0.001333,0.004017,0.731683,0.131917,0.013133,0.204,0.196867,0.004,0.008017,0.021617,0.010783,0.066083,0.045033,0.11425
0,234300,0.01295,0.0064,0.007717,1.279617,1.525933,0.014333,0.061183,0.08575,0.001617,0.00385,0.009133,0.014,0.017467,0.00135,0.004,0.730467,0.131967,0.013167,0.2039,0.186917,0.003983,0.008,0.021617,0.0108,0.066133,0.045,0.104483
0,234200,0.0129,0.006367,0.007433,1.2771,1.521533,0.0144,0.061383,0.08605,0.001633,0.00385,0.009117,0.014,0.017433,0.001333,0.004017,0.729367,0.132333,0.0131,0.204467,0.028633,0.004133,0.00805,0.0215,0.010833,0.065967,0.045067,0.094633
0,234100,0.012967,0.006333,0.00725,1.168367,1.398133,0.014467,0.061233,0.086083,0.001617,0.003833,0.009133,0.013983,0.01745,0.001333,0.004017,0.731833,0.1326,0.013083,0.204267,0.110033,0.00405,0.008033,0.021583,0.0108,0.066,0.045083,0.00975
0,234000,0.01295,0.006367,0.007383,1.11905,1.344367,0.0144,0.061617,0.085733,0.001633,0.003833,0.009133,0.01395,0.017467,0.001317,0.004017,0.732483,0.132817,0.01305,0.203567,0.120683,0.004067,0.008017,0.0216,0.02475,0.066017,0.045083,0.009767
0,233900,0.0129,0.00645,0.007783,1.131633,1.349633,0.014367,0.061267,0.085583,0.001633,0.003817,0.00915,0.013983,0.0175,0.001333,0.004017,0.729967,0.1327,0.0131,0.2068,0.198883,0.003967,0.007983,0.021633,0.033533,0.066017,0.044917,0.009733
0,233800,0.012883,0.006433,0.007783,1.2756,1.5074,0.014267,0.06125,0.0857,0.001617,0.003267,0.0091,0.014,0.017483,0.00135,0.004017,0.73345,0.132817,0.0131,0.107267,0.19905,0.003917,0.00785,0.0215,0.033933,0.0659,0.045067,0.1818
0,233700,0.013083,0.006133,0.007033,1.283067,1.517533,0.014333,0.06135,0.085883,0.001633,0.002717,0.0091,0.01395,0.017483,0.001333,0.004017,0.757217,0.13325,0.0131,0.008933,0.1995,0.003833,0.007683,0.02135,0.03425,0.065767,0.045433,0.665833
0,233600,0.013133,0.006033,0.006717,1.562617,1.845683,0.014533,0.06155,0.085733,0.001617,0.002717,0.009167,0.0139,0.017433,0.001317,0.004017,0.761417,0.1328,0.013133,0.007767,0.920267,0.003233,0.007517,0.021683,0.033883,0.06605,0.044967,0.661867
0,233500,0.012667,0.007467,0.01085,1.728717,2.032367,0.014567,0.06165,0.0857,0.001633,0.003017,0.009167,0.013867,0.01745,0.001283,0.004017,0.764633,0.13225,0.013167,0.006867,1.5604,0.002683,0.00735,0.022083,0.068317,0.06655,0.044567,0.662167
0,233400,0.01265,0.00755,0.011083,3.0578,3.4942,0.0139,0.061183,0.08635,0.001617,0.003283,0.008933,0.01405,0.017367,0.00135,0.003983,0.763317,0.132583,0.013167,0.006917,1.5607,0.002683,0.007367,0.02195,0.0188,0.0666,0.0446,0.671183
0,233300,0.012667,0.007483,0.0109,3.067083,3.505183,0.013883,0.0612,0.0866,0.001617,0.0033,0.008933,0.014067,0.017383,0.001367,0.003983,0.760117,0.133433,0.01315,0.007983,0.9114,0.00325,0.007533,0.021617,0.010633,0.065,0.045017,0.678317
0,233200,0.0131,0.006117,0.00675,3.056283,3.494617,0.0139,0.0758,0.0866,0.001617,0.003283,0.008967,0.014033,0.01735,0.00135,0.004,0.75635,0.134433,0.013167,0.00925,0.030433,0.003967,0.02245,0.02125,0.010967,0.054967,0.045567,0.663717
0,233100,0.013233,0.005917,0.006217,1.61145,1.926367,0.0147,0.09415,0.086183,0.001633,0.002983,0.009233,0.013883,0.017383,0.0013,0.004017,0.753533,0.134633,0.013167,0.009383,0.031983,0.004033,0.020867,0.02125,0.010983,0.053167,0.045567,0.67895
0,233000,0.013183,0.005917,0.006067,1.5315,1.823383,0.014767,0.078483,0.094017,0.001617,0.00295,0.0093,0.026883,0.017517,0.001267,0.004033,0.753567,0.135017,0.013167,0.009333,0.031933,0.003983,0.007733,0.021217,0.01095,0.053167,0.04555,0.684383
0,232900,0.01315,0.005917,0.006233,1.555717,1.849883,0.014833,0.059917,0.10825,0.001633,0.0029,0.009317,0.053833,0.017467,0.001283,0.004033,0.752267,0.134967,0.013217,0.054483,0.0318,0.003917,0.21755,0.021217,0.010883,0.053317,0.045333,0.6707
0,232800,0.013033,0.006,0.0067,1.724733,2.027,0.0148,0.060017,0.194017,0.001617,0.003,0.0091,0.013883,0.017483,0.001267,0.004017,0.7503,0.135167,0.01325,0.009117,0.031717,0.00385,0.25965,0.021167,0.010867,0.05335,0.045183,0.6662
0,232700,0.013033,0.006,0.006683,1.897583,2.206433,0.014767,0.060167,0.2574,0.001633,0.00305,0.008983,0.013883,0.017467,0.001267,0.004017,0.75125,0.135733,0.013283,0.023917,0.03175,0.003883,0.259883,0.0212,0.0109,0.053483,0.04525,0.6772
0,232600,0.01315,0.005917,0.00655,1.931233,2.241217,0.014767,0.060283,0.25795,0.00165,0.003067,0.009017,0.013883,0.017517,0.001267,0.004,0.751533,0.13975,0.013283,0.009133,0.03195,0.003917,0.199233,0.021217,0.0109,0.053383,0.045367,0.679683
0,232500,0.0133,0.005817,0.006333,1.863183,2.170567,0.0147,0.060317,0.2597,0.001633,0.00305,0.009017,0.0139,0.017567,0.00125,0.004017,0.752033,0.14555,0.013267,0.009233,0.031967,0.003933,0.1951,0.0212,0.0109,0.053417,0.045367,0.673517
0,232400,0.013317,0.005817,0.006333,1.773967,2.075833,0.014567,0.060117,0.242533,0.001633,0.003017,0.009033,0.01385,0.017633,0.00125,0.004017,0.7519,0.048383,0.0132,0.00925,0.032067,0.003933,0.1954,0.021183,0.010883,0.053267,0.045533,0.665683
0,232300,0.013333,0.005833,0.00635,1.751067,2.0588,0.014467,0.0599,0.255467,0.00165,0.002983,0.009033,0.01385,0.01765,0.001267,0.004017,0.750333,0.01465,0.01325,0.00925,0.032017,0.003933,0.195217,0.02115,0.0109,0.053317,0.045483,0.678767
0,232200,0.013333,0.0058,0.0063,1.673833,1.9777,0.014567,0.059833,0.250083,0.001633,0.00305,0.009017,0.01385,0.017617,0.0012,0.004,0.74995,0.01465,0.013267,0.009183,0.031983,0.003917,0.195117,0.021167,0.010917,0.053333,0.045417,0.698667
0,232100,0.0133,0.005767,0.00625,1.685283,1.986667,0.0146,0.059883,0.251317,0.001633,0.0029,0.00905,0.01385,0.017617,0.001217,0.004,0.749767,0.01465,0.0133,0.009217,0.031967,0.003917,0.195017,0.021167,0.010917,0.052767,0.0454,0.67965
0,232000,0.0133,0.005783,0.0063,1.687683,1.990333,0.014667,0.06015,0.250333,0.001617,0.002917,0.009033,0.01385,0.0176,0.0012,0.003983,0.749433,0.014633,0.0133,0.009283,0.031967,0.003917,0.195117,0.021167,0.010933,0.052133,0.04545,0.713917
0,231900,0.0133,0.00575,0.0062,1.693567,1.995533,0.0146,0.060017,0.257167,0.001633,0.002917,0.00905,0.013867,0.017583,0.0012,0.004,0.747,0.014633,0.013317,0.009233,0.031933,0.0039,0.19485,0.021133,0.010933,0.052117,0.045383,0.718583
0,231800,0.0133,0.005733,0.006167,1.710383,2.014417,0.014633,0.060133,0.250917,0.001633,0.002917,0.00905,0.013867,0.017567,0.0012,0.003983,0.743933,0.014633,0.013317,0.009317,0.031883,0.0039,0.1947,0.021133,0.010967,0.052267,0.045367,0.748917
0,231700,0.013333,0.00565,0.00595,1.750017,2.056383,0.0146,0.060333,0.256567,0.001617,0.002933,0.00905,0.013833,0.0176,0.0012,0.004,0.744417,0.01465,0.013267,0.00945,0.031967,0.003883,0.19495,0.021083,0.01095,0.0523,0.04555,0.790183
0,231600,0.01325,0.005867,0.006517,1.818533,2.122333,0.014633,0.060383,0.24075,0.001633,0.002867,0.00915,0.041883,0.017633,0.001217,0.003983,0.713617,0.0146,0.013317,0.0084,0.03185,0.003983,0.1952,0.021367,0.010817,0.05285,0.0449,0.10875
0,231500,0.0131,0.00615,0.00735,1.5349,1.782133,0.0145,0.060083,0.24805,0.001633,0.0029,0.009117,0.050417,0.017567,0.001233,0.004,0.707133,0.014567,0.013317,0.008467,0.031817,0.004033,0.195017,0.021383,0.010833,0.052983,0.044833,0.106433
0,231400,0.013067,0.006167,0.007367,1.2156,1.436317,0.014367,0.06015,0.2619,0.001617,0.002867,0.00915,0.077667,0.01755,0.00125,0.003983,0.703533,0.0146,0.013267,0.0084,0.03185,0.003983,0.195283,0.021383,0.010817,0.052883,0.0449,0.093217
0,231300,0.013067,0.006183,0.0074,1.14155,1.362733,0.014333,0.05995,0.2646,0.001633,0.003033,0.008933,0.013983,0.017583,0.001267,0.003983,0.697283,0.014567,0.0133,0.008383,0.031833,0.004,0.195233,0.0214,0.010817,0.0529,0.0449,0.094533
0,231200,0.013067,0.006183,0.007367,1.134633,1.35975,0.014267,0.059867,0.263917,0.001633,0.003017,0.0089,0.013983,0.01755,0.001267,0.003983,0.69225,0.014583,0.013267,0.008317,0.03185,0.004,0.195283,0.0214,0.010817,0.05285,0.0449,0.119617
0,231100,0.013083,0.0062,0.0074,1.120533,1.34795,0.0143,0.0599,0.259667,0.001633,0.00305,0.008883,0.014017,0.017567,0.001283,0.004,0.351267,0.014567,0.013383,0.009067,0.03185,0.004033,0.195267,0.021517,0.010833,0.0532,0.044917,0.104233
0,231000,0.01315,0.006217,0.007633,1.073567,1.298767,0.014233,0.06015,0.268083,0.001633,0.003067,0.008867,0.014017,0.017567,0.001333,0.003967,0.1101,0.014533,0.01345,0.008167,0.031833,0.004033,0.19505,0.021567,0.010817,0.053317,0.044867,0.104583
0,230900,0.01315,0.0062,0.007633,0.69765,0.837183,0.014433,0.059767,0.267933,0.00165,0.003233,0.0091,0.013933,0.017533,0.001683,0.003983,0.11035,0.014567,0.013417,0.008167,0.031883,0.00405,0.19525,0.02155,0.010817,0.053267,0.044917,0.101667
0,230800,0.01315,0.006217,0.007633,0.695317,0.834283,0.014433,0.0597,0.265833,0.001667,0.003233,0.009117,0.013917,0.017533,0.0017,0.003967,0.068,0.014533,0.01335,0.008167,0.031867,0.00405,0.1954,0.021583,0.010783,0.0532,0.0449,0.084067
0,230700,0.013133,0.006233,0.007683,0.66915,0.80435,0.014367,0.059583,0.248217,0.001667,0.003383,0.009117,0.013933,0.017517,0.0017,0.003967,0.037267,0.014517,0.013283,0.008133,0.031867,0.00405,0.195467,0.021567,0.010783,0.053133,0.044917,0.090517
0,230600,0.013133,0.006267,0.007683,0.599133,0.733933,0.014133,0.059233,0.2473,0.001667,0.003317,0.009033,0.01395,0.017483,0.00175,0.003967,0.037367,0.014533,0.013267,0.118933,0.031867,0.004067,0.195283,0.0216,0.010767,0.053067,0.044917,0.081033
0,230500,0.013083,0.006283,0.007683,0.610867,0.742533,0.014067,0.05905,0.25285,0.001667,0.003317,0.009017,0.013933,0.017517,0.001767,0.003967,0.037433,0.014517,0.01325,0.1984,0.031817,0.004117,0.19175,0.021617,0.0108,0.053133,0.044917,0.083317
0,230400,0.013017,0.006317,0.007567,0.71785,0.877733,0.014,0.05925,0.253817,0.00165,0.003317,0.009017,0.01395,0.017533,0.00175,0.003967,0.037633,0.014533,0.013217,0.198917,0.0318,0.0042,0.008067,0.021617,0.010817,0.052983,0.045033,0.095933
0,230300,0.012917,0.00635,0.0074,0.631267,0.771133,0.014033,0.05915,0.2354,0.00165,0.003333,0.009033,0.01395,0.017467,0.00175,0.003967,0.037367,0.014533,0.013217,0.196517,0.031767,0.00415,0.00805,0.021567,0.0108,0.05295,0.045,0.10345
0,230200,0.012917,0.006367,0.007367,0.54065,0.659133,0.014133,0.05945,0.208567,0.00165,0.003333,0.009017,0.013933,0.01735,0.001767,0.003983,0.036983,0.014517,0.013217,0.1946,0.031733,0.004133,0.008033,0.0215,0.0108,0.052983,0.044933,0.107067
0,230100,0.0129,0.006383,0.007367,0.595667,0.7148,0.014133,0.06025,0.265017,0.001667,0.003333,0.00895,0.0139,0.017367,0.00175,0.003967,0.037167,0.014533,0.0132,0.19595,0.03175,0.004133,0.008033,0.021517,0.010783,0.052983,0.044983,0.105817
0,230000,0.012917,0.006383,0.007367,0.593533,0.711717,0.014083,0.05935,0.264767,0.00165,0.003333,0.008967,0.013883,0.017433,0.00175,0.003967,0.037133,0.014517,0.0132,0.194833,0.031733,0.00415,0.008033,0.021533,0.0108,0.052933,0.044983,0.09565
0,225900,0.012917,0.0064,0.007383,0.59425,0.712533,0.014083,0.05925,0.265033,0.001667,0.00335,0.00895,0.013867,0.017433,0.001733,0.003983,0.037217,0.014517,0.0132,0.195217,0.03175,0.004133,0.00805,0.021517,0.010783,0.052933,0.045,0.1008
0,225800,0.012933,0.006383,0.007367,0.5952,0.713767,0.014033,0.05925,0.265083,0.001667,0.00335,0.008967,0.013883,0.017433,0.00175,0.003967,0.0374,0.014533,0.013167,0.1965,0.031767,0.004133,0.0184,0.02155,0.010783,0.052883,0.045033,0.100167
0,225700,0.0129,0.0064,0.007433,0.59465,0.712433,0.014,0.059283,0.2651,0.00165,0.00335,0.008967,0.0139,0.01745,0.00175,0.003983,0.037083,0.0145,0.013217,0.197017,0.031683,0.004133,0.048417,0.021533,0.010783,0.053067,0.044917,0.086033
0,225600,0.01285,0.0064,0.007433,0.617417,0.735467,0.014033,0.059267,0.265133,0.001667,0.00335,0.008967,0.013917,0.017417,0.001767,0.003967,0.036933,0.014483,0.01325,0.199017,0.031617,0.004117,0.04845,0.0215,0.010783,0.053017,0.044867,0.087483
0,225500,0.012867,0.006417,0.007417,0.6259,0.740917,0.014117,0.05965,0.265617,0.001667,0.00335,0.008933,0.013883,0.01745,0.00175,0.003967,0.03715,0.046833,0.013267,0.2004,0.03165,0.004133,0.04095,0.021533,0.010783,0.053117,0.044867,0.09445
0,225400,0.012883,0.006383,0.007383,0.6316,0.75205,0.0141,0.059617,0.265317,0.001667,0.003333,0.00895,0.0139,0.01745,0.00175,0.003967,0.0377,0.129717,0.013283,0.200067,0.03165,0.004183,0.008033,0.021533,0.0108,0.053183,0.044833,0.089333
0,225300,0.0129,0.0064,0.007383,0.68985,0.815733,0.014167,0.0598,0.2599,0.00165,0.003567,0.008983,0.0139,0.017483,0.0018,0.003983,0.0376,0.129683,0.0133,0.199183,0.03165,0.004183,0.008033,0.021533,0.0108,0.053217,0.04485,0.0917
0,225200,0.012867,0.0064,0.007367,0.705583,0.835633,0.0141,0.05995,0.26405,0.001667,0.003433,0.009017,0.0139,0.017533,0.001833,0.003967,0.037433,0.12985,0.013333,0.197733,0.031633,0.004167,0.008033,0.021533,0.010817,0.0532,0.044817,0.08495
0,225100,0.012883,0.006367,0.007367,0.7067,0.835733,0.014233,0.059867,0.267033,0.00165,0.003417,0.009017,0.013883,0.017533,0.001817,0.003967,0.0376,0.1299,0.013283,0.196167,0.031667,0.004183,0.008033,0.021517,0.010783,0.05315,0.044817,0.086867
0,225000,0.012867,0.006383,0.00735,0.696017,0.822083,0.0142,0.059867,0.25895,0.00165,0.0034,0.009,0.0139,0.017483,0.001833,0.003967,0.03725,0.129467,0.0133,0.194917,0.031567,0.004167,0.008033,0.021483,0.010783,0.053183,0.044683,0.072767
0,224900,0.012817,0.006383,0.00735,0.689467,0.8156,0.0142,0.0599,0.2559,0.001667,0.003417,0.009017,0.013867,0.017517,0.001817,0.003967,0.037067,0.129683,0.013333,0.194667,0.031517,0.004183,0.008,0.0215,0.010783,0.05325,0.044617,0.08695
0,224800,0.012817,0.006383,0.00735,0.6851,0.813383,0.0142,0.060017,0.248483,0.001667,0.003417,0.009017,0.013883,0.017517,0.001817,0.00395,0.037167,0.129833,0.0133,0.19565,0.031517,0.004167,0.008017,0.021483,0.010783,0.053183,0.044633,0.073517
0,224700,0.012833,0.006383,0.007333,0.679617,0.805267,0.0142,0.060067,0.242433,0.00165,0.0034,0.009017,0.013883,0.0175,0.001833,0.003967,0.037,0.129883,0.013317,0.196533,0.031533,0.00415,0.008,0.021467,0.0108,0.053183,0.044633,0.0805
0,224600,0.012817,0.006383,0.007333,0.690883,0.817317,0.0142,0.059967,0.254267,0.00165,0.003417,0.009,0.01385,0.0175,0.001817,0.003967,0.0369,0.129967,0.0133,0.19735,0.031483,0.004167,0.008,0.02145,0.010767,0.0531,0.0446,0.078967
0,224500,0.0128,0.006383,0.007317,0.6957,0.8252,0.014233,0.060017,0.254967,0.001667,0.0034,0.009,0.013867,0.017467,0.001817,0.00395,0.036883,0.130067,0.013283,0.2,0.031467,0.00415,0.008,0.021433,0.010767,0.053083,0.044567,0.075767
0,224400,0.0128,0.006383,0.0073,0.689067,0.814067,0.0142,0.060067,0.248033,0.00165,0.003417,0.009017,0.013867,0.017483,0.001833,0.003967,0.036783,0.129883,0.013333,0.2011,0.031383,0.004167,0.007967,0.021417,0.010767,0.053167,0.04445,0.09055
0,224300,0.01275,0.00635,0.007317,0.70935,0.8386,0.014233,0.06015,0.263917,0.00165,0.003417,0.008983,0.013833,0.017467,0.001817,0.00395,0.036817,0.129967,0.013367,0.20105,0.03135,0.00415,0.007983,0.02145,0.01075,0.053233,0.044367,0.109
0,224200,0.012733,0.00635,0.0073,0.7098,0.842467,0.0144,0.0603,0.264667,0.00165,0.003383,0.008967,0.013833,0.01745,0.0018,0.00395,0.036833,0.130167,0.0134,0.2009,0.031317,0.004167,0.007983,0.02145,0.01075,0.053283,0.044333,0.042067
0,224100,0.012733,0.00635,0.007333,0.705317,0.834283,0.014433,0.060483,0.263933,0.001667,0.003383,0.008983,0.013833,0.017433,0.001817,0.00395,0.03715,0.130383,0.0134,0.201067,0.0314,0.004167,0.008,0.021517,0.010767,0.053333,0.04445,0.00965
0,224000,0.012783,0.006333,0.007367,0.693333,0.804967,0.014433,0.060433,0.266233,0.001667,0.003383,0.008983,0.013867,0.0174,0.001817,0.00395,0.0373,0.130633,0.013367,0.201133,0.031433,0.004183,0.008,0.02155,0.010767,0.0533,0.0445,0.009683
0,223900,0.012783,0.00635,0.00735,0.69275,0.8021,0.0144,0.060233,0.26605,0.001667,0.003383,0.008983,0.013883,0.017417,0.001817,0.00395,0.037367,0.13085,0.013367,0.201283,0.031433,0.004167,0.007983,0.021583,0.010767,0.053333,0.044483,0.009683
0,223800,0.012767,0.00635,0.007367,0.693067,0.802383,0.014367,0.060317,0.266217,0.00165,0.00355,0.008983,0.013867,0.01745,0.001817,0.003967,0.0374,0.1309,0.01335,0.201367,0.031383,0.004167,0.007983,0.021567,0.01075,0.053233,0.044417,0.009683
0,223700,0.01275,0.006367,0.007333,0.69305,0.802083,0.014367,0.06025,0.26625,0.001667,0.003383,0.008967,0.013867,0.017417,0.001817,0.00395,0.037167,0.130783,0.01335,0.2011,0.031317,0.00415,0.007967,0.0215,0.01075,0.053233,0.044317,0.009583
0,223600,0.012783,0.006267,0.007,0.691683,0.8008,0.014333,0.060367,0.265017,0.001667,0.003383,0.008967,0.013833,0.01745,0.001833,0.00395,0.06225,0.131283,0.013317,0.2019,0.031417,0.004067,0.0079,0.02135,0.010833,0.05275,0.0448,0.5805
0,223500,0.012967,0.005967,0.0063,0.881833,1.042217,0.014367,0.0602,0.266533,0.00165,0.003383,0.008983,0.0138,0.01745,0.0018,0.00395,0.069067,0.131683,0.013317,0.202367,0.031483,0.004067,0.0079,0.021367,0.01085,0.05275,0.044967,0.666017
0,223400,0.013,0.005967,0.0063,1.221233,1.47955,0.0145,0.06025,0.2663,0.001667,0.003317,0.009,0.01375,0.017433,0.001783,0.003967,0.069167,0.131867,0.01335,0.202617,0.031533,0.004083,0.007917,0.021383,0.010883,0.05285,0.045017,0.694283
0,223300,0.012983,0.006,0.0063,1.21925,1.468817,0.014433,0.060233,0.26575,0.00165,0.003317,0.009,0.01375,0.017433,0.001783,0.00395,0.069283,0.132117,0.0134,0.202483,0.031533,0.0041,0.007933,0.021417,0.0109,0.05305,0.045,0.6578
0,223200,0.013,0.006,0.006317,1.20485,1.4557,0.014533,0.060767,0.258983,0.00165,0.003333,0.00905,0.013817,0.017517,0.001783,0.003967,0.069233,0.132117,0.013367,0.2021,0.03155,0.004083,0.007933,0.021383,0.0109,0.052917,0.045017,0.667283
0,223100,0.013,0.006017,0.006333,1.218667,1.465083,0.0144,0.06065,0.26525,0.00165,0.003367,0.009067,0.013817,0.01755,0.001783,0.003967,0.069283,0.13265,0.013283,0.2016,0.0316,0.004083,0.007917,0.021383,0.0109,0.05275,0.045133,0.66635
0,223000,0.013033,0.006017,0.0063,1.211117,1.466733,0.014333,0.06045,0.2668,0.001667,0.00335,0.009033,0.013817,0.017517,0.001783,0.003967,0.069317,0.132733,0.01325,0.192233,0.03165,0.00405,0.007867,0.02135,0.010867,0.052683,0.045183,0.682767
0,222900,0.013083,0.005983,0.006283,1.2262,1.483817,0.014267,0.060167,0.267133,0.00165,0.00335,0.009033,0.0138,0.017533,0.001783,0.003967,0.069233,0.133117,0.013217,0.009083,0.031683,0.003983,0.007717,0.021283,0.010883,0.052583,0.045217,0.66295
0,222800,0.0131,0.006,0.006283,1.172667,1.43415,0.014267,0.060267,0.2669,0.001667,0.00335,0.00905,0.013783,0.01755,0.001783,0.003967,0.06925,0.1333,0.013217,0.009133,0.031683,0.003983,0.007683,0.021283,0.010883,0.052567,0.04525,0.68415
0,222700,0.0131,0.005983,0.0063,1.117267,1.365733,0.014267,0.060267,0.268267,0.001667,0.00335,0.009017,0.013767,0.017567,0.001783,0.003967,0.0691,0.133517,0.01325,0.009083,0.031617,0.003983,0.0077,0.021267,0.010867,0.052567,0.045117,0.664867
0,222600,0.013067,0.005967,0.006267,1.106283,1.355133,0.014267,0.060333,0.257867,0.00165,0.00335,0.009033,0.01375,0.01755,0.001783,0.003967,0.06915,0.133617,0.013267,0.008967,0.031583,0.003983,0.007683,0.021283,0.010883,0.052633,0.045083,0.6744
0,222500,0.01305,0.006,0.006317,1.060283,1.310183,0.0143,0.06045,0.215783,0.00165,0.003333,0.009067,0.01375,0.01755,0.001783,0.003967,0.069233,0.134117,0.013233,0.009133,0.031617,0.003983,0.0077,0.021283,0.010883,0.052617,0.04515,0.685717
0,222400,0.013083,0.005967,0.006267,1.050733,1.301917,0.0143,0.060383,0.200433,0.001667,0.003417,0.009083,0.013767,0.01755,0.001783,0.00395,0.069233,0.134517,0.013233,0.009133,0.0316,0.004,0.0077,0.0213,0.010867,0.052633,0.0451,0.670367
0,222300,0.013067,0.006017,0.006333,1.110017,1.35835,0.014267,0.060417,0.26325,0.00165,0.003433,0.009017,0.013767,0.017583,0.001783,0.003983,0.069267,0.13475,0.01325,0.00915,0.031617,0.004,0.007683,0.0213,0.010883,0.052667,0.045133,0.682267
