Day,Time,'25:CounterOutlets2* [kVA]','24:CounterOutlets1* [kVA]','26:KitchenOutlets* [kVA]','use [kW]_y','01:Grid* [kVA]','02:Dryer* [kVA]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','12:FurnaceHRV* [kVA]','13:CellarOutlets* [kVA]','14:WashingMachine* [kVA]','15:FridgeRange* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','23:DuctHeaterHRV* [kVA]'
1,123400,0.012833,0.006633,0.006867,1.457017,1.761,0.014467,0.063717,0.173733,0.00165,0.003883,0.131083,0.01405,0.0188,0.0018,0.00395,0.068783,0.132383,0.012817,0.200933,0.03105,0.003983,0.25535,0.014017,0.0108,0.046267,0.044367,0.684783
1,123300,0.012817,0.006517,0.006833,1.453633,1.760917,0.014283,0.063583,0.17365,0.001633,0.0039,0.1309,0.014083,0.018833,0.001783,0.003933,0.06885,0.13275,0.012767,0.200667,0.031083,0.003983,0.255433,0.01395,0.01075,0.046167,0.044383,0.66535
1,123200,0.012833,0.006517,0.006867,1.453867,1.755533,0.013933,0.0619,0.171967,0.001633,0.003833,0.1307,0.013933,0.0185,0.0018,0.003933,0.06885,0.1331,0.012783,0.199667,0.031067,0.003967,0.25535,0.013883,0.01075,0.0462,0.044417,0.68725
1,123100,0.012817,0.00645,0.0068,1.428917,1.7348,0.013883,0.061583,0.138233,0.00165,0.004,0.13095,0.01395,0.018467,0.0018,0.003933,0.068867,0.133533,0.0128,0.19755,0.03105,0.003983,0.255333,0.01395,0.0108,0.046433,0.044367,0.668783
1,123000,0.012867,0.0065,0.006833,1.405117,1.702767,0.013917,0.061633,0.104483,0.001633,0.003783,0.130733,0.0139,0.018467,0.001783,0.003933,0.068817,0.133767,0.012817,0.008567,0.03115,0.003883,0.2561,0.013933,0.010833,0.046567,0.0444,0.683417
1,122900,0.012817,0.00645,0.006767,1.36045,1.655933,0.014083,0.062633,0.1056,0.00165,0.003817,0.1311,0.013933,0.018683,0.0018,0.00395,0.068833,0.13565,0.012783,0.012233,0.031117,0.0039,0.255983,0.013867,0.010783,0.0464,0.044367,0.660617
1,122800,0.012817,0.006433,0.006817,1.2998,1.587133,0.013933,0.06195,0.098283,0.00165,0.003783,0.13105,0.013833,0.018483,0.001783,0.003933,0.06895,0.141183,0.0128,0.10905,0.031117,0.00395,0.255617,0.01395,0.0108,0.046583,0.04435,0.685533
1,122700,0.01285,0.006483,0.0068,1.4107,1.703717,0.01395,0.062133,0.099183,0.001633,0.003817,0.130933,0.013867,0.018517,0.0018,0.003933,0.069283,0.088717,0.012833,0.1183,0.031283,0.00395,0.256733,0.01405,0.0109,0.0466,0.04465,0.726767
1,122600,0.012917,0.0064,0.006783,1.32155,1.609783,0.014,0.06275,0.09895,0.00165,0.003817,0.131383,0.01395,0.0187,0.0018,0.00395,0.069333,0.014333,0.012883,0.373667,0.031267,0.004067,0.255917,0.01415,0.010867,0.046133,0.044633,0.740667
1,122500,0.013017,0.006333,0.0067,1.5368,1.846467,0.014017,0.063167,0.099133,0.001633,0.003767,0.131583,0.014033,0.0188,0.001717,0.00395,0.069267,0.0144,0.012917,0.02495,0.03145,0.003933,0.257717,0.01395,0.010933,0.0465,0.044917,0.773367
1,122400,0.013033,0.006317,0.006417,1.483283,1.7754,0.014067,0.06255,0.101967,0.001667,0.003683,0.132,0.01405,0.0187,0.0017,0.00395,0.063617,0.014333,0.01295,0.199767,0.0313,0.004,0.256583,0.013983,0.010817,0.046833,0.044617,0.60985
1,122300,0.01285,0.006567,0.007517,1.417667,1.67625,0.014167,0.069183,0.09925,0.00165,0.00365,0.13215,0.013933,0.018617,0.0017,0.003967,0.0372,0.0143,0.012967,0.197067,0.031217,0.004083,0.2567,0.014117,0.010733,0.04715,0.044183,0.076267
1,122200,0.012817,0.006883,0.0079,1.154033,1.355233,0.01395,0.070067,0.0998,0.00165,0.003767,0.131183,0.014067,0.01855,0.001767,0.003933,0.037367,0.014333,0.012967,0.136033,0.031283,0.004083,0.257333,0.014117,0.01075,0.0471,0.044267,0.079033
1,122100,0.012817,0.00675,0.007933,0.6829,0.846667,0.013983,0.069883,0.0992,0.001667,0.003767,0.13185,0.0141,0.0186,0.00175,0.00395,0.0373,0.01425,0.013017,0.333433,0.0311,0.004133,0.25575,0.01415,0.010667,0.047333,0.04405,0.092433
1,122000,0.012767,0.006783,0.0079,1.006017,1.196517,0.013933,0.0713,0.099733,0.00165,0.003783,0.131233,0.014117,0.018533,0.001767,0.003933,0.036917,0.0143,0.013067,0.00895,0.0312,0.004,0.257067,0.014017,0.010717,0.04735,0.044167,0.089967
1,121900,0.012767,0.00685,0.007867,0.815183,0.995367,0.01415,0.0717,0.102567,0.00165,0.003733,0.131217,0.014067,0.018367,0.001767,0.003933,0.036867,0.0143,0.012983,0.008917,0.0312,0.004,0.257017,0.014033,0.010717,0.047283,0.044167,0.09465
1,121800,0.012783,0.006883,0.00785,0.683067,0.848783,0.014133,0.071567,0.1,0.00165,0.003717,0.13135,0.01405,0.01835,0.001767,0.003933,0.0368,0.014283,0.012983,0.008917,0.031217,0.004017,0.257017,0.014017,0.010733,0.047133,0.04415,0.09285
1,121700,0.012783,0.006817,0.007883,0.682483,0.8521,0.014,0.072417,0.0995,0.00165,0.003933,0.131383,0.01405,0.018533,0.001767,0.00395,0.037167,0.014267,0.012967,0.340917,0.0311,0.004133,0.255717,0.014133,0.010667,0.047183,0.04405,0.095883
1,121600,0.012767,0.006667,0.007917,0.8365,1.017117,0.01395,0.072333,0.099183,0.001667,0.00375,0.131283,0.01405,0.018483,0.001767,0.003933,0.03695,0.014217,0.013,0.38645,0.031017,0.00415,0.25505,0.0141,0.010633,0.047167,0.043883,0.084567
1,121500,0.01275,0.0067,0.0079,1.060433,1.255433,0.013917,0.072533,0.099567,0.00165,0.003767,0.130867,0.01405,0.018417,0.001767,0.003933,0.036783,0.01425,0.01295,0.24355,0.031083,0.0041,0.255683,0.014133,0.0107,0.0472,0.044,0.080067
1,121400,0.012733,0.006767,0.007867,0.99635,1.185833,0.013967,0.073017,0.10215,0.00165,0.003767,0.130883,0.014067,0.018567,0.00175,0.003933,0.0365,0.014167,0.012817,0.381467,0.030867,0.004117,0.2542,0.014067,0.01055,0.04685,0.04375,0.082117
1,121300,0.012683,0.006683,0.007867,0.983867,1.17155,0.013833,0.072483,0.09875,0.00165,0.003783,0.130583,0.014033,0.018517,0.001767,0.003933,0.036433,0.01415,0.012833,0.381067,0.030867,0.004117,0.25405,0.014067,0.010533,0.046833,0.043733,0.092683
1,121200,0.0127,0.0067,0.007867,1.054717,1.250283,0.013733,0.071367,0.098067,0.001633,0.00375,0.13025,0.013967,0.0184,0.00175,0.003917,0.036683,0.0142,0.012833,0.381967,0.03095,0.004117,0.254517,0.014133,0.010583,0.04705,0.043817,0.0885
1,121100,0.0127,0.00675,0.007883,1.0545,1.2477,0.01375,0.071817,0.09865,0.00165,0.0038,0.130367,0.014033,0.018567,0.001767,0.003917,0.03655,0.014167,0.012883,0.381483,0.030883,0.004117,0.2542,0.01415,0.010583,0.04695,0.04375,0.1041
1,121000,0.012717,0.006733,0.007883,1.055283,1.251933,0.013767,0.072617,0.098917,0.001633,0.003817,0.1304,0.01405,0.01865,0.00175,0.003917,0.0365,0.014167,0.012883,0.381583,0.0309,0.0041,0.25425,0.014117,0.010567,0.046833,0.04375,0.09045
1,120900,0.0127,0.006717,0.007833,1.055783,1.252517,0.0138,0.067967,0.106967,0.00165,0.0038,0.130383,0.01405,0.018617,0.001767,0.003933,0.03645,0.01415,0.012917,0.402917,0.030867,0.004117,0.253933,0.0141,0.010583,0.0469,0.043683,0.07645
1,120800,0.012683,0.0067,0.007883,1.050833,1.24335,0.01385,0.06145,0.105833,0.00165,0.003767,0.130283,0.013967,0.0184,0.001767,0.003917,0.036383,0.014133,0.012933,0.42275,0.030817,0.004133,0.2537,0.01415,0.0106,0.047,0.043633,0.08345
1,120700,0.012633,0.006717,0.00785,1.09155,1.290733,0.013833,0.061983,0.106183,0.00165,0.003783,0.130117,0.014033,0.01855,0.00175,0.003917,0.036517,0.01415,0.012967,0.514133,0.030833,0.00415,0.25355,0.0141,0.010567,0.04695,0.043667,0.102867
1,120600,0.012667,0.006683,0.00785,1.123617,1.320683,0.01395,0.06155,0.106933,0.00165,0.003783,0.13,0.013967,0.018417,0.00175,0.003917,0.036267,0.014133,0.012917,0.51645,0.030817,0.00415,0.253317,0.014067,0.010533,0.0468,0.0436,0.106783
1,120500,0.012617,0.00665,0.007833,1.162483,1.370817,0.0139,0.061133,0.10645,0.00165,0.003783,0.130217,0.01395,0.0183,0.001767,0.003917,0.036433,0.0141,0.012967,0.520817,0.03075,0.004167,0.253017,0.014083,0.010533,0.046933,0.04355,0.099467
1,120400,0.0126,0.006683,0.00785,1.1651,1.373317,0.01395,0.0612,0.1095,0.00165,0.00375,0.129817,0.013917,0.018167,0.00175,0.003917,0.036417,0.0141,0.013,0.5215,0.030733,0.004183,0.252933,0.01405,0.010533,0.047083,0.043517,0.09795
1,120300,0.012583,0.006633,0.00785,1.167183,1.37285,0.014,0.061283,0.107383,0.001633,0.003767,0.12985,0.013917,0.018167,0.00175,0.0039,0.036433,0.0141,0.013017,0.521317,0.0307,0.0042,0.252783,0.014067,0.010533,0.047167,0.043483,0.082
1,120200,0.012583,0.00665,0.00785,1.167333,1.3713,0.014033,0.0625,0.108117,0.00165,0.003933,0.1297,0.0139,0.0181,0.001767,0.003917,0.0363,0.014117,0.012983,0.521417,0.030767,0.004183,0.253117,0.014033,0.01055,0.047017,0.043567,0.106
1,120100,0.012633,0.006667,0.00785,1.171,1.376017,0.014067,0.061217,0.113467,0.001633,0.003733,0.129783,0.013917,0.018067,0.00175,0.003917,0.03655,0.01415,0.013,0.520233,0.030833,0.0042,0.253517,0.014117,0.010567,0.0471,0.043667,0.10885
1,120000,0.01265,0.00665,0.00785,1.169867,1.378733,0.01395,0.061233,0.114483,0.00165,0.003767,0.130033,0.01395,0.0183,0.001767,0.003917,0.036317,0.014133,0.013,0.573383,0.030783,0.004233,0.253033,0.0141,0.010567,0.047117,0.0436,0.11285
1,115900,0.012617,0.006633,0.007867,1.211783,1.424667,0.01395,0.061283,0.114067,0.001633,0.003767,0.129967,0.01395,0.018333,0.001767,0.003917,0.036233,0.03265,0.013083,0.595333,0.030717,0.004233,0.252583,0.0142,0.0106,0.047267,0.043467,0.102617
1,115800,0.012583,0.006733,0.007883,1.207117,1.417667,0.013967,0.06175,0.10885,0.00165,0.003783,0.129833,0.013967,0.018433,0.00175,0.003917,0.0366,0.1276,0.013133,0.301683,0.030883,0.004117,0.254367,0.01415,0.010683,0.047533,0.043683,0.103483
1,115700,0.012633,0.006867,0.007833,1.216117,1.433967,0.014267,0.062983,0.111683,0.001633,0.003867,0.129683,0.014017,0.018617,0.001817,0.003917,0.036733,0.127883,0.01315,0.191233,0.03095,0.00405,0.2551,0.014067,0.010683,0.047467,0.043783,0.107167
1,115600,0.0126,0.006917,0.00785,0.891467,1.0842,0.0144,0.062467,0.116833,0.00165,0.00385,0.130333,0.01395,0.018417,0.001817,0.003917,0.036833,0.127867,0.013133,0.189883,0.030917,0.004033,0.254833,0.014117,0.0107,0.047483,0.043733,0.08155
1,115500,0.0126,0.006933,0.007867,0.887117,1.075883,0.0144,0.06275,0.117917,0.00165,0.003883,0.130233,0.014,0.01855,0.001817,0.003933,0.0369,0.127917,0.01315,0.191183,0.030967,0.004067,0.25515,0.014117,0.010717,0.047517,0.0438,0.096083
1,115400,0.012617,0.006933,0.007867,0.889833,1.0774,0.014367,0.06305,0.11785,0.00165,0.003883,0.130233,0.014,0.018617,0.001833,0.003917,0.037117,0.1281,0.013133,0.190883,0.030983,0.004033,0.255283,0.014133,0.0107,0.047533,0.043833,0.086167
1,115300,0.012617,0.006933,0.007883,0.882733,1.069617,0.014367,0.063033,0.111617,0.00165,0.003867,0.130367,0.014,0.018567,0.001817,0.003933,0.037133,0.128217,0.013133,0.191,0.031017,0.00405,0.255417,0.014133,0.010717,0.047483,0.043883,0.079517
1,115200,0.012617,0.006917,0.007883,0.888133,1.0754,0.014367,0.062883,0.111317,0.001633,0.003883,0.1304,0.014017,0.018583,0.001833,0.003933,0.037233,0.128367,0.013267,0.192533,0.031017,0.004067,0.2555,0.01415,0.01075,0.0478,0.043867,0.077617
1,115100,0.0126,0.0069,0.007917,0.885717,1.0699,0.014533,0.062767,0.111717,0.001667,0.003867,0.130483,0.014,0.018517,0.001817,0.003933,0.03725,0.128383,0.01325,0.194083,0.031017,0.00405,0.255383,0.014167,0.01075,0.047783,0.043867,0.0829
1,115000,0.012633,0.007,0.0079,0.88705,1.073333,0.014733,0.06325,0.1134,0.00165,0.00385,0.1306,0.014067,0.01845,0.001833,0.003933,0.03715,0.128617,0.013317,0.196133,0.031,0.004067,0.25535,0.01435,0.010867,0.048133,0.043817,0.081733
1,114900,0.0126,0.007067,0.00795,0.889583,1.0767,0.0147,0.064517,0.116383,0.00165,0.00395,0.130333,0.014133,0.0189,0.001833,0.003933,0.038,0.12885,0.013367,0.197017,0.031133,0.004067,0.256133,0.0144,0.010883,0.048267,0.043983,0.048033
1,114800,0.012717,0.007067,0.007983,0.891417,1.078633,0.014767,0.06495,0.1151,0.00165,0.00415,0.130583,0.01415,0.01895,0.001833,0.003933,0.0389,0.129417,0.0134,0.197533,0.0313,0.004117,0.257167,0.014483,0.010983,0.048433,0.0442,0.044717
1,114700,0.012783,0.0071,0.008067,0.893367,1.076783,0.014833,0.065383,0.115567,0.001667,0.003983,0.131233,0.014283,0.019067,0.001833,0.003933,0.039217,0.1297,0.013433,0.197567,0.031383,0.0041,0.25775,0.014517,0.010983,0.0485,0.044333,0.009883
1,114600,0.0128,0.007117,0.008083,0.905267,1.072433,0.014867,0.065667,0.121583,0.001667,0.00395,0.131667,0.042017,0.01915,0.001867,0.00395,0.03935,0.1299,0.013467,0.1959,0.031433,0.004117,0.257867,0.014567,0.011017,0.048633,0.04435,0.0099
1,114500,0.0128,0.007117,0.008067,0.907267,1.075333,0.014933,0.065917,0.12255,0.00165,0.00395,0.131817,0.0452,0.019217,0.00185,0.003967,0.03945,0.130017,0.01345,0.193483,0.03145,0.00415,0.258133,0.014583,0.011067,0.048667,0.0444,0.0099
1,114400,0.0128,0.0071,0.008083,0.944367,1.109867,0.014933,0.066283,0.1222,0.00165,0.003883,0.13205,0.0782,0.0192,0.00185,0.00395,0.0416,0.1301,0.013467,0.193767,0.03145,0.004117,0.25805,0.0145,0.011,0.0486,0.044433,0.086983
1,114300,0.0129,0.0069,0.007517,0.8988,1.063667,0.0149,0.065983,0.117017,0.001667,0.003933,0.131983,0.035583,0.0192,0.00185,0.00395,0.070233,0.130567,0.01345,0.1951,0.031533,0.004033,0.258083,0.0144,0.0111,0.0478,0.044883,0.688733
1,114200,0.01295,0.0067,0.007033,1.21665,1.4826,0.015033,0.066267,0.11845,0.001667,0.003933,0.1321,0.014317,0.019183,0.001833,0.003967,0.07015,0.13085,0.013433,0.195233,0.031533,0.004017,0.25805,0.014383,0.011083,0.04745,0.04485,0.6766
1,114100,0.01295,0.0067,0.007033,1.407117,1.708433,0.015033,0.066017,0.120383,0.001667,0.003917,0.132233,0.014283,0.019167,0.001817,0.003967,0.070167,0.131,0.0134,0.196633,0.031533,0.004033,0.2582,0.014383,0.011083,0.04745,0.044867,0.659533
1,114000,0.012967,0.006717,0.00705,1.375283,1.682833,0.015,0.065717,0.12135,0.001667,0.0039,0.1322,0.014267,0.0191,0.0018,0.00395,0.070267,0.1312,0.01335,0.198267,0.031533,0.004017,0.25815,0.014417,0.011083,0.047333,0.044867,0.679
1,113900,0.01295,0.00675,0.00705,1.398333,1.714083,0.014967,0.065683,0.119433,0.001667,0.003917,0.132267,0.0143,0.019133,0.0018,0.003967,0.070167,0.131367,0.013317,0.2007,0.031467,0.004033,0.257783,0.0144,0.011067,0.047217,0.044783,0.651867
1,113800,0.012933,0.006717,0.007033,1.387767,1.699933,0.014933,0.065917,0.108233,0.001667,0.003933,0.132183,0.014283,0.019267,0.001817,0.00395,0.07005,0.131567,0.013317,0.201317,0.0315,0.004033,0.257967,0.014417,0.011083,0.047217,0.044817,0.680283
1,113700,0.012933,0.006717,0.006983,1.4028,1.711733,0.0149,0.065683,0.108733,0.001667,0.003933,0.13215,0.01425,0.019217,0.0018,0.00395,0.06995,0.131633,0.01335,0.201133,0.031467,0.004,0.257633,0.014483,0.011083,0.047367,0.044783,0.667833
1,113600,0.012933,0.006783,0.007017,1.419817,1.723967,0.0149,0.066267,0.1097,0.00165,0.003933,0.132117,0.014283,0.0193,0.001817,0.003967,0.069867,0.13165,0.013433,0.201017,0.031367,0.004017,0.257167,0.014517,0.011117,0.04755,0.044633,0.66865
1,113500,0.0129,0.006767,0.007,1.3913,1.699067,0.0151,0.06665,0.111367,0.001667,0.003967,0.131933,0.014317,0.01945,0.0018,0.00395,0.06975,0.131933,0.013433,0.201033,0.031317,0.004,0.25685,0.0145,0.011083,0.0483,0.044583,0.672383
1,113400,0.012867,0.00675,0.007033,1.39735,1.7069,0.015133,0.066533,0.112467,0.001667,0.003967,0.1316,0.014267,0.0194,0.0018,0.003933,0.069883,0.1323,0.0134,0.201,0.031333,0.004017,0.256867,0.014483,0.011083,0.048617,0.044567,0.673267
1,113300,0.012867,0.006767,0.007,1.407383,1.71615,0.0151,0.066633,0.112617,0.001667,0.004133,0.131683,0.014283,0.019367,0.0018,0.00395,0.069817,0.13245,0.013383,0.20095,0.03135,0.004033,0.257017,0.014533,0.0111,0.048583,0.044617,0.67045
1,113200,0.0129,0.006767,0.00705,1.415233,1.726433,0.015067,0.066867,0.11365,0.00165,0.003967,0.131633,0.0143,0.019383,0.0018,0.00395,0.0699,0.132917,0.0134,0.201283,0.031433,0.004017,0.2575,0.014533,0.0111,0.048517,0.044717,0.654367
1,113100,0.012933,0.006767,0.007033,1.39045,1.705567,0.0151,0.0667,0.114033,0.001667,0.003967,0.1318,0.0143,0.019417,0.0018,0.00395,0.0703,0.133633,0.01335,0.202033,0.0315,0.004033,0.258017,0.014583,0.011167,0.048567,0.044883,0.696717
1,113000,0.012917,0.006767,0.00705,1.406517,1.71665,0.015067,0.066667,0.11495,0.001683,0.00395,0.132083,0.014333,0.019433,0.001817,0.00395,0.0701,0.1339,0.0134,0.202,0.031483,0.004033,0.257817,0.014583,0.01115,0.048583,0.0448,0.662367
1,112900,0.012917,0.00675,0.006983,1.41185,1.726183,0.015067,0.066967,0.115167,0.001667,0.003967,0.132267,0.01435,0.0195,0.0018,0.003967,0.069567,0.134083,0.013283,0.201467,0.031267,0.004,0.256667,0.014467,0.011067,0.048133,0.044567,0.672917
1,112800,0.012867,0.006683,0.006917,1.409517,1.718983,0.0151,0.066883,0.116017,0.001667,0.003967,0.131767,0.014283,0.019417,0.0018,0.00395,0.069517,0.1378,0.013283,0.201333,0.0312,0.003983,0.2564,0.014417,0.011033,0.048067,0.044517,0.691317
1,112700,0.012867,0.0067,0.006967,1.427,1.7346,0.014867,0.0659,0.115567,0.00165,0.003917,0.131367,0.0142,0.019167,0.0018,0.003933,0.0695,0.15165,0.01325,0.200867,0.031167,0.004,0.256133,0.014483,0.011033,0.0481,0.04445,0.6703
1,112600,0.012883,0.0067,0.006917,1.415517,1.725517,0.0149,0.066267,0.116417,0.001667,0.003933,0.131317,0.0142,0.019267,0.0018,0.00395,0.069083,0.014333,0.013233,0.2012,0.031267,0.003983,0.256817,0.014517,0.011083,0.0479,0.044633,0.7036
1,112500,0.012917,0.0067,0.00685,1.3748,1.68675,0.014867,0.06635,0.116733,0.001667,0.0039,0.13145,0.014233,0.0194,0.001767,0.00395,0.069183,0.01435,0.0132,0.2005,0.0313,0.003983,0.257,0.014517,0.0111,0.047483,0.044717,0.730483
1,112400,0.01295,0.0067,0.0068,1.341217,1.637583,0.0149,0.066917,0.117117,0.001667,0.003833,0.1318,0.014283,0.019467,0.0017,0.003933,0.06925,0.01435,0.013217,0.205317,0.0313,0.004,0.257017,0.014583,0.0111,0.0466,0.04475,0.743583
1,112300,0.01295,0.00665,0.00665,1.376333,1.665533,0.014867,0.0687,0.118583,0.001667,0.00385,0.131917,0.014283,0.019567,0.001717,0.00395,0.071233,0.014333,0.0131,0.0923,0.03125,0.0039,0.256483,0.014633,0.011183,0.046367,0.044783,0.85245
1,112200,0.012933,0.00685,0.006883,1.460033,1.747017,0.0148,0.075483,0.119117,0.00165,0.00385,0.131767,0.0143,0.01975,0.0017,0.00395,0.04135,0.0143,0.013167,0.007883,0.031167,0.003983,0.257067,0.014733,0.01115,0.047017,0.0442,0.106233
1,112100,0.012783,0.00725,0.007933,1.105833,1.319783,0.015067,0.07755,0.1214,0.001667,0.00395,0.131567,0.0145,0.020267,0.001717,0.003933,0.036883,0.014317,0.013217,0.00805,0.03125,0.004017,0.257433,0.0146,0.011167,0.0474,0.044283,0.0959
1,112000,0.0128,0.00725,0.007933,0.691617,0.877633,0.014967,0.077967,0.122517,0.00165,0.004017,0.131517,0.014583,0.0202,0.001767,0.00395,0.03685,0.014333,0.0132,0.007967,0.03125,0.004,0.257367,0.0146,0.01115,0.047517,0.044267,0.085133
1,111900,0.0128,0.00725,0.007933,0.69265,0.878283,0.015033,0.079617,0.124017,0.001667,0.004117,0.131533,0.014617,0.020267,0.00175,0.003933,0.036817,0.014317,0.013233,0.007967,0.03125,0.004,0.2573,0.014617,0.011167,0.04755,0.044267,0.099483
1,111800,0.012783,0.007267,0.007933,0.694383,0.8825,0.015033,0.079917,0.125083,0.001667,0.004117,0.131533,0.0146,0.020267,0.00175,0.00395,0.0366,0.0143,0.013217,0.00795,0.03115,0.003983,0.2568,0.014583,0.011133,0.047633,0.044133,0.08915
1,111700,0.01275,0.00725,0.007917,0.6921,0.878967,0.0151,0.08015,0.124367,0.00165,0.004033,0.131417,0.0146,0.0203,0.00175,0.003933,0.036433,0.014283,0.013233,0.00795,0.031117,0.003983,0.256583,0.0146,0.01115,0.0476,0.044083,0.10115
1,111600,0.01275,0.007267,0.0079,0.693867,0.8836,0.015033,0.08,0.125567,0.00165,0.004017,0.131133,0.01455,0.020233,0.001767,0.003933,0.036533,0.014317,0.01325,0.007867,0.031167,0.003983,0.256883,0.01465,0.0112,0.047583,0.044167,0.084083
1,111500,0.012767,0.0073,0.007917,0.69505,0.884183,0.015167,0.080717,0.1265,0.001667,0.004033,0.131217,0.014583,0.020317,0.00175,0.003933,0.036533,0.014283,0.013183,0.008017,0.03115,0.003983,0.256833,0.014667,0.011167,0.04755,0.044133,0.09545
1,111400,0.012767,0.007283,0.0079,0.692983,0.8807,0.015233,0.081567,0.127833,0.00165,0.004083,0.13125,0.014633,0.020433,0.00175,0.003933,0.036533,0.014283,0.013217,0.007833,0.03115,0.004,0.25685,0.0146,0.011133,0.047517,0.044117,0.087967
1,111300,0.01275,0.007267,0.007917,0.696133,0.885333,0.015,0.080867,0.128233,0.001667,0.004033,0.13125,0.014583,0.0203,0.00175,0.003933,0.036517,0.014267,0.0132,0.007817,0.031133,0.003967,0.25685,0.0146,0.011117,0.047517,0.044133,0.1042
1,111200,0.01275,0.007267,0.007917,0.699,0.8928,0.015,0.080417,0.12925,0.001667,0.004033,0.131267,0.014617,0.020283,0.001767,0.003933,0.036533,0.014283,0.013183,0.0077,0.031117,0.003967,0.256817,0.0146,0.0111,0.047433,0.0441,0.088533
1,111100,0.012767,0.007283,0.007917,0.695767,0.883383,0.014933,0.079567,0.132033,0.00165,0.004033,0.1312,0.014583,0.0202,0.00175,0.00395,0.036833,0.014317,0.0132,0.0079,0.031217,0.004,0.2574,0.01465,0.011167,0.047483,0.044217,0.10325
1,111000,0.012783,0.0073,0.00795,0.700633,0.891783,0.015033,0.080417,0.132983,0.001667,0.00405,0.131317,0.014633,0.02025,0.00175,0.003933,0.036833,0.014283,0.013183,0.007783,0.03125,0.003983,0.2576,0.014567,0.0111,0.04735,0.0442,0.098333
1,110900,0.012767,0.007267,0.007933,0.711583,0.905233,0.014967,0.075233,0.151083,0.001667,0.004067,0.131533,0.014633,0.02015,0.00175,0.003933,0.277967,0.014333,0.01315,0.007817,0.03125,0.003983,0.257617,0.014567,0.011067,0.0473,0.044183,0.100183
1,110800,0.01275,0.007233,0.0077,0.720667,0.910983,0.014733,0.068667,0.170567,0.001667,0.004067,0.13145,0.014583,0.019983,0.00175,0.00395,0.716217,0.014383,0.013133,0.00805,0.031267,0.003933,0.258,0.0146,0.011083,0.047317,0.044267,0.086783
1,110700,0.0128,0.007267,0.00765,1.19065,1.422183,0.0149,0.069133,0.1658,0.001633,0.003783,0.132683,0.014633,0.0201,0.0013,0.00395,0.7177,0.01445,0.0131,0.007983,0.031333,0.00395,0.2585,0.014533,0.01105,0.0471,0.0444,0.082
1,110600,0.012833,0.00725,0.0076,1.258467,1.490217,0.014867,0.06885,0.169667,0.00165,0.00375,0.13305,0.014667,0.020067,0.00125,0.003967,0.717433,0.01445,0.013167,0.008017,0.031417,0.003917,0.258833,0.014633,0.01115,0.0473,0.04445,0.107133
1,110500,0.012817,0.007283,0.00765,1.272967,1.51375,0.014867,0.068667,0.16745,0.001633,0.00375,0.1332,0.014683,0.020083,0.001233,0.00395,0.71705,0.014483,0.0132,0.008217,0.031467,0.00395,0.2591,0.014583,0.01115,0.047433,0.044483,0.10475
1,110400,0.01275,0.00725,0.00765,1.269283,1.506733,0.015233,0.0697,0.1742,0.001633,0.003983,0.133417,0.01465,0.0203,0.00125,0.003983,0.716817,0.014467,0.013183,0.00835,0.0314,0.003967,0.258983,0.01455,0.0111,0.047533,0.044417,0.1112
1,110300,0.012833,0.0072,0.00765,1.266467,1.502217,0.015033,0.068983,0.172267,0.00165,0.00375,0.133317,0.014567,0.020133,0.001233,0.00395,0.718833,0.0145,0.013183,0.02255,0.031467,0.004,0.259333,0.014483,0.0111,0.048067,0.044483,0.109083
1,110200,0.012833,0.00715,0.00765,1.266417,1.503033,0.014867,0.0705,0.166817,0.00165,0.0037,0.133417,0.01455,0.019883,0.001233,0.003983,0.717533,0.01445,0.013183,0.013467,0.031367,0.00395,0.259,0.014417,0.011067,0.047983,0.0444,0.10225
1,110100,0.012783,0.007133,0.00765,1.26655,1.503717,0.014867,0.0679,0.144933,0.001633,0.003667,0.133417,0.014583,0.019817,0.00125,0.00395,0.719283,0.014467,0.013183,0.008183,0.031383,0.003983,0.259083,0.014433,0.01105,0.048033,0.0444,0.08565
1,110000,0.012833,0.007117,0.0076,1.241967,1.47735,0.0149,0.067617,0.1393,0.00165,0.003667,0.133267,0.014533,0.01975,0.001233,0.003967,0.72195,0.014517,0.013233,0.037783,0.03155,0.004083,0.094783,0.014483,0.011183,0.048117,0.04465,0.089483
1,105900,0.01295,0.007017,0.006983,1.229733,1.46935,0.014833,0.0675,0.138733,0.001617,0.003633,0.13355,0.014583,0.019767,0.00125,0.003967,0.72225,0.040433,0.0132,0.008583,0.03165,0.004117,0.0081,0.014483,0.011183,0.048,0.044817,0.0979
1,105800,0.01295,0.007017,0.006983,0.896633,1.164167,0.015133,0.068467,0.144833,0.001633,0.003517,0.02805,0.014633,0.019883,0.001267,0.003983,0.7214,0.129167,0.013267,0.00855,0.031583,0.004117,0.008067,0.01445,0.011167,0.0481,0.044683,0.103317
