@relation 'week1_v4_clustered-weka.filters.unsupervised.attribute.Remove-R4-6,8-30-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Day numeric
@attribute Time numeric
@attribute 'use [kW]_y' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
1,201500,1.044517,cluster4
1,52200,0.5534,cluster11
0,50100,0.845167,cluster15
1,215600,0.865717,cluster4
1,151900,1.026967,cluster2
1,185200,0.979183,cluster9
0,211100,1.07135,cluster14
1,82400,1.86265,cluster2
1,133800,0.560383,cluster11
0,132700,0.337,cluster8
0,54000,0.3288,cluster15
1,55600,0.944317,cluster6
1,133700,1.249583,cluster0
1,170400,1.244,cluster2
1,55400,0.5627,cluster6
0,204300,0.361633,cluster8
1,144900,0.5482,cluster3
1,170500,1.4121,cluster2
1,184000,1.645167,cluster12
0,122300,0.706,cluster8
1,102300,1.5948,cluster2
1,190700,2.221083,cluster5
1,202400,1.09685,cluster4
1,45700,0.527517,cluster11
1,91800,0.71285,cluster11
1,35600,0.669433,cluster6
0,130900,0.421617,cluster8
1,121700,0.400983,cluster11
0,103900,1.295383,cluster18
1,172900,2.958567,cluster12
0,74100,1.886433,cluster17
0,300,1.167333,cluster18
1,151100,1.304617,cluster9
1,194800,1.291533,cluster0
0,111700,0.98415,cluster14
1,14900,1.637733,cluster13
0,220700,0.488883,cluster8
1,200900,0.9114,cluster3
1,61900,1.0611,cluster19
1,170000,0.996533,cluster2
1,71200,2.145883,cluster2
1,110900,0.773117,cluster11
1,72700,1.964433,cluster2
0,111900,2.147017,cluster8
0,64400,0.520767,cluster15
1,74100,1.08455,cluster12
0,183500,1.0212,cluster7
1,150400,0.95075,cluster19
0,232800,1.724733,cluster17
1,10000,1.1186,cluster13
0,15200,1.388,cluster18
0,150600,1.222367,cluster14
1,234500,1.742383,cluster2
0,500,0.851383,cluster18
0,74900,0.9589,cluster18
0,230900,0.69765,cluster8
1,125000,0.604783,cluster11
1,62500,1.564767,cluster6
0,50100,0.526183,cluster15
1,54400,0.527283,cluster11
1,170600,1.411917,cluster2
1,141900,0.3758,cluster11
0,95600,2.9553,cluster7
1,211000,1.4402,cluster4
0,191500,0.898117,cluster14
0,31800,0.527483,cluster15
0,31400,0.418133,cluster15
1,142200,1.217733,cluster0
0,65600,0.831,cluster15
0,121700,1.270083,cluster14
1,15600,1.07555,cluster13
1,171600,1.483133,cluster2
1,34900,0.667517,cluster6
1,75200,1.157083,cluster19
1,192300,1.098817,cluster0
1,3300,1.1328,cluster13
1,55300,0.428983,cluster11
1,92200,1.162133,cluster19
0,144700,0.548267,cluster8
1,25200,1.206717,cluster13
1,151500,1.0429,cluster19
1,35300,0.53015,cluster11
0,45900,0.86565,cluster15
1,143800,0.972033,cluster0
1,42500,1.050933,cluster19
0,31000,0.52215,cluster15
1,84900,1.3265,cluster12
1,700,1.67555,cluster13
1,145500,1.543433,cluster4
0,215300,0.542817,cluster8
1,184400,1.759533,cluster5
0,205600,0.3395,cluster8
1,181700,1.521317,cluster2
1,91400,1.1109,cluster13
1,114900,0.600533,cluster11
0,51000,0.9725,cluster15
0,235400,2.798133,cluster1
1,192400,1.085583,cluster3
1,52700,0.856367,cluster19
1,120300,0.4537,cluster11
0,92300,1.0921,cluster18
1,90000,2.729467,cluster13
1,124600,0.430617,cluster11
1,222800,1.139267,cluster0
1,75100,1.388217,cluster2
0,74000,1.051067,cluster18
0,124200,0.547067,cluster8
1,20800,1.174817,cluster13
0,120800,0.394817,cluster8
1,30700,0.597417,cluster13
1,114600,0.510667,cluster11
1,215500,0.708117,cluster9
0,213700,0.858117,cluster8
1,51400,0.619967,cluster6
1,82900,1.676733,cluster13
0,124500,1.007133,cluster8
0,124200,0.668083,cluster8
1,221000,1.2664,cluster4
1,92300,0.906883,cluster11
0,45500,0.661567,cluster15
0,145100,1.19055,cluster14
1,201900,6.442117,cluster4
1,173400,2.91595,cluster2
0,202600,1.087033,cluster8
0,183200,0.995833,cluster7
1,174200,3.635167,cluster2
1,70900,0.7358,cluster11
0,81500,0.990333,cluster7
1,55800,0.999033,cluster19
1,21200,1.496967,cluster13
1,211700,1.311817,cluster0
0,62300,0.531517,cluster15
1,132700,0.447533,cluster11
1,210300,0.718467,cluster9
0,34700,0.324383,cluster15
1,1900,1.591333,cluster13
1,80400,1.1157,cluster13
1,171500,1.333683,cluster2
1,152900,1.6166,cluster2
1,71600,5.494733,cluster13
1,105500,0.9026,cluster11
1,15200,1.608233,cluster13
1,162200,1.531767,cluster2
0,214900,0.607067,cluster8
1,55600,1.002217,cluster19
1,5200,1.171417,cluster19
1,51600,1.109683,cluster6
1,15000,1.652733,cluster13
0,34100,0.325167,cluster15
0,2800,1.27755,cluster18
1,230900,1.273367,cluster4
1,55200,1.0294,cluster19
1,60000,0.454567,cluster6
0,224700,0.679617,cluster8
1,111500,0.7595,cluster11
0,11500,1.077,cluster18
1,133700,0.530983,cluster11
1,14100,1.7804,cluster13
0,104000,1.3369,cluster18
0,131000,0.421417,cluster8
1,123200,0.448433,cluster11
1,35200,1.008217,cluster6
0,33800,0.4303,cluster15
0,140800,0.637083,cluster14
1,190000,2.232683,cluster5
1,164000,1.467483,cluster2
1,104500,2.744033,cluster16
1,54700,0.93815,cluster6
1,40800,1.0085,cluster19
1,35500,1.016933,cluster6
0,233600,1.562617,cluster17
0,33700,0.430867,cluster15
1,232400,3.270117,cluster1
1,202800,1.4596,cluster4
1,235600,2.566883,cluster1
0,203000,1.0278,cluster14
1,201300,0.569383,cluster4
1,140800,0.773433,cluster9
1,201700,1.035317,cluster4
1,185300,1.429833,cluster5
1,175600,1.869117,cluster5
1,103600,0.617033,cluster11
0,34400,0.325667,cluster15
1,80000,3.49385,cluster13
1,163700,1.5473,cluster2
1,215100,0.631417,cluster4
1,72800,1.702067,cluster13
1,103400,1.4094,cluster2
1,213000,0.7384,cluster9
1,70500,0.63725,cluster11
1,214100,1.0651,cluster4
0,81000,1.152,cluster7
0,83800,6.427817,cluster17
1,185600,1.6262,cluster5
0,61400,0.523567,cluster15
1,60100,0.933083,cluster6
0,45800,0.851217,cluster15
1,44100,0.407333,cluster11
1,500,1.1334,cluster13
1,180400,1.968467,cluster5
1,200900,0.7225,cluster4
1,71300,2.103967,cluster2
1,230800,0.900033,cluster3
1,143900,1.005667,cluster0
1,135300,0.573567,cluster11
1,75500,1.41675,cluster13
1,41000,0.980583,cluster19
1,201100,0.711667,cluster4
1,204300,3.4213,cluster4
0,221800,1.03355,cluster14
1,12900,1.156633,cluster13
0,214400,0.44835,cluster8
1,45400,1.0444,cluster6
1,90200,1.647,cluster13
1,134900,0.429683,cluster11
1,130000,0.87765,cluster19
0,33500,0.98785,cluster15
1,161300,0.805433,cluster9
0,44500,0.967533,cluster15
1,51900,0.6467,cluster6
1,15800,1.16035,cluster13
0,111700,2.140833,cluster8
1,124600,1.043783,cluster0
1,100600,1.000483,cluster19
1,65600,1.190617,cluster19
1,182300,1.6013,cluster9
1,195400,0.959267,cluster4
1,42300,0.535767,cluster6
1,62300,0.914867,cluster11
1,21700,0.95995,cluster13
1,135600,0.57945,cluster11
0,215900,0.972083,cluster14
0,71300,2.368217,cluster18
0,1100,1.163983,cluster1
1,101000,0.840983,cluster11
1,233400,1.538783,cluster2
0,184500,0.86625,cluster8
0,163400,1.00155,cluster7
1,222300,0.503067,cluster3
1,200300,0.8982,cluster3
1,214900,1.28095,cluster4
0,180000,1.61,cluster7
1,212200,0.736983,cluster4
1,195100,1.396033,cluster0
0,45700,0.8697,cluster15
1,800,1.300233,cluster13
1,13200,0.940583,cluster11
1,212000,1.051583,cluster4
1,33900,1.248683,cluster6
0,191600,0.668317,cluster8
1,222000,0.4761,cluster3
1,171400,1.205383,cluster2
1,71600,2.0629,cluster2
1,73800,1.006467,cluster11
1,183200,1.08845,cluster9
1,224600,1.2288,cluster0
1,145800,0.77965,cluster9
1,131800,0.414883,cluster19
1,71000,1.130233,cluster11
1,233100,1.293183,cluster2
1,121300,0.958,cluster19
1,213400,0.9266,cluster4
1,94700,0.546767,cluster11
1,183900,1.340683,cluster0
1,111600,1.231467,cluster11
1,30200,0.97,cluster13
1,11300,1.747783,cluster13
0,95700,3.47565,cluster17
1,121000,0.760267,cluster11
1,50800,0.4698,cluster6
1,163900,1.38575,cluster5
1,223700,0.773233,cluster3
0,63400,0.4251,cluster15
1,202100,0.936367,cluster0
1,51200,0.53035,cluster6
1,175800,1.61585,cluster2
1,91200,1.22795,cluster2
0,43400,0.529717,cluster15
1,90800,1.235083,cluster13
0,215500,0.503717,cluster8
1,50600,0.419217,cluster11
1,10800,1.35055,cluster13
0,4100,1.487267,cluster18
1,130300,0.859683,cluster19
1,55300,0.560983,cluster6
1,173000,0.801967,cluster3
1,45400,0.919217,cluster19
0,14300,1.369583,cluster18
1,192100,1.274383,cluster3
1,225000,1.20885,cluster0
1,93700,1.127917,cluster13
1,212700,0.736183,cluster9
1,122300,0.481083,cluster11
1,152400,1.331283,cluster5
1,53700,0.538317,cluster6
1,161300,0.800783,cluster3
1,5800,1.115717,cluster13
1,33900,0.41375,cluster11
0,214700,0.69515,cluster8
1,144800,0.547217,cluster3
0,101400,2.9365,cluster17
1,44100,0.418567,cluster11
0,13800,1.358833,cluster18
1,201100,0.968717,cluster0
1,40600,1.0979,cluster11
1,231100,1.832233,cluster5
0,2000,1.31135,cluster18
1,190100,2.179533,cluster2
1,41300,0.426317,cluster11
1,23500,1.195717,cluster13
1,112400,1.046233,cluster19
0,41900,0.54025,cluster15
1,62600,0.95545,cluster19
0,5200,0.953467,cluster18
1,55400,0.532117,cluster11
1,54200,0.520033,cluster11
1,150900,1.0455,cluster19
1,143200,1.134983,cluster0
1,131100,0.871967,cluster19
1,600,2.8495,cluster1
1,142700,0.37745,cluster11
1,232700,2.9636,cluster2
1,120900,0.50555,cluster11
1,135200,0.433183,cluster11
0,23700,1.453533,cluster18
0,193700,1.2628,cluster8
1,235000,1.78935,cluster5
0,123800,0.5588,cluster8
0,185800,1.4743,cluster7
0,84600,1.441233,cluster18
1,213400,0.652833,cluster3
1,174300,2.163167,cluster5
1,90900,1.238683,cluster13
1,133600,1.250717,cluster12
0,101000,1.198333,cluster7
1,142800,1.137567,cluster0
1,184400,1.5511,cluster0
0,1500,1.3568,cluster18
0,145100,4.614483,cluster8
1,5200,1.086133,cluster13
1,5100,1.8619,cluster13
0,184100,1.241383,cluster7
1,65800,1.361883,cluster12
1,104200,1.686667,cluster19
1,23600,1.199583,cluster13
1,165100,1.162217,cluster5
1,173300,4.689217,cluster2
0,151900,1.1056,cluster7
1,210700,0.814133,cluster4
0,72700,1.061833,cluster18
0,45300,1.051733,cluster15
0,2500,0.974467,cluster18
1,81800,1.374133,cluster11
1,223500,0.846283,cluster9
0,162400,1.794117,cluster17
0,45400,1.034433,cluster15
1,50300,0.885,cluster19
1,135900,0.8836,cluster19
1,172900,2.1352,cluster3
1,1100,3.074017,cluster1
1,223100,0.8317,cluster9
1,800,1.635183,cluster13
0,103200,2.837917,cluster18
1,34700,1.14225,cluster19
1,212000,0.457283,cluster3
0,62600,0.53245,cluster15
1,200000,1.102417,cluster4
0,82600,1.372583,cluster18
1,182300,1.75835,cluster5
1,23200,0.9618,cluster13
1,164600,1.612167,cluster5
0,171200,1.202067,cluster17
1,193900,0.6724,cluster3
1,50600,0.5343,cluster6
1,30100,1.005533,cluster13
1,222100,0.5064,cluster3
0,80200,1.454917,cluster18
1,145600,0.454483,cluster11
1,181200,1.95905,cluster5
1,122700,1.4107,cluster12
1,202100,0.8954,cluster3
0,13200,1.422333,cluster18
1,2100,1.28195,cluster13
0,111800,0.984133,cluster14
1,185400,1.433717,cluster5
1,155200,1.591683,cluster2
1,43000,0.496033,cluster11
1,24900,1.207633,cluster13
1,20900,1.47405,cluster13
1,135900,0.887033,cluster9
1,70800,1.4085,cluster19
0,21800,1.070117,cluster18
0,110800,1.339517,cluster17
0,24900,1.571617,cluster18
1,232700,2.70745,cluster1
1,22000,1.457117,cluster13
1,110900,0.85905,cluster19
0,131400,0.973283,cluster14
1,42200,0.417833,cluster11
1,163100,1.622783,cluster2
1,222400,0.885767,cluster4
1,40500,0.4225,cluster11
1,220600,0.52285,cluster4
1,120400,0.87,cluster19
1,2700,1.074417,cluster13
1,34000,1.192633,cluster6
0,2600,1.3361,cluster18
0,21100,0.966117,cluster18
0,5100,1.693667,cluster18
0,10100,3.047783,cluster18
1,92800,0.747483,cluster11
0,161600,3.836067,cluster17
1,175200,1.5705,cluster2
1,111000,0.514483,cluster11
1,204400,1.136117,cluster0
1,4000,1.0707,cluster13
1,131200,0.478283,cluster11
1,203800,1.357967,cluster4
1,31700,1.055233,cluster19
1,122100,0.411067,cluster11
1,100300,2.679867,cluster16
0,102400,3.000217,cluster18
1,201400,1.020917,cluster4
0,182500,1.4902,cluster17
1,141200,0.5552,cluster3
1,194800,1.301017,cluster4
1,165600,0.9932,cluster11
0,72100,2.520233,cluster18
1,164800,1.164533,cluster5
1,120700,0.508833,cluster11
1,222900,0.613533,cluster3
1,154400,1.604617,cluster2
1,234300,1.248883,cluster2
1,400,1.135817,cluster13
1,155600,0.374967,cluster11
1,13400,1.027517,cluster13
1,32900,0.42615,cluster11
0,115600,0.920817,cluster14
0,31100,0.428333,cluster15
1,84400,0.856883,cluster11
1,50700,0.322067,cluster11
1,185100,1.70295,cluster2
1,122200,1.154033,cluster9
1,95500,0.5878,cluster13
1,193100,1.094217,cluster3
1,60100,0.457383,cluster6
0,52100,0.434983,cluster15
0,82600,1.194533,cluster7
1,44200,0.55535,cluster6
0,45900,0.523283,cluster15
1,221800,0.64505,cluster4
0,213300,0.5582,cluster8
1,221900,0.82145,cluster9
1,150500,0.627567,cluster3
0,200200,1.45035,cluster14
1,154100,1.079017,cluster0
1,41300,1.1478,cluster6
1,51500,0.6445,cluster6
1,63300,0.301333,cluster11
1,31300,0.648167,cluster6
1,150700,0.96505,cluster9
0,141400,1.085983,cluster14
1,185200,1.623367,cluster2
0,133500,0.551167,cluster8
0,101500,6.794467,cluster17
1,145400,0.455167,cluster11
1,81100,0.667083,cluster11
1,10400,0.93495,cluster13
1,200500,0.455217,cluster3
1,102200,1.608533,cluster2
0,42400,0.322867,cluster15
0,15600,1.37345,cluster18
1,70300,0.7825,cluster6
1,5100,0.971083,cluster13
1,50100,0.88215,cluster19
1,171200,1.387683,cluster2
0,40800,1.071267,cluster15
0,42800,0.538633,cluster15
1,220800,0.92595,cluster9
1,105900,1.43705,cluster13
1,205200,3.422733,cluster4
1,13200,1.11875,cluster13
1,52000,1.0872,cluster6
0,40400,0.427283,cluster15
1,13700,1.072,cluster13
1,170300,1.032067,cluster19
0,83800,1.349383,cluster18
1,203500,0.781767,cluster9
1,103600,1.543967,cluster19
0,204600,0.3378,cluster8
0,215400,0.4407,cluster8
1,195400,0.83775,cluster0
1,225200,1.236183,cluster0
0,152900,1.709567,cluster7
0,110100,1.757633,cluster17
1,133500,0.56905,cluster11
0,233900,0.993817,cluster7
1,160500,1.233383,cluster2
0,95300,2.937467,cluster7
1,120600,0.75445,cluster11
0,224000,0.693333,cluster8
1,74700,0.625467,cluster11
1,120000,0.96535,cluster19
1,220600,0.703867,cluster9
0,43900,0.535567,cluster15
0,193600,0.372617,cluster8
0,91500,1.326433,cluster7
0,143700,4.819017,cluster8
1,133000,1.374017,cluster12
0,114500,2.696283,cluster14
1,230100,0.777817,cluster4
0,15800,1.007133,cluster18
0,10100,1.072817,cluster18
1,103100,1.552817,cluster19
0,210600,0.33865,cluster8
0,185000,1.188867,cluster8
1,112900,1.41185,cluster12
0,232700,1.2626,cluster7
1,180800,1.746133,cluster5
1,180700,1.966733,cluster5
0,174800,1.496133,cluster7
1,5500,1.11555,cluster13
1,14800,0.967,cluster13
1,60700,0.584567,cluster11
0,105400,1.2796,cluster18
1,55800,0.47225,cluster6
1,182700,2.15275,cluster2
1,173500,2.079583,cluster5
1,104900,0.610683,cluster11
1,171300,1.75925,cluster5
1,191200,1.133417,cluster4
0,123100,0.449,cluster8
1,60700,0.420283,cluster6
0,182700,1.407683,cluster7
0,92400,1.52975,cluster7
1,222500,0.831583,cluster9
0,134300,0.561083,cluster8
1,230100,6.4534,cluster0
1,215800,1.238667,cluster0
1,112900,0.43165,cluster11
1,35600,0.999367,cluster6
1,123800,0.4484,cluster11
0,140400,0.998867,cluster14
1,213200,0.65535,cluster3
1,210900,1.395867,cluster4
0,50600,0.854,cluster15
1,4300,1.279083,cluster13
0,173900,2.0793,cluster7
1,202800,0.809117,cluster3
1,154800,0.486483,cluster11
1,170900,1.4659,cluster2
1,155000,0.483483,cluster11
1,190300,2.005583,cluster2
0,161000,1.486517,cluster17
0,81000,1.35675,cluster18
1,162100,1.512183,cluster3
0,54500,0.9817,cluster15
0,14800,1.360917,cluster18
1,23600,0.773633,cluster13
1,132100,0.447183,cluster11
1,144700,0.756317,cluster12
1,12500,0.40445,cluster11
0,234500,0.922317,cluster7
1,141500,0.55275,cluster3
0,112000,0.466233,cluster14
0,155700,1.76645,cluster7
1,191700,1.033283,cluster4
0,174500,1.095867,cluster7
1,193000,1.079967,cluster3
0,190600,1.81635,cluster10
0,71100,1.789967,cluster10
1,101800,1.066517,cluster2
0,100000,5.856033,cluster17
1,145800,0.434533,cluster11
1,24100,1.563967,cluster13
1,214700,1.15675,cluster0
0,155500,1.835633,cluster7
1,134800,1.068367,cluster0
1,1800,1.2903,cluster13
1,150300,0.611917,cluster3
0,71200,2.356033,cluster18
0,201000,1.511283,cluster14
1,32600,0.972083,cluster19
1,155700,0.377083,cluster11
1,94600,1.045117,cluster13
0,160800,1.668417,cluster17
1,113900,0.386467,cluster11
1,61900,0.989783,cluster6
0,34500,0.950317,cluster15
1,5600,0.868967,cluster13
1,125700,0.57455,cluster11
1,40400,0.548233,cluster6
1,33500,0.54515,cluster6
0,101100,1.822867,cluster17
1,183600,1.691133,cluster5
1,14200,1.0711,cluster13
1,204500,0.7128,cluster9
0,14400,1.35275,cluster18
0,220600,0.492733,cluster8
1,114000,1.375283,cluster12
1,44200,1.2002,cluster6
1,195300,0.967417,cluster4
1,142600,1.152583,cluster0
0,160600,4.350267,cluster17
1,64700,1.249183,cluster9
1,152800,1.617617,cluster2
1,82500,1.497533,cluster13
1,113600,0.429767,cluster11
1,204200,5.864967,cluster4
1,71100,1.113683,cluster13
0,400,1.2489,cluster18
1,15100,1.105767,cluster13
0,165600,1.10795,cluster7
1,42100,0.536633,cluster6
1,25900,0.953067,cluster13
1,112700,0.42825,cluster11
1,33900,0.552267,cluster6
1,4200,1.646733,cluster13
1,151000,1.099783,cluster11
1,3800,1.1326,cluster13
1,54100,0.649517,cluster6
1,112600,1.415517,cluster12
0,71100,2.3474,cluster18
1,115900,0.6538,cluster11
1,173900,1.969917,cluster2
0,215900,0.492683,cluster8
0,121000,0.318117,cluster8
1,84600,1.22955,cluster13
1,183300,1.08255,cluster9
1,91000,1.03605,cluster13
1,184300,1.767717,cluster5
0,2900,2.71545,cluster18
1,112300,0.429733,cluster11
0,102500,4.8945,cluster17
1,101900,0.527467,cluster11
1,235300,3.3974,cluster2
0,214500,0.7131,cluster8
1,150100,0.612533,cluster3
1,180400,1.093867,cluster12
0,53300,0.43515,cluster15
0,114600,2.143517,cluster8
1,124100,0.430867,cluster11
0,100000,3.4761,cluster17
1,164800,1.2242,cluster0
1,74400,5.567083,cluster13
1,5700,1.1198,cluster13
1,72400,2.041633,cluster13
0,210200,1.208183,cluster14
1,175500,1.579967,cluster2
1,133400,1.28045,cluster12
1,5900,1.130533,cluster13
1,215900,0.799317,cluster4
1,83400,1.48405,cluster13
0,191000,1.5395,cluster10
1,233700,1.257767,cluster2
1,900,1.64195,cluster13
1,55800,0.543717,cluster11
1,30600,0.855217,cluster13
1,114900,0.666717,cluster11
1,211900,0.713533,cluster9
1,235900,1.164533,cluster2
0,103800,0.994217,cluster7
1,184300,1.486467,cluster0
1,191100,1.803733,cluster3
1,12100,1.472533,cluster13
0,93600,1.1608,cluster7
1,211500,0.453217,cluster3
1,103700,0.372467,cluster11
1,31800,0.310433,cluster11
0,65800,0.3818,cluster15
1,91300,2.708717,cluster13
1,145300,1.326267,cluster4
1,161300,1.0021,cluster2
1,30400,0.362067,cluster19
1,184000,1.082267,cluster9
1,163100,0.58485,cluster11
0,230000,0.593533,cluster8
1,132500,0.449283,cluster11
0,115100,1.1034,cluster8
1,50400,0.897683,cluster19
1,225800,0.751933,cluster4
0,10300,1.083183,cluster18
0,224500,0.6957,cluster8
0,164200,1.29065,cluster7
1,13100,1.0984,cluster13
1,225400,0.916233,cluster3
0,43000,0.534883,cluster15
1,5900,0.996833,cluster13
1,180300,1.758083,cluster5
1,135000,0.43655,cluster11
1,61100,0.4578,cluster6
1,33000,0.800417,cluster6
1,193000,0.8203,cluster3
1,34800,1.118067,cluster19
1,52800,0.531967,cluster11
1,21100,1.524067,cluster13
0,125500,0.915217,cluster14
1,221500,0.828717,cluster9
1,212600,0.747567,cluster4
0,125500,0.4622,cluster8
0,173300,1.862083,cluster7
1,195800,1.45715,cluster0
1,3700,1.073417,cluster13
0,41100,0.425067,cluster15
1,110800,0.873867,cluster19
0,165000,1.117783,cluster7
1,225400,0.9639,cluster4
1,145500,0.773467,cluster9
1,232100,2.676583,cluster1
0,161100,3.839017,cluster17
0,102800,0.891367,cluster7
1,5600,0.976083,cluster13
0,51100,0.779367,cluster15
1,84800,1.316667,cluster12
1,164700,0.52355,cluster3
0,184300,0.867833,cluster8
0,53900,0.428967,cluster15
1,120500,0.75545,cluster11
1,45500,0.55065,cluster6
1,224300,1.46135,cluster4
1,90100,1.351483,cluster19
1,191000,1.632967,cluster5
1,181000,2.260967,cluster0
1,42400,0.53325,cluster6
1,2500,0.8666,cluster13
0,12500,0.969517,cluster18
0,90100,3.220417,cluster10
1,85800,1.060833,cluster13
1,153600,0.518883,cluster11
1,103900,1.428017,cluster19
1,92100,1.0059,cluster13
1,172800,1.615283,cluster12
1,130500,0.471733,cluster11
1,101300,0.562667,cluster19
1,20300,1.002883,cluster13
1,64400,0.952783,cluster9
1,104200,0.6082,cluster11
0,224300,0.620767,cluster8
1,220700,0.7067,cluster9
0,15700,1.3738,cluster18
1,200200,0.8938,cluster3
1,103500,0.613883,cluster11
1,24700,1.4506,cluster13
1,180200,0.69065,cluster9
1,180900,1.100367,cluster9
0,800,1.033717,cluster18
1,233900,1.225317,cluster2
1,11500,1.0097,cluster13
1,202900,0.732767,cluster9
1,13800,1.182833,cluster13
1,65300,2.6362,cluster19
1,172500,1.533367,cluster2
0,210100,0.337033,cluster8
1,125400,0.557433,cluster11
0,141800,1.060983,cluster14
1,214800,1.075533,cluster4
1,80500,1.372883,cluster2
0,34700,0.951217,cluster15
1,33200,0.538617,cluster6
1,83500,1.666683,cluster13
1,10700,1.362417,cluster13
1,40400,0.89935,cluster19
1,100100,0.491033,cluster11
1,113200,1.415233,cluster12
1,180800,1.102867,cluster9
1,130000,0.811283,cluster19
1,122500,2.8184,cluster12
1,52100,0.390867,cluster11
1,234500,4.46935,cluster1
0,143100,5.8916,cluster8
1,43100,0.422533,cluster11
1,40600,0.4237,cluster11
1,133900,1.283717,cluster12
1,3400,1.1334,cluster13
1,131000,1.145333,cluster12
1,210600,0.722033,cluster9
1,153900,1.518383,cluster5
1,164500,1.669633,cluster5
1,233600,1.500333,cluster2
1,22200,1.178667,cluster13
1,24500,1.433217,cluster13
1,1600,1.290383,cluster13
0,110700,1.878267,cluster17
1,102800,1.4601,cluster13
1,13400,1.102367,cluster13
1,202500,1.1339,cluster4
1,50200,0.423233,cluster11
1,162100,1.2684,cluster9
0,54800,0.442033,cluster15
0,23800,1.36675,cluster18
1,50200,0.517617,cluster6
1,51000,0.552817,cluster6
0,220500,0.913383,cluster14
1,160600,1.29275,cluster2
1,32000,1.046833,cluster19
0,3000,2.704967,cluster1
1,171400,1.771817,cluster5
0,53100,0.604867,cluster15
1,195500,0.960467,cluster4
1,174500,3.46305,cluster2
1,160600,1.0089,cluster2
1,44600,1.166017,cluster19
1,1600,1.569533,cluster13
1,113900,1.398333,cluster12
1,184000,1.7023,cluster5
0,60900,0.538433,cluster15
1,42400,1.050983,cluster19
1,190900,1.955433,cluster12
1,134300,0.66485,cluster12
0,223200,1.20485,cluster14
1,162800,1.6998,cluster2
1,214100,1.292017,cluster9
1,233800,4.7331,cluster1
1,225600,1.233783,cluster0
0,165100,1.11775,cluster7
1,110400,0.949283,cluster13
1,32700,0.499367,cluster11
1,73700,2.061133,cluster2
1,160800,1.111917,cluster19
1,2200,1.294017,cluster13
0,223900,0.620117,cluster8
1,125500,0.946283,cluster9
1,155100,1.389283,cluster5
1,121300,0.499567,cluster11
1,53300,1.054417,cluster19
1,163200,1.602567,cluster2
1,122000,0.404033,cluster11
0,173200,2.386183,cluster7
1,80300,1.134717,cluster2
0,3500,1.3763,cluster18
1,42700,0.526133,cluster11
1,182200,1.613783,cluster2
1,5600,1.0058,cluster13
1,104200,0.875933,cluster19
1,234300,1.378533,cluster5
1,64500,0.702967,cluster6
1,100600,0.624033,cluster11
1,23600,0.9432,cluster13
1,160200,1.012483,cluster2
1,94900,1.04745,cluster2
1,94600,0.866117,cluster13
1,112900,0.459183,cluster11
1,90900,1.275083,cluster2
1,133100,1.17235,cluster0
0,232600,1.26385,cluster7
1,174600,1.85645,cluster2
1,183800,1.398183,cluster0
1,2100,1.441833,cluster13
1,100700,0.6178,cluster11
1,170400,0.990417,cluster2
1,185700,1.385417,cluster2
1,171900,1.792817,cluster2
0,144800,2.653217,cluster8
0,223100,1.218667,cluster14
0,201200,1.125633,cluster8
1,21200,0.939183,cluster11
1,11300,0.983183,cluster13
1,113600,0.456233,cluster11
1,32300,0.311267,cluster11
1,22400,0.95815,cluster13
1,80100,3.430233,cluster13
0,232900,1.263267,cluster7
1,33400,0.537733,cluster6
1,5900,0.862067,cluster13
1,164600,0.524133,cluster2
1,202400,0.824283,cluster3
1,105400,1.2292,cluster11
1,93100,1.097933,cluster11
0,32700,0.430167,cluster15
1,30300,0.97125,cluster13
1,91900,1.03785,cluster13
0,14700,1.509417,cluster18
1,3200,1.618333,cluster13
0,204900,0.337033,cluster8
1,81600,1.469183,cluster12
1,191200,1.228733,cluster3
1,142800,1.341117,cluster12
0,123300,0.443233,cluster8
1,94100,1.12325,cluster13
1,171100,1.100717,cluster2
1,74500,1.184317,cluster13
0,143600,6.086917,cluster8
0,55800,0.971733,cluster15
0,185800,2.233567,cluster10
1,90500,1.6463,cluster13
0,53700,0.937967,cluster14
1,90700,1.22195,cluster13
0,50600,0.529717,cluster15
1,75400,1.126183,cluster19
1,75600,1.143083,cluster2
1,22500,1.075467,cluster13
1,163800,0.58515,cluster11
0,134900,1.055783,cluster14
1,231300,1.8417,cluster5
1,91100,2.718683,cluster13
1,35800,0.980333,cluster19
0,212300,1.2601,cluster14
1,145600,0.432717,cluster11
1,4100,1.1302,cluster13
1,32800,0.8037,cluster6
1,44100,0.553767,cluster6
1,143100,0.5539,cluster4
0,134100,0.5612,cluster8
1,55600,0.425883,cluster11
0,53300,0.32515,cluster15
1,181200,1.59075,cluster2
1,122600,0.606917,cluster11
1,93000,1.67445,cluster19
0,122400,0.44995,cluster8
0,30800,0.985117,cluster18
1,212800,1.072383,cluster0
1,223900,0.9104,cluster4
0,123800,0.593133,cluster8
0,170000,1.658783,cluster17
1,212700,1.333533,cluster0
1,154100,1.474433,cluster5
0,114000,0.481333,cluster8
