@relation 'week1_v4_clustered-weka.filters.unsupervised.attribute.Remove-R4-6,8-30-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Day numeric
@attribute Time numeric
@attribute 'use [kW]_y' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
1,124100,0.7251,cluster12
1,183400,1.763783,cluster5
1,172600,3.182267,cluster12
1,61000,1.186233,cluster19
0,95800,3.58145,cluster17
1,115000,1.11255,cluster11
1,223800,1.2177,cluster0
1,111400,0.692983,cluster9
0,93800,6.441983,cluster17
0,200100,1.419867,cluster14
0,102300,2.715767,cluster18
1,174200,2.888167,cluster5
0,10000,1.969067,cluster18
1,61000,0.422,cluster11
1,114200,0.430817,cluster11
0,111600,2.142333,cluster8
0,192700,0.842567,cluster8
1,163900,1.527267,cluster2
1,131700,0.967683,cluster12
1,191100,1.78645,cluster4
1,110100,0.954883,cluster13
1,201500,0.947367,cluster0
1,65100,2.7328,cluster19
1,13400,1.207667,cluster13
0,50900,0.933217,cluster15
0,400,1.149983,cluster18
0,150700,1.357067,cluster14
0,220700,0.9163,cluster14
1,205300,1.14305,cluster0
1,101300,1.0448,cluster13
0,210300,1.067683,cluster14
0,173100,1.094783,cluster7
1,154200,0.516217,cluster11
0,110900,5.7592,cluster17
1,85200,1.05065,cluster13
0,135900,0.546033,cluster8
1,135300,0.430683,cluster11
0,5200,1.689167,cluster18
1,182700,1.058017,cluster9
1,160100,1.201517,cluster11
1,65800,0.9593,cluster6
0,182300,1.413667,cluster7
1,163400,0.586517,cluster11
0,114800,1.135833,cluster14
1,192900,0.812567,cluster3
0,202600,1.05585,cluster14
0,22900,0.964033,cluster18
0,51900,0.431817,cluster15
0,14900,1.356483,cluster18
0,230000,1.380517,cluster14
1,194900,1.19565,cluster4
1,800,1.0501,cluster13
1,151100,1.375783,cluster2
0,82800,1.371233,cluster18
1,112900,1.292417,cluster19
1,181800,1.6435,cluster2
0,4300,1.4802,cluster18
0,42200,0.53185,cluster15
0,173000,1.370367,cluster7
0,120700,0.422867,cluster8
1,221700,1.338883,cluster4
0,205400,0.337283,cluster8
1,142700,1.381767,cluster12
1,122200,0.483517,cluster11
1,4900,1.0814,cluster13
1,174300,0.68485,cluster9
1,162800,1.336767,cluster5
0,110900,1.353533,cluster14
0,234600,1.158667,cluster7
1,54300,1.100583,cluster6
1,53900,0.31465,cluster11
1,164600,1.6761,cluster2
0,35200,0.876,cluster15
1,62800,2.175817,cluster19
1,55600,0.458533,cluster6
1,132100,0.414517,cluster11
1,185300,1.313117,cluster2
1,100100,2.279,cluster16
1,125900,0.889883,cluster19
0,45500,0.872067,cluster15
0,142400,0.51825,cluster14
1,214400,1.07425,cluster4
0,23400,1.499783,cluster18
0,23200,1.08805,cluster18
1,81200,1.623767,cluster12
1,222600,0.566417,cluster3
1,151300,1.01595,cluster2
1,24000,0.968233,cluster13
1,190100,2.2219,cluster5
0,60400,0.539067,cluster15
1,72600,1.332733,cluster13
1,31000,0.3101,cluster11
1,91900,1.2475,cluster13
0,184600,0.88325,cluster8
1,182900,2.074433,cluster2
1,5300,0.960967,cluster13
1,10900,0.976217,cluster13
1,123400,1.237733,cluster12
1,170900,0.921567,cluster19
1,175800,0.575583,cluster9
0,150100,1.123533,cluster14
1,134100,0.751517,cluster12
1,73300,2.86425,cluster2
0,112700,0.369,cluster8
1,65900,0.679733,cluster11
1,213100,0.73825,cluster9
1,33800,0.41755,cluster11
1,145800,0.457217,cluster11
1,34900,1.028467,cluster6
1,1400,1.589083,cluster13
1,32100,0.972683,cluster19
1,204300,1.15545,cluster0
0,41600,0.539167,cluster15
0,24400,0.965583,cluster18
1,150000,1.045783,cluster19
0,194700,0.974233,cluster8
1,74100,1.9382,cluster2
1,210000,0.72255,cluster9
1,73700,1.152533,cluster19
0,114700,2.197383,cluster8
1,215500,0.877433,cluster4
1,173900,2.214917,cluster2
1,214500,1.164233,cluster0
1,94500,0.841033,cluster13
0,124000,0.55315,cluster8
1,111600,0.3015,cluster11
1,95700,0.5733,cluster11
1,175100,1.587133,cluster2
0,203600,0.423467,cluster8
0,62900,0.531983,cluster15
0,85600,4.896383,cluster17
0,172500,1.81235,cluster17
1,215300,0.860783,cluster4
0,235200,1.065867,cluster7
1,172500,1.904733,cluster5
0,73100,1.39565,cluster7
1,112400,0.76855,cluster11
0,60200,0.968933,cluster15
0,174000,2.41325,cluster7
1,60600,0.621633,cluster6
0,30600,1.515517,cluster18
1,204500,1.139033,cluster0
0,103500,0.98965,cluster7
1,24000,0.612567,cluster11
1,154500,0.917867,cluster3
1,85600,1.57375,cluster12
1,151900,1.3457,cluster2
1,21500,1.17425,cluster13
0,72000,2.50315,cluster18
1,164400,1.655617,cluster2
0,170100,1.652467,cluster17
1,150000,0.77855,cluster9
1,131500,0.742383,cluster9
1,104700,1.011933,cluster19
1,102200,1.479,cluster13
1,82000,1.189483,cluster13
1,13500,1.053667,cluster13
1,123100,1.345317,cluster12
1,125600,0.943583,cluster9
0,152800,1.104383,cluster7
1,45300,0.55325,cluster6
1,42600,0.972783,cluster19
1,191600,1.009917,cluster4
1,21000,1.180217,cluster13
1,153600,1.396467,cluster5
1,43700,0.534983,cluster6
0,184200,1.243633,cluster7
0,170600,1.180383,cluster7
1,33100,0.799283,cluster6
1,153800,0.552683,cluster11
1,144000,0.543817,cluster11
1,54300,0.649383,cluster6
1,95200,0.95945,cluster13
0,2600,0.974367,cluster18
1,203600,0.781367,cluster9
0,82000,0.979933,cluster7
1,10900,1.6351,cluster13
1,193100,0.749067,cluster4
1,94800,1.555717,cluster13
1,71900,2.746983,cluster13
1,4900,1.123,cluster13
1,33600,0.542833,cluster6
1,134300,1.097783,cluster0
1,231900,1.183833,cluster5
1,50500,0.451417,cluster6
1,71100,1.243833,cluster13
1,231500,1.644517,cluster2
0,221300,0.924783,cluster14
1,71400,2.03065,cluster2
1,23700,1.75325,cluster13
1,155000,1.3473,cluster2
1,201800,1.271233,cluster3
0,22900,1.087967,cluster18
1,62600,1.56175,cluster6
1,102900,1.576017,cluster19
0,43300,0.32465,cluster15
1,134300,1.28185,cluster12
0,183300,0.989533,cluster7
0,30900,0.524433,cluster15
1,52500,1.092717,cluster19
1,93700,1.5426,cluster2
1,161800,1.0407,cluster19
0,204400,0.769733,cluster8
1,72700,5.66465,cluster13
1,181500,1.660117,cluster2
1,140100,0.60275,cluster11
1,214000,1.092933,cluster4
1,91300,0.585533,cluster11
1,155000,1.399883,cluster5
1,173000,1.745417,cluster12
0,94900,4.100217,cluster17
0,60300,0.957767,cluster15
0,161500,3.623383,cluster17
1,84200,0.890983,cluster11
1,125500,0.565683,cluster11
1,140700,0.5493,cluster3
1,182200,1.74565,cluster5
1,141600,0.545933,cluster3
1,141900,0.676333,cluster3
1,141000,0.83605,cluster19
1,90700,1.06415,cluster13
0,12100,1.069767,cluster18
0,112800,0.3677,cluster8
0,140800,1.075783,cluster14
1,152400,1.68025,cluster2
1,1800,0.60535,cluster11
0,150400,3.036,cluster8
1,211000,0.935967,cluster4
0,75500,1.723783,cluster17
0,142400,0.452583,cluster8
0,170300,0.93125,cluster7
1,60400,0.409,cluster6
1,13300,0.9651,cluster13
1,73200,1.6717,cluster13
0,135600,0.55465,cluster8
1,1800,1.558733,cluster13
0,195500,0.5411,cluster8
1,231900,3.32695,cluster1
1,155300,1.392533,cluster2
1,163200,1.671633,cluster2
1,94400,1.006267,cluster13
0,31700,0.528167,cluster15
1,80000,1.11235,cluster13
1,63600,0.680683,cluster6
1,150500,0.881317,cluster9
1,63300,0.677917,cluster6
1,214300,1.062533,cluster4
1,70600,1.046733,cluster12
1,95100,0.951283,cluster13
1,20600,0.395733,cluster11
1,83500,1.489367,cluster13
1,235400,2.710817,cluster1
0,20300,1.081833,cluster18
0,211500,1.061867,cluster14
1,231200,1.757767,cluster2
0,234000,0.944133,cluster7
1,23600,0.968867,cluster13
1,215200,0.714717,cluster9
1,155300,0.48495,cluster11
0,181400,2.242883,cluster17
0,91100,1.33365,cluster7
1,63400,1.237933,cluster6
1,210800,0.66595,cluster3
1,205500,2.660133,cluster4
1,210400,0.718,cluster9
1,151400,1.013467,cluster2
1,151100,1.710233,cluster5
0,202800,1.089567,cluster8
0,163800,1.28525,cluster7
1,170500,1.5334,cluster5
1,40400,0.421833,cluster11
1,160400,1.357083,cluster2
1,172500,0.756033,cluster3
1,111700,0.301117,cluster11
1,204000,1.554983,cluster4
0,50000,0.86425,cluster15
1,233700,5.922567,cluster2
1,55200,0.954633,cluster6
1,114600,0.447817,cluster11
1,94100,0.547117,cluster11
0,222900,0.5932,cluster8
0,170200,1.090167,cluster7
1,94800,0.544467,cluster11
1,52600,1.093367,cluster19
1,223100,1.386633,cluster4
1,195200,1.136967,cluster4
0,112600,2.160833,cluster8
1,162800,1.542467,cluster2
0,134200,0.5574,cluster8
0,13400,1.08875,cluster18
1,124900,0.912933,cluster0
0,50400,0.526867,cluster15
0,25800,0.972133,cluster18
1,150900,1.051317,cluster3
0,60200,0.53945,cluster15
1,121600,0.498167,cluster11
1,115600,1.057683,cluster19
0,225800,0.5952,cluster8
1,95600,2.6926,cluster16
1,141800,0.327333,cluster11
1,103500,2.486283,cluster16
1,212500,0.74935,cluster4
1,112100,0.662567,cluster11
0,12500,1.1015,cluster18
1,214800,1.304183,cluster4
1,212900,0.844417,cluster4
1,215600,1.24,cluster0
1,102200,1.04195,cluster11
1,34200,1.153883,cluster6
1,85500,1.052217,cluster13
1,234300,1.616617,cluster5
1,75200,1.38385,cluster2
1,220100,0.37305,cluster3
1,20600,0.968417,cluster13
0,53500,0.43435,cluster15
0,100700,1.941467,cluster17
0,32800,0.423133,cluster15
0,51500,0.4221,cluster15
1,65400,1.5479,cluster19
1,80100,1.1179,cluster13
1,221300,0.502717,cluster3
1,10800,0.982033,cluster13
1,64400,0.798533,cluster11
1,185100,1.72555,cluster5
1,111800,0.507967,cluster11
1,42900,0.5248,cluster11
1,25100,1.454033,cluster13
0,145500,2.314133,cluster8
1,212500,0.730767,cluster9
1,222200,1.123017,cluster0
1,165800,0.969283,cluster2
1,121700,0.443667,cluster11
0,182300,1.468217,cluster17
1,93300,1.648417,cluster2
1,91200,2.715733,cluster13
1,192700,1.166217,cluster3
1,93900,1.470617,cluster2
1,114900,0.889583,cluster9
1,31800,0.99345,cluster19
0,44400,0.948233,cluster15
1,135000,0.98155,cluster0
0,1800,0.978367,cluster18
1,23800,0.616667,cluster11
1,34600,0.4199,cluster11
0,65500,1.46305,cluster14
1,190400,1.97825,cluster2
1,222800,0.614033,cluster3
0,43700,0.534617,cluster15
0,181300,1.905533,cluster17
1,75400,1.40325,cluster13
0,73400,1.283417,cluster7
0,55900,0.523283,cluster15
0,224200,0.62155,cluster8
1,160100,1.755683,cluster5
1,112200,1.460033,cluster9
1,1300,1.951267,cluster1
1,12400,1.612933,cluster13
1,82800,1.2256,cluster13
1,44200,0.419267,cluster11
0,174700,1.092217,cluster7
0,163500,1.242767,cluster7
1,73500,3.583733,cluster12
1,61600,1.094683,cluster6
1,162300,1.935283,cluster2
0,12900,1.094483,cluster18
1,92900,1.684833,cluster19
1,53700,0.526383,cluster11
1,130900,0.466617,cluster11
1,35700,0.618167,cluster11
1,204700,2.483183,cluster4
1,91600,0.94375,cluster13
1,143400,1.126183,cluster0
1,43300,0.420983,cluster11
1,151700,1.020617,cluster2
1,180700,1.066467,cluster9
1,41600,0.539433,cluster6
1,152000,1.166783,cluster2
0,125200,1.001567,cluster14
1,34800,1.036867,cluster6
1,64900,0.94215,cluster6
1,95800,0.6251,cluster11
1,105700,1.087383,cluster19
1,104400,2.959783,cluster16
0,120300,0.89875,cluster14
1,233300,1.355717,cluster5
1,154300,0.482217,cluster11
1,12300,1.0111,cluster13
1,182600,2.233017,cluster2
1,71800,0.933933,cluster11
1,165300,1.155767,cluster5
1,101100,0.9289,cluster11
1,192300,1.26615,cluster3
1,140400,0.788933,cluster19
0,182400,1.486517,cluster17
0,22400,1.078583,cluster18
0,42700,0.319717,cluster15
1,214100,1.217533,cluster12
1,222700,1.111817,cluster0
1,200100,0.741483,cluster4
1,134700,0.434067,cluster3
1,150200,1.189367,cluster4
1,63800,0.67575,cluster6
1,52800,0.661483,cluster19
1,64000,1.45635,cluster19
0,172200,1.208767,cluster7
1,232300,1.3558,cluster5
1,63100,1.325517,cluster19
0,213800,0.44715,cluster8
1,85100,1.562617,cluster12
0,152200,3.597833,cluster17
1,224800,1.064883,cluster3
0,181400,1.5648,cluster17
0,25000,1.367017,cluster18
0,180100,1.903933,cluster17
0,25000,1.502783,cluster18
1,171800,1.336133,cluster2
1,183400,2.102283,cluster2
0,170100,1.116633,cluster7
0,72200,2.610283,cluster18
1,121800,0.447483,cluster11
0,194100,0.973367,cluster8
1,21100,0.810667,cluster11
1,151000,1.0591,cluster19
1,81600,0.43045,cluster11
1,162000,1.299717,cluster5
1,65300,0.98765,cluster6
1,112500,0.42945,cluster11
0,32800,0.430633,cluster15
1,81900,1.457567,cluster12
1,85000,1.053817,cluster13
1,22000,1.570767,cluster13
1,61400,1.089283,cluster19
0,130100,0.90335,cluster14
1,22200,1.4661,cluster13
1,83100,2.065633,cluster2
1,35900,0.61645,cluster6
0,114200,0.482017,cluster8
0,211000,0.542383,cluster8
1,30200,1.004967,cluster13
0,60100,0.9496,cluster15
0,75700,1.53965,cluster17
0,123600,0.8371,cluster8
1,154700,0.4831,cluster11
1,13000,1.569567,cluster13
0,193700,0.406817,cluster8
0,225600,0.8422,cluster8
1,130700,0.929217,cluster12
0,85200,1.108017,cluster18
1,140900,0.77875,cluster9
0,222800,1.172667,cluster14
0,65800,1.56415,cluster14
0,12900,0.920133,cluster18
1,22600,0.95135,cluster13
1,195000,1.379517,cluster0
1,2400,0.864317,cluster13
0,171600,1.850483,cluster17
1,142500,0.433367,cluster11
1,224100,0.731,cluster9
0,15900,1.3705,cluster18
1,222700,0.874667,cluster4
1,170500,0.98815,cluster2
1,201300,1.07845,cluster3
1,61100,1.1235,cluster19
0,224100,0.622033,cluster8
1,172900,3.40115,cluster5
1,224100,0.945033,cluster4
1,82500,0.520917,cluster11
1,63000,0.680017,cluster6
1,113100,0.459367,cluster11
0,104700,1.469183,cluster18
0,85500,3.679117,cluster17
1,213400,1.182233,cluster4
1,235800,2.653383,cluster1
1,25500,1.446067,cluster13
0,41700,0.543383,cluster15
1,15400,0.960333,cluster13
0,25100,1.35895,cluster18
0,60600,0.956267,cluster15
1,92500,1.784,cluster13
1,42000,0.534883,cluster6
1,115200,0.54375,cluster11
1,1400,1.951683,cluster1
1,31400,0.9596,cluster6
1,3800,2.624933,cluster13
1,51000,0.29805,cluster11
1,24900,1.274333,cluster13
1,163200,1.192983,cluster2
1,221700,0.648567,cluster4
0,50300,0.529833,cluster15
1,135300,0.437917,cluster3
1,173800,2.212983,cluster2
1,175200,2.1523,cluster2
1,224800,1.3371,cluster0
1,160400,1.025167,cluster2
0,80900,1.1574,cluster7
1,105400,0.837317,cluster13
1,214300,0.828433,cluster9
1,80900,0.665383,cluster13
1,153700,1.660683,cluster2
1,232900,3.019183,cluster2
0,13100,1.463783,cluster18
1,124600,0.932417,cluster9
1,125100,0.942583,cluster9
1,900,0.924,cluster13
0,21900,0.976433,cluster18
1,30800,0.42575,cluster6
0,95400,2.9382,cluster7
1,75900,1.097217,cluster19
1,63200,0.677617,cluster6
0,3800,1.366683,cluster18
0,102600,0.88835,cluster7
1,185000,1.476817,cluster2
1,132500,0.483867,cluster11
1,135600,0.888467,cluster9
0,133500,0.4444,cluster8
1,165000,0.672283,cluster0
1,191300,1.946367,cluster3
1,192400,1.3793,cluster4
0,23900,1.374633,cluster18
1,31500,0.700333,cluster11
1,232900,1.743817,cluster2
0,85700,1.5653,cluster18
1,120900,0.935783,cluster19
0,141000,0.651183,cluster8
1,161900,0.823883,cluster9
0,201300,1.5379,cluster14
0,230800,0.695317,cluster8
1,231800,1.624283,cluster2
1,194600,0.457283,cluster3
1,21200,0.982817,cluster13
1,163700,0.589183,cluster11
0,183800,1.297217,cluster7
0,33900,0.365733,cluster15
0,5300,0.959933,cluster18
1,31900,0.3119,cluster11
0,234300,1.063583,cluster7
1,24000,1.241083,cluster13
1,31900,1.04325,cluster19
0,50200,0.860017,cluster15
0,142600,0.44205,cluster8
0,52400,0.435683,cluster15
0,100100,3.441483,cluster17
1,64500,0.316733,cluster11
1,151500,1.393783,cluster5
1,101900,2.67665,cluster16
1,11600,0.97415,cluster13
1,182600,1.623233,cluster5
0,83200,1.214767,cluster7
1,82100,1.869817,cluster12
1,43500,1.016233,cluster19
1,75900,1.3782,cluster2
1,173200,2.917133,cluster2
0,201200,1.51895,cluster14
1,201700,0.815733,cluster4
1,95000,1.05615,cluster13
1,232200,1.32055,cluster5
1,131900,0.473167,cluster11
1,205500,1.1584,cluster0
1,200000,0.444583,cluster3
1,180200,1.882517,cluster2
1,125200,0.55185,cluster11
1,14700,1.1286,cluster13
1,112800,0.459517,cluster11
1,200300,1.164117,cluster4
0,193000,0.90205,cluster14
0,83700,6.4263,cluster17
1,222600,0.878683,cluster4
1,60600,0.874183,cluster19
1,141700,0.7823,cluster9
1,165400,0.69225,cluster3
1,155200,1.3579,cluster2
1,84200,1.183167,cluster13
0,35000,0.979583,cluster15
1,220300,1.216,cluster4
1,122900,1.36045,cluster12
0,225000,0.696017,cluster8
0,33700,0.959833,cluster15
1,182500,1.468267,cluster2
1,233000,3.00145,cluster2
0,231500,3.116667,cluster1
0,21200,1.08245,cluster18
1,224400,1.4583,cluster4
1,132300,1.436,cluster12
1,32500,0.310867,cluster11
0,12000,1.0683,cluster18
1,74600,0.62595,cluster11
1,123500,0.43505,cluster11
1,102300,2.9106,cluster16
1,21400,0.95335,cluster13
1,63800,0.3175,cluster11
1,125700,0.856883,cluster12
1,221300,0.649683,cluster4
0,124800,1.049033,cluster14
1,30000,0.953067,cluster13
1,101000,0.657567,cluster11
1,3100,1.131583,cluster13
1,192600,1.074467,cluster3
1,123400,1.078567,cluster0
0,185200,1.37505,cluster8
0,175600,1.65445,cluster7
0,104200,1.122867,cluster18
1,100900,0.609417,cluster11
1,193300,1.771033,cluster3
1,103800,0.6042,cluster11
1,65500,1.02725,cluster11
1,112500,1.3748,cluster12
1,85200,1.609133,cluster19
0,42700,0.5377,cluster15
1,103000,1.46015,cluster13
1,154300,1.5535,cluster12
1,192900,1.02105,cluster4
0,194700,0.57575,cluster8
0,125700,0.46315,cluster8
1,1900,1.579783,cluster13
0,60000,0.524267,cluster15
1,214600,1.1712,cluster0
1,154600,0.482633,cluster11
1,74000,1.120783,cluster12
0,114500,2.05025,cluster10
1,45600,0.524967,cluster11
1,162500,1.202867,cluster2
0,114200,2.163717,cluster8
0,191800,1.221367,cluster14
0,222100,1.105767,cluster14
1,223700,0.914633,cluster4
1,35100,1.0084,cluster6
1,52300,1.079433,cluster6
1,133100,1.358533,cluster12
1,172800,1.434783,cluster2
1,222800,0.82155,cluster9
1,33300,0.537383,cluster6
1,33500,1.04825,cluster19
1,51300,0.53125,cluster6
1,40200,0.420517,cluster11
1,65600,0.8401,cluster6
0,124400,1.005083,cluster8
0,75800,1.511783,cluster17
1,60700,0.707717,cluster19
1,191400,0.973283,cluster4
0,90800,1.145133,cluster7
1,62800,1.558917,cluster6
1,184500,1.559817,cluster0
1,234600,1.684367,cluster2
1,185300,1.97105,cluster5
0,233500,1.728717,cluster1
0,204300,0.941867,cluster8
1,13900,1.2062,cluster13
1,124500,0.445883,cluster11
0,25400,1.47235,cluster18
1,70500,0.870567,cluster6
1,70400,0.606367,cluster11
1,131200,0.437417,cluster19
1,193500,1.207067,cluster4
0,110300,1.359283,cluster18
1,135400,0.887383,cluster9
0,42100,0.5348,cluster15
1,65000,0.944167,cluster6
1,161400,0.812217,cluster3
1,33600,0.4181,cluster11
0,233600,1.17085,cluster7
1,31000,0.943267,cluster6
1,165800,1.594017,cluster5
0,21400,1.076067,cluster18
1,172400,2.542167,cluster12
1,202100,0.689983,cluster4
1,120500,0.504317,cluster11
1,152800,1.96755,cluster2
0,143500,6.0033,cluster8
1,71500,2.04815,cluster2
1,71200,1.17605,cluster13
0,115200,0.90575,cluster14
1,142000,0.385283,cluster11
1,232600,3.004383,cluster2
1,141200,0.784133,cluster9
1,12300,0.403683,cluster11
1,45100,0.562933,cluster6
1,231100,6.477883,cluster2
0,143500,0.4539,cluster8
1,210800,0.814417,cluster4
1,233200,1.222217,cluster2
1,215000,1.29755,cluster4
0,102200,4.750267,cluster17
1,23000,0.966167,cluster13
1,11200,0.9489,cluster13
1,163000,1.19765,cluster2
1,50800,0.286683,cluster11
0,102100,0.890583,cluster7
0,34500,0.325183,cluster15
0,31000,0.425667,cluster15
1,161100,0.821333,cluster2
1,184800,1.476617,cluster2
1,223300,0.867583,cluster4
1,125600,0.833917,cluster12
1,135100,0.58045,cluster0
0,114800,2.471083,cluster8
1,1400,3.0834,cluster1
1,85700,1.569083,cluster2
0,131200,0.317067,cluster8
1,30600,1.00055,cluster13
0,232100,1.685283,cluster17
0,94000,4.002867,cluster8
0,110100,1.541483,cluster18
1,34100,1.14355,cluster6
0,143600,0.444267,cluster8
1,42900,1.073167,cluster19
1,95900,0.620667,cluster11
1,163000,1.661667,cluster2
1,190300,1.326333,cluster9
1,235400,2.6994,cluster1
1,90400,1.057683,cluster13
1,201200,0.569383,cluster4
1,114600,0.905267,cluster9
1,21100,1.18185,cluster13
0,60400,0.983083,cluster15
1,115100,0.885717,cluster9
1,205800,0.633367,cluster4
1,15600,0.963167,cluster13
1,110800,0.720667,cluster2
1,124300,0.445267,cluster11
0,205800,1.26315,cluster14
0,181500,1.798767,cluster17
1,110300,0.838333,cluster11
1,130300,0.835983,cluster9
0,235900,1.044183,cluster7
1,111500,0.30085,cluster19
1,220200,0.715517,cluster9
1,131400,0.437017,cluster11
1,11300,1.463133,cluster13
1,174600,3.827717,cluster5
0,161200,3.62555,cluster17
1,182200,1.454667,cluster2
1,133400,1.379133,cluster12
1,114300,0.8988,cluster12
1,62900,1.216667,cluster6
1,122600,1.32155,cluster12
1,160600,1.05595,cluster19
1,140100,0.442383,cluster3
0,163000,0.9971,cluster7
0,101200,0.994267,cluster7
0,23500,1.50675,cluster18
1,131600,0.737867,cluster9
1,10500,1.3639,cluster13
1,133100,0.531867,cluster11
1,115600,0.653,cluster11
1,210600,1.528967,cluster4
0,40200,0.85515,cluster15
0,193000,0.866067,cluster8
0,24700,1.203317,cluster18
1,64300,0.70325,cluster6
1,65500,0.886833,cluster6
1,900,1.4722,cluster13
1,143000,0.430533,cluster11
0,161500,1.198617,cluster7
0,122000,1.19135,cluster14
0,62100,0.539467,cluster15
0,224600,0.6275,cluster8
0,10200,1.081133,cluster18
1,131000,0.858533,cluster19
1,91700,0.715867,cluster11
1,212900,0.649033,cluster3
0,72200,1.261183,cluster18
1,103800,0.37195,cluster11
0,132800,0.340933,cluster8
0,11100,1.06785,cluster18
0,205300,0.997933,cluster8
1,82100,1.166,cluster13
0,165100,1.754617,cluster7
1,33400,0.639367,cluster6
1,181200,1.231033,cluster0
0,85400,3.52275,cluster17
0,224000,0.625433,cluster8
1,1200,1.955267,cluster1
1,194100,0.63565,cluster3
0,13200,1.0918,cluster18
1,42500,0.535733,cluster6
1,223600,0.85355,cluster9
1,142600,0.4639,cluster11
1,73700,0.986967,cluster11
1,84600,2.75615,cluster11
1,142600,1.448117,cluster9
1,115400,1.032417,cluster19
0,24100,0.97275,cluster18
1,164700,0.59075,cluster11
0,40900,0.429867,cluster15
1,20700,0.399383,cluster11
1,173400,2.938767,cluster5
0,230500,1.235383,cluster14
1,103200,0.6177,cluster11
1,50700,0.535933,cluster6
0,13500,1.393183,cluster18
1,154700,1.037983,cluster2
0,124300,1.0292,cluster8
0,70400,1.669067,cluster10
0,144900,1.252233,cluster14
1,55700,0.426133,cluster11
1,65900,0.826267,cluster6
0,74600,2.119117,cluster17
1,181000,1.28475,cluster12
1,40800,0.422567,cluster6
1,134500,0.96405,cluster12
1,230000,5.416567,cluster0
1,220300,0.521383,cluster4
0,74500,1.0538,cluster18
1,171700,2.793483,cluster0
1,203400,1.589417,cluster3
0,154000,1.111,cluster7
0,143800,2.457283,cluster8
1,194100,1.5336,cluster4
0,32600,0.422917,cluster15
0,172600,1.1052,cluster7
1,203200,4.11455,cluster4
1,164200,1.43485,cluster2
1,173000,2.384083,cluster5
1,110200,1.068067,cluster19
1,105900,0.841133,cluster13
1,32400,0.9369,cluster19
0,195000,0.587617,cluster8
1,51800,0.964367,cluster19
1,145200,0.953217,cluster4
1,173000,3.874183,cluster12
1,193500,0.881267,cluster3
1,131700,0.469217,cluster11
1,134600,0.425767,cluster3
1,204100,1.185,cluster0
1,180100,1.092017,cluster12
1,123200,1.358183,cluster12
1,162400,1.797917,cluster2
1,214300,1.170417,cluster0
1,34000,0.41305,cluster11
1,160100,1.238583,cluster2
1,13200,1.585333,cluster13
1,175700,1.092133,cluster12
0,120600,2.121367,cluster14
1,193800,1.516583,cluster3
1,22600,1.485583,cluster13
1,51000,1.007033,cluster19
1,100000,0.619667,cluster11
1,50200,0.897367,cluster19
0,85100,1.035617,cluster18
0,40500,0.425467,cluster15
1,193500,1.6845,cluster0
0,133900,0.448017,cluster8
1,95300,1.013517,cluster2
1,113500,1.3913,cluster12
1,151600,1.398967,cluster5
1,190200,2.3219,cluster5
0,45100,1.039683,cluster15
1,52900,1.08565,cluster19
1,74700,7.941317,cluster13
1,14800,1.644283,cluster13
1,212900,0.813017,cluster0
1,22000,0.9586,cluster13
1,25300,1.207867,cluster13
1,65400,0.944133,cluster6
1,104900,0.832033,cluster13
1,100100,0.627233,cluster11
0,31800,0.43085,cluster15
1,121900,1.53115,cluster12
1,100300,0.619033,cluster11
1,75600,1.4811,cluster2
1,114100,1.407117,cluster12
1,101700,2.672083,cluster16
1,15300,1.476317,cluster13
1,162500,1.745317,cluster2
1,220000,0.5235,cluster9
0,91200,1.491017,cluster18
0,212500,0.55395,cluster8
1,63400,1.327133,cluster19
1,81300,0.492367,cluster11
1,171100,1.319667,cluster2
0,35500,0.855667,cluster15
0,181300,1.753283,cluster17
0,82700,1.207133,cluster7
1,235600,1.342967,cluster5
0,121200,0.340667,cluster8
1,162100,1.162167,cluster2
0,212700,1.222217,cluster14
0,221100,0.469817,cluster8
1,12200,1.467583,cluster13
0,23000,0.967783,cluster18
1,234600,4.863267,cluster1
1,90400,1.64375,cluster13
1,201000,1.025567,cluster4
1,134300,0.561333,cluster11
0,163400,1.462733,cluster7
0,165000,1.2457,cluster7
1,182800,1.07815,cluster9
1,122600,2.833117,cluster12
1,52200,1.1122,cluster19
1,83100,1.791667,cluster13
1,163400,1.589,cluster2
1,4000,1.76345,cluster13
1,25800,0.891083,cluster13
0,134300,0.55285,cluster8
1,12600,1.0968,cluster13
1,193300,0.817167,cluster3
0,43100,0.320567,cluster15
1,204800,1.087233,cluster0
1,135500,0.8894,cluster9
1,62800,0.952833,cluster19
1,151500,1.02495,cluster2
0,160300,1.678683,cluster17
1,221200,1.243433,cluster4
1,142100,0.301983,cluster11
1,164100,0.580933,cluster11
1,133400,1.10615,cluster0
1,82200,1.547783,cluster13
0,171100,1.717417,cluster17
0,135400,0.549667,cluster8
1,21700,1.47585,cluster13
1,231200,1.8346,cluster5
1,94800,1.046883,cluster2
1,134100,0.552133,cluster11
1,230000,0.77745,cluster4
1,52800,1.169333,cluster6
1,105800,0.896633,cluster2
