Day,' Time','use [kW]',Cluster
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16590,2.53272,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16580,2.52357,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16570,2.52583,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16560,2.69608,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16550,2.79227,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16540,2.79813,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16530,2.79935,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
0,16520,2.81073,cluster8
