@relation 3.train

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21}

@data
1,0,3.27365,cluster21
1,0,3.27365,cluster21
1,0,3.27365,cluster21
1,0,3.27365,cluster21
1,0,3.27365,cluster21
0,235900,0.905417,cluster1
0,235600,0.9167,cluster1
0,235400,0.927067,cluster1
0,235200,1.04265,cluster1
0,235000,0.449217,cluster1
0,234600,0.555683,cluster1
0,234400,0.560817,cluster1
0,234000,0.658283,cluster1
0,233600,0.65885,cluster1
0,233500,0.659983,cluster1
0,233300,0.666183,cluster1
0,233100,0.663083,cluster1
0,232900,0.6594,cluster1
0,231800,0.659983,cluster1
0,231600,0.644033,cluster1
0,231100,1.04035,cluster1
0,231000,1.090467,cluster1
0,230700,1.041767,cluster1
0,230500,0.980183,cluster1
0,230400,1.002367,cluster1
0,230100,1.00715,cluster1
0,225900,0.883933,cluster1
0,225800,0.894233,cluster1
0,225700,0.893017,cluster1
0,225200,0.928717,cluster1
0,225000,0.711467,cluster1
0,224700,0.45725,cluster1
0,224300,0.423633,cluster1
0,224200,0.413067,cluster1
0,224100,0.44875,cluster1
0,222600,1.020483,cluster1
0,222200,1.021083,cluster1
0,222100,1.0205,cluster1
0,222000,1.029433,cluster1
0,221700,1.026383,cluster1
0,220500,1.4584,cluster1
0,220200,1.45985,cluster1
0,215400,1.484233,cluster1
0,215200,1.36685,cluster1
0,214800,0.916467,cluster1
0,214100,0.917683,cluster1
0,212800,0.848,cluster1
0,212400,0.8465,cluster1
0,212200,0.963417,cluster1
0,211600,0.961217,cluster1
0,211300,0.94775,cluster1
0,211000,0.949283,cluster1
0,210600,1.374367,cluster1
0,205800,1.757267,cluster1
0,205600,3.127583,cluster21
0,205600,3.127583,cluster21
0,205600,3.127583,cluster21
0,205600,3.127583,cluster21
0,205600,3.127583,cluster21
0,205500,2.88245,cluster21
0,205500,2.88245,cluster21
0,205500,2.88245,cluster21
0,205500,2.88245,cluster21
0,205500,2.88245,cluster21
0,205400,2.665067,cluster21
0,205400,2.665067,cluster21
0,205400,2.665067,cluster21
0,205400,2.665067,cluster21
0,205400,2.665067,cluster21
0,204700,1.345467,cluster1
0,204500,1.401367,cluster1
0,204100,1.397917,cluster1
0,204000,1.409967,cluster1
0,203700,1.295033,cluster1
0,203400,1.468833,cluster1
0,203200,1.449517,cluster1
0,203000,2.643217,cluster21
0,203000,2.643217,cluster21
0,203000,2.643217,cluster21
0,203000,2.643217,cluster21
0,203000,2.643217,cluster21
0,202900,2.639317,cluster21
0,202900,2.639317,cluster21
0,202900,2.639317,cluster21
0,202900,2.639317,cluster21
0,202900,2.639317,cluster21
0,202800,2.646917,cluster21
0,202800,2.646917,cluster21
0,202800,2.646917,cluster21
0,202800,2.646917,cluster21
0,202800,2.646917,cluster21
0,202700,2.6386,cluster21
0,202700,2.6386,cluster21
0,202700,2.6386,cluster21
0,202700,2.6386,cluster21
0,202700,2.6386,cluster21
0,202600,2.6393,cluster21
0,202600,2.6393,cluster21
0,202600,2.6393,cluster21
0,202600,2.6393,cluster21
0,202600,2.6393,cluster21
0,202500,2.7014,cluster21
0,202500,2.7014,cluster21
0,202500,2.7014,cluster21
0,202500,2.7014,cluster21
0,202500,2.7014,cluster21
0,202400,2.630333,cluster21
0,202400,2.630333,cluster21
0,202400,2.630333,cluster21
0,202400,2.630333,cluster21
0,202400,2.630333,cluster21
0,202300,2.628367,cluster21
0,202300,2.628367,cluster21
0,202300,2.628367,cluster21
0,202300,2.628367,cluster21
0,202300,2.628367,cluster21
0,202200,2.61165,cluster21
0,202200,2.61165,cluster21
0,202200,2.61165,cluster21
0,202200,2.61165,cluster21
0,202200,2.61165,cluster21
0,202100,2.599933,cluster21
0,202100,2.599933,cluster21
0,202100,2.599933,cluster21
0,202100,2.599933,cluster21
0,202100,2.599933,cluster21
0,202000,2.591883,cluster21
0,202000,2.591883,cluster21
0,202000,2.591883,cluster21
