Day,' Time','use [kW]',Cluster
0,0,1.1881,cluster1
0,235700,1.36605,cluster1
0,235500,1.365417,cluster1
0,235300,1.369083,cluster1
0,235100,1.3582,cluster1
0,234700,1.34355,cluster1
0,234500,1.342367,cluster1
0,234100,1.46655,cluster1
0,233700,1.84425,cluster1
0,233600,1.84245,cluster1
0,233400,1.853783,cluster1
0,233200,1.8535,cluster1
0,233000,1.850517,cluster1
0,231900,1.802183,cluster1
0,231700,1.499083,cluster1
0,231200,1.49605,cluster1
0,231100,1.501683,cluster1
0,230800,1.498433,cluster1
0,230600,1.507,cluster1
0,230500,1.501967,cluster1
0,230200,1.508133,cluster1
0,230000,1.485033,cluster1
0,225900,1.4609,cluster1
0,225800,1.461667,cluster1
0,225300,1.491533,cluster1
0,225100,1.40355,cluster1
0,224800,1.276517,cluster1
0,224400,1.25895,cluster1
0,224300,1.26235,cluster1
0,224200,1.264233,cluster1
0,222700,1.67825,cluster1
0,222400,1.8485,cluster21
0,222400,1.8485,cluster21
0,222400,1.8485,cluster21
0,222400,1.8485,cluster21
0,222300,1.78145,cluster21
0,222300,1.78145,cluster21
0,222300,1.78145,cluster21
0,222300,1.78145,cluster21
0,222100,2.124683,cluster1
0,222000,2.295333,cluster1
0,221900,2.398967,cluster1
0,221700,1.9359,cluster20
0,221700,1.9359,cluster20
0,221500,1.994067,cluster20
0,221500,1.994067,cluster20
0,221400,2.007417,cluster1
0,220800,2.063633,cluster20
0,220800,2.063633,cluster20
0,220600,2.0496,cluster20
0,220600,2.0496,cluster20
0,220500,2.054917,cluster20
0,220500,2.054917,cluster20
0,220300,2.0574,cluster20
0,220300,2.0574,cluster20
0,220200,2.059683,cluster20
0,220200,2.059683,cluster20
0,220100,2.0607,cluster20
0,220100,2.0607,cluster20
0,215900,2.063817,cluster20
0,215900,2.063817,cluster20
0,215800,2.0662,cluster20
0,215800,2.0662,cluster20
0,215700,2.080833,cluster20
0,215700,2.080833,cluster20
0,215600,2.077383,cluster20
0,215600,2.077383,cluster20
0,215500,2.075333,cluster20
0,215500,2.075333,cluster20
0,215400,2.09325,cluster20
0,215400,2.09325,cluster20
0,215300,2.06115,cluster20
0,215300,2.06115,cluster20
0,215200,2.05845,cluster20
0,215200,2.05845,cluster20
0,215100,2.054133,cluster20
0,215100,2.054133,cluster20
0,215000,2.05125,cluster20
0,215000,2.05125,cluster20
0,214900,2.0472,cluster20
0,214900,2.0472,cluster20
0,214800,2.045683,cluster20
0,214800,2.045683,cluster20
0,214700,2.0383,cluster20
0,214700,2.0383,cluster20
0,214600,2.044533,cluster20
0,214600,2.044533,cluster20
0,214500,2.034233,cluster20
0,214500,2.034233,cluster20
0,214400,2.015683,cluster20
0,214400,2.015683,cluster20
0,214300,1.79105,cluster20
0,214300,1.79105,cluster20
0,214200,1.800833,cluster20
0,214200,1.800833,cluster20
0,214100,1.799233,cluster20
0,214100,1.799233,cluster20
0,214000,1.79705,cluster20
0,214000,1.79705,cluster20
0,213900,1.767,cluster20
0,213900,1.767,cluster20
0,213800,1.740583,cluster20
0,213800,1.740583,cluster20
0,213700,2.045817,cluster20
0,213700,2.045817,cluster20
0,213600,2.2063,cluster20
0,213600,2.2063,cluster20
0,213500,2.21955,cluster20
0,213500,2.21955,cluster20
0,213400,2.082267,cluster20
0,213400,2.082267,cluster20
0,213300,2.126783,cluster20
0,213300,2.126783,cluster20
0,213200,2.123467,cluster20
0,213200,2.123467,cluster20
0,213100,2.126817,cluster20
0,213100,2.126817,cluster20
0,213000,2.125017,cluster20
0,213000,2.125017,cluster20
0,212900,2.164117,cluster20
