@relation 'c3_cl-weka.filters.unsupervised.attribute.Remove-R1,5-25'

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0,195400,3.8044,cluster14
0,195300,3.635983,cluster6
0,195200,3.596433,cluster4
0,195100,3.6196,cluster4
0,195000,3.61005,cluster4
0,194900,3.622667,cluster4
0,194800,3.951067,cluster4
0,194700,6.281083,cluster4
0,194600,3.5153,cluster6
0,194500,3.18505,cluster6
0,194400,4.840483,cluster6
0,194300,4.93865,cluster4
0,194200,3.186917,cluster6
0,194100,4.86205,cluster4
0,194000,4.789817,cluster17
0,193900,2.973067,cluster17
0,193800,4.198483,cluster17
0,193700,6.548367,cluster1
0,193600,6.5117,cluster1
0,193500,6.52855,cluster1
0,193400,5.3199,cluster1
0,193300,1.529117,cluster1
0,193200,1.4783,cluster17
0,193100,1.234517,cluster1
0,193000,1.257833,cluster1
0,192900,1.243167,cluster1
0,192800,1.281117,cluster1
0,192700,1.268733,cluster1
0,192600,1.272567,cluster1
0,192500,1.268367,cluster1
0,192400,1.306683,cluster1
0,192300,1.386983,cluster1
0,192200,1.3413,cluster1
0,192100,1.393033,cluster1
0,192000,1.457917,cluster1
0,191900,1.411967,cluster1
0,191800,1.63365,cluster1
0,191700,1.824317,cluster1
0,191600,1.811267,cluster1
0,191500,1.859033,cluster1
0,191400,1.889767,cluster1
0,191300,1.996233,cluster1
0,191200,1.889783,cluster1
0,191100,2.118567,cluster1
0,191000,2.114233,cluster1
0,190900,2.118467,cluster1
0,190800,2.12405,cluster1
0,190700,2.147383,cluster1
0,190600,2.372217,cluster1
0,190500,2.708483,cluster1
0,190400,2.73465,cluster1
0,190300,2.75455,cluster1
0,190200,2.41865,cluster1
0,190100,2.17305,cluster1
0,190000,2.070867,cluster1
0,185900,2.1039,cluster1
0,185800,1.904933,cluster1
0,185700,1.876083,cluster1
0,185600,2.05425,cluster9
0,185500,2.1309,cluster9
0,185400,2.29285,cluster9
0,185300,2.28665,cluster19
0,185200,2.276067,cluster19
0,185100,2.282867,cluster19
0,185000,2.242517,cluster19
0,184900,2.24485,cluster19
0,184800,2.256933,cluster19
0,184700,2.301533,cluster19
0,184600,2.232767,cluster19
0,184500,2.255483,cluster19
0,184400,1.7277,cluster19
0,184300,1.722067,cluster19
0,184200,1.73105,cluster19
0,184100,1.750633,cluster19
0,184000,1.770883,cluster19
0,183900,1.743733,cluster19
0,183800,1.780717,cluster19
0,183700,1.796433,cluster9
0,183600,1.80455,cluster9
0,183500,1.804017,cluster9
0,183400,1.820217,cluster9
0,183300,1.764967,cluster19
0,183200,1.751133,cluster19
0,183100,1.7555,cluster19
0,183000,1.752733,cluster19
0,182900,1.7646,cluster19
0,182800,1.77025,cluster19
0,182700,1.764417,cluster19
0,182600,1.77115,cluster19
0,182500,1.761733,cluster19
0,182400,1.75355,cluster19
0,182300,1.752133,cluster19
0,182200,1.7628,cluster19
0,182100,2.118933,cluster7
0,182000,1.769217,cluster19
0,181900,1.773517,cluster19
0,181800,1.757867,cluster19
0,181700,1.852367,cluster19
0,181600,1.910483,cluster18
0,181500,1.8769,cluster19
0,181400,1.880817,cluster19
0,181300,1.9172,cluster19
0,181200,1.9355,cluster19
0,181100,2.320367,cluster7
