refinedUse,' dow',' phase',' dType',' Time',' Cluster'
1.5174,4,1,1,2530,cluster9
0.991683,4,1,1,2520,cluster9
0.545716,1,2,1,5190,cluster9
0.479267,1,2,1,5180,cluster9
0.632401,1,2,1,5160,cluster9
0.657634,1,2,1,5150,cluster9
0.840483,5,2,0,6080,cluster9
0.907582,5,2,0,6070,cluster9
0.894867,5,2,0,6060,cluster9
1.46215,2,3,1,8270,cluster9
1.50855,2,3,1,8260,cluster9
1.0354,5,3,0,12280,cluster9
1.04583,5,3,0,12270,cluster9
1.04922,5,3,0,12260,cluster9
1.42845,5,3,0,12250,cluster9
1.0555,5,3,0,12240,cluster9
1.06865,5,3,0,12230,cluster9
1.04535,5,3,0,12220,cluster9
1.06838,5,3,0,12210,cluster9
1.05985,5,3,0,12200,cluster9
1.05943,5,3,0,12190,cluster9
1.04653,5,3,0,12180,cluster9
1.04322,5,3,0,12170,cluster9
1.01608,5,3,0,12160,cluster9
1.00788,5,3,0,12150,cluster9
0.915633,5,3,0,12140,cluster9
0.665566,5,3,0,12130,cluster9
0.667834,5,3,0,12120,cluster9
0.880834,5,3,0,12110,cluster9
0.911817,5,3,0,12100,cluster9
0.916485,5,3,0,12090,cluster9
0.970568,5,3,0,12080,cluster9
0.95645,5,3,0,12070,cluster9
1.12608,1,1,1,1060,cluster9
1.03812,1,1,1,1050,cluster9
1.18395,1,1,1,1040,cluster9
1.07922,1,1,1,1030,cluster9
1.04018,1,1,1,1020,cluster9
1.23443,1,1,1,1010,cluster9
1.02485,1,1,1,1000,cluster9
1.22843,1,1,1,590,cluster9
1.03913,1,1,1,580,cluster9
1.02563,1,1,1,570,cluster9
1.29007,1,1,1,560,cluster9
1.43025,1,1,1,550,cluster9
1.59118,1,1,1,540,cluster9
1.39897,1,1,1,530,cluster9
1.39857,1,1,1,520,cluster9
0.91655,6,1,0,3420,cluster9
1.02633,6,1,0,3410,cluster9
1.01647,6,1,0,3400,cluster9
1.00643,6,1,0,3390,cluster9
0.99755,6,1,0,3380,cluster9
0.99,6,1,0,3370,cluster9
0.790183,6,1,0,3360,cluster9
0.842183,6,1,0,3340,cluster9
0.972783,6,1,0,3330,cluster9
0.9385,6,1,0,3320,cluster9
0.673816,6,1,0,3310,cluster9
0.6902,6,1,0,3300,cluster9
0.672684,6,1,0,3290,cluster9
0.576333,6,1,0,3280,cluster9
0.305483,3,1,1,3240,cluster9
0.24967,3,1,1,3230,cluster9
1.50118,6,3,0,9380,cluster9
0.62025,3,1,1,90,cluster9
0.649434,3,1,1,80,cluster9
1.00233,3,1,1,70,cluster9
0.788517,3,1,1,60,cluster9
0.864484,3,1,1,50,cluster9
1.2486,6,3,0,12320,cluster9
1.39278,6,3,0,12310,cluster9
1.50735,6,3,0,12300,cluster9
1.50135,6,3,0,12290,cluster9
1.4929,6,3,0,12280,cluster9
1.51265,6,3,0,12270,cluster9
1.51739,6,3,0,12260,cluster9
1.53568,6,3,0,12250,cluster9
1.53712,6,3,0,12240,cluster9
1.47545,6,3,0,12230,cluster9
1.33647,6,3,0,12220,cluster9
1.3317,6,3,0,12210,cluster9
1.32745,6,3,0,12200,cluster9
1.31345,6,3,0,12190,cluster9
1.42953,6,3,0,12180,cluster9
1.73368,6,3,0,12170,cluster9
1.60848,6,3,0,12160,cluster9
1.58255,6,3,0,12150,cluster9
1.62475,6,3,0,12140,cluster9
1.52984,6,3,0,12130,cluster9
0.698483,2,0,1,23540,cluster9
1.01697,3,2,1,4550,cluster9
1.04428,3,2,1,4540,cluster9
1.0708,3,2,1,4530,cluster9
1.02005,3,2,1,4460,cluster9
1.07012,3,2,1,4450,cluster9
1.05552,3,2,1,4440,cluster9
1.05915,3,2,1,4430,cluster9
1.04997,3,2,1,4420,cluster9
0.611237,4,3,1,12070,cluster9
0.603314,4,3,1,12060,cluster9
0.6041,4,3,1,12050,cluster9
0.592683,4,3,1,12040,cluster9
0.602413,4,3,1,12030,cluster9
0.597613,4,3,1,12020,cluster9
0.601399,4,3,1,12010,cluster9
0.59928,4,3,1,12000,cluster9
0.60637,4,3,1,11590,cluster9
0.60818,4,3,1,11580,cluster9
0.58108,4,3,1,11570,cluster9
0.58815,4,3,1,11560,cluster9
0.590987,4,3,1,11550,cluster9
0.500386,4,3,1,11540,cluster9
0.480299,1,2,1,4220,cluster9
1.2287,4,1,1,1220,cluster9
1.22705,4,1,1,1210,cluster9
0.505666,1,2,1,4200,cluster9
0.620466,1,2,1,4170,cluster9
0.707117,1,2,1,4160,cluster9
0.765233,1,2,1,4150,cluster9
0.86925,1,2,1,4140,cluster9
1.14533,1,2,1,4130,cluster9
1.29655,4,1,1,1200,cluster9
1.11678,1,2,1,4120,cluster9
1.10617,4,1,1,1190,cluster9
0.733049,1,2,1,4110,cluster9
1.39852,4,1,1,1180,cluster9
1.11017,4,1,1,1170,cluster9
0.533417,1,2,1,4100,cluster9
0.521102,1,2,1,4090,cluster9
0.507165,1,2,1,4080,cluster9
0.526633,1,2,1,4070,cluster9
0.521417,1,2,1,4060,cluster9
0.5268,1,2,1,4050,cluster9
0.523733,1,2,1,4040,cluster9
0.512117,1,2,1,4030,cluster9
1.76292,1,1,1,3590,cluster9
1.84885,1,1,1,3580,cluster9
1.9614,1,1,1,3570,cluster9
1.78991,1,1,1,3560,cluster9
1.79358,1,1,1,3550,cluster9
1.79747,1,1,1,3540,cluster9
1.82233,1,1,1,3530,cluster9
1.80826,1,1,1,3520,cluster9
1.79062,1,1,1,3510,cluster9
1.36297,1,1,1,3500,cluster9
1.15436,1,1,1,3490,cluster9
1.03527,1,1,1,3480,cluster9
0.805646,1,1,1,3470,cluster9
0.735451,1,1,1,3460,cluster9
0.568233,1,1,1,3450,cluster9
0.546618,1,1,1,3440,cluster9
0.381701,3,0,1,23530,cluster9
0.596299,3,0,1,23520,cluster9
0.598533,3,0,1,23510,cluster9
0.395568,3,0,1,23500,cluster9
0.69655,3,0,1,23490,cluster9
0.664234,3,0,1,23480,cluster9
0.855467,3,0,1,23470,cluster9
0.645884,3,0,1,23460,cluster9
0.400584,3,3,1,12490,cluster9
0.525767,3,3,1,12480,cluster9
0.501366,3,3,1,12470,cluster9
0.517634,3,3,1,12460,cluster9
0.505833,3,3,1,12450,cluster9
0.506549,3,3,1,12440,cluster9
0.485518,3,3,1,12430,cluster9
0.465251,3,3,1,12420,cluster9
0.471267,3,3,1,12410,cluster9
0.484683,3,3,1,12400,cluster9
0.630266,3,3,1,12390,cluster9
0.534449,3,3,1,12380,cluster9
0.476883,3,3,1,12370,cluster9
0.466134,3,3,1,12360,cluster9
0.476583,3,3,1,12350,cluster9
0.521816,3,3,1,12340,cluster9
0.492134,3,3,1,12330,cluster9
0.543884,3,3,1,12320,cluster9
0.542783,3,3,1,12310,cluster9
0.531751,3,3,1,12300,cluster9
0.4561,3,3,1,12290,cluster9
0.379916,3,3,1,12280,cluster9
0.293418,3,3,1,12270,cluster9
0.286434,3,3,1,12260,cluster9
0.277916,3,3,1,12250,cluster9
0.273884,3,3,1,12240,cluster9
1.63883,1,2,1,6510,cluster9
1.64343,1,2,1,6500,cluster9
1.25905,1,2,1,6450,cluster9
1.2544,1,2,1,6440,cluster9
1.26252,1,2,1,6430,cluster9
1.25978,1,2,1,6370,cluster9
1.31142,1,2,1,6360,cluster9
1.38752,2,1,1,440,cluster9
1.68275,2,1,1,430,cluster9
1.99647,0,3,0,8330,cluster9
2.1756,0,3,0,8200,cluster9
2.13445,0,3,0,8190,cluster9
1.65072,0,3,0,8180,cluster9
1.73092,0,3,0,8170,cluster9
1.74778,0,3,0,8160,cluster9
2.00012,0,3,0,8150,cluster9
2.15865,0,3,0,8140,cluster9
2.14442,0,3,0,8130,cluster9
1.88405,0,3,0,8120,cluster9
1.72135,0,3,0,8110,cluster9
1.69503,0,3,0,8100,cluster9
1.7273,0,3,0,8090,cluster9
1.71933,0,3,0,8080,cluster9
1.71552,0,3,0,8070,cluster9
1.88195,0,3,0,8060,cluster9
2.1758,0,3,0,8050,cluster9
2.18842,0,3,0,8040,cluster9
2.14235,0,3,0,8030,cluster9
2.08895,0,3,0,8020,cluster9
1.73675,0,3,0,8010,cluster9
1.58688,0,3,0,8000,cluster9
1.59175,0,3,0,7590,cluster9
1.59577,0,3,0,7580,cluster9
1.58185,0,3,0,7570,cluster9
1.52885,0,3,0,7560,cluster9
1.52715,0,3,0,7550,cluster9
2.01262,0,3,0,7540,cluster9
2.01217,0,3,0,7530,cluster9
1.96133,0,3,0,7520,cluster9
1.95515,0,3,0,7510,cluster9
1.83735,0,3,0,7500,cluster9
1.7793,0,3,0,7490,cluster9
1.75232,0,3,0,7480,cluster9
1.63802,0,3,0,7470,cluster9
1.26065,0,3,0,7460,cluster9
1.0772,0,3,0,7450,cluster9
0.97595,0,3,0,7440,cluster9
1.09348,1,3,1,12190,cluster9
1.10488,1,3,1,12180,cluster9
0.824834,1,3,1,12170,cluster9
0.688684,1,3,1,12160,cluster9
0.769182,1,3,1,12150,cluster9
0.935599,1,3,1,12140,cluster9
0.94855,1,3,1,12130,cluster9
0.9578,1,3,1,12120,cluster9
0.987433,1,3,1,12110,cluster9
1.41022,5,3,1,13020,cluster9
1.46047,5,3,1,13010,cluster9
0.892517,1,3,1,12000,cluster9
0.962983,1,3,1,11590,cluster9
0.868033,1,3,1,11580,cluster9
1.08928,2,1,1,2510,cluster9
0.523503,1,3,1,12080,cluster9
0.683453,1,3,1,12070,cluster9
0.717532,1,3,1,12060,cluster9
0.74902,1,3,1,12050,cluster9
0.863837,1,3,1,12040,cluster9
0.842813,1,3,1,12030,cluster9
1.45588,5,3,1,13000,cluster9
1.46495,5,3,1,12590,cluster9
1.44917,5,3,1,12580,cluster9
1.47697,5,3,1,12570,cluster9
1.49242,5,3,1,12560,cluster9
1.48413,5,3,1,12550,cluster9
1.47035,5,3,1,12540,cluster9
