refinedUse,' dow',' phase',' dType',' Time',' Cluster'
0.056967,6,0,0,21260,cluster11
0,0,3,1,12300,cluster11
0,0,3,1,12290,cluster11
0,0,3,1,12280,cluster11
0,0,3,1,12270,cluster11
0.003201,0,3,1,12260,cluster11
0.000101,0,3,1,12250,cluster11
0.023184,0,3,1,12240,cluster11
0.050551,0,3,1,12230,cluster11
0.039551,0,3,1,12220,cluster11
0.049466,0,3,1,12210,cluster11
0.216234,6,1,0,3400,cluster11
0.251583,6,1,0,3390,cluster11
0.238033,6,1,0,3380,cluster11
0.252667,6,1,0,3370,cluster11
0,5,3,1,12400,cluster11
0.244183,6,1,0,3360,cluster11
0,5,3,1,12390,cluster11
0.242084,6,1,0,3350,cluster11
0,5,3,1,12380,cluster11
0.26335,6,1,0,3340,cluster11
0,5,3,1,12370,cluster11
0.244833,6,1,0,3330,cluster11
0,5,3,1,12360,cluster11
0.259117,6,1,0,3320,cluster11
0,5,3,1,12350,cluster11
0.30515,6,1,0,3310,cluster11
0,5,3,1,12340,cluster11
0,5,3,1,12330,cluster11
0,5,3,1,12320,cluster11
0,5,3,1,12310,cluster11
0,0,3,1,12200,cluster11
0,0,3,1,12190,cluster11
0,0,3,1,12180,cluster11
0,0,3,1,12170,cluster11
0,0,3,1,12160,cluster11
0,0,3,1,12150,cluster11
0,0,3,1,12140,cluster11
0,0,3,1,12130,cluster11
0,0,3,1,12120,cluster11
0,0,3,1,12110,cluster11
0.473666,6,1,0,3300,cluster11
0.341567,6,1,0,3290,cluster11
0.299833,6,1,0,3280,cluster11
0.207535,6,1,0,3270,cluster11
0,5,3,1,12300,cluster11
0.2054,6,1,0,3260,cluster11
0,5,3,1,12290,cluster11
0.204133,6,1,0,3250,cluster11
0,5,3,1,12280,cluster11
0.203466,6,1,0,3240,cluster11
0,5,3,1,12270,cluster11
0.203283,6,1,0,3230,cluster11
0,5,3,1,12260,cluster11
0.072066,6,1,0,3220,cluster11
0,5,3,1,12250,cluster11
0,6,1,0,3210,cluster11
0,5,3,1,12240,cluster11
0,5,3,1,12230,cluster11
0,5,3,1,12220,cluster11
0,5,3,1,12210,cluster11
0,0,3,1,12100,cluster11
0,0,3,1,12090,cluster11
0,0,3,1,12080,cluster11
0,0,3,1,12070,cluster11
0,0,3,1,12060,cluster11
0,0,3,1,12050,cluster11
0,0,3,1,12040,cluster11
0,0,3,1,12030,cluster11
0,0,3,1,12020,cluster11
0,0,3,1,12010,cluster11
0,0,0,1,18200,cluster11
0,0,0,1,18190,cluster11
0,0,0,1,18180,cluster11
0,0,0,1,18170,cluster11
0,6,1,0,3200,cluster11
0,0,0,1,18160,cluster11
0,6,1,0,3190,cluster11
0,0,0,1,18150,cluster11
0,6,1,0,3180,cluster11
0,0,0,1,18140,cluster11
0,6,1,0,3170,cluster11
0,5,3,1,12200,cluster11
0,0,0,1,18130,cluster11
0,5,3,1,12190,cluster11
0,0,0,1,18120,cluster11
0,5,3,1,12180,cluster11
0,0,0,1,18110,cluster11
0,5,3,1,12170,cluster11
0,5,3,1,12160,cluster11
0,5,3,1,12150,cluster11
0,5,3,1,12140,cluster11
0,5,3,1,12130,cluster11
0,5,3,1,12120,cluster11
0,5,3,1,12110,cluster11
0,0,3,1,12000,cluster11
0,0,3,1,11590,cluster11
0,0,3,1,11580,cluster11
0,0,3,1,11570,cluster11
0,0,3,1,11560,cluster11
0,0,3,1,11550,cluster11
0,0,3,1,11540,cluster11
0,0,3,1,11530,cluster11
0,0,3,1,11520,cluster11
0,0,3,1,11510,cluster11
0,0,0,1,18100,cluster11
0,0,0,1,18090,cluster11
0,0,0,1,18080,cluster11
0,0,0,1,18070,cluster11
0,0,0,1,18060,cluster11
0,0,0,1,18050,cluster11
0,0,0,1,18040,cluster11
0,5,3,1,12100,cluster11
0,0,0,1,18030,cluster11
0,5,3,1,12090,cluster11
0,0,0,1,18020,cluster11
0,5,3,1,12080,cluster11
0,0,0,1,18010,cluster11
0,5,3,1,12070,cluster11
0,5,3,1,12060,cluster11
0,5,3,1,12050,cluster11
0,5,3,1,12040,cluster11
0,5,3,1,12030,cluster11
0,5,3,1,12020,cluster11
0,5,3,1,12010,cluster11
0.020383,0,0,0,20000,cluster11
0,0,3,1,11500,cluster11
0,0,3,1,11490,cluster11
0,0,3,1,11480,cluster11
0,0,3,1,11470,cluster11
0,0,3,1,11460,cluster11
0,0,3,1,11450,cluster11
0,0,3,1,11440,cluster11
0,0,3,1,11430,cluster11
0,0,3,1,11420,cluster11
0,0,3,1,11410,cluster11
0,4,3,1,12000,cluster11
0,4,3,1,11590,cluster11
0,4,3,1,11580,cluster11
0,4,3,1,11570,cluster11
0,4,3,1,11560,cluster11
0,4,3,1,11550,cluster11
0,4,3,1,11540,cluster11
0,4,3,1,11530,cluster11
0.007717,4,3,1,11520,cluster11
0.00805,4,3,1,11510,cluster11
0,0,0,1,18000,cluster11
0,0,0,1,17590,cluster11
0,0,0,1,17580,cluster11
0,0,0,1,17570,cluster11
0,0,0,1,17560,cluster11
0.06635,0,0,1,17550,cluster11
0.098,0,0,1,17540,cluster11
0,5,3,1,12000,cluster11
0.0984,0,0,1,17530,cluster11
0,5,3,1,11590,cluster11
