'refinedUse ',' dow ',' phase ',Day,' Time','use [kW]',Cluster
1.11567,6,0,0,14220,2.0423,cluster15
0.136833,5,3,1,8280,0.3998,cluster5
0.323017,1,0,1,22150,0.706817,cluster13
0.62635,0,3,0,7180,0.77935,cluster13
0,6,0,0,23250,0.795583,cluster5
2.1603,1,3,1,13120,3.339683,cluster54
1.08747,6,0,0,14210,2.02055,cluster15
0.13555,5,3,1,8270,0.401417,cluster5
0.326984,1,0,1,22140,0.706567,cluster13
0.630334,0,3,0,7170,0.76775,cluster13
0,6,0,0,23240,0.808983,cluster5
1.65665,1,3,1,13110,2.836883,cluster54
0.126466,5,3,1,8260,0.400733,cluster5
0.323116,1,0,1,22130,0.706483,cluster13
0.555666,0,3,0,7160,0.713283,cluster13
0,6,0,0,23230,0.8012,cluster5
0.132884,5,3,1,8250,0.401267,cluster5
0.323317,1,0,1,22120,0.706017,cluster13
0,5,3,1,8110,1.00172,cluster12
0.188649,0,3,0,7150,0.33065,cluster13
0,6,0,0,23220,0.812367,cluster5
0.161149,5,3,1,8240,0.385767,cluster5
0.322734,1,0,1,22110,0.70565,cluster13
0.215596,5,3,1,8100,1.09978,cluster12
0.1941,0,3,0,7140,0.3378,cluster13
0,6,0,0,23210,0.804783,cluster5
0.181218,5,3,1,8230,0.382367,cluster5
0.15026,5,3,1,8090,1.01837,cluster12
0.181134,0,3,0,7130,0.335267,cluster13
2.38893,3,2,1,4200,5.3109,cluster17
0.141034,5,3,1,8220,0.451583,cluster5
0.14167,5,3,1,8080,0.996633,cluster12
0.388032,0,3,0,7120,0.5503,cluster13
2.364,3,2,1,4190,5.300017,cluster17
0.098967,5,3,1,8210,0.48675,cluster5
0.187023,5,3,1,8070,0.996083,cluster12
0.634101,0,3,0,7110,0.782267,cluster13
2.34977,3,2,1,4180,5.25195,cluster17
0.113639,5,3,1,8060,0.9192,cluster12
2.27085,3,2,1,4170,5.202633,cluster17
0.262541,5,3,1,8050,0.924717,cluster12
2.18877,3,2,1,4160,5.105833,cluster17
0.39697,5,3,1,8040,0.901217,cluster12
1.91908,3,2,1,4150,4.847533,cluster17
0.533584,5,3,1,8030,0.803283,cluster12
1.92288,3,2,1,4140,4.863467,cluster17
0.230658,5,3,1,8020,0.5123,cluster12
1.88022,3,2,1,4130,4.8319,cluster17
1.85913,3,2,1,4120,4.76905,cluster17
1.8118,3,2,1,4110,4.715317,cluster17
0.622867,5,0,1,22300,1.066617,cluster13
0.550883,3,0,1,21200,1.64895,cluster13
0.621199,5,0,1,22290,1.069083,cluster13
0.550986,3,0,1,21190,1.65222,cluster13
0.599533,5,0,1,22280,1.069267,cluster13
0.448464,3,0,1,21180,1.83653,cluster13
0.611949,5,0,1,22270,1.0677,cluster13
0.188751,0,3,0,7290,0.5278,cluster3
0.373418,3,0,1,21170,2.0308,cluster13
0.624483,5,0,1,22260,1.065833,cluster13
0.185968,0,3,0,7280,0.534267,cluster3
0.360279,3,0,1,21160,2.02878,cluster13
0.614985,5,0,1,22250,1.068867,cluster13
0.178451,0,3,0,7270,0.530267,cluster3
0.22745,3,0,1,21150,1.888,cluster13
0.61225,5,0,1,22240,1.072083,cluster13
0.1895,0,3,0,7260,0.534033,cluster3
0.001117,3,0,1,21140,1.66555,cluster13
0.614101,5,0,1,22230,1.074717,cluster13
0.20235,0,3,0,7250,0.535233,cluster3
0,3,0,1,21130,1.64497,cluster13
0.60285,5,0,1,22220,1.1491,cluster13
0.131967,0,3,0,7240,0.527117,cluster3
0,3,0,1,21120,1.65042,cluster13
0.613368,5,0,1,22210,1.2379,cluster13
0.096133,0,3,0,7230,0.549167,cluster3
0,3,0,1,21110,1.67242,cluster13
0.174067,0,3,0,7220,0.630983,cluster3
0.3168,0,3,0,7210,0.782517,cluster3
0,2,1,1,3200,1.413417,cluster15
0.427717,0,3,0,7200,0.8824,cluster3
0,2,1,1,3190,1.422617,cluster15
0,2,1,1,3180,1.429117,cluster15
1.09298,6,3,0,13300,2.20165,cluster15
0.006301,2,1,1,3170,1.433217,cluster15
0.569434,1,3,1,12200,2.2974,cluster15
1.08405,6,3,0,13290,2.155567,cluster15
0,2,1,1,3160,1.442783,cluster15
1.09348,1,3,1,12190,2.788983,cluster15
1.10405,6,3,0,13280,2.165217,cluster15
0,2,1,1,3150,1.435417,cluster15
1.10488,1,3,1,12180,2.810933,cluster15
0,4,0,1,21200,1.06215,cluster3
1.05457,6,3,0,13270,2.140317,cluster15
0,2,1,1,3140,1.53505,cluster15
0.0981,6,0,0,22300,1.115617,cluster13
0.824834,1,3,1,12170,2.527317,cluster15
0,4,0,1,21190,1.06395,cluster3
0.524783,6,3,0,13260,2.279417,cluster15
0,2,1,1,3130,1.5984,cluster15
0.096967,6,0,0,22290,1.137317,cluster13
0.688684,1,3,1,12160,2.361533,cluster15
0,4,0,1,21180,1.06487,cluster3
0.289566,6,3,0,13250,2.387217,cluster15
0,2,1,1,3120,1.60265,cluster15
0.097483,6,0,0,22280,1.176317,cluster13
0.769182,1,3,1,12150,2.4882,cluster15
0,4,0,1,21170,1.06773,cluster3
0.310617,6,3,0,13240,2.386317,cluster15
0,2,1,1,3110,1.4019,cluster15
0.175068,6,0,0,22270,1.271167,cluster13
0.935599,1,3,1,12140,2.64715,cluster15
0,1,3,1,7290,0.903233,cluster13
0,4,0,1,21160,1.07118,cluster3
0.629967,6,3,0,13230,3.360433,cluster15
0.278067,6,0,0,22260,0.597817,cluster13
0.94855,1,3,1,12130,2.759633,cluster15
0.029217,1,3,1,7280,1.05185,cluster13
2.35318,4,3,1,9200,3.263167,cluster17
0,4,0,1,21150,1.07617,cluster3
0.77755,6,3,0,13220,3.873417,cluster15
0.279733,6,0,0,22250,0.585083,cluster13
0.9578,1,3,1,12120,2.806267,cluster15
0.02842,1,3,1,7270,1.05977,cluster13
2.35287,4,3,1,9190,3.184317,cluster17
0,4,0,1,21140,1.08637,cluster3
0.892117,6,3,0,13210,3.9676,cluster15
0.278149,6,0,0,22240,0.585283,cluster13
0.987433,1,3,1,12110,2.85245,cluster15
0.033197,1,3,1,7260,1.06873,cluster13
2.35928,4,3,1,9180,3.132167,cluster17
0,4,0,1,21130,0.9625,cluster3
0.281151,6,0,0,22230,0.586217,cluster13
0.132569,1,3,1,7250,1.06417,cluster13
2.354,4,3,1,9170,3.11055,cluster17
0,4,0,1,21120,0.964083,cluster3
0.280967,6,0,0,22220,0.586383,cluster13
0.50045,4,0,1,18200,1.541617,cluster13
0.228416,1,3,1,7240,1.09395,cluster13
2.3771,4,3,1,9160,3.131617,cluster17
0,4,0,1,21110,0.96235,cluster3
0.279901,6,0,0,22210,0.587317,cluster13
0.547033,4,0,1,18190,1.556233,cluster13
0.143084,1,3,1,7230,0.963767,cluster13
2.37527,4,3,1,9150,3.129017,cluster17
0.539033,4,0,1,18180,1.628267,cluster13
0.12535,1,3,1,7220,0.9562,cluster13
2.3607,4,3,1,9140,3.134317,cluster17
0.217,3,1,1,3200,1.388133,cluster5
0.54005,4,0,1,18170,1.633033,cluster13
0.118233,1,3,1,7210,0.96135,cluster13
2.37552,4,3,1,9130,3.128167,cluster17
0.211432,3,1,1,3190,1.40145,cluster5
0.541584,4,0,1,18160,1.634867,cluster13
0.104299,1,3,1,7200,0.938383,cluster13
2.3833,4,3,1,9120,3.117933,cluster17
0.213134,3,1,1,3180,1.363417,cluster5
0.542834,4,0,1,18150,1.638717,cluster13
2.3643,4,3,1,9110,3.154233,cluster17
0,3,1,1,3170,1.134233,cluster5
0.707299,4,0,1,18140,2.197,cluster13
0,3,1,1,3160,1.139133,cluster5
0.784151,4,0,1,18130,2.410167,cluster13
0,3,1,1,3150,1.139167,cluster5
0.781801,4,0,1,18120,2.438917,cluster13
0.001516,3,1,1,3140,1.124167,cluster5
0.788149,4,0,1,18110,2.437183,cluster13
0,3,1,1,3130,1.1288,cluster5
0.713967,1,0,1,23100,1.167317,cluster13
0.06735,3,1,1,3120,1.017633,cluster5
0.706449,1,0,1,23090,1.168583,cluster13
0.058401,3,1,1,3110,1.018467,cluster5
0.717684,1,0,1,23080,1.165767,cluster13
0.711667,1,0,1,23070,1.169683,cluster13
1.49117,0,3,0,8100,2.276467,cluster15
0.698233,1,0,1,23060,1.1817,cluster13
1.48293,0,3,0,8090,2.276733,cluster15
0.712233,1,0,1,23050,1.179083,cluster13
1.20602,0,3,0,8080,1.983433,cluster15
0.72165,1,0,1,23040,1.178467,cluster13
0.891565,0,3,0,8070,1.678733,cluster15
0.706434,1,0,1,23030,1.1735,cluster13
0.827917,0,3,0,8060,1.6163,cluster15
0.700101,1,0,1,23020,1.1742,cluster13
0.817667,0,3,0,8050,1.640833,cluster15
0.703015,1,0,1,23010,1.171033,cluster13
0.822434,0,3,0,8040,1.653033,cluster15
0.821002,0,3,0,8030,1.667667,cluster15
0.830367,0,3,0,8020,1.917467,cluster15
0.925666,0,3,0,8010,1.496417,cluster15
0.604283,3,0,1,17200,1.071467,cluster15
0.5665,3,0,1,17190,1.02815,cluster15
0.5552,3,0,1,17180,1.035133,cluster15
0.56495,3,0,1,17170,1.036,cluster15
0,5,1,1,2200,1.48572,cluster5
0.565016,3,0,1,17160,1.035433,cluster15
0,5,1,1,2190,1.49142,cluster5
0.562833,3,0,1,17150,1.04125,cluster15
0,5,1,1,2180,1.47922,cluster5
0.569284,3,0,1,17140,1.041167,cluster15
0,2,3,1,12310,-0.009517,cluster5
0,5,1,1,2170,1.48958,cluster5
0.670817,3,0,1,17130,1.13095,cluster15
0,2,3,1,12300,-0.009517,cluster5
0,5,1,1,2160,1.5216,cluster5
0.93775,3,0,1,17120,1.43055,cluster15
0,2,3,1,12290,-0.009517,cluster5
0,5,1,1,2150,1.50413,cluster5
0.944884,3,0,1,17110,1.415867,cluster15
0,2,3,1,12280,-0.009517,cluster5
0,5,1,1,2140,1.52258,cluster5
0,2,3,1,12270,-0.009517,cluster5
0,5,1,1,2130,1.53273,cluster5
0.013384,5,0,1,23200,0.506017,cluster5
0,2,3,1,12260,-0.009517,cluster5
0,5,1,1,2120,1.56237,cluster5
0.015049,5,0,1,23190,0.506533,cluster5
0,2,3,1,12250,-0.009517,cluster5
0,5,1,1,2110,1.5087,cluster5
0.012367,5,0,1,23180,0.507833,cluster5
0,2,3,1,12240,-0.009517,cluster5
0.013933,5,0,1,23170,0.506317,cluster5
0,2,3,1,12230,-0.009517,cluster5
0.848484,4,3,1,8200,1.008,cluster3
0.009801,5,0,1,23160,0.503567,cluster5
0,2,3,1,12220,-0.009517,cluster5
0.846066,4,3,1,8190,1.0023,cluster3
0.013101,5,0,1,23150,0.499967,cluster5
1.16737,4,3,1,8180,1.3121,cluster3
0.011432,5,0,1,23140,0.501183,cluster5
1.7118,4,3,1,8170,1.881183,cluster3
2.00453,4,0,1,17200,3.042967,cluster15
0.010434,5,0,1,23130,0.502083,cluster5
1.70257,4,3,1,8160,1.88045,cluster3
2.00472,4,0,1,17190,3.04425,cluster15
0.010766,5,0,1,23120,0.5016,cluster5
1.69583,4,3,1,8150,1.873117,cluster3
1.94637,4,0,1,17180,3.00155,cluster15
0.012801,5,0,1,23110,0.503417,cluster5
1.71355,4,3,1,8140,1.874267,cluster3
0.467017,4,0,1,17170,1.52195,cluster15
0,6,1,0,2200,1.07848,cluster12
1.67577,4,3,1,8130,1.8437,cluster3
0.605183,4,0,1,17160,1.6975,cluster15
0,6,1,0,2190,0.941183,cluster12
0.383983,2,2,1,4100,1.935883,cluster3
1.02118,4,3,1,8120,1.199867,cluster3
0.657801,4,0,1,17150,1.778033,cluster15
0,6,1,0,2180,0.9411,cluster12
0.390966,2,2,1,4090,1.9405,cluster3
0.860467,4,3,1,8110,1.001833,cluster3
0.7286,4,0,1,17140,1.7317,cluster15
0,6,1,0,2170,0.946867,cluster12
0.39295,2,2,1,4080,1.921683,cluster3
0.7608,4,0,1,17130,1.23485,cluster15
0,6,1,0,2160,0.939767,cluster12
0.400665,2,2,1,4070,1.935183,cluster3
1.0855,6,0,0,14200,2.01815,cluster15
0.735016,4,0,1,17120,1.200883,cluster15
1.41853,1,3,1,13100,2.59975,cluster15
0,6,1,0,2150,0.9456,cluster12
0.386417,2,2,1,4060,1.9362,cluster3
1.0856,6,0,0,14190,2.02655,cluster15
0.598817,4,0,1,17110,1.049083,cluster15
1.41485,1,3,1,13090,2.601567,cluster15
0,6,1,0,2140,0.9393,cluster12
0.395418,2,2,1,4050,1.924267,cluster3
1.08973,6,0,0,14180,2.037133,cluster15
1.99938,1,3,1,13080,3.181167,cluster54
0,6,1,0,2130,0.945933,cluster12
0.385784,2,2,1,4040,1.93785,cluster3
1.08647,6,0,0,14170,2.078517,cluster15
0.332016,1,0,1,22100,0.715683,cluster13
0,6,0,0,23200,0.789233,cluster5
2.23262,1,3,1,13070,3.381583,cluster54
0,6,1,0,2120,0.947683,cluster12
0.379299,2,2,1,4030,1.93995,cluster3
1.1455,6,0,0,14160,1.868783,cluster15
0.363783,1,0,1,22090,0.6687,cluster13
0,6,0,0,23190,0.81965,cluster5
2.28323,1,3,1,13060,3.380183,cluster54
0,6,1,0,2110,0.9532,cluster12
0.380883,2,2,1,4020,1.95205,cluster3
1.20393,6,0,0,14150,1.65185,cluster15
0.406633,1,0,1,22080,0.595883,cluster13
0,6,0,0,23180,0.840767,cluster5
2.27947,1,3,1,13050,3.378383,cluster54
0.383768,2,2,1,4010,1.962567,cluster3
1.21965,6,0,0,14140,1.654,cluster15
0.413034,1,0,1,22070,0.5938,cluster13
0.6193,0,3,0,7100,0.771733,cluster13
0,6,0,0,23170,0.913067,cluster5
2.274,1,3,1,13040,3.484917,cluster54
1.20942,6,0,0,14130,1.659767,cluster15
0.40965,1,0,1,22060,0.595,cluster13
0.511167,0,3,0,7090,0.652333,cluster13
0,6,0,0,23160,0.91385,cluster5
2.2621,1,3,1,13030,3.542583,cluster54
1.21823,6,0,0,14120,1.6614,cluster15
0.4096,1,0,1,22050,0.594417,cluster13
0.19665,0,3,0,7080,0.333,cluster13
0,6,0,0,23150,0.929833,cluster5
2.25062,1,3,1,13020,3.556617,cluster54
1.21938,6,0,0,14110,1.664167,cluster15
0.416283,1,0,1,22040,0.593867,cluster13
0.192067,0,3,0,7070,0.338917,cluster13
0,6,0,0,23140,0.9092,cluster5
2.11767,1,3,1,13010,3.900967,cluster54
0.435317,1,0,1,22030,0.591717,cluster13
0.204017,0,3,0,7060,0.333117,cluster13
0,6,0,0,23130,0.93435,cluster5
0.43305,1,0,1,22020,0.5874,cluster13
0.200188,5,3,1,8010,0.471117,cluster12
0.457151,0,3,0,7050,0.688017,cluster13
0,6,0,0,23120,0.9273,cluster5
0.430917,1,0,1,22010,0.586417,cluster13
0.18887,5,3,1,8000,0.47315,cluster12
0.6132,0,3,0,7040,0.88565,cluster13
0,6,0,0,23110,0.939083,cluster5
0.277173,5,3,1,7590,0.478633,cluster12
0.612734,0,3,0,7030,0.8807,cluster13
1.99682,3,2,1,4100,6.160183,cluster17
0.255591,5,3,1,7580,0.457217,cluster12
0.521866,0,3,0,7020,0.969633,cluster13
2.04902,3,2,1,4090,6.337333,cluster17
0.248051,5,3,1,7570,0.448767,cluster12
0.122016,0,3,0,7010,0.5673,cluster13
1.74112,3,2,1,4080,4.667567,cluster17
0.252957,5,3,1,7560,0.454483,cluster12
1.76625,3,2,1,4070,4.693183,cluster17
0.259754,5,3,1,7550,0.461583,cluster12
1.75075,3,2,1,4060,4.6786,cluster17
0.253141,5,3,1,7540,0.455167,cluster12
1.76085,3,2,1,4050,4.69045,cluster17
0,5,3,1,7530,0.44995,cluster12
2.01192,3,2,1,4040,6.53755,cluster3
0,5,3,1,7520,0.549617,cluster12
2.04848,3,2,1,4030,6.634567,cluster3
1.78573,3,2,1,4020,4.87845,cluster3
1.77925,3,2,1,4010,4.87445,cluster3
1.07875,5,3,1,13200,2.15645,cluster15
0.984366,5,3,1,13190,2.0899,cluster15
0.989367,5,3,1,13180,2.112883,cluster15
0.990416,5,3,1,13170,2.12295,cluster15
0.627216,5,0,1,22200,1.2327,cluster13
0.28075,3,0,1,21100,1.93885,cluster13
0.998582,5,3,1,13160,2.1053,cluster15
0.660084,5,0,1,22190,1.222417,cluster13
0.399484,3,0,1,21090,2.04935,cluster13
1.00017,5,3,1,13150,2.112333,cluster15
0.658768,5,0,1,22180,1.220217,cluster13
0.3973,3,0,1,21080,2.0472,cluster13
0.996934,5,3,1,13140,2.115767,cluster15
0.657883,5,0,1,22170,1.218883,cluster13
0.427184,0,3,0,7190,0.884367,cluster3
0.47785,3,0,1,21070,2.1293,cluster13
1.00043,5,3,1,13130,2.1065,cluster15
0.65665,5,0,1,22160,1.220483,cluster13
0.431749,0,3,0,7180,0.888433,cluster3
0.858664,3,0,1,21060,2.28033,cluster13
0.95995,5,3,1,13120,2.0777,cluster15
0.658249,5,0,1,22150,1.226533,cluster13
0.416718,0,3,0,7170,0.888517,cluster3
0.858433,3,0,1,21050,2.27905,cluster13
0.979651,5,3,1,13110,2.095767,cluster15
0.571399,5,0,1,22140,1.317583,cluster13
0.43165,0,3,0,7160,0.895167,cluster3
0.82077,3,0,1,21040,2.30207,cluster13
0.489049,5,0,1,22130,1.503633,cluster13
0.445317,0,3,0,7150,0.893233,cluster3
0.818833,3,0,1,21030,2.2485,cluster13
0.500701,5,0,1,22120,1.5089,cluster13
0.429566,0,3,0,7140,0.893133,cluster3
0.498434,3,0,1,21020,1.9481,cluster13
0.50095,5,0,1,22110,1.510383,cluster13
0.434782,0,3,0,7130,0.893883,cluster3
0.484351,3,0,1,21010,1.9174,cluster13
0.423,0,3,0,7120,0.891867,cluster3
0.445499,0,3,0,7110,0.891733,cluster3
0.041183,2,1,1,3100,1.165333,cluster15
0.43145,0,3,0,7100,0.89325,cluster3
0.039568,2,1,1,3090,1.164217,cluster15
0.038284,2,1,1,3080,1.165317,cluster15
0.74165,6,3,0,13200,3.8648,cluster15
0.003301,2,1,1,3070,1.1676,cluster15
0.796166,1,3,1,12100,2.648133,cluster15
0.692383,6,3,0,13190,3.7996,cluster15
0.0157,2,1,1,3060,1.155583,cluster15
0.811783,1,3,1,12090,2.679367,cluster15
0.688117,6,3,0,13180,3.79635,cluster15
0.013067,2,1,1,3050,1.1658,cluster15
0.765933,1,3,1,12080,2.642383,cluster15
0,4,0,1,21100,0.96005,cluster3
0.690617,6,3,0,13170,3.798017,cluster15
0.032517,2,1,1,3040,1.157633,cluster15
0.279083,6,0,0,22200,0.5883,cluster13
0.575067,1,3,1,12070,2.3641,cluster15
0,4,0,1,21090,0.963417,cluster3
0.680784,6,3,0,13160,3.786367,cluster15
0.0384,2,1,1,3030,1.152033,cluster15
0.278668,6,0,0,22190,0.593367,cluster13
0.601967,1,3,1,12060,2.1535,cluster15
0,4,0,1,21080,0.993333,cluster3
0.669083,6,3,0,13150,3.775,cluster15
0.023766,2,1,1,3020,1.167583,cluster15
0.270633,6,0,0,22180,0.5594,cluster13
0.918234,1,3,1,12050,2.468517,cluster15
0,4,0,1,21070,0.97745,cluster3
0.660934,6,3,0,13140,3.75495,cluster15
0.042783,2,1,1,3010,1.151283,cluster15
0.294265,6,0,0,22170,0.476083,cluster13
0.9171,1,3,1,12040,2.485383,cluster15
0,4,0,1,21060,0.965217,cluster3
0.584249,6,3,0,13130,3.660917,cluster15
0.2954,6,0,0,22160,0.476417,cluster13
0.63965,1,3,1,12030,2.202683,cluster15
2.37385,4,3,1,9100,3.130283,cluster17
0,4,0,1,21050,0.96335,cluster3
0.689616,6,3,0,13120,3.739817,cluster15
0.29305,6,0,0,22150,0.475717,cluster13
0.558799,1,3,1,12020,2.199,cluster15
2.34267,4,3,1,9090,3.176383,cluster17
0,4,0,1,21040,0.959833,cluster3
0.679616,6,3,0,13110,3.77235,cluster15
0.291383,6,0,0,22140,0.4769,cluster13
0.736166,1,3,1,12010,2.052233,cluster15
2.28917,4,3,1,9080,3.2416,cluster17
0,4,0,1,21030,0.962383,cluster3
0.290567,6,0,0,22130,0.475367,cluster13
2.2927,4,3,1,9070,3.273017,cluster17
0,4,0,1,21020,0.975467,cluster3
0.292417,6,0,0,22120,0.475333,cluster13
0.823484,4,0,1,18100,2.32945,cluster13
2.30452,4,3,1,9060,3.294667,cluster17
0,4,0,1,21010,0.886217,cluster3
0.291816,6,0,0,22110,0.475967,cluster13
0.564251,4,0,1,18090,1.989517,cluster13
2.29998,4,3,1,9050,3.30125,cluster17
