refinedUse,' dow',' phase',' dType',' Time',' Cluster'
1.72273,3,2,1,6570,cluster5
1.73348,3,2,1,6560,cluster5
1.7183,3,2,1,6550,cluster5
1.72045,3,2,1,6540,cluster5
2.02947,3,2,1,6530,cluster5
1.8335,3,2,1,6520,cluster5
1.71562,3,2,1,6510,cluster5
1.71968,3,2,1,6500,cluster5
1.71425,3,2,1,6490,cluster5
1.68747,3,2,1,6480,cluster5
2.15403,3,2,1,6470,cluster5
1.7065,3,2,1,6460,cluster5
1.60298,3,2,1,6450,cluster5
1.59317,3,2,1,6440,cluster5
1.82363,3,2,1,6430,cluster5
1.70247,3,2,1,6420,cluster5
1.47825,3,2,1,6410,cluster5
1.53977,3,2,1,6400,cluster5
1.97327,3,2,1,6390,cluster5
1.58133,3,2,1,6380,cluster5
1.58057,3,2,1,6370,cluster5
1.82672,3,2,1,6360,cluster5
2.09693,3,2,1,6350,cluster5
1.57523,3,2,1,6340,cluster5
1.77043,3,2,1,6330,cluster5
2.10967,3,2,1,6320,cluster5
1.72683,3,2,1,6310,cluster5
1.67163,3,2,1,6300,cluster5
2.09078,3,2,1,6290,cluster5
2.07773,3,2,1,6280,cluster5
2.1089,3,2,1,6270,cluster5
2.2233,3,2,1,6260,cluster5
2.24003,3,2,1,6250,cluster5
1.95895,4,1,1,3120,cluster5
1.94935,4,1,1,3110,cluster5
1.70828,4,1,1,3100,cluster5
1.65718,4,1,1,3070,cluster5
1.99962,4,1,1,3060,cluster5
2.00417,4,1,1,3050,cluster5
2.00302,4,1,1,3040,cluster5
2.01683,4,1,1,3030,cluster5
2.01025,4,1,1,3020,cluster5
2.02002,4,1,1,3010,cluster5
1.867,4,1,1,3000,cluster5
1.2765,4,1,1,2590,cluster5
1.24975,4,1,1,2580,cluster5
1.24493,4,1,1,2570,cluster5
1.5149,4,1,1,2560,cluster5
1.5205,4,1,1,2550,cluster5
1.52182,4,1,1,2540,cluster5
1.3586,4,1,1,2510,cluster5
1.92808,4,1,1,2500,cluster5
1.57188,4,1,1,2490,cluster5
2.10797,4,1,1,2480,cluster5
1.623,4,1,1,2470,cluster5
1.96837,4,1,1,2460,cluster5
