'refinedUse ',' dow ',' phase ',Day,' Time','use [kW]',Cluster
1.2657,2,0,1,14250,1.64055,cluster17
1.04697,1,1,1,1190,2.306517,cluster13
0.042967,3,2,1,5210,1.224767,cluster12
1.26548,2,0,1,14240,1.639067,cluster17
1.22875,1,1,1,1180,2.496283,cluster13
0.56995,2,0,1,14230,0.947917,cluster15
1.04285,1,1,1,1170,2.3015,cluster13
1.08712,5,3,0,11300,2.255867,cluster15
0.383401,0,3,0,10200,2.012417,cluster15
0.5345,2,0,1,14220,0.908367,cluster15
1.25742,1,1,1,1160,2.553983,cluster13
1.10975,5,3,0,11290,2.249683,cluster15
0.376201,0,3,0,10190,2.01275,cluster15
0.53425,2,0,1,14210,0.911317,cluster15
1.28103,1,1,1,1150,2.670133,cluster13
1.08778,5,3,0,11280,2.259783,cluster15
0.3821,0,3,0,10180,2.012083,cluster15
1.40262,1,1,1,1140,2.287317,cluster13
1.10385,5,3,0,11270,2.253683,cluster15
0.370533,0,3,0,10170,1.999833,cluster15
1.61648,1,1,1,1130,2.065617,cluster13
1.08742,5,3,0,11260,2.258017,cluster15
0.382234,0,3,0,10160,2.021033,cluster15
1.43428,1,1,1,1120,1.88345,cluster13
1.0966,5,3,0,11250,2.2311,cluster15
0.380133,0,3,0,10150,2.024833,cluster15
1.61435,1,1,1,1110,2.063333,cluster13
1.1128,5,3,0,11240,2.137167,cluster15
0.378351,0,3,0,10140,2.017667,cluster15
1.11548,5,3,0,11230,2.141167,cluster15
1.353,0,3,0,10130,3.00895,cluster55
1.09945,5,3,0,11220,2.131833,cluster15
1.69695,0,3,0,10120,3.343133,cluster55
0,0,0,0,19010,1.0816,cluster3
1.09453,5,3,0,11210,2.137567,cluster15
1.71743,0,3,0,10110,3.35335,cluster55
0,0,0,0,19000,1.0762,cluster3
0.109593,0,0,0,18590,1.08832,cluster3
0,4,2,1,5110,0.947533,cluster12
0.000563,0,0,0,18580,1.00713,cluster3
0,4,2,1,5100,0.969,cluster12
0.118323,0,0,0,18570,0.97805,cluster4
0,4,2,1,5090,0.935783,cluster12
0.09244,0,0,0,18560,0.920167,cluster4
0,4,2,1,5080,0.9362,cluster12
0.09067,0,0,0,18550,0.856183,cluster3
0,4,2,1,5070,0.96445,cluster12
0.07687,0,0,0,18540,0.8447,cluster3
0,4,2,1,5060,0.960717,cluster12
0.070991,0,0,0,18530,0.840517,cluster4
2.19726,2,0,1,14410,2.66973,cluster13
0,4,2,1,5050,0.961683,cluster12
0,0,0,0,18520,0.842133,cluster4
2.19392,2,0,1,14400,2.66612,cluster13
0,4,2,1,5040,0.9647,cluster12
1.63902,2,0,1,14390,2.1038,cluster13
0,4,2,1,5030,0.9899,cluster12
1.33505,2,0,1,14380,1.80425,cluster15
0,4,2,1,5020,0.971883,cluster12
1.33286,2,0,1,14370,1.80263,cluster15
