'refinedUse ',' dow ',' phase ',Day,' Time','use [kW]',Cluster
0.779866,6,0,0,15440,1.14365,cluster15
0,4,2,1,6410,0.942367,cluster5
0.010434,2,1,1,2380,1.116817,cluster5
0.91338,6,0,0,15430,1.28703,cluster15
0,2,1,1,2370,1.123433,cluster5
0.797763,6,0,0,15420,1.16643,cluster15
1.1215,1,3,1,11400,2.187167,cluster15
0,6,3,0,12500,1.348367,cluster5
0,2,1,1,2360,1.123283,cluster5
0.821449,6,0,0,15410,1.18395,cluster15
1.11998,1,3,1,11390,2.2429,cluster15
0,6,3,0,12490,1.352283,cluster5
0,2,1,1,2350,1.07375,cluster5
1.12375,1,3,1,11380,2.2898,cluster15
0,6,3,0,12480,1.353983,cluster5
0,2,1,1,2340,1.006983,cluster5
0.242766,6,0,0,21500,0.8164,cluster13
1.12655,1,3,1,11370,2.2928,cluster15
0.522266,1,0,1,20400,1.948933,cluster13
0,6,3,0,12470,1.358167,cluster5
0,2,1,1,2330,1.007317,cluster5
0.245299,6,0,0,21490,0.8105,cluster13
1.11275,1,3,1,11360,2.286433,cluster15
0.795383,1,0,1,20390,1.949483,cluster13
0,6,3,0,12460,1.36655,cluster5
0,2,1,1,2320,1.011817,cluster5
0.245834,6,0,0,21480,0.8098,cluster13
1.11185,1,3,1,11350,2.2744,cluster15
0.77015,1,0,1,20380,1.933533,cluster13
0,6,3,0,12450,1.507683,cluster5
0,2,1,1,2310,1.012233,cluster5
0.245567,6,0,0,21470,0.8156,cluster13
1.11843,1,3,1,11340,2.27215,cluster15
0.554383,1,0,1,20370,1.68605,cluster13
0,6,3,0,12440,1.3653,cluster5
0.245666,6,0,0,21460,0.827,cluster13
1.11125,1,3,1,11330,2.2677,cluster15
0.428666,1,0,1,20360,1.604883,cluster13
0,6,3,0,12430,1.356883,cluster5
0.255049,6,0,0,21450,0.761733,cluster13
1.12103,1,3,1,11320,2.2793,cluster15
0.444717,1,0,1,20350,1.591167,cluster13
0,6,3,0,12420,1.373183,cluster5
0.240167,6,0,0,21440,0.8736,cluster13
1.13142,1,3,1,11310,2.274333,cluster15
0.457301,1,0,1,20340,1.589517,cluster13
0,6,3,0,12410,1.360917,cluster5
0.2418,6,0,0,21430,0.87175,cluster13
0.448666,1,0,1,20330,1.59545,cluster13
0.539034,4,0,1,17400,1.020467,cluster15
0.240485,6,0,0,21420,0.874767,cluster13
0.47235,1,0,1,20320,1.616133,cluster13
0.533451,4,0,1,17390,1.018717,cluster15
0.240583,6,0,0,21410,0.87295,cluster13
0.523801,1,0,1,20310,1.5795,cluster13
0.5287,4,0,1,17380,1.0155,cluster15
0.535182,4,0,1,17370,1.013933,cluster15
0.531884,4,0,1,17360,1.014817,cluster15
0.530851,4,0,1,17350,1.018117,cluster15
0.53975,4,0,1,17340,1.011583,cluster15
0.53185,4,0,1,17330,1.01565,cluster15
0.532884,4,0,1,17320,1.0168,cluster15
0.533433,4,0,1,17310,1.019383,cluster15
0.7834,5,3,1,11500,2.012717,cluster12
0.959299,5,3,1,11490,2.135883,cluster9
1.31605,5,3,1,11480,2.52065,cluster52
1.7098,5,3,1,11470,2.915933,cluster52
0.098918,1,0,1,20490,0.468217,cluster13
1.71163,5,3,1,11460,2.792783,cluster52
0,1,0,1,20480,0.46635,cluster13
1.6982,5,3,1,11450,2.673367,cluster52
0.01875,1,0,1,20470,0.504267,cluster13
1.0284,5,3,1,11440,2.0299,cluster9
0.080467,1,0,1,20460,0.571967,cluster13
1.0436,5,3,1,11430,2.015533,cluster9
0.0843,1,0,1,20450,0.57425,cluster13
1.02693,5,3,1,11420,2.016733,cluster9
0.089001,1,0,1,20440,0.578767,cluster13
1.01528,5,3,1,11410,2.02425,cluster9
0.086535,1,0,1,20430,0.578717,cluster13
0.090084,1,0,1,20420,0.57775,cluster13
0.094299,1,0,1,20410,0.576317,cluster13
0.0866,1,0,1,20400,0.5722,cluster13
0.125316,2,1,1,1400,1.02485,cluster13
0.1145,2,1,1,1390,1.07945,cluster13
0.095682,2,1,1,1380,1.098683,cluster13
0.286146,4,3,1,10400,1.47408,cluster9
0.549817,6,3,0,11500,2.242517,cluster15
0.111584,2,1,1,1370,1.094417,cluster13
0.287467,4,3,1,10390,1.47875,cluster9
0.5737,6,3,0,11490,2.24485,cluster15
0.116434,2,1,1,1360,1.097567,cluster13
0.288467,4,3,1,10380,1.4804,cluster9
0.554067,6,3,0,11480,2.256933,cluster15
0.113333,2,1,1,1350,1.0935,cluster13
0.289398,4,3,1,10370,1.48043,cluster9
0.5567,6,3,0,11470,2.301533,cluster15
0.110734,2,1,1,1340,1.098367,cluster13
0.1884,2,0,1,20490,0.625117,cluster13
0.291686,4,3,1,10360,1.47887,cluster9
0.602017,6,3,0,11460,2.232767,cluster15
0.113767,2,1,1,1330,1.099667,cluster13
0,2,0,1,20480,0.502683,cluster13
1.32258,5,0,0,22400,2.319317,cluster13
0.3062,4,3,1,10350,1.47945,cluster9
0.628382,6,3,0,11450,2.255483,cluster15
0.104817,2,1,1,1320,1.09155,cluster13
0,2,0,1,20470,0.862317,cluster13
1.23808,5,0,0,22390,2.190417,cluster13
0.287684,4,3,1,10340,1.5803,cluster9
0.685849,6,3,0,11440,1.7277,cluster15
0.095116,2,1,1,1310,1.096783,cluster13
0.05965,2,0,1,20460,1.0027,cluster13
0.634867,5,0,0,22380,1.586267,cluster13
0.282517,4,3,1,10330,1.64025,cluster9
0.701684,6,3,0,11430,1.722067,cluster15
0.054884,2,0,1,20450,0.991517,cluster13
0.64585,5,0,0,22370,1.5841,cluster13
0.282563,4,3,1,10320,1.65073,cluster9
0.687683,6,3,0,11420,1.73105,cluster15
0.1307,4,3,1,7400,0.284333,cluster5
0.091471,2,0,1,20440,1.01062,cluster13
0.77,5,0,0,22360,1.735817,cluster13
0.278384,4,3,1,10310,1.65095,cluster9
0.7163,6,3,0,11410,1.750633,cluster15
0.164066,4,3,1,7390,0.275233,cluster5
0.041217,2,0,1,20430,0.994333,cluster13
1.33328,5,0,0,22350,2.297383,cluster13
0.141766,4,3,1,7380,0.31925,cluster5
0,2,0,1,20420,1.01187,cluster13
1.18345,5,0,0,22340,2.1326,cluster13
0.533766,3,0,1,16400,0.907767,cluster13
0.095917,4,3,1,7370,0.377983,cluster5
0,2,0,1,20410,1.02678,cluster13
0.621584,5,0,0,22330,1.583217,cluster13
0.534884,3,0,1,16390,0.9088,cluster13
0.097466,4,3,1,7360,0.38285,cluster5
0.03243,2,0,1,20400,1.15593,cluster13
0.631451,5,0,0,22320,1.567033,cluster13
0.53715,3,0,1,16380,0.91115,cluster13
0.097683,4,3,1,7350,0.383183,cluster5
0.827067,5,0,0,22310,1.775667,cluster13
0.556083,3,0,1,16370,0.93235,cluster13
0.097634,4,3,1,7340,0.382817,cluster5
0.92945,3,0,1,16360,1.305483,cluster13
0.093333,4,3,1,7330,0.382567,cluster5
0.92555,3,0,1,16350,1.303383,cluster13
0,4,3,1,7320,0.723733,cluster5
0.922417,3,0,1,16340,1.301167,cluster13
0,4,3,1,7310,0.738817,cluster5
0.917267,3,0,1,16330,1.291633,cluster13
2.01173,1,3,1,12300,3.631083,cluster17
0.901516,3,0,1,16320,1.279767,cluster13
2.15,1,3,1,12290,3.303917,cluster17
0.855867,3,0,1,16310,1.223867,cluster13
2.15315,1,3,1,12280,3.297367,cluster17
2.14998,1,3,1,12270,3.296567,cluster17
0.250817,1,0,1,21300,1.06125,cluster13
2.14213,1,3,1,12260,3.310933,cluster17
0.251534,1,0,1,21290,1.0843,cluster13
2.15467,1,3,1,12250,3.302517,cluster17
0.259149,1,0,1,21280,1.071733,cluster13
2.1472,1,3,1,12240,3.316783,cluster17
0.255449,1,0,1,21270,1.097933,cluster13
2.13568,1,3,1,12230,3.29785,cluster17
0.243684,1,0,1,21260,1.0829,cluster13
2.15257,1,3,1,12220,3.295583,cluster17
0.178183,1,0,1,21250,1.174667,cluster13
2.13532,1,3,1,12210,3.309533,cluster17
0.165716,1,0,1,21240,1.191617,cluster13
0.17305,1,0,1,21230,1.213383,cluster13
0.169183,1,0,1,21220,1.204383,cluster13
0.270167,1,0,1,21210,1.342967,cluster13
0.253879,5,0,1,15400,1.09483,cluster4
0.228681,5,0,1,15390,1.05113,cluster4
0.222354,5,0,1,15380,1.07137,cluster4
0.259163,5,0,1,15370,1.08973,cluster4
0.250298,5,0,1,15360,1.10578,cluster4
0.265163,5,0,1,15350,1.09593,cluster4
0.26373,5,0,1,15340,1.06153,cluster4
0.27915,5,0,1,15330,0.986617,cluster4
0.313797,5,0,1,15320,1.02883,cluster4
0.338563,5,0,1,15310,1.07353,cluster4
0.154082,5,0,1,21400,0.573483,cluster13
0.133717,5,0,1,21390,0.628867,cluster13
0.108184,5,0,1,21380,0.681667,cluster13
0.115383,5,0,1,21370,0.6803,cluster13
0,4,2,1,6400,0.9404,cluster5
0.138717,5,0,1,21360,0.6817,cluster13
0,4,2,1,6390,0.95105,cluster5
0.139849,5,0,1,21350,0.6855,cluster13
0,4,2,1,6380,0.938467,cluster5
0.794946,6,0,0,15400,1.16668,cluster15
0.110149,5,0,1,21340,0.694333,cluster13
0,4,2,1,6370,0.9603,cluster5
0.793014,6,0,0,15390,1.14198,cluster15
0.126599,5,0,1,21330,0.684183,cluster13
0,4,2,1,6360,0.969683,cluster5
0.764679,6,0,0,15380,1.11223,cluster15
0.297,5,0,1,21320,0.837583,cluster13
0,4,2,1,6350,0.978717,cluster5
0.717181,6,0,0,15370,1.09138,cluster15
0.434933,5,0,1,21310,0.97815,cluster13
0,4,2,1,6340,1.006317,cluster5
0.423384,6,0,0,15360,0.847583,cluster15
0,4,2,1,6330,1.04875,cluster5
0.765729,6,0,0,15350,1.24863,cluster15
0,4,2,1,6320,0.936867,cluster5
0,2,1,1,2300,1.019917,cluster5
0.849766,6,0,0,15340,1.33615,cluster15
0.03475,4,2,1,6310,0.505533,cluster5
0,2,1,1,2290,1.0176,cluster5
0.867897,6,0,0,15330,1.35218,cluster15
0,2,1,1,2280,1.022883,cluster5
0.935496,6,0,0,15320,1.42298,cluster15
1.11953,1,3,1,11300,2.280617,cluster15
0,6,3,0,12400,1.37805,cluster5
0,2,1,1,2270,1.0225,cluster5
1.38089,6,0,0,15310,1.85812,cluster15
1.1208,1,3,1,11290,2.278967,cluster15
0,6,3,0,12390,1.38505,cluster5
0.046584,2,1,1,2260,1.003417,cluster5
1.11628,1,3,1,11280,2.275367,cluster15
0,6,3,0,12380,1.284433,cluster5
0.046417,2,1,1,2250,1.003367,cluster5
1.1048,1,3,1,11270,2.2887,cluster15
0.525933,1,0,1,20300,1.487733,cluster13
0,6,3,0,12370,1.2442,cluster5
0.046966,2,1,1,2240,1.003083,cluster5
1.11568,1,3,1,11260,2.278883,cluster15
0.529584,1,0,1,20290,1.48355,cluster13
0,6,3,0,12360,1.241617,cluster5
0.047567,2,1,1,2230,1.002667,cluster5
1.12025,1,3,1,11250,2.280317,cluster15
0.5352,1,0,1,20280,1.485783,cluster13
0,6,3,0,12350,1.269733,cluster5
0.047833,2,1,1,2220,1.003133,cluster5
1.1281,1,3,1,11240,2.288733,cluster15
0.533299,1,0,1,20270,1.487283,cluster13
0,6,3,0,12340,1.25435,cluster5
0.047165,2,1,1,2210,1.004933,cluster5
1.14292,1,3,1,11230,2.312417,cluster15
0.54645,1,0,1,20260,1.4941,cluster13
0,6,3,0,12330,1.25005,cluster5
1.13843,1,3,1,11220,2.29155,cluster15
0.622801,1,0,1,20250,1.56495,cluster13
0,6,3,0,12320,1.265633,cluster5
1.15922,1,3,1,11210,2.301483,cluster15
0.895101,1,0,1,20240,1.841917,cluster13
0,6,3,0,12310,1.266883,cluster5
0.874983,1,0,1,20230,1.830017,cluster13
0.533466,4,0,1,17300,1.019267,cluster15
0.588084,1,0,1,20220,1.555417,cluster13
0.533684,4,0,1,17290,1.017717,cluster15
0.521251,1,0,1,20210,1.48985,cluster13
0.532,4,0,1,17280,1.017767,cluster15
0.529349,4,0,1,17270,1.015,cluster15
0.527901,4,0,1,17260,1.017367,cluster15
0.53075,4,0,1,17250,1.015617,cluster15
0.5313,4,0,1,17240,1.01975,cluster15
0.533701,4,0,1,17230,1.02315,cluster15
0.536317,4,0,1,17220,1.0271,cluster15
0.542049,4,0,1,17210,1.022933,cluster15
1.01983,5,3,1,11400,2.04255,cluster9
1.07805,5,3,1,11390,2.206833,cluster9
1.05267,5,3,1,11380,2.177033,cluster9
1.04143,5,3,1,11370,2.167233,cluster9
0.085266,1,0,1,20390,0.572083,cluster13
1.61698,5,3,1,11360,2.753067,cluster52
0.085834,1,0,1,20380,0.571617,cluster13
1.80465,5,3,1,11350,3.3317,cluster52
0.0915,1,0,1,20370,0.573883,cluster13
1.67055,5,3,1,11340,3.194317,cluster52
0.083766,1,0,1,20360,0.573983,cluster13
1.08048,5,3,1,11330,2.440733,cluster9
0.085434,1,0,1,20350,0.573833,cluster13
0.947484,5,3,1,11320,2.772067,cluster9
0.087049,1,0,1,20340,0.575133,cluster13
0.7825,5,3,1,11310,2.708767,cluster9
0.087183,1,0,1,20330,0.57805,cluster13
0.091016,1,0,1,20320,0.58005,cluster13
0.52965,6,3,0,8410,1.4971,cluster9
0.094151,1,0,1,20310,0.58355,cluster13
0.543216,6,3,0,8400,1.51603,cluster9
0.099767,1,0,1,20300,0.58375,cluster13
0.87715,6,3,0,8390,1.85158,cluster9
0.86729,6,3,0,8380,1.84415,cluster9
0.873576,6,3,0,8370,1.85027,cluster9
0.105767,2,1,1,1300,1.086783,cluster13
0.888497,6,3,0,8360,1.84553,cluster9
0.0959,2,1,1,1290,1.0762,cluster13
0.882231,6,3,0,8350,1.84663,cluster9
0.093116,2,1,1,1280,1.09435,cluster13
0.292536,4,3,1,10300,1.65122,cluster9
0.70637,6,3,0,8340,1.70013,cluster9
0.7005,6,3,0,11400,1.770883,cluster15
0.106051,2,1,1,1270,1.098767,cluster13
0.279901,4,3,1,10290,1.6501,cluster9
0.502837,6,3,0,8330,1.48713,cluster9
0.740266,6,3,0,11390,1.743733,cluster15
0.109318,2,1,1,1260,1.090617,cluster13
0.26722,4,3,1,10280,1.67307,cluster9
0.54564,6,3,0,8320,1.48582,cluster9
0.724901,6,3,0,11380,1.780717,cluster15
0.0999,2,1,1,1250,1.128717,cluster13
0.280854,4,3,1,10270,1.60737,cluster9
0.777332,6,3,0,11370,1.796433,cluster15
0.105201,2,1,1,1240,1.111367,cluster13
0.29948,4,3,1,10260,1.54803,cluster9
0.752499,6,3,0,11360,1.80455,cluster15
0.098582,2,1,1,1230,1.128883,cluster13
1.33403,5,0,0,22300,2.290883,cluster13
0.33202,4,3,1,10250,1.56182,cluster9
0.793801,6,3,0,11350,1.804017,cluster15
0.107717,2,1,1,1220,1.1501,cluster13
1.14988,5,0,0,22290,2.09235,cluster13
0.287134,4,3,1,10240,1.4817,cluster9
0.815967,6,3,0,11340,1.820217,cluster15
0.118883,2,1,1,1210,1.158083,cluster13
0.625451,5,0,0,22280,1.58785,cluster13
0.306829,4,3,1,10230,1.38948,cluster9
0.711017,6,3,0,11330,1.764967,cluster15
0.631483,5,0,0,22270,1.574733,cluster13
0.353668,4,3,1,10220,1.3468,cluster9
0.711649,6,3,0,11320,1.751133,cluster15
0,4,3,1,7300,0.737567,cluster5
0.8658,5,0,0,22260,1.810767,cluster13
0.361863,4,3,1,10210,1.25183,cluster9
0.699566,6,3,0,11310,1.7555,cluster15
0,4,3,1,7290,0.748417,cluster5
1.3245,5,0,0,22250,2.295833,cluster13
0,4,3,1,7280,0.7423,cluster5
1.1251,5,0,0,22240,2.096817,cluster13
0.551701,3,0,1,16300,0.915467,cluster13
0,4,3,1,7270,0.732367,cluster5
0.63145,5,0,0,22230,1.611883,cluster13
0.557133,3,0,1,16290,0.912367,cluster13
0,4,3,1,7260,0.74255,cluster5
0.6547,5,0,0,22220,1.64135,cluster13
0.5544,3,0,1,16280,0.9917,cluster13
0,4,3,1,7250,0.743717,cluster5
0.726717,5,0,0,22210,1.218683,cluster13
0.603166,3,0,1,16270,1.00145,cluster13
0,4,3,1,7240,0.747767,cluster5
0.603633,3,0,1,16260,1.003583,cluster13
0,4,3,1,7230,0.751083,cluster5
0.605767,3,0,1,16250,1.009517,cluster13
0,4,3,1,7220,0.781683,cluster5
0.606267,3,0,1,16240,1.010517,cluster13
0,4,3,1,7210,0.8615,cluster5
0.5742,3,0,1,16230,1.04825,cluster13
2.15197,1,3,1,12200,3.2988,cluster17
0.442317,3,0,1,16220,1.399117,cluster13
2.13292,1,3,1,12190,3.318933,cluster17
0.430368,3,0,1,16210,1.400967,cluster13
2.16017,1,3,1,12180,3.309483,cluster17
2.18155,1,3,1,12170,3.364883,cluster17
2.57905,1,3,1,12160,3.729617,cluster55
2.56088,1,3,1,12150,3.746783,cluster55
2.5738,1,3,1,12140,3.732733,cluster55
2.57098,1,3,1,12130,3.728417,cluster55
2.56883,1,3,1,12120,3.759067,cluster55
2.57482,1,3,1,12110,3.750433,cluster55
0.342917,5,0,1,15300,1.08855,cluster4
0.349563,5,0,1,15290,1.11698,cluster4
0.390096,5,0,1,15280,1.18073,cluster4
0.452083,5,0,1,15270,0.607017,cluster4
0.451401,5,0,1,15260,0.605533,cluster4
0.409633,5,0,1,15250,0.57815,cluster4
0.457916,5,0,1,15240,0.6065,cluster4
0.388217,5,0,1,15230,0.545417,cluster4
0.448401,5,0,1,15220,0.590917,cluster4
0.457584,5,0,1,15210,0.61185,cluster4
0.314082,5,0,1,21300,0.85255,cluster13
0.11445,5,0,1,21290,0.692783,cluster13
0.11045,5,0,1,21280,0.680217,cluster13
0.133933,5,0,1,21270,0.702467,cluster13
0.049684,4,2,1,6300,0.50255,cluster5
0.21545,5,0,1,21260,0.568,cluster13
0.020101,4,2,1,6290,0.513083,cluster5
0.211367,5,0,1,21250,0.567733,cluster13
0.027149,4,2,1,6280,0.506533,cluster5
1.37283,6,0,0,15300,1.85725,cluster15
0.21695,5,0,1,21240,0.57905,cluster13
0.031583,4,2,1,6270,0.511317,cluster5
1.3586,6,0,0,15290,1.83467,cluster15
0.212901,5,0,1,21230,0.571667,cluster13
0.038417,4,2,1,6260,0.5124,cluster5
1.38857,6,0,0,15280,1.81145,cluster15
0.216834,5,0,1,21220,0.57035,cluster13
0.039767,4,2,1,6250,0.5088,cluster5
1.42651,6,0,0,15270,1.82398,cluster15
0.221233,5,0,1,21210,0.567883,cluster13
0.03795,4,2,1,6240,0.50825,cluster5
1.42857,6,0,0,15260,1.82742,cluster15
0.039932,4,2,1,6230,0.508133,cluster5
1.23142,6,0,0,15250,1.6357,cluster15
0.045435,4,2,1,6220,0.504767,cluster5
0,2,1,1,2200,1.092167,cluster5
1.02338,6,0,0,15240,1.42665,cluster15
0.018834,4,2,1,6210,0.5068,cluster5
0,2,1,1,2190,1.38595,cluster5
0.762212,6,0,0,15230,1.16848,cluster15
0,2,1,1,2180,1.373133,cluster5
0.983279,6,0,0,15220,1.37968,cluster15
1.15275,1,3,1,11200,2.3014,cluster15
0,6,3,0,12300,1.251633,cluster5
0,2,1,1,2170,1.391967,cluster5
1.06635,6,0,0,15210,1.66532,cluster15
2.23452,1,3,1,11190,3.394517,cluster15
0,6,3,0,12290,1.25195,cluster5
0,2,1,1,2160,1.402333,cluster5
2.63558,1,3,1,11180,3.760267,cluster15
0,6,3,0,12280,1.16705,cluster5
0,2,1,1,2150,1.389383,cluster5
2.60872,1,3,1,11170,3.753433,cluster15
0,6,3,0,12270,1.183017,cluster5
0,2,1,1,2140,1.393267,cluster5
2.37695,1,3,1,11160,3.441,cluster15
0,6,3,0,12260,1.190983,cluster5
0,2,1,1,2130,1.379717,cluster5
1.18402,1,3,1,11150,2.274267,cluster15
0,6,3,0,12250,1.2111,cluster5
0,2,1,1,2120,1.417433,cluster5
1.17907,1,3,1,11140,2.2581,cluster15
0,6,3,0,12240,1.107567,cluster5
0,2,1,1,2110,1.294433,cluster5
1.18093,1,3,1,11130,2.26085,cluster15
0,6,3,0,12230,0.8573,cluster5
1.17957,1,3,1,11120,2.260233,cluster15
0,6,3,0,12220,0.860417,cluster5
1.18388,1,3,1,11110,2.268217,cluster15
0,6,3,0,12210,0.864683,cluster5
0.650333,5,3,1,11300,2.578367,cluster9
0.427517,5,3,1,11290,2.381917,cluster9
0.950666,5,3,1,11280,2.899317,cluster9
1.1604,5,3,1,11270,3.0797,cluster9
0.096333,1,0,1,20290,0.58235,cluster13
1.14327,5,3,1,11260,3.080833,cluster9
0.103466,1,0,1,20280,0.584433,cluster13
0.5491,5,3,1,11250,2.491867,cluster9
0.13615,1,0,1,20270,0.583767,cluster13
0.422933,5,3,1,11240,2.373933,cluster9
0.107633,1,0,1,20260,0.581433,cluster13
0.417166,5,3,1,11230,2.328383,cluster9
0.114783,1,0,1,20250,0.584233,cluster13
0.864266,5,3,1,11220,2.792567,cluster9
0.1157,1,0,1,20240,0.5869,cluster13
1.18382,5,3,1,11210,3.110517,cluster9
0.099333,1,0,1,20230,0.58615,cluster13
0.10865,1,0,1,20220,0.584067,cluster13
0.35915,6,3,0,8310,1.55695,cluster9
0.103616,1,0,1,20210,0.581667,cluster13
0,6,3,0,8300,1.70592,cluster9
0.20995,1,0,1,20200,0.578933,cluster13
0,6,3,0,8290,1.70957,cluster9
0,6,3,0,8280,2.11237,cluster9
0.38387,6,3,0,8270,3.3848,cluster9
0.117634,2,1,1,1200,1.2159,cluster13
0,6,3,0,8260,3.48675,cluster15
0.237067,2,1,1,1190,0.8858,cluster13
0.188157,6,3,0,8250,3.8036,cluster15
0.23495,2,1,1,1180,0.682933,cluster13
0.234851,4,3,1,10200,1.1083,cluster5
0.21082,6,3,0,8240,3.82555,cluster9
0.700433,6,3,0,11300,1.752733,cluster15
0.234966,2,1,1,1170,0.691033,cluster13
0.23943,4,3,1,10190,1.10923,cluster5
0.034016,6,3,0,8230,3.62985,cluster9
0.724651,6,3,0,11290,1.7646,cluster15
0.276751,2,1,1,1160,0.720317,cluster13
0.218721,4,3,1,10180,1.11272,cluster5
0,6,3,0,8220,3.59783,cluster9
0.725984,6,3,0,11280,1.77025,cluster15
0.267334,2,1,1,1150,0.72155,cluster13
0.216697,4,3,1,10170,1.11308,cluster5
0.711217,6,3,0,11270,1.764417,cluster15
0.255717,2,1,1,1140,0.729867,cluster13
0.224231,4,3,1,10160,1.11308,cluster5
0.718067,6,3,0,11260,1.77115,cluster15
0.267534,2,1,1,1130,0.733017,cluster13
1.34727,5,0,0,22200,1.8425,cluster13
0.215913,4,3,1,10150,1.11483,cluster5
0.715282,6,3,0,11250,1.761733,cluster15
0.377516,2,1,1,1120,0.845,cluster15
1.43512,5,0,0,22190,1.929617,cluster13
0.250533,4,3,1,10140,1.1039,cluster5
0.711251,6,3,0,11240,1.75355,cluster15
0.427266,2,1,1,1110,0.896283,cluster15
1.06292,5,0,0,22180,1.557467,cluster13
0.292567,4,3,1,10130,1.09515,cluster5
0.70265,6,3,0,11230,1.752133,cluster15
0.726183,5,0,0,22170,1.218117,cluster13
0.204303,4,3,1,10120,1.00707,cluster5
0.718484,6,3,0,11220,1.7628,cluster15
0,4,3,1,7200,0.854983,cluster5
0.726567,5,0,0,22160,1.22015,cluster13
0.293901,4,3,1,10110,1.098,cluster5
1.08642,6,3,0,11210,2.118933,cluster15
0,4,3,1,7190,0.8583,cluster5
1.15143,5,0,0,22150,1.6477,cluster13
0,4,3,1,7180,0.848967,cluster5
1.43722,5,0,0,22140,1.931917,cluster13
0,4,3,1,7170,0.8531,cluster5
1.30203,5,0,0,22130,1.800133,cluster13
0,4,3,1,7160,0.859983,cluster5
0.732534,5,0,0,22120,1.2287,cluster13
0,4,3,1,7150,0.862933,cluster5
0.730566,5,0,0,22110,1.230333,cluster13
0,4,3,1,7140,0.8683,cluster5
0,4,3,1,7130,0.899,cluster5
0,4,3,1,7120,0.942067,cluster5
0.018098,4,3,1,7110,0.668433,cluster5
2.59492,1,3,1,12100,3.727667,cluster55
2.51515,1,3,1,12090,3.70835,cluster55
2.5583,1,3,1,12080,3.717817,cluster55
2.56043,1,3,1,12070,3.73865,cluster55
2.60135,1,3,1,12060,3.752,cluster55
2.57847,1,3,1,12050,3.770333,cluster55
2.598,1,3,1,12040,3.75245,cluster55
2.606,1,3,1,12030,3.797833,cluster55
2.82458,1,3,1,12020,3.982567,cluster55
2.84157,1,3,1,12010,4.01185,cluster47
0.438499,5,0,1,15200,0.610883,cluster4
0.44695,5,0,1,15190,0.609217,cluster4
0.449517,5,0,1,15180,0.60475,cluster4
0.15405,0,3,0,9210,1.11243,cluster15
0.453317,5,0,1,15170,0.6124,cluster4
0.18137,0,3,0,9200,1.12093,cluster15
0.455001,5,0,1,15160,0.610883,cluster4
0.161456,0,3,0,9190,1.1077,cluster15
0.448684,5,0,1,15150,0.609067,cluster4
0.145564,0,3,0,9180,1.09698,cluster15
0.456533,5,0,1,15140,0.60535,cluster4
0,0,3,0,9170,1.0999,cluster15
0.458217,5,0,1,15130,0.6078,cluster4
0.094484,0,3,0,9160,1.16205,cluster15
0.452218,5,0,1,15120,0.5998,cluster4
0.129176,0,3,0,9150,1.19862,cluster15
0.425784,5,0,1,15110,0.594467,cluster4
