refinedUse,' dow',' phase',' dType',' Time',' Cluster'
1.78962,3,3,1,7370,cluster1
1.0806,2,0,1,16400,cluster1
1.80947,3,3,1,7360,cluster1
1.00967,2,0,1,16390,cluster1
1.81252,3,3,1,7350,cluster1
0.677966,2,0,1,16380,cluster1
0.679017,2,0,1,16370,cluster1
0.675284,2,0,1,16360,cluster1
0.675901,2,0,1,16350,cluster1
1.62271,2,0,1,16210,cluster1
0.739899,2,0,1,16340,cluster1
1.64166,2,0,1,16200,cluster1
1.07945,2,0,1,16330,cluster1
1.58377,2,0,1,16190,cluster1
0.917534,2,0,1,16320,cluster1
1.74551,2,0,1,16180,cluster1
0.8914,2,0,1,16310,cluster1
1.61568,2,0,1,16170,cluster1
0.18307,2,0,1,16160,cluster1
0.13281,2,0,1,16150,cluster1
0.157473,2,0,1,16140,cluster1
0.276916,2,0,1,16130,cluster1
0.267104,2,0,1,16120,cluster1
0.286167,0,3,0,11300,cluster1
0.278234,0,3,0,11290,cluster1
0.28975,0,3,0,11280,cluster1
1.06395,2,0,1,16300,cluster1
1.15927,2,0,1,16290,cluster1
0.875266,2,0,1,16280,cluster1
0.793566,2,0,1,16270,cluster1
0.786917,2,0,1,16260,cluster1
0.795432,2,0,1,16250,cluster1
0.58992,2,0,1,16110,cluster1
0.797217,2,0,1,16240,cluster1
0.83056,2,0,1,16100,cluster1
0.80625,2,0,1,16230,cluster1
0.286473,2,0,1,16090,cluster1
0.962751,2,0,1,16220,cluster1
0.288767,2,0,1,16080,cluster1
1.1893,2,0,1,16210,cluster1
0.291787,2,0,1,16070,cluster1
0.528076,2,0,1,16060,cluster1
1.23079,2,0,1,16050,cluster1
0.76441,2,0,1,16040,cluster1
0.628336,2,0,1,16030,cluster1
2.00104,2,0,1,16020,cluster1
0.62475,4,0,1,22200,cluster1
0.636749,4,0,1,22190,cluster1
0.632634,4,0,1,22180,cluster1
0.64425,4,0,1,22170,cluster1
0.668968,4,0,1,22160,cluster1
0.670568,4,0,1,22150,cluster1
0.669567,4,0,1,22140,cluster1
1.05633,2,0,1,16200,cluster1
0.669484,4,0,1,22130,cluster1
0.945633,2,0,1,16190,cluster1
0.669734,4,0,1,22120,cluster1
1.19647,2,0,1,16180,cluster1
0.672834,4,0,1,22110,cluster1
1.18362,2,0,1,16170,cluster1
0.978833,2,0,1,16160,cluster1
0.811351,2,0,1,16150,cluster1
1.99464,2,0,1,16010,cluster1
0.813366,2,0,1,16140,cluster1
2.05194,2,0,1,16000,cluster1
0.805383,2,0,1,16130,cluster1
0.809632,2,0,1,16120,cluster1
0.809784,2,0,1,16110,cluster1
0.68927,2,0,1,15550,cluster1
0.501603,2,0,1,15540,cluster1
0.41717,2,0,1,15530,cluster1
0.4225,2,0,1,15520,cluster1
0.674217,4,0,1,22100,cluster1
0.536866,4,0,1,22090,cluster1
0.516334,4,0,1,22080,cluster1
0.514818,4,0,1,22070,cluster1
0.505717,4,0,1,22060,cluster1
0.487367,4,0,1,22050,cluster1
0.503167,4,0,1,22040,cluster1
0.8392,2,0,1,16100,cluster1
0.502933,4,0,1,22030,cluster1
0.8134,2,0,1,16090,cluster1
0.437833,4,0,1,22020,cluster1
0.799483,2,0,1,16080,cluster1
0.418583,4,0,1,22010,cluster1
1.01052,2,0,1,16070,cluster1
0.44499,2,0,1,15510,cluster1
0.438823,2,0,1,15500,cluster1
0.439816,2,0,1,15490,cluster1
0.447356,2,0,1,15480,cluster1
2.27098,2,0,1,16010,cluster1
0.427553,2,0,1,15470,cluster1
0.462034,2,0,1,15460,cluster1
0.426086,2,0,1,15450,cluster1
0.467217,2,0,1,15440,cluster1
0.437707,2,0,1,15430,cluster1
0.440183,2,0,1,15420,cluster1
1.03212,2,0,1,17000,cluster1
1.03058,1,0,1,16590,cluster1
1.03232,1,0,1,16580,cluster1
1.03153,1,0,1,16570,cluster1
1.47087,1,0,1,16560,cluster1
2.2202,1,0,1,16550,cluster1
1.98033,1,0,1,16540,cluster1
1.44182,1,0,1,16530,cluster1
0.529784,1,0,1,16520,cluster1
0.089183,1,0,1,16510,cluster1
0.310884,0,3,0,10510,cluster1
0.98705,1,0,1,15520,cluster1
1.0421,1,0,1,15510,cluster1
0.4144,4,0,1,22000,cluster1
0.418983,4,0,1,21590,cluster1
0.411284,4,0,1,21580,cluster1
0.421417,4,0,1,21570,cluster1
0.421333,4,0,1,21560,cluster1
0.413716,4,0,1,21550,cluster1
0.34655,4,0,1,21540,cluster1
2.24415,2,0,1,16000,cluster1
0.290416,4,0,1,21530,cluster1
2.24582,2,0,1,15590,cluster1
0.303033,4,0,1,21520,cluster1
2.17848,2,0,1,15580,cluster1
0.302034,4,0,1,21510,cluster1
2.14538,2,0,1,15570,cluster1
1.6084,2,0,1,15560,cluster1
1.0948,2,0,1,15550,cluster1
0.457967,2,0,1,15410,cluster1
1.05287,2,0,1,15540,cluster1
0.422906,2,0,1,15400,cluster1
1.61693,2,0,1,15530,cluster1
0.441133,2,0,1,15390,cluster1
1.85775,2,0,1,15520,cluster1
0.427151,2,0,1,15380,cluster1
1.86003,2,0,1,15510,cluster1
0.44279,2,0,1,15370,cluster1
0.456349,2,0,1,15360,cluster1
0.434883,2,0,1,15350,cluster1
0.440883,2,0,1,15340,cluster1
0.434339,2,0,1,15330,cluster1
0.431586,2,0,1,15320,cluster1
0.591283,1,0,1,16500,cluster1
0.553734,1,0,1,16490,cluster1
0.515734,1,0,1,16480,cluster1
0.504267,1,0,1,16470,cluster1
0.394066,1,0,1,16460,cluster1
0.403783,1,0,1,16450,cluster1
0.502034,1,0,1,16440,cluster1
0.336883,0,3,0,10500,cluster1
0.5119,1,0,1,16430,cluster1
0.333417,0,3,0,10490,cluster1
0.506117,1,0,1,16420,cluster1
0.33795,0,3,0,10480,cluster1
0.498483,1,0,1,16410,cluster1
0.248384,0,3,0,10470,cluster1
0.251416,0,3,0,10460,cluster1
0.254484,0,3,0,10450,cluster1
0.305549,0,3,0,10440,cluster1
1.53208,0,3,0,10430,cluster1
2.0298,0,3,0,10420,cluster1
2.19225,0,3,0,10410,cluster1
1.81482,1,0,1,15440,cluster1
1.45915,1,0,1,15430,cluster1
1.1223,1,0,1,15420,cluster1
1.37788,1,0,1,15410,cluster1
0.301116,4,0,1,21500,cluster1
0.2968,4,0,1,21490,cluster1
0.368683,4,0,1,21480,cluster1
0.4382,4,0,1,21470,cluster1
0.438684,4,0,1,21460,cluster1
0.429167,4,0,1,21450,cluster1
0.43435,4,0,1,21440,cluster1
1.8545,2,0,1,15500,cluster1
0.419283,4,0,1,21430,cluster1
1.72613,2,0,1,15490,cluster1
0.439666,4,0,1,21420,cluster1
1.63592,2,0,1,15480,cluster1
0.432182,4,0,1,21410,cluster1
0.913099,2,0,1,15470,cluster1
1.23808,2,0,1,15460,cluster1
1.2794,2,0,1,15450,cluster1
0.486316,2,0,1,15310,cluster1
2.08048,2,0,1,15440,cluster1
0.481516,2,0,1,15300,cluster1
2.0813,2,0,1,15430,cluster1
0.473116,2,0,1,15290,cluster1
2.07345,2,0,1,15420,cluster1
0.428504,2,0,1,15280,cluster1
2.05262,2,0,1,15410,cluster1
0.484503,2,0,1,15270,cluster1
0.415604,2,0,1,15260,cluster1
0,2,0,1,15250,cluster1
0.097577,2,0,1,15240,cluster1
0.307453,2,0,1,15230,cluster1
0.334746,2,0,1,15220,cluster1
0.20508,2,1,1,580,cluster1
0.30487,2,1,1,570,cluster1
0.30913,2,1,1,560,cluster1
0.30808,2,1,1,550,cluster1
0,2,1,1,540,cluster1
0,2,1,1,530,cluster1
0.138053,2,1,1,520,cluster1
0.172663,2,1,1,510,cluster1
0.167112,2,1,1,500,cluster1
0.514267,1,0,1,16400,cluster1
0.570282,1,0,1,16390,cluster1
0.86645,1,0,1,16380,cluster1
0.5075,1,0,1,16370,cluster1
0.501584,1,0,1,16360,cluster1
0.808766,1,0,1,16350,cluster1
1.65565,0,3,0,10400,cluster1
1.56458,0,3,0,10390,cluster1
0.73175,0,3,0,10380,cluster1
0.360966,0,3,0,10370,cluster1
0.3451,0,3,0,10360,cluster1
0.684034,0,3,0,10350,cluster1
1.8028,0,3,0,10340,cluster1
0.8209,0,3,0,10330,cluster1
0.488366,0,3,0,10320,cluster1
0.399767,0,3,0,10310,cluster1
1.35542,1,0,1,15400,cluster1
1.36568,1,0,1,15390,cluster1
1.34448,1,0,1,15380,cluster1
1.3086,1,0,1,15370,cluster1
1.72858,1,0,1,15360,cluster1
1.70322,1,0,1,15350,cluster1
1.70095,1,0,1,15340,cluster1
1.04512,1,0,1,15330,cluster1
0.444649,4,0,1,21400,cluster1
0.435134,4,0,1,21390,cluster1
0.425633,4,0,1,21380,cluster1
0.411366,4,0,1,21370,cluster1
0.440567,4,0,1,21360,cluster1
0.436117,4,0,1,21350,cluster1
0.41115,4,0,1,21340,cluster1
2.03195,2,0,1,15400,cluster1
0.435252,4,0,1,21330,cluster1
1.31875,2,0,1,15390,cluster1
0.438666,4,0,1,21320,cluster1
1.27102,2,0,1,15380,cluster1
0.440966,4,0,1,21310,cluster1
1.25848,2,0,1,15370,cluster1
0.304866,2,0,1,15210,cluster1
0.27297,2,0,1,15200,cluster1
0.304014,2,0,1,15190,cluster1
0.3077,2,0,1,15180,cluster1
0.263917,2,0,1,15170,cluster1
0.332341,2,0,1,15160,cluster1
0.461523,2,0,1,15150,cluster1
0.331521,2,0,1,15140,cluster1
0.331904,2,0,1,15130,cluster1
0.296467,2,0,1,15120,cluster1
0.163683,2,1,1,490,cluster1
0.131488,2,1,1,480,cluster1
0.127363,2,1,1,470,cluster1
0.154117,2,1,1,460,cluster1
0.15438,2,1,1,450,cluster1
0.33737,2,1,1,440,cluster1
0.515796,2,1,1,430,cluster1
0.454736,2,1,1,420,cluster1
0.430969,2,1,1,410,cluster1
0.436867,2,1,1,400,cluster1
1.49977,0,3,0,10300,cluster1
1.63548,0,3,0,10290,cluster1
1.65405,0,3,0,10280,cluster1
1.55535,0,3,0,10270,cluster1
0.188534,0,3,0,10260,cluster1
0.17015,0,3,0,10250,cluster1
0.173167,0,3,0,10240,cluster1
0.1819,0,3,0,10230,cluster1
0.170418,0,3,0,10220,cluster1
0.16475,0,3,0,10210,cluster1
1.05057,2,0,1,16220,cluster1
0.832749,1,0,1,15270,cluster1
1.29068,1,0,1,15260,cluster1
1.54861,1,0,1,15250,cluster1
1.6785,1,0,1,15240,cluster1
1.23552,1,0,1,15230,cluster1
1.23683,1,0,1,15220,cluster1
1.22245,1,0,1,15210,cluster1
0.44205,4,0,1,21300,cluster1
0.440766,4,0,1,21290,cluster1
0.43225,4,0,1,21280,cluster1
0.430034,4,0,1,21270,cluster1
0.446249,4,0,1,21260,cluster1
0.444583,4,0,1,21250,cluster1
0.445501,4,0,1,21240,cluster1
0.439867,4,0,1,21230,cluster1
0.441384,4,0,1,21220,cluster1
0.439835,4,0,1,21210,cluster1
1.9134,3,2,1,6240,cluster1
1.8446,3,2,1,6230,cluster1
1.86213,3,2,1,6220,cluster1
0.32619,2,0,1,15110,cluster1
1.86115,3,2,1,6210,cluster1
0.346783,2,0,1,15100,cluster1
0.308174,2,0,1,15090,cluster1
0.31704,2,0,1,15080,cluster1
0.3146,2,0,1,15070,cluster1
0.323726,2,0,1,15060,cluster1
0.208807,2,0,1,15050,cluster1
0.923216,2,0,1,15040,cluster1
0.858607,2,0,1,15030,cluster1
0.447907,2,0,1,15020,cluster1
0.13903,2,1,1,390,cluster1
0.224947,2,1,1,380,cluster1
0.18347,2,1,1,370,cluster1
0.133384,2,1,1,360,cluster1
0.131004,2,1,1,350,cluster1
0.113753,2,1,1,340,cluster1
0.542083,2,1,1,330,cluster1
0.827534,2,1,1,320,cluster1
0.279214,2,1,1,310,cluster1
0.226012,2,1,1,300,cluster1
0.167468,0,3,0,10200,cluster1
0.157332,0,3,0,10190,cluster1
0.159783,0,3,0,10180,cluster1
0.157801,0,3,0,10170,cluster1
0.168184,0,3,0,10160,cluster1
0.261117,0,3,0,10150,cluster1
0.324183,0,3,0,10140,cluster1
0.510683,0,3,0,10130,cluster1
0.511483,0,3,0,10120,cluster1
0.523133,0,3,0,10110,cluster1
0.64595,0,1,0,200,cluster1
0.722451,0,1,0,190,cluster1
0.71505,0,1,0,180,cluster1
0.663017,0,1,0,170,cluster1
0.66405,0,1,0,160,cluster1
0.657368,0,1,0,150,cluster1
0.593966,0,1,0,140,cluster1
1.26812,1,0,1,15200,cluster1
1.25528,1,0,1,15190,cluster1
1.05465,1,0,1,15180,cluster1
1.48005,1,0,1,15170,cluster1
1.61483,1,0,1,15160,cluster1
1.45663,1,0,1,15150,cluster1
0.940967,1,0,1,15140,cluster1
0.711067,1,0,1,15130,cluster1
0.729683,1,0,1,15120,cluster1
0.727982,1,0,1,15110,cluster1
0.48335,4,0,1,21200,cluster1
0.511217,4,0,1,21190,cluster1
0.5024,4,0,1,21180,cluster1
0.48925,4,0,1,21170,cluster1
1.77212,3,2,1,6200,cluster1
0.495601,4,0,1,21160,cluster1
1.76712,3,2,1,6190,cluster1
0.533583,4,0,1,21150,cluster1
1.79772,3,2,1,6180,cluster1
0.556983,4,0,1,21140,cluster1
1.79525,3,2,1,6170,cluster1
0.557934,4,0,1,21130,cluster1
0.55665,4,0,1,21120,cluster1
0.55705,4,0,1,21110,cluster1
0.448023,2,0,1,15010,cluster1
0.444934,2,0,1,15000,cluster1
0.455338,2,0,1,14590,cluster1
0.459068,2,0,1,14580,cluster1
0.486037,2,0,1,14570,cluster1
0.51702,2,0,1,14560,cluster1
0.532766,2,0,1,14550,cluster1
0.516957,2,0,1,14540,cluster1
0.092833,2,0,1,14530,cluster1
0.236897,2,0,1,14520,cluster1
0.238436,2,1,1,290,cluster1
0.231304,2,1,1,280,cluster1
0.23413,2,1,1,270,cluster1
0.268263,2,1,1,260,cluster1
0.257313,2,1,1,250,cluster1
0.25873,2,1,1,240,cluster1
0.247534,2,1,1,230,cluster1
0.246783,2,1,1,220,cluster1
0.249437,2,1,1,210,cluster1
1.55085,2,1,1,200,cluster1
0.167434,3,2,1,5150,cluster1
0.142767,3,2,1,5140,cluster1
0.000733,3,2,1,5130,cluster1
0.258301,1,0,1,16070,cluster1
0,3,2,1,5120,cluster1
0,3,2,1,5110,cluster1
0.520568,0,3,0,10100,cluster1
0.435665,0,3,0,10090,cluster1
0.252551,0,3,0,10080,cluster1
0.22255,0,3,0,10070,cluster1
0.188968,0,3,0,10060,cluster1
0.19415,0,3,0,10050,cluster1
0.2143,0,3,0,10040,cluster1
0.196532,0,3,0,10030,cluster1
0.214433,0,3,0,10020,cluster1
0.205918,0,3,0,10010,cluster1
0.722849,1,0,1,15100,cluster1
0.731267,1,0,1,15030,cluster1
0.919783,1,0,1,15020,cluster1
1.12387,1,0,1,15010,cluster1
0.5578,4,0,1,21100,cluster1
0.558549,4,0,1,21090,cluster1
0.500633,4,0,1,21080,cluster1
0.403667,4,0,1,21070,cluster1
0.395083,4,0,1,21060,cluster1
0.391318,4,0,1,21050,cluster1
0.39615,4,0,1,21040,cluster1
0.379716,4,0,1,21030,cluster1
0.379616,4,0,1,21020,cluster1
0.388484,4,0,1,21010,cluster1
0.499288,2,0,1,14510,cluster1
0.512267,2,0,1,14500,cluster1
0.49615,5,0,1,15200,cluster1
0.467457,2,0,1,14490,cluster1
0.712667,5,0,1,15190,cluster1
0.494633,2,0,1,14480,cluster1
1.2071,5,0,1,15180,cluster1
0.487323,2,0,1,14470,cluster1
1.22137,5,0,1,15170,cluster1
0.60584,2,0,1,14460,cluster1
0.676,5,0,1,15160,cluster1
0.85907,2,0,1,14450,cluster1
0.6565,5,0,1,15150,cluster1
0.556036,2,0,1,14440,cluster1
0.681883,5,0,1,15140,cluster1
0.523539,2,0,1,14430,cluster1
0.674299,5,0,1,15130,cluster1
0.533317,2,0,1,14420,cluster1
0.6763,5,0,1,15120,cluster1
0.70215,5,0,1,15110,cluster1
0.595749,3,0,1,20100,cluster1
0.881201,3,0,1,20070,cluster1
0.254233,2,1,1,190,cluster1
1.44927,2,1,1,180,cluster1
1.67035,2,1,1,170,cluster1
1.69801,2,1,1,160,cluster1
1.33595,2,1,1,150,cluster1
0.090017,2,1,1,140,cluster1
0.225497,2,1,1,130,cluster1
0.252987,2,1,1,120,cluster1
0.535163,2,1,1,110,cluster1
0.777946,2,1,1,100,cluster1
0,3,2,1,5100,cluster1
0,3,2,1,5090,cluster1
0,3,2,1,5080,cluster1
0,3,2,1,5070,cluster1
0,3,2,1,5060,cluster1
0,3,2,1,5050,cluster1
0,3,2,1,5040,cluster1
0,3,2,1,5030,cluster1
0,3,2,1,5020,cluster1
0,3,2,1,5010,cluster1
1.79908,1,0,1,15000,cluster1
1.91252,1,0,1,14590,cluster1
1.90135,1,0,1,14580,cluster1
1.32458,1,0,1,14570,cluster1
1.19653,1,0,1,14560,cluster1
1.18822,1,0,1,14550,cluster1
1.26273,1,0,1,14540,cluster1
1.62737,1,0,1,14530,cluster1
1.6401,1,0,1,14520,cluster1
1.3844,1,0,1,14510,cluster1
0.386684,4,0,1,21000,cluster1
0.38985,4,0,1,20590,cluster1
0.3747,4,0,1,20580,cluster1
0.384084,4,0,1,20570,cluster1
0.405183,4,0,1,20560,cluster1
0.389667,4,0,1,20550,cluster1
0.388383,4,0,1,20540,cluster1
0.3756,4,0,1,20530,cluster1
0.399851,4,0,1,20520,cluster1
0.4038,4,0,1,20510,cluster1
1.05195,5,0,1,15100,cluster1
1.06658,5,0,1,15090,cluster1
1.04388,5,0,1,15080,cluster1
1.0192,5,0,1,15070,cluster1
0.916917,5,0,1,15060,cluster1
0.6756,5,0,1,15050,cluster1
0.691649,5,0,1,15040,cluster1
0.6989,5,0,1,15030,cluster1
0.697616,5,0,1,15020,cluster1
0.644867,5,0,1,15010,cluster1
0.318834,2,1,1,90,cluster1
0.34995,2,1,1,80,cluster1
0.532499,2,1,1,70,cluster1
0.501133,2,1,1,60,cluster1
0.487917,2,1,1,50,cluster1
0.759269,2,1,1,40,cluster1
0.699867,2,1,1,30,cluster1
0.648151,2,1,1,20,cluster1
0.643467,2,1,1,10,cluster1
0.629501,2,1,1,0,cluster1
0.911,1,0,1,14500,cluster1
0.9143,1,0,1,14490,cluster1
0.919116,1,0,1,14480,cluster1
0.915866,1,0,1,14470,cluster1
1.49012,1,0,1,14460,cluster1
1.65376,1,0,1,14450,cluster1
0.642918,1,0,1,23470,cluster1
1.63267,1,0,1,14440,cluster1
0.64925,1,0,1,23460,cluster1
0.926866,1,0,1,14430,cluster1
0.660568,1,0,1,23450,cluster1
0.940667,1,0,1,14420,cluster1
0.752017,1,0,1,23440,cluster1
0.920133,1,0,1,14410,cluster1
0.73835,1,0,1,23430,cluster1
0.414699,4,0,1,20500,cluster1
0.705866,1,0,1,23420,cluster1
0.412117,4,0,1,20490,cluster1
0.604583,1,0,1,23410,cluster1
0.409651,4,0,1,20480,cluster1
0.44105,4,0,1,20470,cluster1
0.46545,4,0,1,20460,cluster1
0.452333,4,0,1,20450,cluster1
0.454984,4,0,1,20440,cluster1
0.439585,4,0,1,20430,cluster1
0.466633,4,0,1,20420,cluster1
0.445984,4,0,1,20410,cluster1
0.633916,5,0,1,15000,cluster1
0.595083,5,0,1,14590,cluster1
1.24095,5,0,1,14580,cluster1
0.75215,5,0,1,14550,cluster1
0.543516,5,0,1,14540,cluster1
0.564917,5,0,1,14530,cluster1
0.545017,5,0,1,14510,cluster1
0.922166,1,0,1,14400,cluster1
1.37655,1,0,1,14390,cluster1
1.89985,1,0,1,14380,cluster1
2.0272,1,0,1,14370,cluster1
1.90448,1,0,1,14360,cluster1
1.24533,1,0,1,14350,cluster1
1.23278,1,0,1,14340,cluster1
1.2446,1,0,1,14330,cluster1
1.23848,1,0,1,14320,cluster1
0.538584,5,0,1,14500,cluster1
0.545917,5,0,1,14490,cluster1
0.537284,5,0,1,14480,cluster1
0.556217,5,0,1,14470,cluster1
0.550534,5,0,1,14460,cluster1
0.5653,5,0,1,14450,cluster1
0.569066,5,0,1,14440,cluster1
0.754283,5,0,1,14430,cluster1
0.943984,5,0,1,14420,cluster1
1.66162,5,0,1,14410,cluster1
0.400567,3,0,1,19400,cluster1
0.638266,3,0,1,19390,cluster1
1.90612,1,0,1,14290,cluster1
1.38923,1,0,1,14280,cluster1
0.85815,1,0,1,14270,cluster1
0.843351,1,0,1,14260,cluster1
0.816766,1,0,1,14250,cluster1
0.836383,1,0,1,14240,cluster1
0.838884,1,0,1,14230,cluster1
1.39283,1,0,1,14220,cluster1
1.58955,1,0,1,14210,cluster1
1.68038,5,0,1,14400,cluster1
1.64633,5,0,1,14390,cluster1
1.23115,5,0,1,14380,cluster1
0.899067,5,0,1,14370,cluster1
0.707684,5,0,1,14360,cluster1
0.7082,5,0,1,14350,cluster1
0.41495,5,0,1,14340,cluster1
0.353367,5,0,1,14330,cluster1
0.343984,5,0,1,14320,cluster1
0.339767,5,0,1,14310,cluster1
0.35685,5,0,1,14300,cluster1
0.353983,5,0,1,14290,cluster1
0.348133,5,0,1,14280,cluster1
0.359266,5,0,1,14270,cluster1
0.353717,5,0,1,14260,cluster1
0.358134,5,0,1,14250,cluster1
0.350016,5,0,1,14240,cluster1
0.347216,5,0,1,14230,cluster1
0.345966,5,0,1,14220,cluster1
0.352333,5,0,1,14210,cluster1
0.345783,5,0,1,14200,cluster1
0.345633,5,0,1,14190,cluster1
0.3588,5,0,1,14180,cluster1
0.342,5,0,1,14170,cluster1
0.731651,5,0,1,14160,cluster1
1.0832,5,0,1,14150,cluster1
0.7394,5,0,1,14140,cluster1
0.464616,5,0,1,14130,cluster1
0.468982,5,0,1,14120,cluster1
0.832168,5,0,1,14110,cluster1
0.937783,3,0,1,19090,cluster1
0.8437,5,0,1,14100,cluster1
0.839882,5,0,1,14090,cluster1
0.851999,5,0,1,14080,cluster1
0.836633,5,0,1,14070,cluster1
0.825067,5,0,1,14060,cluster1
0.820516,5,0,1,14050,cluster1
0.613467,5,0,1,14040,cluster1
0.45045,5,0,1,14030,cluster1
0.467717,5,0,1,14020,cluster1
0.451,5,0,1,14010,cluster1
0.453816,5,0,1,14000,cluster1
0.450101,5,3,1,13590,cluster1
0.4453,5,3,1,13580,cluster1
0.452883,5,3,1,13570,cluster1
0.399367,5,3,1,13560,cluster1
0.311266,5,3,1,13550,cluster1
0.306217,5,3,1,13540,cluster1
0.298916,5,3,1,13530,cluster1
0.31615,5,3,1,13520,cluster1
0.322284,5,3,1,13510,cluster1
0.303234,5,3,1,13500,cluster1
0.324733,5,3,1,13490,cluster1
0.318467,5,3,1,13480,cluster1
0.332401,5,3,1,13470,cluster1
0.316467,5,3,1,13460,cluster1
0.324834,5,3,1,13450,cluster1
0.724966,5,3,1,13440,cluster1
0.746517,5,3,1,13430,cluster1
0.713434,5,3,1,13420,cluster1
0.721699,5,3,1,13410,cluster1
0.509886,1,0,1,16250,cluster1
0.313104,1,0,1,16240,cluster1
0.448373,1,0,1,16230,cluster1
0.464003,1,0,1,16220,cluster1
0.384153,1,0,1,16210,cluster1
0.369987,1,0,1,16200,cluster1
0.33262,1,0,1,16190,cluster1
0.30749,1,0,1,16180,cluster1
0.304423,1,0,1,16170,cluster1
0.31494,1,0,1,16160,cluster1
0.319343,1,0,1,16150,cluster1
0.342136,1,0,1,16140,cluster1
0.290234,1,0,1,16130,cluster1
