refinedUse,' dow',' phase',' dType',' Time',' Cluster'
1.29438,4,1,1,540,cluster12
0.730318,4,1,1,530,cluster12
2.6412,2,1,1,3530,cluster12
2.7075,2,1,1,3520,cluster12
2.5874,2,1,1,3510,cluster12
2.62177,2,1,1,3500,cluster12
2.64965,2,1,1,3490,cluster12
2.6527,2,1,1,3480,cluster12
2.66963,2,1,1,3470,cluster12
2.74917,2,1,1,3460,cluster12
1.78753,2,1,1,3450,cluster12
1.5704,2,1,1,3440,cluster12
1.44747,2,1,1,3430,cluster12
1.30885,2,1,1,3420,cluster12
1.12917,2,1,1,3410,cluster12
1.13128,2,1,1,3400,cluster12
1.18938,2,1,1,3390,cluster12
1.21342,2,1,1,3380,cluster12
1.11838,2,1,1,3370,cluster12
1.80682,2,1,1,3360,cluster12
1.90617,1,1,1,3340,cluster12
1.91586,1,1,1,3330,cluster12
1.84703,1,1,1,3320,cluster12
1.80665,1,1,1,3310,cluster12
1.96818,1,1,1,3300,cluster12
1.86765,1,1,1,3290,cluster12
2.94812,1,1,1,3500,cluster12
2.95972,1,1,1,3490,cluster12
2.97515,1,1,1,3480,cluster12
2.97768,1,1,1,3470,cluster12
3.03397,1,1,1,3460,cluster12
2.32388,1,1,1,3450,cluster12
1.88953,1,1,1,3440,cluster12
1.88635,1,1,1,3430,cluster12
1.88892,1,1,1,3420,cluster12
1.86167,1,1,1,3410,cluster12
2.10252,1,1,1,3580,cluster12
0.9813,1,1,1,3570,cluster12
0.94825,1,1,1,3560,cluster12
1.02652,1,1,1,3550,cluster12
1.02362,1,1,1,3540,cluster12
1.02302,1,1,1,3530,cluster12
0.851233,6,3,0,13130,cluster12
0.592367,6,3,0,13120,cluster12
1.83963,1,1,1,3400,cluster12
1.89978,1,1,1,3390,cluster12
1.76063,1,1,1,3380,cluster12
1.80807,1,1,1,3370,cluster12
2.67322,1,1,1,3360,cluster12
3.37394,1,1,1,3350,cluster12
3.35432,1,1,1,3340,cluster12
3.33472,1,1,1,3330,cluster12
2.21782,1,1,1,3320,cluster12
2.26387,1,1,1,3310,cluster12
3.21532,1,1,1,3300,cluster12
3.38678,1,1,1,3290,cluster12
3.42807,1,1,1,3280,cluster12
3.27895,1,1,1,3270,cluster12
3.28112,1,1,1,3260,cluster12
3.28322,1,1,1,3250,cluster12
3.27582,1,1,1,3240,cluster12
3.2952,1,1,1,3230,cluster12
3.28848,1,1,1,3220,cluster12
3.27472,1,1,1,3210,cluster12
3.22768,1,1,1,3200,cluster12
3.21862,1,1,1,3190,cluster12
3.21773,1,1,1,3180,cluster12
3.28388,1,1,1,3170,cluster12
3.2796,1,1,1,3160,cluster12
3.03102,2,3,1,12330,cluster12
