refinedUse,' dow',' phase',' dType',' Time',' Cluster'
0.128888,0,2,0,6110,cluster0
0.224217,0,2,0,6100,cluster0
0.224167,0,2,0,6090,cluster0
0.225558,0,2,0,6080,cluster0
0,0,2,0,6070,cluster0
0,0,2,0,6060,cluster0
0.062921,0,2,0,6050,cluster0
0.047007,0,2,0,6040,cluster0
0.053554,0,2,0,6030,cluster0
0.072032,0,2,0,6020,cluster0
0,6,1,0,3160,cluster0
0.039083,6,1,0,3150,cluster0
0.0336,6,1,0,3140,cluster0
0.034417,6,1,0,3130,cluster0
0.03805,6,1,0,3120,cluster0
0.04555,6,1,0,3110,cluster0
0.039867,6,1,0,3100,cluster0
0.039999,6,1,0,3090,cluster0
0.036567,6,1,0,3080,cluster0
0.042717,6,1,0,3070,cluster0
0.039434,6,1,0,3060,cluster0
0.037749,6,1,0,3050,cluster0
0.045084,6,1,0,3040,cluster0
0.055417,6,1,0,3030,cluster0
0.041182,6,1,0,3020,cluster0
0.090283,6,1,0,3010,cluster0
0.159934,6,1,0,3000,cluster0
0.166817,6,1,0,2590,cluster0
0.176867,6,1,0,2580,cluster0
0.153649,6,1,0,2570,cluster0
0.169383,6,1,0,2560,cluster0
0.158751,6,1,0,2550,cluster0
0.16685,6,1,0,2540,cluster0
0.199382,6,1,0,2530,cluster0
0.20435,6,1,0,2520,cluster0
0.179567,6,1,0,2510,cluster0
0.8974,6,1,0,2500,cluster0
1.45757,6,1,0,2490,cluster0
1.51523,6,1,0,2480,cluster0
1.27617,6,1,0,2470,cluster0
1.30377,6,1,0,2460,cluster0
0.701466,6,1,0,2450,cluster0
0.105833,6,1,0,2440,cluster0
0,1,1,1,1340,cluster0
0.1073,6,1,0,2430,cluster0
0,1,1,1,1330,cluster0
0.132834,6,1,0,2420,cluster0
0,1,1,1,1320,cluster0
0.189016,6,1,0,2410,cluster0
0,1,1,1,1310,cluster0
0.174867,6,1,0,2400,cluster0
0,1,1,1,1300,cluster0
0.098767,6,1,0,2390,cluster0
0.147117,1,1,1,1290,cluster0
0.094817,6,1,0,2380,cluster0
0,1,1,1,1280,cluster0
0.255349,6,1,0,2370,cluster0
0.155766,1,1,1,1270,cluster0
0.349817,6,1,0,2360,cluster0
0,1,1,1,1260,cluster0
0.12725,6,1,0,2350,cluster0
0.082284,1,1,1,1250,cluster0
0.165334,6,1,0,2340,cluster0
0.341116,1,1,1,1240,cluster0
0.192051,6,1,0,2330,cluster0
0.180083,1,1,1,1230,cluster0
0.184,6,1,0,2320,cluster0
0.339599,1,1,1,1220,cluster0
0.2037,6,1,0,2310,cluster0
0.521933,6,0,0,15380,cluster0
0.378048,6,0,0,15370,cluster0
0.431016,6,0,0,15360,cluster0
0.382182,6,0,0,15350,cluster0
0.374134,6,0,0,15340,cluster0
0.380766,6,0,0,15330,cluster0
0.372751,6,0,0,15320,cluster0
0.2051,6,1,0,2300,cluster0
0.178084,6,1,0,2290,cluster0
0.109484,6,1,0,2280,cluster0
0.255401,6,1,0,2270,cluster0
0.160535,6,1,0,2260,cluster0
0.14365,6,1,0,2250,cluster0
0.141532,6,1,0,2240,cluster0
0.139067,6,1,0,2230,cluster0
0.147183,6,1,0,2220,cluster0
0.121883,6,1,0,2210,cluster0
0.008866,4,3,1,10210,cluster0
0,6,1,0,2200,cluster0
0,6,1,0,2190,cluster0
0,6,1,0,2180,cluster0
0,6,1,0,2170,cluster0
0,6,1,0,2160,cluster0
0.451817,1,1,1,1060,cluster0
0,6,1,0,2150,cluster0
0.6986,1,1,1,1050,cluster0
0,6,1,0,2140,cluster0
0.425616,1,1,1,1040,cluster0
0,6,1,0,2130,cluster0
0.6335,1,1,1,1030,cluster0
0,6,1,0,2120,cluster0
0.484616,1,1,1,1020,cluster0
0,6,1,0,2110,cluster0
0.424816,1,1,1,1010,cluster0
0.00065,4,3,1,10200,cluster0
0.006049,4,3,1,10190,cluster0
0.007835,4,3,1,10180,cluster0
0,4,3,1,10170,cluster0
0,4,3,1,10160,cluster0
0.0049,4,3,1,10150,cluster0
0,4,3,1,10140,cluster0
0,4,3,1,10130,cluster0
0,4,3,1,10120,cluster0
0,4,3,1,10110,cluster0
0,6,1,0,2100,cluster0
0.373001,1,1,1,1000,cluster0
0.017017,6,1,0,2090,cluster0
0.318033,1,1,1,590,cluster0
0.001866,6,1,0,2080,cluster0
0.537316,1,1,1,580,cluster0
0,6,1,0,2070,cluster0
0.314633,1,1,1,570,cluster0
0,6,1,0,2060,cluster0
0.273016,1,1,1,560,cluster0
0,6,1,0,2050,cluster0
0.433866,1,1,1,550,cluster0
0,6,1,0,2040,cluster0
0.243616,1,1,1,540,cluster0
0,6,1,0,2030,cluster0
0.652934,1,1,1,530,cluster0
0,6,1,0,2020,cluster0
1.84018,1,1,1,520,cluster0
0,6,1,0,2010,cluster0
1.71642,1,1,1,510,cluster0
0,4,3,1,10100,cluster0
0,4,3,1,10090,cluster0
0,4,3,1,10080,cluster0
0,4,3,1,10070,cluster0
0,4,3,1,10060,cluster0
0,4,3,1,10050,cluster0
0,4,3,1,10040,cluster0
0,4,3,1,10030,cluster0
0,4,3,1,10020,cluster0
0,4,3,1,10010,cluster0
1.25442,5,1,0,1590,cluster0
1.24993,5,1,0,1580,cluster0
1.31567,5,1,0,1570,cluster0
1.42308,5,1,0,1560,cluster0
1.42573,5,1,0,1550,cluster0
1.36328,5,1,0,1540,cluster0
1.24355,5,1,0,1530,cluster0
1.24657,5,1,0,1520,cluster0
1.26608,5,1,0,1510,cluster0
1.7771,1,1,1,500,cluster0
0.324267,1,1,1,490,cluster0
0.513418,1,1,1,480,cluster0
0,4,3,1,10000,cluster0
0,4,3,1,9590,cluster0
0,4,3,1,9580,cluster0
0,4,3,1,9570,cluster0
0,4,3,1,9560,cluster0
0,4,3,1,9550,cluster0
0,4,3,1,9540,cluster0
0,4,3,1,9530,cluster0
0,4,3,1,9520,cluster0
0,4,3,1,9510,cluster0
0.65365,6,3,0,11590,cluster0
0.32304,6,3,0,11580,cluster0
0.076607,6,3,0,11570,cluster0
0.065104,6,3,0,11560,cluster0
0.064506,6,3,0,11550,cluster0
0.084503,6,3,0,11540,cluster0
0.057537,6,3,0,11530,cluster0
0.067622,6,3,0,11520,cluster0
1.25725,5,1,0,1500,cluster0
1.23495,5,1,0,1490,cluster0
1.2316,5,1,0,1480,cluster0
1.1359,5,1,0,1470,cluster0
1.08232,5,1,0,1460,cluster0
1.05785,5,1,0,1450,cluster0
1.02888,5,1,0,1440,cluster0
1.02352,5,1,0,1430,cluster0
1.01748,5,1,0,1420,cluster0
1.00897,5,1,0,1410,cluster0
0,4,3,1,9500,cluster0
0,4,3,1,9490,cluster0
0,4,3,1,9480,cluster0
0,4,3,1,9470,cluster0
0,4,3,1,9460,cluster0
0,4,3,1,9450,cluster0
0,4,3,1,9440,cluster0
0,4,3,1,9430,cluster0
0,4,3,1,9420,cluster0
0,4,3,1,9410,cluster0
0.076571,6,3,0,11510,cluster0
0.082387,6,3,0,11500,cluster0
0.077986,6,3,0,11490,cluster0
0.085386,6,3,0,11480,cluster0
